source_token_id	ayah_ref	source_token_index	surface_ar	word_ids	qac_word_refs	binding_status
t-s087-a000-w001	87:0	1	بِسْمِ	w-s087-a000-w001	1:1:1	one_to_one
t-s087-a000-w002	87:0	2	ٱللَّهِ	w-s087-a000-w002	1:1:2	one_to_one
t-s087-a000-w003	87:0	3	ٱلرَّحْمَٰنِ	w-s087-a000-w003	1:1:3	one_to_one
t-s087-a000-w004	87:0	4	ٱلرَّحِيمِ	w-s087-a000-w004	1:1:4	one_to_one
t-s087-a001-w001	87:1	1	سَبِّحِ	w-s087-a001-w001	87:1:1	one_to_one
t-s087-a001-w002	87:1	2	ٱسْمَ	w-s087-a001-w002	87:1:2	one_to_one
t-s087-a001-w003	87:1	3	رَبِّكَ	w-s087-a001-w003	87:1:3	one_to_one
t-s087-a001-w004	87:1	4	ٱلْأَعْلَى	w-s087-a001-w004	87:1:4	one_to_one
t-s087-a002-w001	87:2	1	ٱلَّذِى	w-s087-a002-w001	87:2:1	one_to_one
t-s087-a002-w002	87:2	2	خَلَقَ	w-s087-a002-w002	87:2:2	one_to_one
t-s087-a002-w003	87:2	3	فَسَوَّىٰ	w-s087-a002-w003	87:2:3	one_to_one
t-s087-a003-w001	87:3	1	وَٱلَّذِى	w-s087-a003-w001	87:3:1	one_to_one
t-s087-a003-w002	87:3	2	قَدَّرَ	w-s087-a003-w002	87:3:2	one_to_one
t-s087-a003-w003	87:3	3	فَهَدَىٰ	w-s087-a003-w003	87:3:3	one_to_one
t-s087-a004-w001	87:4	1	وَٱلَّذِىٓ	w-s087-a004-w001	87:4:1	one_to_one
t-s087-a004-w002	87:4	2	أَخْرَجَ	w-s087-a004-w002	87:4:2	one_to_one
t-s087-a004-w003	87:4	3	ٱلْمَرْعَىٰ	w-s087-a004-w003	87:4:3	one_to_one
t-s087-a005-w001	87:5	1	فَجَعَلَهُۥ	w-s087-a005-w001	87:5:1	one_to_one
t-s087-a005-w002	87:5	2	غُثَآءً	w-s087-a005-w002	87:5:2	one_to_one
t-s087-a005-w003	87:5	3	أَحْوَىٰ	w-s087-a005-w003	87:5:3	one_to_one
t-s087-a006-w001	87:6	1	سَنُقْرِئُكَ	w-s087-a006-w001	87:6:1	one_to_one
t-s087-a006-w002	87:6	2	فَلَا	w-s087-a006-w002	87:6:2	one_to_one
t-s087-a006-w003	87:6	3	تَنسَىٰٓ	w-s087-a006-w003	87:6:3	one_to_one
t-s087-a007-w001	87:7	1	إِلَّا	w-s087-a007-w001	87:7:1	one_to_one
t-s087-a007-w002	87:7	2	مَا	w-s087-a007-w002	87:7:2	one_to_one
t-s087-a007-w003	87:7	3	شَآءَ	w-s087-a007-w003	87:7:3	one_to_one
t-s087-a007-w004	87:7	4	ٱللَّهُ	w-s087-a007-w004	87:7:4	one_to_one
t-s087-a007-w005	87:7	5	إِنَّهُۥ	w-s087-a007-w005	87:7:5	one_to_one
t-s087-a007-w006	87:7	6	يَعْلَمُ	w-s087-a007-w006	87:7:6	one_to_one
t-s087-a007-w007	87:7	7	ٱلْجَهْرَ	w-s087-a007-w007	87:7:7	one_to_one
t-s087-a007-w008	87:7	8	وَمَا	w-s087-a007-w008	87:7:8	one_to_one
t-s087-a007-w009	87:7	9	يَخْفَىٰ	w-s087-a007-w009	87:7:9	one_to_one
t-s087-a008-w001	87:8	1	وَنُيَسِّرُكَ	w-s087-a008-w001	87:8:1	one_to_one
t-s087-a008-w002	87:8	2	لِلْيُسْرَىٰ	w-s087-a008-w002	87:8:2	one_to_one
t-s087-a009-w001	87:9	1	فَذَكِّرْ	w-s087-a009-w001	87:9:1	one_to_one
t-s087-a009-w002	87:9	2	إِن	w-s087-a009-w002	87:9:2	one_to_one
t-s087-a009-w003	87:9	3	نَّفَعَتِ	w-s087-a009-w003	87:9:3	one_to_one
t-s087-a009-w004	87:9	4	ٱلذِّكْرَىٰ	w-s087-a009-w004	87:9:4	one_to_one
t-s087-a010-w001	87:10	1	سَيَذَّكَّرُ	w-s087-a010-w001	87:10:1	one_to_one
t-s087-a010-w002	87:10	2	مَن	w-s087-a010-w002	87:10:2	one_to_one
t-s087-a010-w003	87:10	3	يَخْشَىٰ	w-s087-a010-w003	87:10:3	one_to_one
t-s087-a011-w001	87:11	1	وَيَتَجَنَّبُهَا	w-s087-a011-w001	87:11:1	one_to_one
t-s087-a011-w002	87:11	2	ٱلْأَشْقَى	w-s087-a011-w002	87:11:2	one_to_one
t-s087-a012-w001	87:12	1	ٱلَّذِى	w-s087-a012-w001	87:12:1	one_to_one
t-s087-a012-w002	87:12	2	يَصْلَى	w-s087-a012-w002	87:12:2	one_to_one
t-s087-a012-w003	87:12	3	ٱلنَّارَ	w-s087-a012-w003	87:12:3	one_to_one
t-s087-a012-w004	87:12	4	ٱلْكُبْرَىٰ	w-s087-a012-w004	87:12:4	one_to_one
t-s087-a013-w001	87:13	1	ثُمَّ	w-s087-a013-w001	87:13:1	one_to_one
t-s087-a013-w002	87:13	2	لَا	w-s087-a013-w002	87:13:2	one_to_one
t-s087-a013-w003	87:13	3	يَمُوتُ	w-s087-a013-w003	87:13:3	one_to_one
t-s087-a013-w004	87:13	4	فِيهَا	w-s087-a013-w004	87:13:4	one_to_one
t-s087-a013-w005	87:13	5	وَلَا	w-s087-a013-w005	87:13:5	one_to_one
t-s087-a013-w006	87:13	6	يَحْيَىٰ	w-s087-a013-w006	87:13:6	one_to_one
t-s087-a014-w001	87:14	1	قَدْ	w-s087-a014-w001	87:14:1	one_to_one
t-s087-a014-w002	87:14	2	أَفْلَحَ	w-s087-a014-w002	87:14:2	one_to_one
t-s087-a014-w003	87:14	3	مَن	w-s087-a014-w003	87:14:3	one_to_one
t-s087-a014-w004	87:14	4	تَزَكَّىٰ	w-s087-a014-w004	87:14:4	one_to_one
t-s087-a015-w001	87:15	1	وَذَكَرَ	w-s087-a015-w001	87:15:1	one_to_one
t-s087-a015-w002	87:15	2	ٱسْمَ	w-s087-a015-w002	87:15:2	one_to_one
t-s087-a015-w003	87:15	3	رَبِّهِۦ	w-s087-a015-w003	87:15:3	one_to_one
t-s087-a015-w004	87:15	4	فَصَلَّىٰ	w-s087-a015-w004	87:15:4	one_to_one
