cooccurrence_id	ayah_ref	left_word_id	right_word_id	left_root	right_root	word_distance	root_distance_min	root_distance_max	local_pair_count	corpus_window_count	corpus_pair_count	source_pair_id
co-87_0-00001	87:0	w-s087-a000-w002	w-s087-a000-w003	ء ل ه	ر ح م	1	1	2	2	130	254	intra_ayah:1:1:root:1
co-87_0-00002	87:0	w-s087-a000-w002	w-s087-a000-w004	ء ل ه	ر ح م	2	1	2	2	130	254	intra_ayah:1:1:root:1
co-87_0-00003	87:0	w-s087-a000-w002	w-s087-a000-w001	ء ل ه	س م و	1	1	1	1	185	319	intra_ayah:1:1:root:2
co-87_0-00004	87:0	w-s087-a000-w003	w-s087-a000-w001	ر ح م	س م و	2	2	3	2	18	21	intra_ayah:1:1:root:3
co-87_0-00005	87:0	w-s087-a000-w004	w-s087-a000-w001	ر ح م	س م و	3	2	3	2	18	21	intra_ayah:1:1:root:3
co-87_1-00006	87:1	w-s087-a001-w003	w-s087-a001-w001	ر ب ب	س ب ح	2	2	2	1	31	41	intra_ayah:87:1:root:1
co-87_1-00007	87:1	w-s087-a001-w003	w-s087-a001-w002	ر ب ب	س م و	1	1	1	1	61	77	intra_ayah:87:1:root:2
co-87_1-00008	87:1	w-s087-a001-w003	w-s087-a001-w004	ر ب ب	ع ل و	1	1	1	1	11	11	intra_ayah:87:1:root:3
co-87_1-00009	87:1	w-s087-a001-w001	w-s087-a001-w002	س ب ح	س م و	1	1	1	1	22	26	intra_ayah:87:1:root:4
co-87_1-00010	87:1	w-s087-a001-w001	w-s087-a001-w004	س ب ح	ع ل و	3	3	3	1	9	10	intra_ayah:87:1:root:5
co-87_1-00011	87:1	w-s087-a001-w002	w-s087-a001-w004	س م و	ع ل و	2	2	2	1	8	9	intra_ayah:87:1:root:6
co-87_2-00012	87:2	w-s087-a002-w002	w-s087-a002-w003	خ ل ق	س و ي	1	1	1	1	11	20	intra_ayah:87:2:root:1
co-87_3-00013	87:3	w-s087-a003-w002	w-s087-a003-w003	ق د ر	ه د ي	1	1	1	1	3	4	intra_ayah:87:3:root:1
co-87_4-00014	87:4	w-s087-a004-w002	w-s087-a004-w003	خ ر ج	ر ع ي	1	1	1	1	2	2	intra_ayah:87:4:root:1
co-87_5-00015	87:5	w-s087-a005-w001	w-s087-a005-w003	ج ع ل	ح و ي	2	2	2	1	1	1	intra_ayah:87:5:root:1
co-87_5-00016	87:5	w-s087-a005-w001	w-s087-a005-w002	ج ع ل	غ ث و	1	1	1	1	2	2	intra_ayah:87:5:root:2
co-87_5-00017	87:5	w-s087-a005-w003	w-s087-a005-w002	ح و ي	غ ث و	1	1	1	1	1	1	intra_ayah:87:5:root:3
co-87_6-00018	87:6	w-s087-a006-w001	w-s087-a006-w003	ق ر ء	ن س ي	2	1	1	1	1	1	intra_ayah:87:6:root:1
co-87_7-00019	87:7	w-s087-a007-w004	w-s087-a007-w007	ء ل ه	ج ه ر	3	2	2	1	8	10	intra_ayah:87:7:root:1
co-87_7-00020	87:7	w-s087-a007-w003	w-s087-a007-w006	ش ي ء	ع ل م	3	2	2	1	95	157	intra_ayah:87:7:root:10
co-87_7-00021	87:7	w-s087-a007-w004	w-s087-a007-w009	ء ل ه	خ ف ي	5	3	3	1	17	34	intra_ayah:87:7:root:2
co-87_7-00022	87:7	w-s087-a007-w004	w-s087-a007-w003	ء ل ه	ش ي ء	1	1	1	1	282	596	intra_ayah:87:7:root:3
co-87_7-00023	87:7	w-s087-a007-w004	w-s087-a007-w006	ء ل ه	ع ل م	2	1	1	1	408	878	intra_ayah:87:7:root:4
