finding_id	ayah_ref	finding_ordinal	grade	anchor_ordinal	branch_ordinal	qac_word_ref	root_id	branch_id	word_id
f-6_0-001	6:0	1	strong	1	1	1:1:1	root_000745	B005	w-s006-a000-w001
f-6_0-002	6:0	2	strong	1	1	1:1:3	root_000552	B003	w-s006-a000-w003
f-6_0-002	6:0	2	strong	2	1	1:1:4	root_000552	B003	w-s006-a000-w004
f-6_1-001	6:1	1	strong	1	1	6:1:14	root_000991	B002	w-s006-a001-w014
f-6_1-001	6:1	1	strong	1	2	6:1:14	root_000991	B006	w-s006-a001-w014
f-6_1-002	6:1	2	weak	1	1	6:1:12	root_001307	B001	w-s006-a001-w012
f-6_2-001	6:2	1	strong	1	1	6:2:3	root_000434	B001	w-s006-a002-w003
f-6_2-001	6:2	1	strong	2	1	6:2:5	root_000963	B003	w-s006-a002-w005
f-6_2-001	6:2	1	strong	3	1	6:2:7	root_001237	B001	w-s006-a002-w007
f-6_2-001	6:2	1	strong	3	2	6:2:7	root_001237	B004	w-s006-a002-w007
f-6_2-001	6:2	1	strong	4	1	6:2:8	root_000016	B001	w-s006-a002-w008
f-6_2-001	6:2	1	strong	5	1	6:2:9	root_000016	B001	w-s006-a002-w009
f-6_2-001	6:2	1	strong	6	1	6:2:10	root_000745	B005	w-s006-a002-w010
f-6_2-002	6:2	2	weak	1	1	6:2:14	root_001416	B001	w-s006-a002-w014
f-6_2-002	6:2	2	weak	1	2	6:2:14	root_001416	B004	w-s006-a002-w014
f-6_3-001	6:3	1	strong	1	1	6:3:8	root_000697	B005	w-s006-a003-w008
f-6_3-001	6:3	1	strong	1	2	6:3:8	root_000697	B013	w-s006-a003-w008
f-6_3-001	6:3	1	strong	2	1	6:3:9	root_000269	B002	w-s006-a003-w009
f-6_3-001	6:3	1	strong	3	1	6:3:12	root_001296	B001	w-s006-a003-w012
f-6_3-002	6:3	2	weak	1	1	6:3:7	root_001040	B002	w-s006-a003-w007
f-6_3-002	6:3	2	weak	2	1	6:3:10	root_001040	B002	w-s006-a003-w010
f-6_3-002	6:3	2	weak	3	1	6:3:12	root_001296	B001	w-s006-a003-w012
f-6_4-001	6:4	1	strong	1	1	6:4:4	root_000074	B002	w-s006-a004-w004
f-6_4-001	6:4	1	strong	1	2	6:4:4	root_000074	B003	w-s006-a004-w004
f-6_4-001	6:4	1	strong	2	1	6:4:6	root_000074	B002	w-s006-a004-w006
f-6_4-001	6:4	1	strong	2	2	6:4:6	root_000074	B003	w-s006-a004-w006
f-6_4-001	6:4	1	strong	3	1	6:4:11	root_001001	B004	w-s006-a004-w011
f-6_4-001	6:4	1	strong	3	2	6:4:11	root_001001	B005	w-s006-a004-w011
f-6_4-002	6:4	2	weak	1	1	6:4:2	root_000009	B001	w-s006-a004-w002
f-6_4-002	6:4	2	weak	1	2	6:4:2	root_000009	B011	w-s006-a004-w002
f-6_5-001	6:5	1	weak	1	1	6:5:2	root_001290	B004	w-s006-a005-w002
f-6_5-001	6:5	1	weak	2	1	6:5:3	root_000347	B002	w-s006-a005-w003
f-6_5-002	6:5	2	strong	1	1	6:5:7	root_000009	B011	w-s006-a005-w007
f-6_5-002	6:5	2	strong	2	1	6:5:8	root_001464	B002	w-s006-a005-w008
f-6_5-002	6:5	2	strong	2	2	6:5:8	root_001464	B006	w-s006-a005-w008
f-6_6-001	6:6	1	strong	1	1	6:6:9	root_001439	B003	w-s006-a006-w009
f-6_6-001	6:6	1	strong	1	2	6:6:9	root_001439	B005	w-s006-a006-w009
f-6_6-001	6:6	1	strong	2	1	6:6:11	root_000025	B002	w-s006-a006-w011
f-6_6-001	6:6	1	strong	3	1	6:6:14	root_001439	B003	w-s006-a006-w014
f-6_6-001	6:6	1	strong	3	2	6:6:14	root_001439	B005	w-s006-a006-w014
f-6_6-001	6:6	1	strong	4	1	6:6:19	root_000469	B001	w-s006-a006-w019
f-6_6-002	6:6	2	weak	1	1	6:6:26	root_000521	B001	w-s006-a006-w026
f-6_6-002	6:6	2	weak	1	2	6:6:26	root_000521	B004	w-s006-a006-w026
