cooccurrence_id	ayah_ref	left_word_id	right_word_id	left_root	right_root	word_distance	root_distance_min	root_distance_max	local_pair_count	corpus_window_count	corpus_pair_count	source_pair_id
co-58_0-00001	58:0	w-s058-a000-w002	w-s058-a000-w003	ء ل ه	ر ح م	1	1	2	2	130	254	intra_ayah:1:1:root:1
co-58_0-00002	58:0	w-s058-a000-w002	w-s058-a000-w004	ء ل ه	ر ح م	2	1	2	2	130	254	intra_ayah:1:1:root:1
co-58_0-00003	58:0	w-s058-a000-w002	w-s058-a000-w001	ء ل ه	س م و	1	1	1	1	185	319	intra_ayah:1:1:root:2
co-58_0-00004	58:0	w-s058-a000-w003	w-s058-a000-w001	ر ح م	س م و	2	2	3	2	18	21	intra_ayah:1:1:root:3
co-58_0-00005	58:0	w-s058-a000-w004	w-s058-a000-w001	ر ح م	س م و	3	2	3	2	18	21	intra_ayah:1:1:root:3
co-58_1-00006	58:1	w-s058-a001-w003	w-s058-a001-w018	ء ل ه	ب ص ر	15	2	11	4	60	102	intra_ayah:58:1:root:1
co-58_1-00007	58:1	w-s058-a001-w011	w-s058-a001-w018	ء ل ه	ب ص ر	7	2	11	4	60	102	intra_ayah:58:1:root:1
co-58_1-00008	58:1	w-s058-a001-w012	w-s058-a001-w018	ء ل ه	ب ص ر	6	2	11	4	60	102	intra_ayah:58:1:root:1
co-58_1-00009	58:1	w-s058-a001-w016	w-s058-a001-w018	ء ل ه	ب ص ر	2	2	11	4	60	102	intra_ayah:58:1:root:1
co-58_1-00010	58:1	w-s058-a001-w018	w-s058-a001-w008	ب ص ر	ز و ج	10	8	8	1	3	4	intra_ayah:58:1:root:10
co-58_1-00011	58:1	w-s058-a001-w018	w-s058-a001-w002	ب ص ر	س م ع	16	1	12	3	37	43	intra_ayah:58:1:root:11
co-58_1-00012	58:1	w-s058-a001-w018	w-s058-a001-w013	ب ص ر	س م ع	5	1	12	3	37	43	intra_ayah:58:1:root:11
co-58_1-00013	58:1	w-s058-a001-w018	w-s058-a001-w017	ب ص ر	س م ع	1	1	12	3	37	43	intra_ayah:58:1:root:11
co-58_1-00014	58:1	w-s058-a001-w018	w-s058-a001-w009	ب ص ر	ش ك و	9	7	7	1	1	1	intra_ayah:58:1:root:12
co-58_1-00015	58:1	w-s058-a001-w018	w-s058-a001-w004	ب ص ر	ق و ل	14	10	10	1	30	43	intra_ayah:58:1:root:13
co-58_1-00016	58:1	w-s058-a001-w006	w-s058-a001-w014	ج د ل	ح و ر	8	6	6	1	1	1	intra_ayah:58:1:root:14
co-58_1-00017	58:1	w-s058-a001-w006	w-s058-a001-w008	ج د ل	ز و ج	2	1	1	1	1	1	intra_ayah:58:1:root:15
co-58_1-00018	58:1	w-s058-a001-w006	w-s058-a001-w002	ج د ل	س م ع	4	3	8	3	3	5	intra_ayah:58:1:root:16
co-58_1-00019	58:1	w-s058-a001-w006	w-s058-a001-w013	ج د ل	س م ع	7	3	8	3	3	5	intra_ayah:58:1:root:16
co-58_1-00020	58:1	w-s058-a001-w006	w-s058-a001-w017	ج د ل	س م ع	11	3	8	3	3	5	intra_ayah:58:1:root:16
co-58_1-00021	58:1	w-s058-a001-w006	w-s058-a001-w009	ج د ل	ش ك و	3	2	2	1	1	1	intra_ayah:58:1:root:17
co-58_1-00022	58:1	w-s058-a001-w006	w-s058-a001-w004	ج د ل	ق و ل	2	1	1	1	7	8	intra_ayah:58:1:root:18
co-58_1-00023	58:1	w-s058-a001-w014	w-s058-a001-w008	ح و ر	ز و ج	6	5	5	1	3	3	intra_ayah:58:1:root:19
co-58_1-00024	58:1	w-s058-a001-w003	w-s058-a001-w006	ء ل ه	ج د ل	3	2	7	4	17	26	intra_ayah:58:1:root:2
co-58_1-00025	58:1	w-s058-a001-w011	w-s058-a001-w006	ء ل ه	ج د ل	5	2	7	4	17	26	intra_ayah:58:1:root:2
co-58_1-00026	58:1	w-s058-a001-w012	w-s058-a001-w006	ء ل ه	ج د ل	6	2	7	4	17	26	intra_ayah:58:1:root:2
co-58_1-00027	58:1	w-s058-a001-w016	w-s058-a001-w006	ء ل ه	ج د ل	10	2	7	4	17	26	intra_ayah:58:1:root:2
co-58_1-00028	58:1	w-s058-a001-w014	w-s058-a001-w002	ح و ر	س م ع	12	1	9	3	1	3	intra_ayah:58:1:root:20
co-58_1-00029	58:1	w-s058-a001-w014	w-s058-a001-w013	ح و ر	س م ع	1	1	9	3	1	3	intra_ayah:58:1:root:20
co-58_1-00030	58:1	w-s058-a001-w014	w-s058-a001-w017	ح و ر	س م ع	3	1	9	3	1	3	intra_ayah:58:1:root:20
co-58_1-00031	58:1	w-s058-a001-w014	w-s058-a001-w009	ح و ر	ش ك و	5	4	4	1	1	1	intra_ayah:58:1:root:21
co-58_1-00032	58:1	w-s058-a001-w014	w-s058-a001-w004	ح و ر	ق و ل	10	7	7	1	7	12	intra_ayah:58:1:root:22
co-58_1-00033	58:1	w-s058-a001-w008	w-s058-a001-w002	ز و ج	س م ع	6	4	7	3	2	5	intra_ayah:58:1:root:23
co-58_1-00034	58:1	w-s058-a001-w008	w-s058-a001-w013	ز و ج	س م ع	5	4	7	3	2	5	intra_ayah:58:1:root:23
co-58_1-00035	58:1	w-s058-a001-w008	w-s058-a001-w017	ز و ج	س م ع	9	4	7	3	2	5	intra_ayah:58:1:root:23
co-58_1-00036	58:1	w-s058-a001-w008	w-s058-a001-w009	ز و ج	ش ك و	1	1	1	1	1	1	intra_ayah:58:1:root:24
co-58_1-00037	58:1	w-s058-a001-w008	w-s058-a001-w004	ز و ج	ق و ل	4	2	2	1	17	22	intra_ayah:58:1:root:25
co-58_1-00038	58:1	w-s058-a001-w002	w-s058-a001-w009	س م ع	ش ك و	7	3	6	3	1	3	intra_ayah:58:1:root:26
co-58_1-00039	58:1	w-s058-a001-w013	w-s058-a001-w009	س م ع	ش ك و	4	3	6	3	1	3	intra_ayah:58:1:root:26
co-58_1-00040	58:1	w-s058-a001-w017	w-s058-a001-w009	س م ع	ش ك و	8	3	6	3	1	3	intra_ayah:58:1:root:26
co-58_1-00041	58:1	w-s058-a001-w002	w-s058-a001-w004	س م ع	ق و ل	2	2	9	3	49	84	intra_ayah:58:1:root:27
co-58_1-00042	58:1	w-s058-a001-w013	w-s058-a001-w004	س م ع	ق و ل	9	2	9	3	49	84	intra_ayah:58:1:root:27
co-58_1-00043	58:1	w-s058-a001-w017	w-s058-a001-w004	س م ع	ق و ل	13	2	9	3	49	84	intra_ayah:58:1:root:27
co-58_1-00044	58:1	w-s058-a001-w009	w-s058-a001-w004	ش ك و	ق و ل	5	3	3	1	2	2	intra_ayah:58:1:root:28
co-58_1-00045	58:1	w-s058-a001-w003	w-s058-a001-w014	ء ل ه	ح و ر	11	1	8	4	4	14	intra_ayah:58:1:root:3
co-58_1-00046	58:1	w-s058-a001-w011	w-s058-a001-w014	ء ل ه	ح و ر	3	1	8	4	4	14	intra_ayah:58:1:root:3
co-58_1-00047	58:1	w-s058-a001-w012	w-s058-a001-w014	ء ل ه	ح و ر	2	1	8	4	4	14	intra_ayah:58:1:root:3
co-58_1-00048	58:1	w-s058-a001-w016	w-s058-a001-w014	ء ل ه	ح و ر	2	1	8	4	4	14	intra_ayah:58:1:root:3
co-58_1-00049	58:1	w-s058-a001-w003	w-s058-a001-w008	ء ل ه	ز و ج	5	2	6	4	27	67	intra_ayah:58:1:root:4
co-58_1-00050	58:1	w-s058-a001-w011	w-s058-a001-w008	ء ل ه	ز و ج	3	2	6	4	27	67	intra_ayah:58:1:root:4
co-58_1-00051	58:1	w-s058-a001-w012	w-s058-a001-w008	ء ل ه	ز و ج	4	2	6	4	27	67	intra_ayah:58:1:root:4
co-58_1-00052	58:1	w-s058-a001-w016	w-s058-a001-w008	ء ل ه	ز و ج	8	2	6	4	27	67	intra_ayah:58:1:root:4
co-58_1-00053	58:1	w-s058-a001-w003	w-s058-a001-w002	ء ل ه	س م ع	1	1	10	12	70	128	intra_ayah:58:1:root:5
co-58_1-00054	58:1	w-s058-a001-w003	w-s058-a001-w013	ء ل ه	س م ع	10	1	10	12	70	128	intra_ayah:58:1:root:5
co-58_1-00055	58:1	w-s058-a001-w003	w-s058-a001-w017	ء ل ه	س م ع	14	1	10	12	70	128	intra_ayah:58:1:root:5
co-58_1-00056	58:1	w-s058-a001-w011	w-s058-a001-w002	ء ل ه	س م ع	9	1	10	12	70	128	intra_ayah:58:1:root:5
co-58_1-00057	58:1	w-s058-a001-w011	w-s058-a001-w013	ء ل ه	س م ع	2	1	10	12	70	128	intra_ayah:58:1:root:5
co-58_1-00058	58:1	w-s058-a001-w011	w-s058-a001-w017	ء ل ه	س م ع	6	1	10	12	70	128	intra_ayah:58:1:root:5
co-58_1-00059	58:1	w-s058-a001-w012	w-s058-a001-w002	ء ل ه	س م ع	10	1	10	12	70	128	intra_ayah:58:1:root:5
co-58_1-00060	58:1	w-s058-a001-w012	w-s058-a001-w013	ء ل ه	س م ع	1	1	10	12	70	128	intra_ayah:58:1:root:5
co-58_1-00061	58:1	w-s058-a001-w012	w-s058-a001-w017	ء ل ه	س م ع	5	1	10	12	70	128	intra_ayah:58:1:root:5
co-58_1-00062	58:1	w-s058-a001-w016	w-s058-a001-w002	ء ل ه	س م ع	14	1	10	12	70	128	intra_ayah:58:1:root:5
co-58_1-00063	58:1	w-s058-a001-w016	w-s058-a001-w013	ء ل ه	س م ع	3	1	10	12	70	128	intra_ayah:58:1:root:5
co-58_1-00064	58:1	w-s058-a001-w016	w-s058-a001-w017	ء ل ه	س م ع	1	1	10	12	70	128	intra_ayah:58:1:root:5
co-58_1-00065	58:1	w-s058-a001-w003	w-s058-a001-w009	ء ل ه	ش ك و	6	1	5	4	3	10	intra_ayah:58:1:root:6
co-58_1-00066	58:1	w-s058-a001-w011	w-s058-a001-w009	ء ل ه	ش ك و	2	1	5	4	3	10	intra_ayah:58:1:root:6
co-58_1-00067	58:1	w-s058-a001-w012	w-s058-a001-w009	ء ل ه	ش ك و	3	1	5	4	3	10	intra_ayah:58:1:root:6
co-58_1-00068	58:1	w-s058-a001-w016	w-s058-a001-w009	ء ل ه	ش ك و	7	1	5	4	3	10	intra_ayah:58:1:root:6
co-58_1-00069	58:1	w-s058-a001-w003	w-s058-a001-w004	ء ل ه	ق و ل	1	1	8	4	514	1188	intra_ayah:58:1:root:7
co-58_1-00070	58:1	w-s058-a001-w011	w-s058-a001-w004	ء ل ه	ق و ل	7	1	8	4	514	1188	intra_ayah:58:1:root:7
co-58_1-00071	58:1	w-s058-a001-w012	w-s058-a001-w004	ء ل ه	ق و ل	8	1	8	4	514	1188	intra_ayah:58:1:root:7
co-58_1-00072	58:1	w-s058-a001-w016	w-s058-a001-w004	ء ل ه	ق و ل	12	1	8	4	514	1188	intra_ayah:58:1:root:7
co-58_1-00073	58:1	w-s058-a001-w018	w-s058-a001-w006	ب ص ر	ج د ل	12	9	9	1	2	2	intra_ayah:58:1:root:8
co-58_1-00074	58:1	w-s058-a001-w018	w-s058-a001-w014	ب ص ر	ح و ر	4	3	3	1	1	1	intra_ayah:58:1:root:9
co-58_2-00075	58:2	w-s058-a002-w021	w-s058-a002-w008	ء ل ه	ء م م	13	6	7	2	35	69	intra_ayah:58:2:root:1
co-58_2-00076	58:2	w-s058-a002-w021	w-s058-a002-w010	ء ل ه	ء م م	11	6	7	2	35	69	intra_ayah:58:2:root:1
co-58_2-00077	58:2	w-s058-a002-w008	w-s058-a002-w019	ء م م	ز و ر	11	5	6	2	1	2	intra_ayah:58:2:root:10
