attachment_unit_id	ayah_ref	qac_ayah_ref	unit_index	word_id	qac_word_ref	morpheme_ids	attachment_surfaces	attachment_roots	prep_bases	binding_method	binding_status
q:1:1:1	39:0	1:1	1	w-s039-a000-w001	1:1:1	m-w-s039-a000-w001-01	بِسْمِ		بـ	position_crosswalk	morpheme_aligned
q:1:1:2	39:0	1:1	2	w-s039-a000-w001	1:1:1	m-w-s039-a000-w001-02	بِسْمِ	س م و	بـ	position_crosswalk	morpheme_aligned
q:1:1:3	39:0	1:1	3	w-s039-a000-w002	1:1:2	m-w-s039-a000-w002-01	اللَّهِ	أ ل ه		position_crosswalk	morpheme_aligned
q:1:1:4	39:0	1:1	4	w-s039-a000-w003	1:1:3	m-w-s039-a000-w003-02	الرَّحْمَنِ	ر ح م		position_crosswalk	morpheme_aligned
q:1:1:5	39:0	1:1	5	w-s039-a000-w003	1:1:3	m-w-s039-a000-w003-02	الرَّحِيمِ	ر ح م		surface_root_sequence_fallback	morpheme_aligned
q:39:1:1	39:1	39:1	1	w-s039-a001-w001	39:1:1	m-w-s039-a001-w001-01	تَنْزِيلُ	ن ز ل	مِن	position_crosswalk	morpheme_aligned
q:39:1:2	39:1	39:1	2	w-s039-a001-w002	39:1:2	m-w-s039-a001-w002-02	الْكِتَابِ	ك ت ب		position_crosswalk	morpheme_aligned
q:39:1:3	39:1	39:1	3	w-s039-a001-w003	39:1:3	m-w-s039-a001-w003-01			مِن	position_crosswalk	morpheme_aligned
q:39:1:4	39:1	39:1	4	w-s039-a001-w004	39:1:4	m-w-s039-a001-w004-01	اللَّهِ	أ ل ه	مِن	position_crosswalk	morpheme_aligned
q:39:1:5	39:1	39:1	5	w-s039-a001-w005	39:1:5	m-w-s039-a001-w005-02	الْعَزِيزِ	ع ز ز		position_crosswalk	morpheme_aligned
q:39:1:6	39:1	39:1	6	w-s039-a001-w006	39:1:6	m-w-s039-a001-w006-02	الْحَكِيمِ	ح ك م		position_crosswalk	morpheme_aligned
q:39:2:1	39:2	39:2	1	w-s039-a002-w001	39:2:1	m-w-s039-a002-w001-01	إِنَّا			position_crosswalk	morpheme_aligned
q:39:2:2	39:2	39:2	2	w-s039-a002-w002	39:2:2	m-w-s039-a002-w002-01	أَنْزَلْنَا	ن ز ل	إِلَى;بـ	position_crosswalk	morpheme_aligned
q:39:2:3	39:2	39:2	3	w-s039-a002-w003	39:2:3	m-w-s039-a002-w003-02;m-w-s039-a002-w003-01			إِلَى	position_crosswalk	morpheme_aligned
q:39:2:4	39:2	39:2	4	w-s039-a002-w004	39:2:4	m-w-s039-a002-w004-02	الْكِتَابَ	ك ت ب		position_crosswalk	morpheme_aligned
q:39:2:5	39:2	39:2	5	w-s039-a002-w005	39:2:5	m-w-s039-a002-w005-01			بـ	position_crosswalk	morpheme_aligned
q:39:2:6	39:2	39:2	6	w-s039-a002-w005	39:2:5	m-w-s039-a002-w005-03	بِالْحَقِّ	ح ق ق	بـ	position_crosswalk	morpheme_aligned
q:39:2:8	39:2	39:2	8	w-s039-a002-w006	39:2:6	m-w-s039-a002-w006-02	فَاعْبُدِ	ع ب د		position_crosswalk	morpheme_aligned
