edge_id	source_position	target_position	edge_type	direction	confidence	exact_surface_span	evidence	reason
ae:v3:s098:001:pass1:attach:a1	q:98:1:2	q:98:1:3	subject	head-to-dependent	high	يَكُنِ | الَّذِينَ	local_syntax;word_order	ٱلَّذِينَ is the ism of يَكُنِ in the negated kāna clause.
ae:v3:s098:001:pass1:attach:a2	q:98:1:3	q:98:1:6	prep_complement	head-to-dependent	high	الَّذِينَ | أَهْلِ	case_government;local_syntax	أَهْلِ is governed by مِنْ and specifies the group denoted by ٱلَّذِينَ.
ae:v3:s098:001:pass1:attach:a3	q:98:1:6	q:98:1:7	idafa	head-to-dependent	high	أَهْلِ | الْكِتَابِ	case_government;local_syntax	ٱلْكِتَٰبِ is the genitive complement of the construct أَهْلِ.
ae:v3:s098:001:pass1:attach:a4	q:98:1:6	q:98:1:9	conjoined	head-to-dependent	high	أَهْلِ | وَالْمُشْرِكِينَ	local_syntax;parallelism	ٱلْمُشْرِكِينَ is coordinated with أَهْلِ ٱلْكِتَٰبِ under the partitive مِنْ.
ae:v3:s098:001:pass1:attach:a5	q:98:1:2	q:98:1:10	kana_predicate	head-to-dependent	high	يَكُنِ | مُنْفَكِّينَ	case_government;local_syntax	مُنفَكِّينَ is the accusative predicate of يَكُنِ.
ae:v3:s098:001:pass1:attach:a6	q:98:1:12	q:98:1:12	direct_object	head-to-dependent	high	تَأْتِيَهُمُ	morphology;local_syntax	The هُم suffix in تَأْتِيَهُمُ is the object of تَأْتِي.
ae:v3:s098:001:pass1:attach:a7	q:98:1:12	q:98:1:13	subject	head-to-dependent	high	تَأْتِيَهُمُ | الْبَيِّنَةُ	agreement;word_order	ٱلْبَيِّنَةُ is the delayed feminine subject of تَأْتِيَهُمُ.
ae:v3:s098:001:pass1:attach:a8	q:98:1:1	q:98:1:2	particle_complement	head-to-dependent	high	لَمْ | يَكُنِ	morphology;local_syntax	لَمْ governs يَكُنِ in the jussive negated construction.
ae:v3:s098:001:pass1:attach:a9	q:98:1:11	q:98:1:12	particle_complement	head-to-dependent	high	حَتَّى | تَأْتِيَهُمُ	morphology;local_syntax	حَتَّىٰ introduces and governs the subjunctive verb تَأْتِيَهُمُ.
ae:v3:s098:002:pass1:attach:a1	q:98:2:1	q:98:2:3	prep_complement	head-to-dependent	high	رَسُولٌ | اللَّهِ	case_government;local_syntax	ٱللَّهِ is governed by مِنَ and qualifies رَسُولٌ as being from Allah.
ae:v3:s098:002:pass1:attach:a2	q:98:2:4	q:98:2:1	subject	head-to-dependent	high	يَتْلُو | رَسُولٌ	agreement;local_syntax	رَسُولٌ is the nominative doer of يَتْلُوا۟.
ae:v3:s098:002:pass1:attach:a3	q:98:2:4	q:98:2:5	direct_object	head-to-dependent	high	يَتْلُو | صُحُفَاً	case_government;local_syntax	صُحُفًا is the accusative object recited by يَتْلُوا۟.
