word_id	ayah_ref	qac_ayah_ref	word_index	qac_word_ref	surface_ar	lemma_ar	root	pos	aspect	mood	voice	measure	morphology_summary
w-s011-a000-w001	11:0	1:1	1	1:1:1	بِسْمِ	ٱسْم	س م و	N					PREFIX|bi+ | STEM|POS:N|LEM:{som|ROOT:smw|M|GEN
w-s011-a000-w002	11:0	1:1	2	1:1:2	ٱللَّهِ	ٱللَّه	ء ل ه	PN					STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN
w-s011-a000-w003	11:0	1:1	3	1:1:3	ٱلرَّحْمَٰنِ	رَّحْمَٰن	ر ح م	ADJ					PREFIX|Al+ | STEM|POS:ADJ|LEM:r~aHoma`n|ROOT:rHm|MS|GEN
w-s011-a000-w004	11:0	1:1	4	1:1:4	ٱلرَّحِيمِ	رَّحِيم	ر ح م	ADJ					PREFIX|Al+ | STEM|POS:ADJ|LEM:r~aHiym|ROOT:rHm|MS|GEN
w-s011-a001-w001	11:1	11:1	1	11:1:1	الٓر			INL					STEM|POS:INL
w-s011-a001-w002	11:1	11:1	2	11:1:2	كِتَٰبٌ	كِتَٰب	ك ت ب	N					STEM|POS:N|LEM:kita`b|ROOT:ktb|M|INDEF|NOM
w-s011-a001-w003	11:1	11:1	3	11:1:3	أُحْكِمَتْ	أُحْكِمَتْ	ح ك م	V	PERF		PASS	IV	STEM|POS:V|PERF|PASS|(IV)|LEM:>uHokimato|ROOT:Hkm|3FS
w-s011-a001-w004	11:1	11:1	4	11:1:4	ءَايَٰتُهُۥ	ءَايَة	ء ي ي	N					STEM|POS:N|LEM:'aAyap|ROOT:Ayy|FP|NOM | SUFFIX|PRON:3MS
w-s011-a001-w005	11:1	11:1	5	11:1:5	ثُمَّ	ثُمّ		CONJ					STEM|POS:CONJ|LEM:vum~
w-s011-a001-w006	11:1	11:1	6	11:1:6	فُصِّلَتْ	فَصَّلَ	ف ص ل	V	PERF		PASS	II	STEM|POS:V|PERF|PASS|(II)|LEM:faS~ala|ROOT:fSl|3FS
w-s011-a001-w007	11:1	11:1	7	11:1:7	مِن	مِن		P					STEM|POS:P|LEM:min
