source_token_id	ayah_ref	source_token_index	surface_ar	word_ids	qac_word_refs	binding_status
t-s026-a000-w001	26:0	1	بِسْمِ	w-s026-a000-w001	1:1:1	one_to_one
t-s026-a000-w002	26:0	2	ٱللَّهِ	w-s026-a000-w002	1:1:2	one_to_one
t-s026-a000-w003	26:0	3	ٱلرَّحْمَٰنِ	w-s026-a000-w003	1:1:3	one_to_one
t-s026-a000-w004	26:0	4	ٱلرَّحِيمِ	w-s026-a000-w004	1:1:4	one_to_one
t-s026-a002-w001	26:2	1	تِلْكَ	w-s026-a002-w001	26:2:1	one_to_one
t-s026-a002-w002	26:2	2	ءَايَٰتُ	w-s026-a002-w002	26:2:2	one_to_one
t-s026-a002-w003	26:2	3	ٱلْكِتَٰبِ	w-s026-a002-w003	26:2:3	one_to_one
t-s026-a002-w004	26:2	4	ٱلْمُبِينِ	w-s026-a002-w004	26:2:4	one_to_one
t-s026-a003-w001	26:3	1	لَعَلَّكَ	w-s026-a003-w001	26:3:1	one_to_one
t-s026-a003-w002	26:3	2	بَٰخِعٌۭ	w-s026-a003-w002	26:3:2	one_to_one
t-s026-a003-w003	26:3	3	نَّفْسَكَ	w-s026-a003-w003	26:3:3	one_to_one
t-s026-a003-w004	26:3	4	أَلَّا	w-s026-a003-w004	26:3:4	one_to_one
t-s026-a003-w005	26:3	5	يَكُونُوا۟	w-s026-a003-w005	26:3:5	one_to_one
t-s026-a003-w006	26:3	6	مُؤْمِنِينَ	w-s026-a003-w006	26:3:6	one_to_one
t-s026-a004-w001	26:4	1	إِن	w-s026-a004-w001	26:4:1	one_to_one
t-s026-a004-w002	26:4	2	نَّشَأْ	w-s026-a004-w002	26:4:2	one_to_one
t-s026-a004-w003	26:4	3	نُنَزِّلْ	w-s026-a004-w003	26:4:3	one_to_one
t-s026-a004-w004	26:4	4	عَلَيْهِم	w-s026-a004-w004	26:4:4	one_to_one
t-s026-a004-w005	26:4	5	مِّنَ	w-s026-a004-w005	26:4:5	one_to_one
t-s026-a004-w006	26:4	6	ٱلسَّمَآءِ	w-s026-a004-w006	26:4:6	one_to_one
t-s026-a004-w007	26:4	7	ءَايَةًۭ	w-s026-a004-w007	26:4:7	one_to_one
t-s026-a004-w008	26:4	8	فَظَلَّتْ	w-s026-a004-w008	26:4:8	one_to_one
t-s026-a004-w009	26:4	9	أَعْنَٰقُهُمْ	w-s026-a004-w009	26:4:9	one_to_one
t-s026-a004-w010	26:4	10	لَهَا	w-s026-a004-w010	26:4:10	one_to_one
t-s026-a004-w011	26:4	11	خَٰضِعِينَ	w-s026-a004-w011	26:4:11	one_to_one
