surah	ayah	word_index	morpheme_index	qac_ref	surface_ar	lemma_ar	root_ar	root_norm	pos	morpheme_role	morph_features	aspect	mood	voice	measure	person	number	gender
114	1	1	1	114:1:1:1	قُلْ	قَالَ	ق و ل	ق و ل	V	STEM	STEM|POS:V|IMPV|LEM:qaAla|ROOT:qwl|2MS	IMPV						
114	1	2	1	114:1:2:1	أَعُوذُ	عُذْ	ع و ذ	ع و ذ	V	STEM	STEM|POS:V|IMPF|LEM:Eu*o|ROOT:Ew*|1S	IMPF						
114	1	3	1	114:1:3:1	بِ				P	PREFIX	PREFIX|bi+							
114	1	3	2	114:1:3:2	رَبِّ	رَبّ	ر ب ب	ر ب ب	N	STEM	STEM|POS:N|LEM:rab~|ROOT:rbb|M|GEN							
114	1	4	1	114:1:4:1	ٱل				DET	PREFIX	PREFIX|Al+							
114	1	4	2	114:1:4:2	نَّاسِ	نَّاس	ن و س	ن و س	N	STEM	STEM|POS:N|LEM:n~aAs|ROOT:nws|MP|GEN							
114	2	1	1	114:2:1:1	مَلِكِ	مَلِك	م ل ك	م ل ك	N	STEM	STEM|POS:N|LEM:malik|ROOT:mlk|MS|GEN							
114	2	2	1	114:2:2:1	ٱل				DET	PREFIX	PREFIX|Al+							
114	2	2	2	114:2:2:2	نَّاسِ	نَّاس	ن و س	ن و س	N	STEM	STEM|POS:N|LEM:n~aAs|ROOT:nws|MP|GEN							
114	3	1	1	114:3:1:1	إِلَٰهِ	إِلَٰه	ء ل ه	ء ل ه	N	STEM	STEM|POS:N|LEM:<ila`h|ROOT:Alh|MS|GEN							
114	3	2	1	114:3:2:1	ٱل				DET	PREFIX	PREFIX|Al+							
114	3	2	2	114:3:2:2	نَّاسِ	نَّاس	ن و س	ن و س	N	STEM	STEM|POS:N|LEM:n~aAs|ROOT:nws|MP|GEN							
114	4	1	1	114:4:1:1	مِن	مِن			P	STEM	STEM|POS:P|LEM:min							
114	4	2	1	114:4:2:1	شَرِّ	شَرّ	ش ر ر	ش ر ر	N	STEM	STEM|POS:N|LEM:$ar~|ROOT:$rr|MS|GEN							
114	4	3	1	114:4:3:1	ٱلْ				DET	PREFIX	PREFIX|Al+							
114	4	3	2	114:4:3:2	وَسْوَاسِ	وَسْوَاس	و س و س	و س و س	N	STEM	STEM|POS:N|LEM:wasowaAs|ROOT:wsws|MS|GEN							
114	4	4	1	114:4:4:1	ٱلْ				DET	PREFIX	PREFIX|Al+							
114	4	4	2	114:4:4:2	خَنَّاسِ	خَنَّاس	خ ن س	خ ن س	ADJ	STEM	STEM|POS:ADJ|LEM:xan~aAs|ROOT:xns|MS|GEN							
114	5	1	1	114:5:1:1	ٱلَّذِى	ٱلَّذِى			REL	STEM	STEM|POS:REL|LEM:{l~a*iY|MS							
114	5	2	1	114:5:2:1	يُوَسْوِسُ	وَسْوَسَ	و س و س	و س و س	V	STEM	STEM|POS:V|IMPF|LEM:wasowasa|ROOT:wsws|3MS	IMPF						
114	5	3	1	114:5:3:1	فِى	فِى			P	STEM	STEM|POS:P|LEM:fiY							
114	5	4	1	114:5:4:1	صُدُورِ	صَدْر	ص د ر	ص د ر	N	STEM	STEM|POS:N|LEM:Sador|ROOT:Sdr|MP|GEN							
114	5	5	1	114:5:5:1	ٱل				DET	PREFIX	PREFIX|Al+							
114	5	5	2	114:5:5:2	نَّاسِ	نَّاس	ن و س	ن و س	N	STEM	STEM|POS:N|LEM:n~aAs|ROOT:nws|MP|GEN							
114	6	1	1	114:6:1:1	مِنَ	مِن			P	STEM	STEM|POS:P|LEM:min							
114	6	2	1	114:6:2:1	ٱلْ				DET	PREFIX	PREFIX|Al+							
114	6	2	2	114:6:2:2	جِنَّةِ	جِنَّة	ج ن ن	ج ن ن	N	STEM	STEM|POS:N|LEM:jin~ap|ROOT:jnn|F|GEN							
114	6	3	1	114:6:3:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
114	6	3	2	114:6:3:2	ٱل				DET	PREFIX	PREFIX|Al+							
114	6	3	3	114:6:3:3	نَّاسِ	نَّاس	ن و س	ن و س	N	STEM	STEM|POS:N|LEM:n~aAs|ROOT:nws|MP|GEN							
