attachment_unit_id	ayah_ref	qac_ayah_ref	unit_index	word_id	qac_word_ref	morpheme_ids	attachment_surfaces	attachment_roots	prep_bases	binding_method	binding_status
q:1:1:1	41:0	1:1	1	w-s041-a000-w001	1:1:1	m-w-s041-a000-w001-01	بِسْمِ		بـ	position_crosswalk	morpheme_aligned
q:1:1:2	41:0	1:1	2	w-s041-a000-w001	1:1:1	m-w-s041-a000-w001-02	بِسْمِ	س م و	بـ	position_crosswalk	morpheme_aligned
q:1:1:3	41:0	1:1	3	w-s041-a000-w002	1:1:2	m-w-s041-a000-w002-01	اللَّهِ	أ ل ه		position_crosswalk	morpheme_aligned
q:1:1:4	41:0	1:1	4	w-s041-a000-w003	1:1:3	m-w-s041-a000-w003-02	الرَّحْمَنِ	ر ح م		position_crosswalk	morpheme_aligned
q:1:1:5	41:0	1:1	5	w-s041-a000-w003	1:1:3	m-w-s041-a000-w003-02	الرَّحِيمِ	ر ح م		surface_root_sequence_fallback	morpheme_aligned
q:41:2:1	41:2	41:2	1	w-s041-a002-w001	41:2:1	m-w-s041-a002-w001-01	تَنْزِيلٌ	ن ز ل	مِن	position_crosswalk	morpheme_aligned
q:41:2:2	41:2	41:2	2	w-s041-a002-w002	41:2:2	m-w-s041-a002-w002-01			مِن	position_crosswalk	morpheme_aligned
q:41:2:3	41:2	41:2	3	w-s041-a002-w003	41:2:3	m-w-s041-a002-w003-02	الرَّحْمَنِ	ر ح م	مِن	position_crosswalk	morpheme_aligned
q:41:2:4	41:2	41:2	4	w-s041-a002-w003	41:2:3	m-w-s041-a002-w003-02	الرَّحِيمِ	ر ح م		surface_root_sequence_fallback	morpheme_aligned
q:41:3:2	41:3	41:3	2	w-s041-a003-w002	41:3:2	m-w-s041-a003-w002-01	فُصِّلَتْ	ف ص ل	لـ	position_crosswalk	morpheme_aligned
q:41:3:3	41:3	41:3	3	w-s041-a003-w003	41:3:3	m-w-s041-a003-w003-01	آيَاتُهُ	أ ي ي		position_crosswalk	morpheme_aligned
q:41:3:4	41:3	41:3	4	w-s041-a003-w004	41:3:4	m-w-s041-a003-w004-01	قُرْآنَاً	ق ر ء		position_crosswalk	morpheme_aligned
q:41:3:5	41:3	41:3	5	w-s041-a003-w005	41:3:5	m-w-s041-a003-w005-01	عَرَبِيَّاً	ع ر ب		position_crosswalk	morpheme_aligned
q:41:3:6	41:3	41:3	6	w-s041-a003-w006	41:3:6	m-w-s041-a003-w006-01			لـ	position_crosswalk	morpheme_aligned
q:41:3:7	41:3	41:3	7	w-s041-a003-w006	41:3:6	m-w-s041-a003-w006-02	لِقَوْمٍ	ق و م	لـ	position_crosswalk	morpheme_aligned
q:41:4:1	41:4	41:4	1	w-s041-a004-w001	41:4:1	m-w-s041-a004-w001-01	بَشِيرَاً	ب ش ر		position_crosswalk	morpheme_aligned
q:41:4:3	41:4	41:4	3	w-s041-a004-w002	41:4:2	m-w-s041-a004-w002-02	وَنَذِيرَاً	ن ذ ر		position_crosswalk	morpheme_aligned
q:41:4:5	41:4	41:4	5	w-s041-a004-w003	41:4:3	m-w-s041-a004-w003-02	فَأَعْرَضَ	ع ر ض		position_crosswalk	morpheme_aligned
q:41:4:6	41:4	41:4	6	w-s041-a004-w004	41:4:4	m-w-s041-a004-w004-01	أَكْثَرُهُمْ	ك ث ر		position_crosswalk	morpheme_aligned
q:41:4:8	41:4	41:4	8	w-s041-a004-w005	41:4:5	m-w-s041-a004-w005-02	فَهُمْ			position_crosswalk	morpheme_aligned
q:41:4:10	41:4	41:4	10	w-s041-a004-w007	41:4:7	m-w-s041-a004-w007-01	يَسْمَعُونَ	س م ع		position_crosswalk	morpheme_aligned
q:41:5:2	41:5	41:5	2	w-s041-a005-w001	41:5:1	m-w-s041-a005-w001-02	وَقَالُوا	ق و ل		position_crosswalk	morpheme_aligned
q:41:5:3	41:5	41:5	3	w-s041-a005-w002	41:5:2	m-w-s041-a005-w002-01	قُلُوبُنَا	ق ل ب	فِي	position_crosswalk	morpheme_aligned
q:41:5:4	41:5	41:5	4	w-s041-a005-w003	41:5:3	m-w-s041-a005-w003-01			فِي	position_crosswalk	morpheme_aligned
q:41:5:5	41:5	41:5	5	w-s041-a005-w004	41:5:4	m-w-s041-a005-w004-01	أَكِنَّةٍ	ك و ن	فِي;مِن	position_crosswalk	morpheme_aligned
q:41:5:6	41:5	41:5	6	w-s041-a005-w005	41:5:5	m-w-s041-a005-w005-01			مِن	position_crosswalk	morpheme_aligned
q:41:5:7	41:5	41:5	7	w-s041-a005-w006	41:5:6	m-w-s041-a005-w006-01;m-w-s041-a005-w006-02	تَدْعُونَا	د ع ع	إِلَى	position_crosswalk	morpheme_aligned
q:41:5:8	41:5	41:5	8	w-s041-a005-w007	41:5:7	m-w-s041-a005-w007-02;m-w-s041-a005-w007-01			إِلَى	position_crosswalk	morpheme_aligned
q:41:5:10	41:5	41:5	10	w-s041-a005-w008	41:5:8	m-w-s041-a005-w008-02			فِي	position_crosswalk	morpheme_aligned
q:41:5:11	41:5	41:5	11	w-s041-a005-w009	41:5:9	m-w-s041-a005-w009-01	آذَانِنَا	أ ذ ن	فِي	position_crosswalk	morpheme_aligned
q:41:5:12	41:5	41:5	12	w-s041-a005-w010	41:5:10	m-w-s041-a005-w010-01	وَقْرٌ	و ق ر	فِي	position_crosswalk	morpheme_aligned
q:41:5:14	41:5	41:5	14	w-s041-a005-w011	41:5:11	m-w-s041-a005-w011-02			مِن	position_crosswalk	morpheme_aligned
q:41:5:15	41:5	41:5	15	w-s041-a005-w012	41:5:12	m-w-s041-a005-w012-01	بَيْنِنَا	ب ي ن	مِن	position_crosswalk	morpheme_aligned
q:41:5:17	41:5	41:5	17	w-s041-a005-w012	41:5:12	m-w-s041-a005-w012-01	وَبَيْنِكَ	ب ي ن		surface_root_sequence_fallback	morpheme_aligned
q:41:5:18	41:5	41:5	18	w-s041-a005-w014	41:5:14	m-w-s041-a005-w014-01	حِجَابٌ	ح ج ب	مِن	position_crosswalk	morpheme_aligned
q:41:5:21	41:5	41:5	21	w-s041-a005-w016	41:5:16	m-w-s041-a005-w016-01;m-w-s041-a005-w016-02	إِنَّنَا			position_crosswalk	morpheme_aligned
q:41:5:22	41:5	41:5	22	w-s041-a005-w017	41:5:17	m-w-s041-a005-w017-01	عَامِلُونَ	ع م ل		position_crosswalk	morpheme_aligned
q:41:6:1	41:6	41:6	1	w-s041-a006-w001	41:6:1	m-w-s041-a006-w001-01	قُلْ	ق ل ل		position_crosswalk	morpheme_aligned
q:41:6:2	41:6	41:6	2	w-s041-a006-w002	41:6:2		إِنَّمَا	إ ن م ا		position_crosswalk	word_aligned
q:41:6:3	41:6	41:6	3	w-s041-a006-w003	41:6:3	m-w-s041-a006-w003-01	أَنَا			position_crosswalk	morpheme_aligned
q:41:6:4	41:6	41:6	4	w-s041-a006-w004	41:6:4	m-w-s041-a006-w004-01	بَشَرٌ	ب ش ر		position_crosswalk	morpheme_aligned
q:41:6:5	41:6	41:6	5	w-s041-a006-w005	41:6:5	m-w-s041-a006-w005-01	مِثْلُكُمْ	م ث ل		position_crosswalk	morpheme_aligned
q:41:6:6	41:6	41:6	6	w-s041-a006-w006	41:6:6	m-w-s041-a006-w006-01	يُوحَى	و ح ي	إِلَى	position_crosswalk	morpheme_aligned
q:41:6:7	41:6	41:6	7	w-s041-a006-w007	41:6:7	m-w-s041-a006-w007-02;m-w-s041-a006-w007-01			إِلَى	position_crosswalk	morpheme_aligned
q:41:6:8	41:6	41:6	8	w-s041-a006-w008	41:6:8		أَنَّمَا	أ ن م ا		position_crosswalk	word_aligned
q:41:6:9	41:6	41:6	9	w-s041-a006-w009	41:6:9	m-w-s041-a006-w009-01	إِلَهُكُمْ	أ ل ه		position_crosswalk	morpheme_aligned
q:41:6:10	41:6	41:6	10	w-s041-a006-w009	41:6:9	m-w-s041-a006-w009-01	إِلَهٌ	أ ل ه		surface_root_sequence_fallback	morpheme_aligned
q:41:6:11	41:6	41:6	11	w-s041-a006-w011	41:6:11	m-w-s041-a006-w011-01	وَاحِدٌ	و ح د		position_crosswalk	morpheme_aligned
q:41:6:13	41:6	41:6	13	w-s041-a006-w012	41:6:12	m-w-s041-a006-w012-02	فَاسْتَقِيمُوا	ق و م	إِلَى	position_crosswalk	morpheme_aligned
q:41:6:14	41:6	41:6	14	w-s041-a006-w013	41:6:13	m-w-s041-a006-w013-02;m-w-s041-a006-w013-01			إِلَى	position_crosswalk	morpheme_aligned
q:41:6:16	41:6	41:6	16	w-s041-a006-w014	41:6:14	m-w-s041-a006-w014-02	وَاسْتَغْفِرُوهُ	غ ف ر		position_crosswalk	morpheme_aligned
q:41:6:18	41:6	41:6	18	w-s041-a006-w015	41:6:15	m-w-s041-a006-w015-02	وَوَيْلٌ	و ي ل	لـ	position_crosswalk	morpheme_aligned
q:41:6:19	41:6	41:6	19	w-s041-a006-w016	41:6:16	m-w-s041-a006-w016-01			لـ	position_crosswalk	morpheme_aligned
q:41:6:20	41:6	41:6	20	w-s041-a006-w016	41:6:16	m-w-s041-a006-w016-03	لِلْمُشْرِكِينَ	ش ر ك	لـ	position_crosswalk	morpheme_aligned
q:41:7:3	41:7	41:7	3	w-s041-a007-w003	41:7:3	m-w-s041-a007-w003-01	يُؤْتُونَ	أ ت ي		position_crosswalk	morpheme_aligned
q:41:7:4	41:7	41:7	4	w-s041-a007-w004	41:7:4	m-w-s041-a007-w004-02	الزَّكَاةَ	ز ك و		position_crosswalk	morpheme_aligned
