cooccurrence_id	ayah_ref	left_word_id	right_word_id	left_root	right_root	word_distance	root_distance_min	root_distance_max	local_pair_count	corpus_window_count	corpus_pair_count	source_pair_id
co-41_0-00001	41:0	w-s041-a000-w002	w-s041-a000-w003	ء ل ه	ر ح م	1	1	2	2	130	254	intra_ayah:1:1:root:1
co-41_0-00002	41:0	w-s041-a000-w002	w-s041-a000-w004	ء ل ه	ر ح م	2	1	2	2	130	254	intra_ayah:1:1:root:1
co-41_0-00003	41:0	w-s041-a000-w002	w-s041-a000-w001	ء ل ه	س م و	1	1	1	1	185	319	intra_ayah:1:1:root:2
co-41_0-00004	41:0	w-s041-a000-w003	w-s041-a000-w001	ر ح م	س م و	2	2	3	2	18	21	intra_ayah:1:1:root:3
co-41_0-00005	41:0	w-s041-a000-w004	w-s041-a000-w001	ر ح م	س م و	3	2	3	2	18	21	intra_ayah:1:1:root:3
co-41_2-00006	41:2	w-s041-a002-w003	w-s041-a002-w001	ر ح م	ن ز ل	2	1	2	2	20	21	intra_ayah:41:2:root:1
co-41_2-00007	41:2	w-s041-a002-w004	w-s041-a002-w001	ر ح م	ن ز ل	3	1	2	2	20	21	intra_ayah:41:2:root:1
co-41_3-00008	41:3	w-s041-a003-w003	w-s041-a003-w005	ء ي ي	ع ر ب	2	2	2	1	2	2	intra_ayah:41:3:root:1
co-41_3-00009	41:3	w-s041-a003-w005	w-s041-a003-w006	ع ر ب	ق و م	1	1	1	1	2	2	intra_ayah:41:3:root:10
co-41_3-00010	41:3	w-s041-a003-w005	w-s041-a003-w001	ع ر ب	ك ت ب	4	4	4	1	3	4	intra_ayah:41:3:root:11
co-41_3-00011	41:3	w-s041-a003-w007	w-s041-a003-w002	ع ل م	ف ص ل	5	5	5	1	11	14	intra_ayah:41:3:root:12
co-41_3-00012	41:3	w-s041-a003-w007	w-s041-a003-w004	ع ل م	ق ر ء	3	3	3	1	9	17	intra_ayah:41:3:root:13
