edge_id	source_position	target_position	edge_type	direction	confidence	exact_surface_span	evidence	reason
ae:v3:s087:001:pass1:attach:a1	q:87:1:1	q:87:1:2	direct_object	head-to-dependent	high	سَبِّحِ | اسْمَ	case_government;word_order	ٱسْمَ is accusative after the imperative سَبِّحِ as its direct object.
ae:v3:s087:001:pass1:attach:a2	q:87:1:2	q:87:1:3	idafa	head-to-dependent	high	اسْمَ | رَبِّكَ	morphology;case_government	رَبِّكَ is genitive after ٱسْمَ in the iḍāfa ٱسْمَ رَبِّكَ.
ae:v3:s087:001:pass1:attach:a3	q:87:1:3	q:87:1:4	adjective	head-to-dependent	high	رَبِّكَ | الْأَعْلَى	agreement;local_syntax	ٱلْأَعْلَى agrees with رَبِّكَ as the qualifying adjective of the divine name phrase.
ae:v3:s087:001:pass1:attach:a4	q:87:1:3	q:87:1:3	idafa	head-to-dependent	high	رَبِّكَ	morphology;local_syntax	The كَ suffix in رَبِّكَ is the genitive possessor attached to رَبِّ.
ae:v3:s087:002:pass1:attach:a1	q:87:2:2	q:87:2:4	conjoined	head-to-dependent	high	خَلَقَ | فَسَوَّى	local_syntax;parallelism	سَوَّىٰ is coordinated by فَ with خَلَقَ as the second verb in the ṣila sequence.
ae:v3:s087:003:pass1:attach:a1	q:87:3:3	q:87:3:5	conjoined	head-to-dependent	high	قَدَّرَ | فَهَدَى	local_syntax;parallelism	هَدَىٰ is coordinated by فَ with قَدَّرَ as the following action.
ae:v3:s087:004:pass1:attach:a1	q:87:4:3	q:87:4:4	direct_object	head-to-dependent	high	أَخْرَجَ | الْمَرْعَى	case_government;word_order	ٱلْمَرْعَىٰ is the expressed object brought out by أَخْرَجَ.
ae:v3:s087:005:pass1:attach:a1	q:87:5:2	q:87:5:2	direct_object	head-to-dependent	high	فَجَعَلَهُ	morphology;local_syntax	The هُۥ suffix in جَعَلَهُۥ is the object pronoun of جَعَلَ.
ae:v3:s087:005:pass1:attach:a2	q:87:5:2	q:87:5:3	direct_object	head-to-dependent	high	فَجَعَلَهُ | غُثَاءً	case_government;local_syntax	غُثَآءً is the accusative result complement functioning as the second object of جَعَلَهُۥ.
ae:v3:s087:005:pass1:attach:a3	q:87:5:3	q:87:5:4	adjective	head-to-dependent	high	غُثَاءً | أَحْوَى	agreement;local_syntax	أَحْوَىٰ qualifies غُثَآءً as its color or state adjective.
ae:v3:s087:006:pass1:attach:a1	q:87:6:1	q:87:6:1	direct_object	head-to-dependent	high	سَنُقْرِئُكَ	morphology;local_syntax	The كَ suffix in سَنُقْرِئُكَ is the addressee object of نُقْرِئُ.
ae:v3:s087:006:pass1:attach:a2	q:87:6:3	q:87:6:4	particle_complement	head-to-dependent	high	فَلَا | تَنْسَى	local_syntax	لَا negates the following verb تَنسَىٰٓ.
ae:v3:s087:007:pass1:attach:a1	q:87:7:1	q:87:7:2	exception	head-to-dependent	high	إِلَّا | مَا	local_syntax	مَا شَآءَ ٱللَّهُ is the exception content introduced by إِلَّا.
ae:v3:s087:007:pass1:attach:a2	q:87:7:3	q:87:7:2	direct_object	head-to-dependent	high	شَاءَ | مَا	word_order;local_syntax	مَا supplies the object domain of شَآءَ within the exception phrase.
ae:v3:s087:007:pass1:attach:a3	q:87:7:3	q:87:7:4	subject	head-to-dependent	high	شَاءَ | اللَّهُ	agreement;word_order	ٱللَّهُ is the explicit nominative subject of شَآءَ.
ae:v3:s087:007:pass1:attach:a4	q:87:7:5	q:87:7:5	particle_complement	head-to-dependent	high		morphology;local_syntax	The هُۥ suffix in إِنَّهُۥ is the ism of إِنَّ.
ae:v3:s087:007:pass1:attach:a5	q:87:7:5	q:87:7:6	predication	head-to-dependent	high	إِنَّهُ | يَعْلَمُ	local_syntax	يَعْلَمُ ٱلْجَهْرَ وَمَا يَخْفَىٰ is the predicate of إِنَّهُۥ.
ae:v3:s087:007:pass1:attach:a6	q:87:7:6	q:87:7:7	direct_object	head-to-dependent	high	يَعْلَمُ | الْجَهْرَ	case_government;word_order	ٱلْجَهْرَ is the accusative direct object of يَعْلَمُ.
ae:v3:s087:007:pass1:attach:a7	q:87:7:7	q:87:7:9	conjoined	head-to-dependent	high	الْجَهْرَ | وَمَا	local_syntax;parallelism	وَ coordinates مَا يَخْفَىٰ with ٱلْجَهْرَ in the object field of يَعْلَمُ.
ae:v3:s087:007:pass1:attach:a8	q:87:7:6	q:87:7:9	direct_object	head-to-dependent	high	يَعْلَمُ | وَمَا	local_syntax;parallelism	مَا يَخْفَىٰ is the second object phrase governed by يَعْلَمُ.
ae:v3:s087:007:pass1:attach:a9	q:87:7:10	q:87:7:9	subject	head-to-dependent	high	يَخْفَى | وَمَا	local_syntax;word_order	مَا is the subject of the relative predicate يَخْفَىٰ.
ae:v3:s087:008:pass1:attach:a1	q:87:8:2	q:87:8:2	direct_object	head-to-dependent	high	وَنُيَسِّرُكَ	morphology;local_syntax	The كَ suffix in نُيَسِّرُكَ is the addressee object of نُيَسِّرُ.
ae:v3:s087:008:pass1:attach:a2	q:87:8:2	q:87:8:4	prep_complement	head-to-dependent	high	وَنُيَسِّرُكَ | لِلْيُسْرَى	case_government;local_syntax	لْيُسْرَىٰ is governed by لِ as the goal complement of نُيَسِّرُكَ.
ae:v3:s087:009:pass1:attach:a1	q:87:9:3	q:87:9:4	particle_complement	head-to-dependent	high	إِنْ | نَفَعَتِ	local_syntax	إِن introduces and governs the conditional clause نَّفَعَتِ ٱلذِّكْرَىٰ.
ae:v3:s087:009:pass1:attach:a2	q:87:9:4	q:87:9:5	subject	head-to-dependent	high	نَفَعَتِ | الذِّكْرَى	agreement;word_order	ٱلذِّكْرَىٰ is the feminine subject agreeing with نَّفَعَتِ.
ae:v3:s087:010:pass1:attach:a1	q:87:10:1	q:87:10:2	subject	head-to-dependent	high	سَيَذَّكَّرُ | مَنْ	word_order;local_syntax	مَن يَخْشَىٰ is the postponed subject of سَيَذَّكَّرُ.
ae:v3:s087:010:pass1:attach:a2	q:87:10:3	q:87:10:2	subject	head-to-dependent	high	يَخْشَى | مَنْ	local_syntax;word_order	مَن is the subject of the relative verb يَخْشَىٰ.
ae:v3:s087:011:pass1:attach:a1	q:87:11:2	q:87:11:2	direct_object	head-to-dependent	high	وَيَتَجَنَّبُهَا	morphology;local_syntax	The suffix ـهَا in يَتَجَنَّبُهَا is the object avoided by the verb.
ae:v3:s087:011:pass1:attach:a2	q:87:11:2	q:87:11:3	subject	head-to-dependent	high	وَيَتَجَنَّبُهَا | الْأَشْقَى	agreement;word_order	ٱلْأَشْقَى follows يَتَجَنَّبُهَا as the explicit masculine singular subject.
ae:v3:s087:012:pass1:attach:a1	q:87:12:2	q:87:12:3	direct_object	head-to-dependent	high	يَصْلَى | النَّارَ	case_government;local_syntax	ٱلنَّارَ is the accusative object governed by يَصْلَى.
ae:v3:s087:012:pass1:attach:a2	q:87:12:3	q:87:12:4	adjective	head-to-dependent	high	النَّارَ | الْكُبْرَى	agreement;local_syntax	ٱلْكُبْرَىٰ agrees with ٱلنَّارَ in definiteness and feminine reference as its adjective.
ae:v3:s087:013:pass1:attach:a1	q:87:13:3	q:87:13:4	prep_complement	head-to-dependent	high	يَمُوتُ	case_government;local_syntax	The pronoun ـهَا in فِيهَا is governed by فِي as the locative complement of يَمُوتُ.
ae:v3:s087:013:pass1:attach:a2	q:87:13:3	q:87:13:7	conjoined	head-to-dependent	high	يَمُوتُ | يَحْيَى	parallelism;local_syntax	وَلَا links يَحْيَىٰ as a coordinated negated predicate with يَمُوتُ.
ae:v3:s087:014:pass1:attach:a1	q:87:14:2	q:87:14:3	subject	head-to-dependent	high	أَفْلَحَ | مَنْ	word_order;local_syntax	مَن stands after أَفْلَحَ as the subject, completed by its relative predicate تَزَكَّىٰ.
ae:v3:s087:015:pass1:attach:a1	q:87:15:2	q:87:15:3	direct_object	head-to-dependent	high	وَذَكَرَ | اسْمَ	case_government;local_syntax	ٱسْمَ رَبِّهِۦ is the accusative object remembered by ذَكَرَ.
ae:v3:s087:015:pass1:attach:a2	q:87:15:3	q:87:15:4	idafa	head-to-dependent	high	اسْمَ | رَبِّهِ	morphology;case_government	رَبِّهِۦ is the genitive complement of the construct noun ٱسْمَ.
ae:v3:s087:015:pass1:attach:a3	q:87:15:4	q:87:15:4	idafa	head-to-dependent	high	رَبِّهِ	morphology	The suffix ـهِۦ in رَبِّهِۦ is the genitive possessor attached to رَبِّ.
ae:v3:s087:016:pass1:attach:a1	q:87:16:2	q:87:16:3	direct_object	head-to-dependent	high	تُؤْثِرُونَ | الْحَيَاةَ	case_government;local_syntax	ٱلْحَيَوٰةَ ٱلدُّنْيَا is the accusative object preferred by تُؤْثِرُونَ.
ae:v3:s087:016:pass1:attach:a2	q:87:16:3	q:87:16:4	adjective	head-to-dependent	high	الْحَيَاةَ | الدُّنْيَا	agreement;local_syntax	ٱلدُّنْيَا qualifies ٱلْحَيَوٰةَ and agrees with it as the definite feminine adjective.
ae:v3:s087:017:pass1:attach:a1	q:87:17:2	q:87:17:3	predication	head-to-dependent	high	وَالْآخِرَةُ | خَيْرٌ	case_government;local_syntax	خَيْرٌ is the nominative predicate of ٱلْءَاخِرَةُ.
ae:v3:s087:017:pass1:attach:a2	q:87:17:3	q:87:17:5	conjoined	head-to-dependent	high	خَيْرٌ | وَأَبْقَى	parallelism;local_syntax	وَ coordinates أَبْقَىٰ with خَيْرٌ as a parallel comparative predicate.
ae:v3:s087:017:pass1:attach:a3	q:87:17:2	q:87:17:5	predication	head-to-dependent	high	وَالْآخِرَةُ | وَأَبْقَى	local_syntax;parallelism	أَبْقَىٰ is also predicated of ٱلْءَاخِرَةُ through its coordination with خَيْرٌ.
ae:v3:s087:018:pass1:attach:a1	q:87:18:1	q:87:18:2	particle_complement	head-to-dependent	high	إِنَّ | هَذَا	local_syntax;formulaic_construction	هَٰذَا is the governed name of إِنَّ.
ae:v3:s087:018:pass1:attach:a2	q:87:18:1	q:87:18:4	predication	head-to-dependent	high	إِنَّ | لَفِي	local_syntax	فِى ٱلصُّحُفِ ٱلْأُولَىٰ supplies the prepositional predicate of إِنَّ.
ae:v3:s087:018:pass1:attach:a3	q:87:18:1	q:87:18:5	prep_complement	head-to-dependent	high	إِنَّ | الصُّحُفِ	case_government;local_syntax	ٱلصُّحُفِ is governed by فِى within the predicate of إِنَّ.
ae:v3:s087:018:pass1:attach:a4	q:87:18:5	q:87:18:6	adjective	head-to-dependent	high	الصُّحُفِ | الْأُولَى	agreement;local_syntax	ٱلْأُولَىٰ qualifies ٱلصُّحُفِ as the former scriptures.
ae:v3:s087:019:pass1:attach:a1	q:87:19:1	q:87:19:2	idafa	head-to-dependent	high	صُحُفِ | إِبْرَاهِيمَ	morphology;case_government	إِبْرَٰهِيمَ is the genitive complement of the construct-like صُحُفِ.
ae:v3:s087:019:pass1:attach:a2	q:87:19:2	q:87:19:4	conjoined	head-to-dependent	high	إِبْرَاهِيمَ | وَمُوسَى	parallelism;local_syntax	وَ coordinates مُوسَىٰ with إِبْرَٰهِيمَ as the second possessor in صُحُفِ إِبْرَٰهِيمَ وَمُوسَىٰ.
ae:v3:s087:019:pass1:attach:a3	q:87:19:1	q:87:19:4	idafa	head-to-dependent	high	صُحُفِ | وَمُوسَى	parallelism;local_syntax	مُوسَىٰ shares the genitive possessor slot of صُحُفِ through coordination with إِبْرَٰهِيمَ.
