surah	ayah	word_index	morpheme_index	qac_ref	surface_ar	lemma_ar	root_ar	root_norm	pos	morpheme_role	morph_features	aspect	mood	voice	measure	person	number	gender
87	1	1	1	87:1:1:1	سَبِّحِ	سَبَّحَ	س ب ح	س ب ح	V	STEM	STEM|POS:V|IMPV|(II)|LEM:sab~aHa|ROOT:sbH|2MS	IMPV			II			
87	1	2	1	87:1:2:1	ٱسْمَ	ٱسْم	س م و	س م و	N	STEM	STEM|POS:N|LEM:{som|ROOT:smw|M|ACC							
87	1	3	1	87:1:3:1	رَبِّ	رَبّ	ر ب ب	ر ب ب	N	STEM	STEM|POS:N|LEM:rab~|ROOT:rbb|M|GEN							
87	1	3	2	87:1:3:2	كَ				PRON	SUFFIX	SUFFIX|PRON:2MS							
87	1	4	1	87:1:4:1	ٱلْ				DET	PREFIX	PREFIX|Al+							
87	1	4	2	87:1:4:2	أَعْلَى	أَعْلَىٰ	ع ل و	ع ل و	ADJ	STEM	STEM|POS:ADJ|LEM:>aEolaY`|ROOT:Elw|M|GEN							
87	2	1	1	87:2:1:1	ٱلَّذِى	ٱلَّذِى			REL	STEM	STEM|POS:REL|LEM:{l~a*iY|MS							
87	2	2	1	87:2:2:1	خَلَقَ	خَلَقَ	خ ل ق	خ ل ق	V	STEM	STEM|POS:V|PERF|LEM:xalaqa|ROOT:xlq|3MS	PERF						
87	2	3	1	87:2:3:1	فَ				CONJ	PREFIX	PREFIX|f:CONJ+							
87	2	3	2	87:2:3:2	سَوَّىٰ	سَوَّىٰ	س و ي	س و ي	V	STEM	STEM|POS:V|PERF|(II)|LEM:saw~aY`|ROOT:swy|3MS	PERF			II			
87	3	1	1	87:3:1:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
87	3	1	2	87:3:1:2	ٱلَّذِى	ٱلَّذِى			REL	STEM	STEM|POS:REL|LEM:{l~a*iY|MS							
87	3	2	1	87:3:2:1	قَدَّرَ	قَدَّرَ	ق د ر	ق د ر	V	STEM	STEM|POS:V|PERF|(II)|LEM:qad~ara|ROOT:qdr|3MS	PERF			II			
87	3	3	1	87:3:3:1	فَ				CONJ	PREFIX	PREFIX|f:CONJ+							
87	3	3	2	87:3:3:2	هَدَىٰ	هَدَى	ه د ي	ه د ي	V	STEM	STEM|POS:V|PERF|LEM:hadaY|ROOT:hdy|3MS	PERF						
87	4	1	1	87:4:1:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
87	4	1	2	87:4:1:2	ٱلَّذِىٓ	ٱلَّذِى			REL	STEM	STEM|POS:REL|LEM:{l~a*iY|MS							
87	4	2	1	87:4:2:1	أَخْرَجَ	أَخْرَجَ	خ ر ج	خ ر ج	V	STEM	STEM|POS:V|PERF|(IV)|LEM:>axoraja|ROOT:xrj|3MS	PERF			IV			
87	4	3	1	87:4:3:1	ٱلْ				DET	PREFIX	PREFIX|Al+							
87	4	3	2	87:4:3:2	مَرْعَىٰ	مَرْعَىٰ	ر ع ي	ر ع ي	N	STEM	STEM|POS:N|LEM:maroEaY`|ROOT:rEy|M|ACC							
87	5	1	1	87:5:1:1	فَ				CONJ	PREFIX	PREFIX|f:CONJ+							
87	5	1	2	87:5:1:2	جَعَلَ	جَعَلَ	ج ع ل	ج ع ل	V	STEM	STEM|POS:V|PERF|LEM:jaEala|ROOT:jEl|3MS	PERF						
87	5	1	3	87:5:1:3	هُۥ				PRON	SUFFIX	SUFFIX|PRON:3MS							
87	5	2	1	87:5:2:1	غُثَآءً	غُثَآء	غ ث و	غ ث و	N	STEM	STEM|POS:N|LEM:guvaA^'|ROOT:gvw|M|INDEF|ACC							
87	5	3	1	87:5:3:1	أَحْوَىٰ	أَحْوَىٰ	ح و ي	ح و ي	ADJ	STEM	STEM|POS:ADJ|LEM:>aHowaY`|ROOT:Hwy|MS|INDEF|ACC							
87	6	1	1	87:6:1:1	سَ				FUT	PREFIX	PREFIX|sa+							
87	6	1	2	87:6:1:2	نُقْرِئُ	نُقْرِئُ	ق ر ء	ق ر ء	V	STEM	STEM|POS:V|IMPF|(IV)|LEM:nuqori}u|ROOT:qrA|1P	IMPF			IV			
87	6	1	3	87:6:1:3	كَ				PRON	SUFFIX	SUFFIX|PRON:2MS							
87	6	2	1	87:6:2:1	فَ				REM	PREFIX	PREFIX|f:REM+							
87	6	2	2	87:6:2:2	لَا	لَا			NEG	STEM	STEM|POS:NEG|LEM:laA							
87	6	3	1	87:6:3:1	تَنسَىٰٓ	نَسِىَ	ن س ي	ن س ي	V	STEM	STEM|POS:V|IMPF|LEM:nasiYa|ROOT:nsy|2MS	IMPF						
87	7	1	1	87:7:1:1	إِلَّا	إِلَّا			EXP	STEM	STEM|POS:EXP|LEM:<il~aA							
87	7	2	1	87:7:2:1	مَا	مَا			REL	STEM	STEM|POS:REL|LEM:maA							
87	7	3	1	87:7:3:1	شَآءَ	شَآءَ	ش ي ء	ش ي ء	V	STEM	STEM|POS:V|PERF|LEM:$aA^'a|ROOT:$yA|3MS	PERF						
87	7	4	1	87:7:4:1	ٱللَّهُ	ٱللَّه	ء ل ه	ء ل ه	PN	STEM	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|NOM							
