attachment_unit_id	ayah_ref	qac_ayah_ref	unit_index	word_id	qac_word_ref	morpheme_ids	attachment_surfaces	attachment_roots	prep_bases	binding_method	binding_status
q:1:1:1	82:0	1:1	1	w-s082-a000-w001	1:1:1	m-w-s082-a000-w001-01	بِسْمِ		بـ	position_crosswalk	morpheme_aligned
q:1:1:2	82:0	1:1	2	w-s082-a000-w001	1:1:1	m-w-s082-a000-w001-02	بِسْمِ	س م و	بـ	position_crosswalk	morpheme_aligned
q:1:1:3	82:0	1:1	3	w-s082-a000-w002	1:1:2	m-w-s082-a000-w002-01	اللَّهِ	أ ل ه		position_crosswalk	morpheme_aligned
q:1:1:4	82:0	1:1	4	w-s082-a000-w003	1:1:3	m-w-s082-a000-w003-02	الرَّحْمَنِ	ر ح م		position_crosswalk	morpheme_aligned
q:1:1:5	82:0	1:1	5	w-s082-a000-w003	1:1:3	m-w-s082-a000-w003-02	الرَّحِيمِ	ر ح م		surface_root_sequence_fallback	morpheme_aligned
q:82:1:1	82:1	82:1	1	w-s082-a001-w001	82:1:1	m-w-s082-a001-w001-01	إِذَا	أ ذ ي		position_crosswalk	morpheme_aligned
q:82:1:2	82:1	82:1	2	w-s082-a001-w002	82:1:2	m-w-s082-a001-w002-02	السَّمَاءُ	س م و		position_crosswalk	morpheme_aligned
q:82:1:3	82:1	82:1	3	w-s082-a001-w003	82:1:3	m-w-s082-a001-w003-01	انْفَطَرَتْ	ف ط ر		position_crosswalk	morpheme_aligned
q:82:2:2	82:2	82:2	2	w-s082-a002-w001	82:2:1	m-w-s082-a002-w001-02	وَإِذَا	أ ذ ي		position_crosswalk	morpheme_aligned
q:82:2:3	82:2	82:2	3	w-s082-a002-w002	82:2:2	m-w-s082-a002-w002-02	الْكَوَاكِبُ	ك و ك ب		position_crosswalk	morpheme_aligned
q:82:2:4	82:2	82:2	4	w-s082-a002-w003	82:2:3	m-w-s082-a002-w003-01	انْتَثَرَتْ	ن ث ر		position_crosswalk	morpheme_aligned
q:82:3:2	82:3	82:3	2	w-s082-a003-w001	82:3:1	m-w-s082-a003-w001-02	وَإِذَا	أ ذ ي		position_crosswalk	morpheme_aligned
q:82:3:3	82:3	82:3	3	w-s082-a003-w002	82:3:2	m-w-s082-a003-w002-02	الْبِحَارُ	ب ح ر		position_crosswalk	morpheme_aligned
q:82:3:4	82:3	82:3	4	w-s082-a003-w003	82:3:3	m-w-s082-a003-w003-01	فُجِّرَتْ	ف ج ر		position_crosswalk	morpheme_aligned
q:82:4:2	82:4	82:4	2	w-s082-a004-w001	82:4:1	m-w-s082-a004-w001-02	وَإِذَا	أ ذ ي		position_crosswalk	morpheme_aligned
q:82:4:3	82:4	82:4	3	w-s082-a004-w002	82:4:2	m-w-s082-a004-w002-02	الْقُبُورُ	ق ب ر		position_crosswalk	morpheme_aligned
q:82:4:4	82:4	82:4	4	w-s082-a004-w003	82:4:3	m-w-s082-a004-w003-01	بُعْثِرَتْ	ب ع ث ر		position_crosswalk	morpheme_aligned
q:82:5:1	82:5	82:5	1	w-s082-a005-w001	82:5:1	m-w-s082-a005-w001-01	عَلِمَتْ	ع ل م		position_crosswalk	morpheme_aligned
q:82:5:2	82:5	82:5	2	w-s082-a005-w002	82:5:2	m-w-s082-a005-w002-01	نَفْسٌ	ن ف س		position_crosswalk	morpheme_aligned
q:82:5:3	82:5	82:5	3	w-s082-a005-w003	82:5:3	m-w-s082-a005-w003-01	مَا			position_crosswalk	morpheme_aligned
q:82:5:4	82:5	82:5	4	w-s082-a005-w004	82:5:4	m-w-s082-a005-w004-01	قَدَّمَتْ	ق د م		position_crosswalk	morpheme_aligned
q:82:5:6	82:5	82:5	6	w-s082-a005-w005	82:5:5	m-w-s082-a005-w005-02	وَأَخَّرَتْ	أ خ ر		position_crosswalk	morpheme_aligned
q:82:6:1	82:6	82:6	1	w-s082-a006-w001	82:6:1	m-w-s082-a006-w001-02	يَاأَيُّهَا			position_crosswalk	morpheme_aligned
q:82:6:2	82:6	82:6	2	w-s082-a006-w001	82:6:1	m-w-s082-a006-w001-02	يَاأَيُّهَا	أ ي ي		position_crosswalk	morpheme_aligned
q:82:6:3	82:6	82:6	3	w-s082-a006-w002	82:6:2	m-w-s082-a006-w002-02	الْإِنْسَانُ	أ ن س		position_crosswalk	morpheme_aligned
q:82:6:4	82:6	82:6	4	w-s082-a006-w003	82:6:3	m-w-s082-a006-w003-01	مَا			position_crosswalk	morpheme_aligned
q:82:6:5	82:6	82:6	5	w-s082-a006-w004	82:6:4	m-w-s082-a006-w004-01;m-w-s082-a006-w004-02	غَرَّكَ	غ ر ر	بـ	position_crosswalk	morpheme_aligned
q:82:6:6	82:6	82:6	6	w-s082-a006-w005	82:6:5	m-w-s082-a006-w005-01			بـ	position_crosswalk	morpheme_aligned
q:82:6:7	82:6	82:6	7	w-s082-a006-w005	82:6:5	m-w-s082-a006-w005-02	بِرَبِّكَ	ر ب ب	بـ	position_crosswalk	morpheme_aligned
q:82:6:8	82:6	82:6	8	w-s082-a006-w006	82:6:6	m-w-s082-a006-w006-02	الْكَرِيمِ	ك ر م		position_crosswalk	morpheme_aligned
q:82:7:1	82:7	82:7	1	w-s082-a007-w001	82:7:1	m-w-s082-a007-w001-01	الَّذِي	ل ل ذ		position_crosswalk	morpheme_aligned
q:82:7:2	82:7	82:7	2	w-s082-a007-w002	82:7:2	m-w-s082-a007-w002-01;m-w-s082-a007-w002-02	خَلَقَكَ	خ ل ق		position_crosswalk	morpheme_aligned
q:82:7:4	82:7	82:7	4	w-s082-a007-w003	82:7:3	m-w-s082-a007-w003-02;m-w-s082-a007-w003-03	فَسَوَّاكَ	س و ي		position_crosswalk	morpheme_aligned
q:82:7:6	82:7	82:7	6	w-s082-a007-w004	82:7:4	m-w-s082-a007-w004-02;m-w-s082-a007-w004-03	فَعَدَلَكَ	ع د ل		position_crosswalk	morpheme_aligned
q:82:8:1	82:8	82:8	1	w-s082-a008-w001	82:8:1	m-w-s082-a008-w001-01			فِي	position_crosswalk	morpheme_aligned
q:82:8:2	82:8	82:8	2	w-s082-a008-w002	82:8:2	m-w-s082-a008-w002-01	أَيِّ	أ ي ي	فِي	position_crosswalk	morpheme_aligned
q:82:8:3	82:8	82:8	3	w-s082-a008-w003	82:8:3	m-w-s082-a008-w003-01	صُورَةٍ	ص و ر		position_crosswalk	morpheme_aligned
q:82:8:4	82:8	82:8	4	w-s082-a008-w004	82:8:4	m-w-s082-a008-w004-01	مَا			position_crosswalk	morpheme_aligned
q:82:8:5	82:8	82:8	5	w-s082-a008-w005	82:8:5	m-w-s082-a008-w005-01	شَاءَ	ش ي أ		position_crosswalk	morpheme_aligned
q:82:8:6	82:8	82:8	6	w-s082-a008-w006	82:8:6	m-w-s082-a008-w006-01;m-w-s082-a008-w006-02	رَكَّبَكَ	ر ك ب	فِي	position_crosswalk	morpheme_aligned
q:82:9:3	82:9	82:9	3	w-s082-a009-w003	82:9:3	m-w-s082-a009-w003-01	تُكَذِّبُونَ	ك ذ ب	بـ	position_crosswalk	morpheme_aligned
q:82:9:4	82:9	82:9	4	w-s082-a009-w004	82:9:4	m-w-s082-a009-w004-01			بـ	position_crosswalk	morpheme_aligned
q:82:9:5	82:9	82:9	5	w-s082-a009-w004	82:9:4	m-w-s082-a009-w004-03	بِالدِّينِ	د ي ن	بـ	position_crosswalk	morpheme_aligned
q:82:10:2	82:10	82:10	2	w-s082-a010-w001	82:10:1	m-w-s082-a010-w001-02	وَإِنَّ			position_crosswalk	morpheme_aligned
q:82:10:3	82:10	82:10	3	w-s082-a010-w002	82:10:2	m-w-s082-a010-w002-01;m-w-s082-a010-w002-02	عَلَيْكُمْ	ع ل و	عَلَى	position_crosswalk	morpheme_aligned
q:82:10:5	82:10	82:10	5	w-s082-a010-w003	82:10:3	m-w-s082-a010-w003-02	لَحَافِظِينَ	ح ف ظ	عَلَى	position_crosswalk	morpheme_aligned
q:82:12:1	82:12	82:12	1	w-s082-a012-w001	82:12:1	m-w-s082-a012-w001-01	يَعْلَمُونَ	ع ل م		position_crosswalk	morpheme_aligned
q:82:12:2	82:12	82:12	2	w-s082-a012-w002	82:12:2	m-w-s082-a012-w002-01	مَا			position_crosswalk	morpheme_aligned
q:82:12:3	82:12	82:12	3	w-s082-a012-w003	82:12:3	m-w-s082-a012-w003-01	تَفْعَلُونَ	ف ع ل		position_crosswalk	morpheme_aligned
q:82:13:1	82:13	82:13	1	w-s082-a013-w001	82:13:1	m-w-s082-a013-w001-01	إِنَّ		فِي	position_crosswalk	morpheme_aligned
q:82:13:2	82:13	82:13	2	w-s082-a013-w002	82:13:2	m-w-s082-a013-w002-02	الْأَبْرَارَ	ب ر ر		position_crosswalk	morpheme_aligned
q:82:13:4	82:13	82:13	4	w-s082-a013-w003	82:13:3	m-w-s082-a013-w003-02			فِي	position_crosswalk	morpheme_aligned
q:82:13:5	82:13	82:13	5	w-s082-a013-w004	82:13:4	m-w-s082-a013-w004-01	نَعِيمٍ	ن ع م	فِي	position_crosswalk	morpheme_aligned
q:82:14:2	82:14	82:14	2	w-s082-a014-w001	82:14:1	m-w-s082-a014-w001-02	وَإِنَّ		فِي	position_crosswalk	morpheme_aligned
q:82:14:3	82:14	82:14	3	w-s082-a014-w002	82:14:2	m-w-s082-a014-w002-02	الْفُجَّارَ	ف ج ر		position_crosswalk	morpheme_aligned
q:82:14:5	82:14	82:14	5	w-s082-a014-w003	82:14:3	m-w-s082-a014-w003-02			فِي	position_crosswalk	morpheme_aligned
q:82:14:6	82:14	82:14	6	w-s082-a014-w004	82:14:4	m-w-s082-a014-w004-01	جَحِيمٍ	ج ح م	فِي	position_crosswalk	morpheme_aligned
q:82:15:1	82:15	82:15	1	w-s082-a015-w001	82:15:1	m-w-s082-a015-w001-01	يَصْلَوْنَهَا	ص ل ي		position_crosswalk	morpheme_aligned
q:82:15:2	82:15	82:15	2	w-s082-a015-w002	82:15:2	m-w-s082-a015-w002-01	يَوْمَ	ي و م		position_crosswalk	morpheme_aligned
q:82:15:3	82:15	82:15	3	w-s082-a015-w003	82:15:3	m-w-s082-a015-w003-02	الدِّينِ	د ي ن		position_crosswalk	morpheme_aligned
q:82:16:3	82:16	82:16	3	w-s082-a016-w002	82:16:2	m-w-s082-a016-w002-01	هُمْ		بـ	position_crosswalk	morpheme_aligned
