source_token_id	ayah_ref	source_token_index	surface_ar	word_ids	qac_word_refs	binding_status
t-s088-a000-w001	88:0	1	بِسْمِ	w-s088-a000-w001	1:1:1	one_to_one
t-s088-a000-w002	88:0	2	ٱللَّهِ	w-s088-a000-w002	1:1:2	one_to_one
t-s088-a000-w003	88:0	3	ٱلرَّحْمَٰنِ	w-s088-a000-w003	1:1:3	one_to_one
t-s088-a000-w004	88:0	4	ٱلرَّحِيمِ	w-s088-a000-w004	1:1:4	one_to_one
t-s088-a001-w001	88:1	1	هَلْ	w-s088-a001-w001	88:1:1	one_to_one
t-s088-a001-w002	88:1	2	أَتَىٰكَ	w-s088-a001-w002	88:1:2	one_to_one
t-s088-a001-w003	88:1	3	حَدِيثُ	w-s088-a001-w003	88:1:3	one_to_one
t-s088-a001-w004	88:1	4	ٱلْغَٰشِيَةِ	w-s088-a001-w004	88:1:4	one_to_one
t-s088-a002-w001	88:2	1	وُجُوهٌۭ	w-s088-a002-w001	88:2:1	one_to_one
t-s088-a002-w002	88:2	2	يَوْمَئِذٍ	w-s088-a002-w002	88:2:2	one_to_one
t-s088-a002-w003	88:2	3	خَٰشِعَةٌ	w-s088-a002-w003	88:2:3	one_to_one
t-s088-a003-w001	88:3	1	عَامِلَةٌۭ	w-s088-a003-w001	88:3:1	one_to_one
t-s088-a003-w002	88:3	2	نَّاصِبَةٌۭ	w-s088-a003-w002	88:3:2	one_to_one
t-s088-a004-w001	88:4	1	تَصْلَىٰ	w-s088-a004-w001	88:4:1	one_to_one
t-s088-a004-w002	88:4	2	نَارًا	w-s088-a004-w002	88:4:2	one_to_one
t-s088-a004-w003	88:4	3	حَامِيَةًۭ	w-s088-a004-w003	88:4:3	one_to_one
t-s088-a005-w001	88:5	1	تُسْقَىٰ	w-s088-a005-w001	88:5:1	one_to_one
t-s088-a005-w002	88:5	2	مِنْ	w-s088-a005-w002	88:5:2	one_to_one
t-s088-a005-w003	88:5	3	عَيْنٍ	w-s088-a005-w003	88:5:3	one_to_one
t-s088-a005-w004	88:5	4	ءَانِيَةٍۢ	w-s088-a005-w004	88:5:4	one_to_one
t-s088-a006-w001	88:6	1	لَّيْسَ	w-s088-a006-w001	88:6:1	one_to_one
t-s088-a006-w002	88:6	2	لَهُمْ	w-s088-a006-w002	88:6:2	one_to_one
t-s088-a006-w003	88:6	3	طَعَامٌ	w-s088-a006-w003	88:6:3	one_to_one
t-s088-a006-w004	88:6	4	إِلَّا	w-s088-a006-w004	88:6:4	one_to_one
t-s088-a006-w005	88:6	5	مِن	w-s088-a006-w005	88:6:5	one_to_one
t-s088-a006-w006	88:6	6	ضَرِيعٍۢ	w-s088-a006-w006	88:6:6	one_to_one
t-s088-a007-w001	88:7	1	لَّا	w-s088-a007-w001	88:7:1	one_to_one
t-s088-a007-w002	88:7	2	يُسْمِنُ	w-s088-a007-w002	88:7:2	one_to_one
t-s088-a007-w003	88:7	3	وَلَا	w-s088-a007-w003	88:7:3	one_to_one
t-s088-a007-w004	88:7	4	يُغْنِى	w-s088-a007-w004	88:7:4	one_to_one
t-s088-a007-w005	88:7	5	مِن	w-s088-a007-w005	88:7:5	one_to_one
t-s088-a007-w006	88:7	6	جُوعٍۢ	w-s088-a007-w006	88:7:6	one_to_one
t-s088-a008-w001	88:8	1	وُجُوهٌۭ	w-s088-a008-w001	88:8:1	one_to_one
t-s088-a008-w002	88:8	2	يَوْمَئِذٍۢ	w-s088-a008-w002	88:8:2	one_to_one
t-s088-a008-w003	88:8	3	نَّاعِمَةٌۭ	w-s088-a008-w003	88:8:3	one_to_one
t-s088-a009-w001	88:9	1	لِّسَعْيِهَا	w-s088-a009-w001	88:9:1	one_to_one
t-s088-a009-w002	88:9	2	رَاضِيَةٌۭ	w-s088-a009-w002	88:9:2	one_to_one
t-s088-a010-w001	88:10	1	فِى	w-s088-a010-w001	88:10:1	one_to_one
t-s088-a010-w002	88:10	2	جَنَّةٍ	w-s088-a010-w002	88:10:2	one_to_one
t-s088-a010-w003	88:10	3	عَالِيَةٍۢ	w-s088-a010-w003	88:10:3	one_to_one
t-s088-a011-w001	88:11	1	لَّا	w-s088-a011-w001	88:11:1	one_to_one
t-s088-a011-w002	88:11	2	تَسْمَعُ	w-s088-a011-w002	88:11:2	one_to_one
t-s088-a011-w003	88:11	3	فِيهَا	w-s088-a011-w003	88:11:3	one_to_one
t-s088-a011-w004	88:11	4	لَٰغِيَةًۭ	w-s088-a011-w004	88:11:4	one_to_one
t-s088-a012-w001	88:12	1	فِيهَا	w-s088-a012-w001	88:12:1	one_to_one
t-s088-a012-w002	88:12	2	عَيْنٌۭ	w-s088-a012-w002	88:12:2	one_to_one
t-s088-a012-w003	88:12	3	جَارِيَةٌۭ	w-s088-a012-w003	88:12:3	one_to_one
t-s088-a013-w001	88:13	1	فِيهَا	w-s088-a013-w001	88:13:1	one_to_one
t-s088-a013-w002	88:13	2	سُرُرٌۭ	w-s088-a013-w002	88:13:2	one_to_one
t-s088-a013-w003	88:13	3	مَّرْفُوعَةٌۭ	w-s088-a013-w003	88:13:3	one_to_one
