surah	ayah	word_index	morpheme_index	qac_ref	surface_ar	lemma_ar	root_ar	root_norm	pos	morpheme_role	morph_features	aspect	mood	voice	measure	person	number	gender
110	1	1	1	110:1:1:1	إِذَا	إِذَا			T	STEM	STEM|POS:T|LEM:<i*aA							
110	1	2	1	110:1:2:1	جَآءَ	جَآءَ	ج ي ء	ج ي ء	V	STEM	STEM|POS:V|PERF|LEM:jaA^'a|ROOT:jyA|3MS	PERF						
110	1	3	1	110:1:3:1	نَصْرُ	نَصْر	ن ص ر	ن ص ر	N	STEM	STEM|POS:N|LEM:naSor|ROOT:nSr|M|NOM							
110	1	4	1	110:1:4:1	ٱللَّهِ	ٱللَّه	ء ل ه	ء ل ه	PN	STEM	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN							
110	1	5	1	110:1:5:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
110	1	5	2	110:1:5:2	ٱلْ				DET	PREFIX	PREFIX|Al+							
110	1	5	3	110:1:5:3	فَتْحُ	فَتْح	ف ت ح	ف ت ح	N	STEM	STEM|POS:N|LEM:fatoH|ROOT:ftH|M|NOM							
110	2	1	1	110:2:1:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
110	2	1	2	110:2:1:2	رَأَيْ	رَءَا	ر ء ي	ر ء ي	V	STEM	STEM|POS:V|PERF|LEM:ra'aA|ROOT:rAy|2MS	PERF						
110	2	1	3	110:2:1:3	تَ				PRON	SUFFIX	SUFFIX|PRON:2MS							
110	2	2	1	110:2:2:1	ٱل				DET	PREFIX	PREFIX|Al+							
110	2	2	2	110:2:2:2	نَّاسَ	نَّاس	ن و س	ن و س	N	STEM	STEM|POS:N|LEM:n~aAs|ROOT:nws|MP|ACC							
110	2	3	1	110:2:3:1	يَدْخُلُ	دَخَلَ	د خ ل	د خ ل	V	STEM	STEM|POS:V|IMPF|LEM:daxala|ROOT:dxl|3MP	IMPF						
110	2	3	2	110:2:3:2	ونَ				PRON	SUFFIX	SUFFIX|PRON:3MP							
110	2	4	1	110:2:4:1	فِى	فِى			P	STEM	STEM|POS:P|LEM:fiY							
110	2	5	1	110:2:5:1	دِينِ	دِين	د ي ن	د ي ن	N	STEM	STEM|POS:N|LEM:diyn|ROOT:dyn|GEN							
110	2	6	1	110:2:6:1	ٱللَّهِ	ٱللَّه	ء ل ه	ء ل ه	PN	STEM	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN							
110	2	7	1	110:2:7:1	أَفْوَاجًا	فَوْج	ف و ج	ف و ج	N	STEM	STEM|POS:N|LEM:fawoj|ROOT:fwj|P|INDEF|ACC							
110	3	1	1	110:3:1:1	فَ				RSLT	PREFIX	PREFIX|f:RSLT+							
110	3	1	2	110:3:1:2	سَبِّحْ	سَبَّحَ	س ب ح	س ب ح	V	STEM	STEM|POS:V|IMPV|(II)|LEM:sab~aHa|ROOT:sbH|2MS	IMPV			II			
110	3	2	1	110:3:2:1	بِ				P	PREFIX	PREFIX|bi+							
110	3	2	2	110:3:2:2	حَمْدِ	حَمْد	ح م د	ح م د	N	STEM	STEM|POS:N|LEM:Hamod|ROOT:Hmd|M|GEN							
110	3	3	1	110:3:3:1	رَبِّ	رَبّ	ر ب ب	ر ب ب	N	STEM	STEM|POS:N|LEM:rab~|ROOT:rbb|M|GEN							
110	3	3	2	110:3:3:2	كَ				PRON	SUFFIX	SUFFIX|PRON:2MS							
110	3	4	1	110:3:4:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
110	3	4	2	110:3:4:2	ٱسْتَغْفِرْ	ٱسْتَغْفَرَ	غ ف ر	غ ف ر	V	STEM	STEM|POS:V|IMPV|(X)|LEM:{sotagofara|ROOT:gfr|2MS	IMPV			X			
110	3	4	3	110:3:4:3	هُ				PRON	SUFFIX	SUFFIX|PRON:3MS							
110	3	5	1	110:3:5:1	إِنَّ	إِنّ			ACC	STEM	STEM|POS:ACC|LEM:<in~|SP:<in~							
110	3	5	2	110:3:5:2	هُۥ				PRON	SUFFIX	SUFFIX|PRON:3MS							
110	3	6	1	110:3:6:1	كَانَ	كَانَ	ك و ن	ك و ن	V	STEM	STEM|POS:V|PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MS	PERF						
110	3	7	1	110:3:7:1	تَوَّابًۢا	تَوَّاب	ت و ب	ت و ب	N	STEM	STEM|POS:N|ACT|PCPL|LEM:taw~aAb|ROOT:twb|MS|INDEF|ACC			ACT				
