finding_id	ayah_ref	finding_ordinal	grade	anchor_ordinal	branch_ordinal	qac_word_ref	root_id	branch_id	word_id
f-49_0-001	49:0	1	strong	1	1	1:1:1	root_000745	B005	w-s049-a000-w001
f-49_0-001	49:0	1	strong	1	2	1:1:1	root_000745	B001	w-s049-a000-w001
f-49_0-002	49:0	2	strong	1	1	1:1:3	root_000552	B001	w-s049-a000-w003
f-49_0-002	49:0	2	strong	1	2	1:1:3	root_000552	B002	w-s049-a000-w003
f-49_0-002	49:0	2	strong	2	1	1:1:4	root_000552	B001	w-s049-a000-w004
f-49_0-002	49:0	2	strong	2	2	1:1:4	root_000552	B002	w-s049-a000-w004
f-49_0-003	49:0	3	reject	1	1	1:1:3	root_000552	B003	w-s049-a000-w003
f-49_0-003	49:0	3	reject	2	1	1:1:4	root_000552	B003	w-s049-a000-w004
f-49_1-001	49:1	1	strong	1	1	49:1:5	root_001207	B004	w-s049-a001-w005
f-49_1-001	49:1	1	strong	1	2	49:1:5	root_001207	B007	w-s049-a001-w005
f-49_1-001	49:1	1	strong	2	1	49:1:7	root_001693	B005	w-s049-a001-w007
f-49_1-001	49:1	1	strong	2	2	49:1:7	root_001693	B008	w-s049-a001-w007
f-49_1-002	49:1	2	weak	1	1	49:1:6	root_000170	B003	w-s049-a001-w006
f-49_1-002	49:1	2	weak	2	1	49:1:7	root_001693	B009	w-s049-a001-w007
f-49_1-003	49:1	3	weak	1	1	49:1:9	root_000563	B002	w-s049-a001-w009
f-49_1-003	49:1	3	weak	1	2	49:1:9	root_000563	B004	w-s049-a001-w009
f-49_2-001	49:2	1	strong	1	1	49:2:5	root_000582	B010	w-s049-a002-w005
f-49_2-001	49:2	1	strong	2	1	49:2:6	root_000890	B001	w-s049-a002-w006
f-49_2-001	49:2	1	strong	3	1	49:2:7	root_001188	B002	w-s049-a002-w007
f-49_2-001	49:2	1	strong	3	2	49:2:7	root_001188	B003	w-s049-a002-w007
f-49_2-001	49:2	1	strong	4	1	49:2:8	root_000890	B001	w-s049-a002-w008
f-49_2-002	49:2	2	strong	1	1	49:2:5	root_000582	B005	w-s049-a002-w005
f-49_2-002	49:2	2	strong	2	1	49:2:6	root_000890	B002	w-s049-a002-w006
f-49_2-002	49:2	2	strong	3	1	49:2:8	root_000890	B002	w-s049-a002-w008
f-49_2-002	49:2	2	strong	4	1	49:2:11	root_000269	B001	w-s049-a002-w011
f-49_2-002	49:2	2	strong	5	1	49:2:14	root_000269	B001	w-s049-a002-w014
f-49_2-002	49:2	2	strong	6	1	49:2:18	root_000289	B001	w-s049-a002-w018
f-49_2-002	49:2	2	strong	6	2	49:2:18	root_000289	B005	w-s049-a002-w018
f-49_2-002	49:2	2	strong	7	1	49:2:19	root_001046	B001	w-s049-a002-w019
f-49_2-003	49:2	3	reject	1	1	49:2:22	root_000798	B004	w-s049-a002-w022
f-49_2-003	49:2	3	reject	1	2	49:2:22	root_000798	B005	w-s049-a002-w022
f-49_3-001	49:3	1	strong	1	1	49:3:3	root_001093	B001	w-s049-a003-w003
f-49_3-001	49:3	1	strong	2	1	49:3:10	root_001403	B001	w-s049-a003-w010
f-49_3-001	49:3	1	strong	2	2	49:3:10	root_001403	B002	w-s049-a003-w010
f-49_3-001	49:3	1	strong	3	1	49:3:12	root_001248	B001	w-s049-a003-w012
f-49_3-001	49:3	1	strong	3	2	49:3:12	root_001248	B002	w-s049-a003-w012
f-49_3-002	49:3	2	strong	1	1	49:3:3	root_001093	B001	w-s049-a003-w003
f-49_3-002	49:3	2	strong	2	1	49:3:5	root_001052	B004	w-s049-a003-w005
f-49_3-003	49:3	3	weak	1	1	49:3:10	root_001403	B001	w-s049-a003-w010
f-49_3-003	49:3	3	weak	2	1	49:3:13	root_001677	B002	w-s049-a003-w013
f-49_3-003	49:3	3	weak	3	1	49:3:15	root_001096	B001	w-s049-a003-w015
f-49_3-003	49:3	3	weak	3	2	49:3:15	root_001096	B002	w-s049-a003-w015
f-49_3-004	49:3	4	reject	1	1	49:3:16	root_000015	B002	w-s049-a003-w016
f-49_4-001	49:4	1	strong	1	1	49:4:6	root_000296	B001	w-s049-a004-w006
f-49_4-001	49:4	1	strong	1	2	49:4:6	root_000296	B002	w-s049-a004-w006
f-49_4-001	49:4	1	strong	1	3	49:4:6	root_000296	B004	w-s049-a004-w006
f-49_4-001	49:4	1	strong	2	1	49:4:9	root_001036	B001	w-s049-a004-w009
f-49_4-001	49:4	1	strong	2	2	49:4:9	root_001036	B002	w-s049-a004-w009
f-49_4-002	49:4	2	strong	1	1	49:4:3	root_001486	B002	w-s049-a004-w003
f-49_4-002	49:4	2	strong	2	1	49:4:5	root_001642	B005	w-s049-a004-w005
f-49_4-002	49:4	2	strong	2	2	49:4:5	root_001642	B006	w-s049-a004-w005
f-49_4-003	49:4	3	reject	1	1	49:4:7	root_001286	B001	w-s049-a004-w007
f-49_4-003	49:4	3	reject	1	2	49:4:7	root_001286	B002	w-s049-a004-w007
f-49_4-003	49:4	3	reject	1	3	49:4:7	root_001286	B003	w-s049-a004-w007
f-49_5-001	49:5	1	strong	1	1	49:5:3	root_000840	B001	w-s049-a005-w003
f-49_5-001	49:5	1	strong	2	1	49:5:5	root_000400	B001	w-s049-a005-w005
f-49_5-001	49:5	1	strong	2	2	49:5:5	root_000400	B002	w-s049-a005-w005
f-49_5-002	49:5	2	strong	1	1	49:5:8	root_000452	B001	w-s049-a005-w008
f-49_5-002	49:5	2	strong	1	2	49:5:8	root_000452	B003	w-s049-a005-w008
f-49_5-003	49:5	3	strong	1	1	49:5:11	root_001096	B002	w-s049-a005-w011
f-49_5-003	49:5	3	strong	2	1	49:5:12	root_000552	B001	w-s049-a005-w012
