syntax_edge_id	attachment_edge_id	ayah_ref	source_word_id	target_word_id	prep_word_id	source_morpheme_id	target_morpheme_id	prep_morpheme_id	source_qac_ref	target_qac_ref	prep_qac_ref	source_attachment_unit_id	target_attachment_unit_id	prep_attachment_unit_id	source_position	target_position	prep_position	relation	status	confidence	source_part	target_part	source_form_tag	target_form_tag	object_type	prep_base	binding_status	evidence	reason	source_pointer
sx-105_0-00001	ae:v3:s001:001:pass1:attach:a1	105:0	w-s105-a000-w001	w-s105-a000-w001	w-s105-a000-w001	m-w-s105-a000-w001-01	m-w-s105-a000-w001-02	m-w-s105-a000-w001-01	1:1:1:1	1:1:1:2	1:1:1:1	q:1:1:1	q:1:1:2	q:1:1:1	1	2	1	prep_complement	strongly_licensed	high			PREP	NOUN_ABSTRACT		بـ	position_morpheme_aligned	case_government;formulaic_construction	سْمِ is governed by the prefixed بِ in the formula بِسْمِ.	resources/attachments.tsv:2
sx-105_0-00002	ae:v3:s001:001:pass1:attach:a2	105:0	w-s105-a000-w001	w-s105-a000-w002		m-w-s105-a000-w001-02	m-w-s105-a000-w002-01		1:1:1:2	1:1:2:1		q:1:1:2	q:1:1:3		2	3		idafa	syntactically_forced	high			NOUN_ABSTRACT	NOUN_PROP			position_morpheme_aligned	case_government;local_syntax	ٱللَّهِ is the genitive muḍāf ilayhi of سْمِ.	resources/attachments.tsv:3
sx-105_0-00003	ae:v3:s001:001:pass1:attach:a3	105:0	w-s105-a000-w002	w-s105-a000-w003		m-w-s105-a000-w002-01	m-w-s105-a000-w003-02		1:1:2:1	1:1:3:2		q:1:1:3	q:1:1:4		3	4		adjective	strongly_licensed	high			NOUN_PROP	NOUN_PROP			position_morpheme_aligned	agreement;local_syntax	ٱلرَّحْمَٰنِ follows ٱللَّهِ in genitive definiteness as an adjectival divine epithet.	resources/attachments.tsv:4
sx-105_0-00004	ae:v3:s001:001:pass1:attach:a4	105:0	w-s105-a000-w002	w-s105-a000-w003		m-w-s105-a000-w002-01	m-w-s105-a000-w003-02		1:1:2:1	1:1:3:2		q:1:1:3	q:1:1:5		3	5		adjective	strongly_licensed	high			NOUN_PROP	NOUN_PROP			fallback_morpheme_aligned	agreement;local_syntax	ٱلرَّحِيمِ follows ٱللَّهِ in the same genitive adjectival series.	resources/attachments.tsv:5
sx-105_1-00005	ae:v3:s105:001:pass1:attach:a1	105:1	w-s105-a001-w001	w-s105-a001-w002		m-w-s105-a001-w001-02	m-w-s105-a001-w002-01		105:1:1:2	105:1:2:1		q:105:1:1	q:105:1:2		1	2		particle_complement	syntactically_forced	high			JUSSIVE_PART	IV			fallback_morpheme_aligned	morphology;case_government	أَلَمْ contains لَمْ, which governs تَرَ in the jussive.	resources/attachments.tsv:58280
sx-105_1-00006	ae:v3:s105:001:pass1:attach:a2	105:1	w-s105-a001-w002	w-s105-a001-w003		m-w-s105-a001-w002-01	m-w-s105-a001-w003-01		105:1:2:1	105:1:3:1		q:105:1:2	q:105:1:3		2	3		clausal_complement	syntactically_forced	high			IV	INTERROG_PRON			fallback_morpheme_aligned	local_syntax	تَرَ governs the indirect question beginning with كَيْفَ.	resources/attachments.tsv:58281
sx-105_1-00007	ae:v3:s105:001:pass1:attach:a3	105:1	w-s105-a001-w004	w-s105-a001-w003		m-w-s105-a001-w004-01	m-w-s105-a001-w003-01		105:1:4:1	105:1:3:1		q:105:1:4	q:105:1:3		4	3		adverbial	syntactically_forced	high			PV	INTERROG_PRON			fallback_morpheme_aligned	local_syntax;word_order	كَيْفَ asks the manner of فَعَلَ inside the embedded question.	resources/attachments.tsv:58282
sx-105_1-00008	ae:v3:s105:001:pass1:attach:a4	105:1	w-s105-a001-w004	w-s105-a001-w005		m-w-s105-a001-w004-01	m-w-s105-a001-w005-01		105:1:4:1	105:1:5:1		q:105:1:4	q:105:1:5		4	5		subject	syntactically_forced	high			PV	NOUN_CONCRETE			fallback_morpheme_aligned	agreement;word_order	رَبُّكَ is nominative after فَعَلَ and supplies its explicit subject.	resources/attachments.tsv:58283
sx-105_1-00009	ae:v3:s105:001:pass1:attach:a5	105:1	w-s105-a001-w005	w-s105-a001-w005		m-w-s105-a001-w005-01	m-w-s105-a001-w005-01		105:1:5:1	105:1:5:1		q:105:1:5	q:105:1:5		5	5		idafa	syntactically_forced	high		possessive_suffix	NOUN_CONCRETE				fallback_morpheme_aligned	morphology;local_syntax	The suffix كَ in رَبُّكَ is the genitive possessor of رَبّ.	resources/attachments.tsv:58284
sx-105_1-00010	ae:v3:s105:001:pass1:attach:a6	105:1	w-s105-a001-w004	w-s105-a001-w006	w-s105-a001-w005	m-w-s105-a001-w004-01	m-w-s105-a001-w006-02	m-w-s105-a001-w005-01	105:1:4:1	105:1:6:2	105:1:5:1	q:105:1:4	q:105:1:7	q:105:1:6	4	7	6	prep_complement	syntactically_forced	high			PV	NOUN_ACTIVE_PART		بـ	fallback_morpheme_aligned	case_government;local_syntax	أَصْحَٰبِ is governed by بِ as the complement of فَعَلَ.	resources/attachments.tsv:58285
