cooccurrence_id	ayah_ref	left_word_id	right_word_id	left_root	right_root	word_distance	root_distance_min	root_distance_max	local_pair_count	corpus_window_count	corpus_pair_count	source_pair_id
co-105_0-00001	105:0	w-s105-a000-w002	w-s105-a000-w003	ء ل ه	ر ح م	1	1	2	2	130	254	intra_ayah:1:1:root:1
co-105_0-00002	105:0	w-s105-a000-w002	w-s105-a000-w004	ء ل ه	ر ح م	2	1	2	2	130	254	intra_ayah:1:1:root:1
co-105_0-00003	105:0	w-s105-a000-w002	w-s105-a000-w001	ء ل ه	س م و	1	1	1	1	185	319	intra_ayah:1:1:root:2
co-105_0-00004	105:0	w-s105-a000-w003	w-s105-a000-w001	ر ح م	س م و	2	2	3	2	18	21	intra_ayah:1:1:root:3
co-105_0-00005	105:0	w-s105-a000-w004	w-s105-a000-w001	ر ح م	س م و	3	2	3	2	18	21	intra_ayah:1:1:root:3
co-105_1-00006	105:1	w-s105-a001-w002	w-s105-a001-w005	ر ء ي	ر ب ب	3	3	3	1	41	60	intra_ayah:105:1:root:1
co-105_1-00007	105:1	w-s105-a001-w006	w-s105-a001-w004	ص ح ب	ف ع ل	2	2	2	1	2	2	intra_ayah:105:1:root:10
co-105_1-00008	105:1	w-s105-a001-w006	w-s105-a001-w007	ص ح ب	ف ي ل	1	1	1	1	1	1	intra_ayah:105:1:root:11
co-105_1-00009	105:1	w-s105-a001-w006	w-s105-a001-w003	ص ح ب	ك ي ف	3	3	3	1	2	2	intra_ayah:105:1:root:12
co-105_1-00010	105:1	w-s105-a001-w004	w-s105-a001-w007	ف ع ل	ف ي ل	3	3	3	1	1	1	intra_ayah:105:1:root:13
co-105_1-00011	105:1	w-s105-a001-w004	w-s105-a001-w003	ف ع ل	ك ي ف	1	1	1	1	3	3	intra_ayah:105:1:root:14
co-105_1-00012	105:1	w-s105-a001-w007	w-s105-a001-w003	ف ي ل	ك ي ف	4	4	4	1	1	1	intra_ayah:105:1:root:15
co-105_1-00013	105:1	w-s105-a001-w002	w-s105-a001-w006	ر ء ي	ص ح ب	4	4	4	1	3	3	intra_ayah:105:1:root:2
co-105_1-00014	105:1	w-s105-a001-w002	w-s105-a001-w004	ر ء ي	ف ع ل	2	2	2	1	8	9	intra_ayah:105:1:root:3
co-105_1-00015	105:1	w-s105-a001-w002	w-s105-a001-w007	ر ء ي	ف ي ل	5	5	5	1	1	1	intra_ayah:105:1:root:4
co-105_1-00016	105:1	w-s105-a001-w002	w-s105-a001-w003	ر ء ي	ك ي ف	1	1	1	1	10	10	intra_ayah:105:1:root:5
co-105_1-00017	105:1	w-s105-a001-w005	w-s105-a001-w006	ر ب ب	ص ح ب	1	1	1	1	15	18	intra_ayah:105:1:root:6
co-105_1-00018	105:1	w-s105-a001-w005	w-s105-a001-w004	ر ب ب	ف ع ل	1	1	1	1	15	18	intra_ayah:105:1:root:7
co-105_1-00019	105:1	w-s105-a001-w005	w-s105-a001-w007	ر ب ب	ف ي ل	2	2	2	1	1	1	intra_ayah:105:1:root:8
co-105_1-00020	105:1	w-s105-a001-w005	w-s105-a001-w003	ر ب ب	ك ي ف	2	2	2	1	7	7	intra_ayah:105:1:root:9
co-105_2-00021	105:2	w-s105-a002-w002	w-s105-a002-w005	ج ع ل	ض ل ل	3	2	2	1	12	15	intra_ayah:105:2:root:1
co-105_2-00022	105:2	w-s105-a002-w002	w-s105-a002-w003	ج ع ل	ك ي د	1	1	1	1	3	3	intra_ayah:105:2:root:2
co-105_2-00023	105:2	w-s105-a002-w005	w-s105-a002-w003	ض ل ل	ك ي د	2	1	1	1	2	2	intra_ayah:105:2:root:3
co-105_3-00024	105:3	w-s105-a003-w004	w-s105-a003-w001	ء ب ل	ر س ل	3	2	2	1	1	1	intra_ayah:105:3:root:1
co-105_3-00025	105:3	w-s105-a003-w004	w-s105-a003-w003	ء ب ل	ط ي ر	1	1	1	1	1	1	intra_ayah:105:3:root:2
co-105_3-00026	105:3	w-s105-a003-w001	w-s105-a003-w003	ر س ل	ط ي ر	2	1	1	1	2	3	intra_ayah:105:3:root:3
co-105_4-00027	105:4	w-s105-a004-w002	w-s105-a004-w001	ح ج ر	ر م ي	1	1	1	1	1	1	intra_ayah:105:4:root:1
co-105_4-00028	105:4	w-s105-a004-w002	w-s105-a004-w004	ح ج ر	س ج ل	2	1	1	1	3	3	intra_ayah:105:4:root:2
co-105_4-00029	105:4	w-s105-a004-w001	w-s105-a004-w004	ر م ي	س ج ل	3	2	2	1	1	1	intra_ayah:105:4:root:3
co-105_5-00030	105:5	w-s105-a005-w003	w-s105-a005-w001	ء ك ل	ج ع ل	2	2	2	1	7	7	intra_ayah:105:5:root:1
co-105_5-00031	105:5	w-s105-a005-w003	w-s105-a005-w002	ء ك ل	ع ص ف	1	1	1	1	1	1	intra_ayah:105:5:root:2
co-105_5-00032	105:5	w-s105-a005-w001	w-s105-a005-w002	ج ع ل	ع ص ف	1	1	1	1	1	1	intra_ayah:105:5:root:3
