source_token_id	ayah_ref	source_token_index	surface_ar	word_ids	qac_word_refs	binding_status
t-s092-a000-w001	92:0	1	بِسْمِ	w-s092-a000-w001	1:1:1	one_to_one
t-s092-a000-w002	92:0	2	ٱللَّهِ	w-s092-a000-w002	1:1:2	one_to_one
t-s092-a000-w003	92:0	3	ٱلرَّحْمَٰنِ	w-s092-a000-w003	1:1:3	one_to_one
t-s092-a000-w004	92:0	4	ٱلرَّحِيمِ	w-s092-a000-w004	1:1:4	one_to_one
t-s092-a001-w001	92:1	1	وَٱلَّيْلِ	w-s092-a001-w001	92:1:1	one_to_one
t-s092-a001-w002	92:1	2	إِذَا	w-s092-a001-w002	92:1:2	one_to_one
t-s092-a001-w003	92:1	3	يَغْشَىٰ	w-s092-a001-w003	92:1:3	one_to_one
t-s092-a002-w001	92:2	1	وَٱلنَّهَارِ	w-s092-a002-w001	92:2:1	one_to_one
t-s092-a002-w002	92:2	2	إِذَا	w-s092-a002-w002	92:2:2	one_to_one
t-s092-a002-w003	92:2	3	تَجَلَّىٰ	w-s092-a002-w003	92:2:3	one_to_one
t-s092-a003-w001	92:3	1	وَمَا	w-s092-a003-w001	92:3:1	one_to_one
t-s092-a003-w002	92:3	2	خَلَقَ	w-s092-a003-w002	92:3:2	one_to_one
t-s092-a003-w003	92:3	3	ٱلذَّكَرَ	w-s092-a003-w003	92:3:3	one_to_one
t-s092-a003-w004	92:3	4	وَٱلْأُنثَىٰٓ	w-s092-a003-w004	92:3:4	one_to_one
t-s092-a004-w001	92:4	1	إِنَّ	w-s092-a004-w001	92:4:1	one_to_one
t-s092-a004-w002	92:4	2	سَعْيَكُمْ	w-s092-a004-w002	92:4:2	one_to_one
t-s092-a004-w003	92:4	3	لَشَتَّىٰ	w-s092-a004-w003	92:4:3	one_to_one
t-s092-a005-w001	92:5	1	فَأَمَّا	w-s092-a005-w001	92:5:1	one_to_one
t-s092-a005-w002	92:5	2	مَنْ	w-s092-a005-w002	92:5:2	one_to_one
t-s092-a005-w003	92:5	3	أَعْطَىٰ	w-s092-a005-w003	92:5:3	one_to_one
t-s092-a005-w004	92:5	4	وَٱتَّقَىٰ	w-s092-a005-w004	92:5:4	one_to_one
t-s092-a006-w001	92:6	1	وَصَدَّقَ	w-s092-a006-w001	92:6:1	one_to_one
t-s092-a006-w002	92:6	2	بِٱلْحُسْنَىٰ	w-s092-a006-w002	92:6:2	one_to_one
t-s092-a007-w001	92:7	1	فَسَنُيَسِّرُهُۥ	w-s092-a007-w001	92:7:1	one_to_one
t-s092-a007-w002	92:7	2	لِلْيُسْرَىٰ	w-s092-a007-w002	92:7:2	one_to_one
t-s092-a008-w001	92:8	1	وَأَمَّا	w-s092-a008-w001	92:8:1	one_to_one
t-s092-a008-w002	92:8	2	مَنۢ	w-s092-a008-w002	92:8:2	one_to_one
t-s092-a008-w003	92:8	3	بَخِلَ	w-s092-a008-w003	92:8:3	one_to_one
t-s092-a008-w004	92:8	4	وَٱسْتَغْنَىٰ	w-s092-a008-w004	92:8:4	one_to_one
t-s092-a009-w001	92:9	1	وَكَذَّبَ	w-s092-a009-w001	92:9:1	one_to_one
t-s092-a009-w002	92:9	2	بِٱلْحُسْنَىٰ	w-s092-a009-w002	92:9:2	one_to_one
t-s092-a010-w001	92:10	1	فَسَنُيَسِّرُهُۥ	w-s092-a010-w001	92:10:1	one_to_one
t-s092-a010-w002	92:10	2	لِلْعُسْرَىٰ	w-s092-a010-w002	92:10:2	one_to_one
t-s092-a011-w001	92:11	1	وَمَا	w-s092-a011-w001	92:11:1	one_to_one
t-s092-a011-w002	92:11	2	يُغْنِى	w-s092-a011-w002	92:11:2	one_to_one
t-s092-a011-w003	92:11	3	عَنْهُ	w-s092-a011-w003	92:11:3	one_to_one
t-s092-a011-w004	92:11	4	مَالُهُۥٓ	w-s092-a011-w004	92:11:4	one_to_one
t-s092-a011-w005	92:11	5	إِذَا	w-s092-a011-w005	92:11:5	one_to_one
t-s092-a011-w006	92:11	6	تَرَدَّىٰٓ	w-s092-a011-w006	92:11:6	one_to_one
t-s092-a012-w001	92:12	1	إِنَّ	w-s092-a012-w001	92:12:1	one_to_one
t-s092-a012-w002	92:12	2	عَلَيْنَا	w-s092-a012-w002	92:12:2	one_to_one
t-s092-a012-w003	92:12	3	لَلْهُدَىٰ	w-s092-a012-w003	92:12:3	one_to_one
t-s092-a013-w001	92:13	1	وَإِنَّ	w-s092-a013-w001	92:13:1	one_to_one
t-s092-a013-w002	92:13	2	لَنَا	w-s092-a013-w002	92:13:2	one_to_one
t-s092-a013-w003	92:13	3	لَلْءَاخِرَةَ	w-s092-a013-w003	92:13:3	one_to_one
t-s092-a013-w004	92:13	4	وَٱلْأُولَىٰ	w-s092-a013-w004	92:13:4	one_to_one
t-s092-a014-w001	92:14	1	فَأَنذَرْتُكُمْ	w-s092-a014-w001	92:14:1	one_to_one
t-s092-a014-w002	92:14	2	نَارًۭا	w-s092-a014-w002	92:14:2	one_to_one
t-s092-a014-w003	92:14	3	تَلَظَّىٰ	w-s092-a014-w003	92:14:3	one_to_one
t-s092-a015-w001	92:15	1	لَا	w-s092-a015-w001	92:15:1	one_to_one
t-s092-a015-w002	92:15	2	يَصْلَىٰهَآ	w-s092-a015-w002	92:15:2	one_to_one
t-s092-a015-w003	92:15	3	إِلَّا	w-s092-a015-w003	92:15:3	one_to_one
t-s092-a015-w004	92:15	4	ٱلْأَشْقَى	w-s092-a015-w004	92:15:4	one_to_one
t-s092-a016-w001	92:16	1	ٱلَّذِى	w-s092-a016-w001	92:16:1	one_to_one
t-s092-a016-w002	92:16	2	كَذَّبَ	w-s092-a016-w002	92:16:2	one_to_one
t-s092-a016-w003	92:16	3	وَتَوَلَّىٰ	w-s092-a016-w003	92:16:3	one_to_one
t-s092-a017-w001	92:17	1	وَسَيُجَنَّبُهَا	w-s092-a017-w001	92:17:1	one_to_one
t-s092-a017-w002	92:17	2	ٱلْأَتْقَى	w-s092-a017-w002	92:17:2	one_to_one
t-s092-a018-w001	92:18	1	ٱلَّذِى	w-s092-a018-w001	92:18:1	one_to_one
t-s092-a018-w002	92:18	2	يُؤْتِى	w-s092-a018-w002	92:18:2	one_to_one
t-s092-a018-w003	92:18	3	مَالَهُۥ	w-s092-a018-w003	92:18:3	one_to_one
t-s092-a018-w004	92:18	4	يَتَزَكَّىٰ	w-s092-a018-w004	92:18:4	one_to_one
t-s092-a019-w001	92:19	1	وَمَا	w-s092-a019-w001	92:19:1	one_to_one
t-s092-a019-w002	92:19	2	لِأَحَدٍ	w-s092-a019-w002	92:19:2	one_to_one
t-s092-a019-w003	92:19	3	عِندَهُۥ	w-s092-a019-w003	92:19:3	one_to_one
t-s092-a019-w004	92:19	4	مِن	w-s092-a019-w004	92:19:4	one_to_one
t-s092-a019-w005	92:19	5	نِّعْمَةٍۢ	w-s092-a019-w005	92:19:5	one_to_one
t-s092-a019-w006	92:19	6	تُجْزَىٰٓ	w-s092-a019-w006	92:19:6	one_to_one
t-s092-a020-w001	92:20	1	إِلَّا	w-s092-a020-w001	92:20:1	one_to_one
t-s092-a020-w002	92:20	2	ٱبْتِغَآءَ	w-s092-a020-w002	92:20:2	one_to_one
t-s092-a020-w003	92:20	3	وَجْهِ	w-s092-a020-w003	92:20:3	one_to_one
t-s092-a020-w004	92:20	4	رَبِّهِ	w-s092-a020-w004	92:20:4	one_to_one
t-s092-a020-w005	92:20	5	ٱلْأَعْلَىٰ	w-s092-a020-w005	92:20:5	one_to_one
t-s092-a021-w001	92:21	1	وَلَسَوْفَ	w-s092-a021-w001	92:21:1	one_to_one
t-s092-a021-w002	92:21	2	يَرْضَىٰ	w-s092-a021-w002	92:21:2	one_to_one
