attachment_unit_id	ayah_ref	qac_ayah_ref	unit_index	word_id	qac_word_ref	morpheme_ids	attachment_surfaces	attachment_roots	prep_bases	binding_method	binding_status
q:1:1:1	43:0	1:1	1	w-s043-a000-w001	1:1:1	m-w-s043-a000-w001-01	بِسْمِ		بـ	position_crosswalk	morpheme_aligned
q:1:1:2	43:0	1:1	2	w-s043-a000-w001	1:1:1	m-w-s043-a000-w001-02	بِسْمِ	س م و	بـ	position_crosswalk	morpheme_aligned
q:1:1:3	43:0	1:1	3	w-s043-a000-w002	1:1:2	m-w-s043-a000-w002-01	اللَّهِ	أ ل ه		position_crosswalk	morpheme_aligned
q:1:1:4	43:0	1:1	4	w-s043-a000-w003	1:1:3	m-w-s043-a000-w003-02	الرَّحْمَنِ	ر ح م		position_crosswalk	morpheme_aligned
q:1:1:5	43:0	1:1	5	w-s043-a000-w003	1:1:3	m-w-s043-a000-w003-02	الرَّحِيمِ	ر ح م		surface_root_sequence_fallback	morpheme_aligned
q:43:2:1	43:2	43:2	1	w-s043-a002-w001	43:2:1	m-w-s043-a002-w001-03	وَالْكِتَابِ	أ و ي		position_crosswalk	morpheme_aligned
q:43:2:2	43:2	43:2	2	w-s043-a002-w001	43:2:1	m-w-s043-a002-w001-03	وَالْكِتَابِ	ك ت ب		position_crosswalk	morpheme_aligned
q:43:2:3	43:2	43:2	3	w-s043-a002-w002	43:2:2	m-w-s043-a002-w002-02	الْمُبِينِ	ب ي ن		position_crosswalk	morpheme_aligned
q:43:3:1	43:3	43:3	1	w-s043-a003-w001	43:3:1	m-w-s043-a003-w001-01;m-w-s043-a003-w001-02	إِنَّا			position_crosswalk	morpheme_aligned
q:43:3:2	43:3	43:3	2	w-s043-a003-w002	43:3:2	m-w-s043-a003-w002-01	جَعَلْنَاهُ	ج ع ل		position_crosswalk	morpheme_aligned
q:43:3:3	43:3	43:3	3	w-s043-a003-w003	43:3:3	m-w-s043-a003-w003-01	قُرْآنَاً	ق ر ء		position_crosswalk	morpheme_aligned
q:43:3:4	43:3	43:3	4	w-s043-a003-w004	43:3:4	m-w-s043-a003-w004-01	عَرَبِيَّاً	ع ر ب		position_crosswalk	morpheme_aligned
q:43:3:5	43:3	43:3	5	w-s043-a003-w005	43:3:5	m-w-s043-a003-w005-01;m-w-s043-a003-w005-02	لَعَلَّكُمْ	ل ع ل		position_crosswalk	morpheme_aligned
q:43:3:6	43:3	43:3	6	w-s043-a003-w006	43:3:6	m-w-s043-a003-w006-01	تَعْقِلُونَ	ع ق ل		position_crosswalk	morpheme_aligned
q:43:4:2	43:4	43:4	2	w-s043-a004-w001	43:4:1	m-w-s043-a004-w001-02;m-w-s043-a004-w001-03	وَإِنَّهُ		فِي	position_crosswalk	morpheme_aligned
q:43:4:3	43:4	43:4	3	w-s043-a004-w002	43:4:2	m-w-s043-a004-w002-01			فِي	position_crosswalk	morpheme_aligned
q:43:4:4	43:4	43:4	4	w-s043-a004-w003	43:4:3	m-w-s043-a004-w003-01	أُمِّ	أ م م	فِي	position_crosswalk	morpheme_aligned
q:43:4:5	43:4	43:4	5	w-s043-a004-w004	43:4:4	m-w-s043-a004-w004-02	الْكِتَابِ	ك ت ب		position_crosswalk	morpheme_aligned
q:43:4:6	43:4	43:4	6	w-s043-a004-w005	43:4:5	m-w-s043-a004-w005-01	لَدَيْنَا	ل د ي		position_crosswalk	morpheme_aligned
q:43:4:8	43:4	43:4	8	w-s043-a004-w006	43:4:6	m-w-s043-a004-w006-02	لَعَلِيٌّ	ع ل و		position_crosswalk	morpheme_aligned
q:43:4:9	43:4	43:4	9	w-s043-a004-w007	43:4:7	m-w-s043-a004-w007-01	حَكِيمٌ	ح ك م		position_crosswalk	morpheme_aligned
q:43:5:2	43:5	43:5	2	w-s043-a005-w001	43:5:1	m-w-s043-a005-w001-03	أَفَنَضْرِبُ	ض ر ب	عَن	position_crosswalk	morpheme_aligned
q:43:5:3	43:5	43:5	3	w-s043-a005-w002	43:5:2	m-w-s043-a005-w002-02;m-w-s043-a005-w002-01			عَن	surface_root_sequence_fallback	morpheme_aligned
q:43:5:4	43:5	43:5	4	w-s043-a005-w003	43:5:3	m-w-s043-a005-w003-02	الذِّكْرَ	ذ ك ر		surface_root_sequence_fallback	morpheme_aligned
q:43:5:5	43:5	43:5	5	w-s043-a005-w004	43:5:4	m-w-s043-a005-w004-01	صَفْحَاً	ص ف ح		surface_root_sequence_fallback	morpheme_aligned
q:43:5:6	43:5	43:5	6	w-s043-a005-w005	43:5:5	m-w-s043-a005-w005-01	أَنْ			surface_root_sequence_fallback	morpheme_aligned
q:43:5:7	43:5	43:5	7	w-s043-a005-w006	43:5:6	m-w-s043-a005-w006-01	كُنْتُمْ	ك و ن		surface_root_sequence_fallback	morpheme_aligned
q:43:5:8	43:5	43:5	8	w-s043-a005-w007	43:5:7	m-w-s043-a005-w007-01	قَوْمَاً	ق و م		surface_root_sequence_fallback	morpheme_aligned
q:43:5:9	43:5	43:5	9	w-s043-a005-w008	43:5:8	m-w-s043-a005-w008-01	مُسْرِفِينَ	س ر ف		surface_root_sequence_fallback	morpheme_aligned
q:43:6:2	43:6	43:6	2	w-s043-a006-w001	43:6:1	m-w-s043-a006-w001-02	وَكَمْ	ك م م	مِن	position_crosswalk	morpheme_aligned
q:43:6:3	43:6	43:6	3	w-s043-a006-w002	43:6:2	m-w-s043-a006-w002-01	أَرْسَلْنَا	ر س ل	فِي	position_crosswalk	morpheme_aligned
q:43:6:4	43:6	43:6	4	w-s043-a006-w003	43:6:3	m-w-s043-a006-w003-01			مِن	position_crosswalk	morpheme_aligned
q:43:6:5	43:6	43:6	5	w-s043-a006-w004	43:6:4	m-w-s043-a006-w004-01	نَبِيٍّ	ن ب أ	مِن	position_crosswalk	morpheme_aligned
q:43:6:6	43:6	43:6	6	w-s043-a006-w005	43:6:5	m-w-s043-a006-w005-01			فِي	position_crosswalk	morpheme_aligned
q:43:6:7	43:6	43:6	7	w-s043-a006-w006	43:6:6	m-w-s043-a006-w006-02	الْأَوَّلِينَ	أ و ل	فِي	position_crosswalk	morpheme_aligned
q:43:7:3	43:7	43:7	3	w-s043-a007-w002	43:7:2	m-w-s043-a007-w002-01;m-w-s043-a007-w002-02	يَأْتِيهِمْ	أ ت ي	مِن	position_crosswalk	morpheme_aligned
q:43:7:4	43:7	43:7	4	w-s043-a007-w003	43:7:3	m-w-s043-a007-w003-01			مِن	position_crosswalk	morpheme_aligned
q:43:7:5	43:7	43:7	5	w-s043-a007-w004	43:7:4	m-w-s043-a007-w004-01	نَبِيٍّ	ن ب أ	مِن	position_crosswalk	morpheme_aligned
q:43:7:7	43:7	43:7	7	w-s043-a007-w006	43:7:6	m-w-s043-a007-w006-01	كَانُوا	ك و ن		position_crosswalk	morpheme_aligned
q:43:7:8	43:7	43:7	8	w-s043-a007-w007	43:7:7	m-w-s043-a007-w007-02;m-w-s043-a007-w007-01			بـ	position_crosswalk	morpheme_aligned
q:43:7:9	43:7	43:7	9	w-s043-a007-w008	43:7:8	m-w-s043-a007-w008-01	يَسْتَهْزِئُونَ	ه ز أ	بـ	surface_root_sequence_fallback	morpheme_aligned
q:43:8:2	43:8	43:8	2	w-s043-a008-w001	43:8:1	m-w-s043-a008-w001-02	فَأَهْلَكْنَا	ه ل ك		position_crosswalk	morpheme_aligned
q:43:8:3	43:8	43:8	3	w-s043-a008-w002	43:8:2	m-w-s043-a008-w002-01	أَشَدَّ	ش د د	مِن	position_crosswalk	morpheme_aligned
q:43:8:4	43:8	43:8	4	w-s043-a008-w003	43:8:3	m-w-s043-a008-w003-02;m-w-s043-a008-w003-01			مِن	position_crosswalk	morpheme_aligned
q:43:8:5	43:8	43:8	5	w-s043-a008-w004	43:8:4	m-w-s043-a008-w004-01	بَطْشَاً	ب ط ش		position_crosswalk	morpheme_aligned
q:43:8:7	43:8	43:8	7	w-s043-a008-w005	43:8:5	m-w-s043-a008-w005-02	وَمَضَى	م ض ي		position_crosswalk	morpheme_aligned
q:43:8:8	43:8	43:8	8	w-s043-a008-w006	43:8:6	m-w-s043-a008-w006-01	مَثَلُ	م ث ل		position_crosswalk	morpheme_aligned
q:43:8:9	43:8	43:8	9	w-s043-a008-w007	43:8:7	m-w-s043-a008-w007-02	الْأَوَّلِينَ	أ و ل		position_crosswalk	morpheme_aligned
q:43:9:4	43:9	43:9	4	w-s043-a009-w002	43:9:2	m-w-s043-a009-w002-01	سَأَلْتَهُمْ	س أ ل		position_crosswalk	morpheme_aligned
q:43:9:5	43:9	43:9	5	w-s043-a009-w003	43:9:3	m-w-s043-a009-w003-01	مَنْ	م ن ن		position_crosswalk	morpheme_aligned
q:43:9:6	43:9	43:9	6	w-s043-a009-w004	43:9:4	m-w-s043-a009-w004-01	خَلَقَ	خ ل ق		position_crosswalk	morpheme_aligned
q:43:9:7	43:9	43:9	7	w-s043-a009-w005	43:9:5	m-w-s043-a009-w005-02	السَّمَاوَاتِ	س م و		position_crosswalk	morpheme_aligned
q:43:9:9	43:9	43:9	9	w-s043-a009-w006	43:9:6	m-w-s043-a009-w006-03	وَالْأَرْضَ	أ ر ض		position_crosswalk	morpheme_aligned
q:43:9:11	43:9	43:9	11	w-s043-a009-w007	43:9:7	m-w-s043-a009-w007-02	لَيَقُولُنَّ	ق و ل		position_crosswalk	morpheme_aligned
q:43:9:12	43:9	43:9	12	w-s043-a009-w008	43:9:8	m-w-s043-a009-w008-01;m-w-s043-a009-w008-02	خَلَقَهُنَّ	خ ل ق		position_crosswalk	morpheme_aligned
q:43:9:13	43:9	43:9	13	w-s043-a009-w009	43:9:9	m-w-s043-a009-w009-02	الْعَزِيزُ	ع ز ز		position_crosswalk	morpheme_aligned
q:43:9:14	43:9	43:9	14	w-s043-a009-w010	43:9:10	m-w-s043-a009-w010-02	الْعَلِيمُ	ع ل م		position_crosswalk	morpheme_aligned
q:43:10:2	43:10	43:10	2	w-s043-a010-w002	43:10:2	m-w-s043-a010-w002-01	جَعَلَ	ج ع ل	لـ	position_crosswalk	morpheme_aligned
q:43:10:3	43:10	43:10	3	w-s043-a010-w002	43:10:2	m-w-s043-a010-w002-01			لـ	surface_root_sequence_fallback	morpheme_aligned
q:43:10:4	43:10	43:10	4	w-s043-a010-w004	43:10:4	m-w-s043-a010-w004-02	الْأَرْضَ	أ ر ض		surface_root_sequence_fallback	morpheme_aligned
q:43:10:5	43:10	43:10	5	w-s043-a010-w005	43:10:5	m-w-s043-a010-w005-01	مَهْدَاً	م ه د		surface_root_sequence_fallback	morpheme_aligned
q:43:10:7	43:10	43:10	7	w-s043-a010-w006	43:10:6	m-w-s043-a010-w006-02	وَجَعَلَ	ج ع ل	لـ;فِي	position_crosswalk	morpheme_aligned
q:43:10:8	43:10	43:10	8	w-s043-a010-w007	43:10:7	m-w-s043-a010-w007-02;m-w-s043-a010-w007-01			لـ	surface_root_sequence_fallback	morpheme_aligned
q:43:10:9	43:10	43:10	9	w-s043-a010-w008	43:10:8	m-w-s043-a010-w008-02;m-w-s043-a010-w008-01			فِي	surface_root_sequence_fallback	morpheme_aligned
q:43:10:10	43:10	43:10	10	w-s043-a010-w009	43:10:9	m-w-s043-a010-w009-01	سُبُلَاً	س ب ل		surface_root_sequence_fallback	morpheme_aligned
q:43:10:11	43:10	43:10	11	w-s043-a010-w010	43:10:10	m-w-s043-a010-w010-01;m-w-s043-a010-w010-02	لَعَلَّكُمْ	ل ع ل		surface_root_sequence_fallback	morpheme_aligned
q:43:10:12	43:10	43:10	12	w-s043-a010-w011	43:10:11	m-w-s043-a010-w011-01	تَهْتَدُونَ	ه د ي		surface_root_sequence_fallback	morpheme_aligned
q:43:11:2	43:11	43:11	2	w-s043-a011-w001	43:11:1	m-w-s043-a011-w001-02	وَالَّذِي	ل ل ذ		position_crosswalk	morpheme_aligned
q:43:11:3	43:11	43:11	3	w-s043-a011-w002	43:11:2	m-w-s043-a011-w002-01	نَزَّلَ	ن ز ل	مِن;بـ	position_crosswalk	morpheme_aligned
q:43:11:4	43:11	43:11	4	w-s043-a011-w003	43:11:3	m-w-s043-a011-w003-01			مِن	position_crosswalk	morpheme_aligned
q:43:11:5	43:11	43:11	5	w-s043-a011-w004	43:11:4	m-w-s043-a011-w004-02	السَّمَاءِ	س م و	مِن	position_crosswalk	morpheme_aligned
q:43:11:6	43:11	43:11	6	w-s043-a011-w005	43:11:5	m-w-s043-a011-w005-01	مَاءً	م و ه		position_crosswalk	morpheme_aligned
q:43:11:7	43:11	43:11	7	w-s043-a011-w006	43:11:6	m-w-s043-a011-w006-01			بـ	position_crosswalk	morpheme_aligned
q:43:11:8	43:11	43:11	8	w-s043-a011-w006	43:11:6	m-w-s043-a011-w006-02	بِقَدَرٍ	ق د ر	بـ	position_crosswalk	morpheme_aligned
