word_id	ayah_ref	qac_ayah_ref	word_index	qac_word_ref	surface_ar	lemma_ar	root	pos	aspect	mood	voice	measure	morphology_summary
w-s090-a000-w001	90:0	1:1	1	1:1:1	بِسْمِ	ٱسْم	س م و	N					PREFIX|bi+ | STEM|POS:N|LEM:{som|ROOT:smw|M|GEN
w-s090-a000-w002	90:0	1:1	2	1:1:2	ٱللَّهِ	ٱللَّه	ء ل ه	PN					STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN
w-s090-a000-w003	90:0	1:1	3	1:1:3	ٱلرَّحْمَٰنِ	رَّحْمَٰن	ر ح م	ADJ					PREFIX|Al+ | STEM|POS:ADJ|LEM:r~aHoma`n|ROOT:rHm|MS|GEN
w-s090-a000-w004	90:0	1:1	4	1:1:4	ٱلرَّحِيمِ	رَّحِيم	ر ح م	ADJ					PREFIX|Al+ | STEM|POS:ADJ|LEM:r~aHiym|ROOT:rHm|MS|GEN
w-s090-a001-w001	90:1	90:1	1	90:1:1	لَآ	لَا		NEG					STEM|POS:NEG|LEM:laA
w-s090-a001-w002	90:1	90:1	2	90:1:2	أُقْسِمُ	أَقْسَمُ	ق س م	V	IMPF			IV	STEM|POS:V|IMPF|(IV)|LEM:>aqosamu|ROOT:qsm|1S
w-s090-a001-w003	90:1	90:1	3	90:1:3	بِهَٰذَا	هَٰذَا		DEM					PREFIX|bi+ | STEM|POS:DEM|LEM:ha`*aA|MS
w-s090-a001-w004	90:1	90:1	4	90:1:4	ٱلْبَلَدِ	بَلَد	ب ل د	N					PREFIX|Al+ | STEM|POS:N|LEM:balad|ROOT:bld|M|GEN
w-s090-a002-w001	90:2	90:2	1	90:2:1	وَأَنتَ			PRON					PREFIX|w:CONJ+ | STEM|POS:PRON|2MS
w-s090-a002-w002	90:2	90:2	2	90:2:2	حِلٌّۢ	حِلّ	ح ل ل	N					STEM|POS:N|LEM:Hil~|ROOT:Hll|M|INDEF|NOM
w-s090-a002-w003	90:2	90:2	3	90:2:3	بِهَٰذَا	هَٰذَا		DEM					PREFIX|bi+ | STEM|POS:DEM|LEM:ha`*aA|MS
w-s090-a002-w004	90:2	90:2	4	90:2:4	ٱلْبَلَدِ	بَلَد	ب ل د	N					PREFIX|Al+ | STEM|POS:N|LEM:balad|ROOT:bld|M|GEN
w-s090-a003-w001	90:3	90:3	1	90:3:1	وَوَالِدٍ	وَالِد	و ل د	N					PREFIX|w:CONJ+ | STEM|POS:N|LEM:waAlid|ROOT:wld|INDEF|GEN
w-s090-a003-w002	90:3	90:3	2	90:3:2	وَمَا	مَا		REL					PREFIX|w:CONJ+ | STEM|POS:REL|LEM:maA
w-s090-a003-w003	90:3	90:3	3	90:3:3	وَلَدَ	وَلَدَ	و ل د	V	PERF				STEM|POS:V|PERF|LEM:walada|ROOT:wld|3MS
w-s090-a004-w001	90:4	90:4	1	90:4:1	لَقَدْ	قَد		CERT					PREFIX|l:EMPH+ | STEM|POS:CERT|LEM:qad
w-s090-a004-w002	90:4	90:4	2	90:4:2	خَلَقْنَا	خَلَقَ	خ ل ق	V	PERF				STEM|POS:V|PERF|LEM:xalaqa|ROOT:xlq|1P | SUFFIX|PRON:1P
w-s090-a004-w003	90:4	90:4	3	90:4:3	ٱلْإِنسَٰنَ	إِنسَٰن	ء ن س	N					PREFIX|Al+ | STEM|POS:N|LEM:<insa`n|ROOT:Ans|M|ACC
w-s090-a004-w004	90:4	90:4	4	90:4:4	فِى	فِى		P					STEM|POS:P|LEM:fiY
w-s090-a004-w005	90:4	90:4	5	90:4:5	كَبَدٍ	كَبَد	ك ب د	N					STEM|POS:N|LEM:kabad|ROOT:kbd|M|INDEF|GEN
w-s090-a005-w001	90:5	90:5	1	90:5:1	أَيَحْسَبُ	حَسِبَ	ح س ب	V	IMPF				PREFIX|A:INTG+ | STEM|POS:V|IMPF|LEM:Hasiba|ROOT:Hsb|3MS
w-s090-a005-w002	90:5	90:5	2	90:5:2	أَن	أَن		SUB					STEM|POS:SUB|LEM:>an
w-s090-a005-w003	90:5	90:5	3	90:5:3	لَّن	لَن		NEG					STEM|POS:NEG|LEM:lan
w-s090-a005-w004	90:5	90:5	4	90:5:4	يَقْدِرَ	قَدَرَ	ق د ر	V	IMPF	SUBJ			STEM|POS:V|IMPF|LEM:qadara|ROOT:qdr|3MS|MOOD:SUBJ
w-s090-a005-w005	90:5	90:5	5	90:5:5	عَلَيْهِ	عَلَىٰ		P					STEM|POS:P|LEM:EalaY` | SUFFIX|PRON:3MS
w-s090-a005-w006	90:5	90:5	6	90:5:6	أَحَدٌ	أَحَد	ء ح د	N					STEM|POS:N|LEM:>aHad|ROOT:AHd|M|INDEF|NOM
w-s090-a006-w001	90:6	90:6	1	90:6:1	يَقُولُ	قَالَ	ق و ل	V	IMPF				STEM|POS:V|IMPF|LEM:qaAla|ROOT:qwl|3MS
