source_token_id	ayah_ref	source_token_index	surface_ar	word_ids	qac_word_refs	binding_status
t-s090-a000-w001	90:0	1	بِسْمِ	w-s090-a000-w001	1:1:1	one_to_one
t-s090-a000-w002	90:0	2	ٱللَّهِ	w-s090-a000-w002	1:1:2	one_to_one
t-s090-a000-w003	90:0	3	ٱلرَّحْمَٰنِ	w-s090-a000-w003	1:1:3	one_to_one
t-s090-a000-w004	90:0	4	ٱلرَّحِيمِ	w-s090-a000-w004	1:1:4	one_to_one
t-s090-a001-w001	90:1	1	لَآ	w-s090-a001-w001	90:1:1	one_to_one
t-s090-a001-w002	90:1	2	أُقْسِمُ	w-s090-a001-w002	90:1:2	one_to_one
t-s090-a001-w003	90:1	3	بِهَٰذَا	w-s090-a001-w003	90:1:3	one_to_one
t-s090-a001-w004	90:1	4	ٱلْبَلَدِ	w-s090-a001-w004	90:1:4	one_to_one
t-s090-a002-w001	90:2	1	وَأَنتَ	w-s090-a002-w001	90:2:1	one_to_one
t-s090-a002-w002	90:2	2	حِلٌّۢ	w-s090-a002-w002	90:2:2	one_to_one
t-s090-a002-w003	90:2	3	بِهَٰذَا	w-s090-a002-w003	90:2:3	one_to_one
t-s090-a002-w004	90:2	4	ٱلْبَلَدِ	w-s090-a002-w004	90:2:4	one_to_one
t-s090-a003-w001	90:3	1	وَوَالِدٍۢ	w-s090-a003-w001	90:3:1	one_to_one
t-s090-a003-w002	90:3	2	وَمَا	w-s090-a003-w002	90:3:2	one_to_one
t-s090-a003-w003	90:3	3	وَلَدَ	w-s090-a003-w003	90:3:3	one_to_one
t-s090-a004-w001	90:4	1	لَقَدْ	w-s090-a004-w001	90:4:1	one_to_one
t-s090-a004-w002	90:4	2	خَلَقْنَا	w-s090-a004-w002	90:4:2	one_to_one
t-s090-a004-w003	90:4	3	ٱلْإِنسَٰنَ	w-s090-a004-w003	90:4:3	one_to_one
t-s090-a004-w004	90:4	4	فِى	w-s090-a004-w004	90:4:4	one_to_one
t-s090-a004-w005	90:4	5	كَبَدٍ	w-s090-a004-w005	90:4:5	one_to_one
t-s090-a005-w001	90:5	1	أَيَحْسَبُ	w-s090-a005-w001	90:5:1	one_to_one
t-s090-a005-w002	90:5	2	أَن	w-s090-a005-w002	90:5:2	one_to_one
t-s090-a005-w003	90:5	3	لَّن	w-s090-a005-w003	90:5:3	one_to_one
t-s090-a005-w004	90:5	4	يَقْدِرَ	w-s090-a005-w004	90:5:4	one_to_one
t-s090-a005-w005	90:5	5	عَلَيْهِ	w-s090-a005-w005	90:5:5	one_to_one
t-s090-a005-w006	90:5	6	أَحَدٌۭ	w-s090-a005-w006	90:5:6	one_to_one
t-s090-a006-w001	90:6	1	يَقُولُ	w-s090-a006-w001	90:6:1	one_to_one
t-s090-a006-w002	90:6	2	أَهْلَكْتُ	w-s090-a006-w002	90:6:2	one_to_one
t-s090-a006-w003	90:6	3	مَالًۭا	w-s090-a006-w003	90:6:3	one_to_one
t-s090-a006-w004	90:6	4	لُّبَدًا	w-s090-a006-w004	90:6:4	one_to_one
t-s090-a007-w001	90:7	1	أَيَحْسَبُ	w-s090-a007-w001	90:7:1	one_to_one
t-s090-a007-w002	90:7	2	أَن	w-s090-a007-w002	90:7:2	one_to_one
t-s090-a007-w003	90:7	3	لَّمْ	w-s090-a007-w003	90:7:3	one_to_one
t-s090-a007-w004	90:7	4	يَرَهُۥٓ	w-s090-a007-w004	90:7:4	one_to_one
t-s090-a007-w005	90:7	5	أَحَدٌ	w-s090-a007-w005	90:7:5	one_to_one
t-s090-a008-w001	90:8	1	أَلَمْ	w-s090-a008-w001	90:8:1	one_to_one
t-s090-a008-w002	90:8	2	نَجْعَل	w-s090-a008-w002	90:8:2	one_to_one
t-s090-a008-w003	90:8	3	لَّهُۥ	w-s090-a008-w003	90:8:3	one_to_one
t-s090-a008-w004	90:8	4	عَيْنَيْنِ	w-s090-a008-w004	90:8:4	one_to_one
t-s090-a009-w001	90:9	1	وَلِسَانًۭا	w-s090-a009-w001	90:9:1	one_to_one
t-s090-a009-w002	90:9	2	وَشَفَتَيْنِ	w-s090-a009-w002	90:9:2	one_to_one
t-s090-a010-w001	90:10	1	وَهَدَيْنَٰهُ	w-s090-a010-w001	90:10:1	one_to_one
t-s090-a010-w002	90:10	2	ٱلنَّجْدَيْنِ	w-s090-a010-w002	90:10:2	one_to_one
t-s090-a011-w001	90:11	1	فَلَا	w-s090-a011-w001	90:11:1	one_to_one
t-s090-a011-w002	90:11	2	ٱقْتَحَمَ	w-s090-a011-w002	90:11:2	one_to_one
t-s090-a011-w003	90:11	3	ٱلْعَقَبَةَ	w-s090-a011-w003	90:11:3	one_to_one
t-s090-a012-w001	90:12	1	وَمَآ	w-s090-a012-w001	90:12:1	one_to_one
t-s090-a012-w002	90:12	2	أَدْرَىٰكَ	w-s090-a012-w002	90:12:2	one_to_one
t-s090-a012-w003	90:12	3	مَا	w-s090-a012-w003	90:12:3	one_to_one
t-s090-a012-w004	90:12	4	ٱلْعَقَبَةُ	w-s090-a012-w004	90:12:4	one_to_one
t-s090-a013-w001	90:13	1	فَكُّ	w-s090-a013-w001	90:13:1	one_to_one
t-s090-a013-w002	90:13	2	رَقَبَةٍ	w-s090-a013-w002	90:13:2	one_to_one
t-s090-a014-w001	90:14	1	أَوْ	w-s090-a014-w001	90:14:1	one_to_one
t-s090-a014-w002	90:14	2	إِطْعَٰمٌۭ	w-s090-a014-w002	90:14:2	one_to_one
t-s090-a014-w003	90:14	3	فِى	w-s090-a014-w003	90:14:3	one_to_one
t-s090-a014-w004	90:14	4	يَوْمٍۢ	w-s090-a014-w004	90:14:4	one_to_one
t-s090-a014-w005	90:14	5	ذِى	w-s090-a014-w005	90:14:5	one_to_one
t-s090-a014-w006	90:14	6	مَسْغَبَةٍۢ	w-s090-a014-w006	90:14:6	one_to_one
t-s090-a015-w001	90:15	1	يَتِيمًۭا	w-s090-a015-w001	90:15:1	one_to_one
