finding_id	ayah_ref	finding_ordinal	grade	anchor_ordinal	branch_ordinal	qac_word_ref	root_id	branch_id	word_id
f-7_0-001	7:0	1	strong	1	1	1:1:3	root_000552	B001	w-s007-a000-w003
f-7_0-001	7:0	1	strong	1	2	1:1:3	root_000552	B002	w-s007-a000-w003
f-7_0-001	7:0	1	strong	2	1	1:1:4	root_000552	B001	w-s007-a000-w004
f-7_0-001	7:0	1	strong	2	2	1:1:4	root_000552	B002	w-s007-a000-w004
f-7_0-002	7:0	2	weak	1	1	1:1:1	root_000745	B005	w-s007-a000-w001
f-7_0-002	7:0	2	weak	1	2	1:1:1	root_000745	B008	w-s007-a000-w001
f-7_2-001	7:2	1	strong	1	1	7:2:1	root_001283	B001	w-s007-a002-w001
f-7_2-001	7:2	1	strong	2	1	7:2:2	root_001492	B001	w-s007-a002-w002
f-7_2-001	7:2	1	strong	3	1	7:2:7	root_000849	B001	w-s007-a002-w007
f-7_2-001	7:2	1	strong	4	1	7:2:8	root_000304	B001	w-s007-a002-w008
f-7_2-001	7:2	1	strong	4	2	7:2:8	root_000304	B002	w-s007-a002-w008
f-7_2-002	7:2	2	weak	1	1	7:2:10	root_001488	B001	w-s007-a002-w010
f-7_2-002	7:2	2	weak	2	1	7:2:12	root_000516	B009	w-s007-a002-w012
f-7_2-002	7:2	2	weak	3	1	7:2:13	root_000054	B001	w-s007-a002-w013
f-7_2-002	7:2	2	weak	3	2	7:2:13	root_000054	B002	w-s007-a002-w013
f-7_2-003	7:2	3	strong	1	1	7:2:1	root_001283	B001	w-s007-a002-w001
f-7_2-003	7:2	3	strong	1	2	7:2:1	root_001283	B002	w-s007-a002-w001
f-7_3-001	7:3	1	strong	1	1	7:3:1	root_000175	B003	w-s007-a003-w001
f-7_3-001	7:3	1	strong	2	1	7:3:8	root_000175	B003	w-s007-a003-w008
f-7_3-001	7:3	1	strong	3	1	7:3:11	root_001684	B003	w-s007-a003-w011
f-7_3-001	7:3	1	strong	3	2	7:3:11	root_001684	B004	w-s007-a003-w011
f-7_3-002	7:3	2	weak	1	1	7:3:10	root_000502	B001	w-s007-a003-w010
f-7_3-002	7:3	2	weak	1	2	7:3:10	root_000502	B003	w-s007-a003-w010
f-7_3-002	7:3	2	weak	2	1	7:3:12	root_001251	B001	w-s007-a003-w012
f-7_3-002	7:3	2	weak	3	1	7:3:14	root_000516	B003	w-s007-a003-w014
f-7_4-001	7:4	1	strong	1	1	7:4:3	root_001222	B001	w-s007-a004-w003
f-7_4-001	7:4	1	strong	1	2	7:4:3	root_001222	B002	w-s007-a004-w003
f-7_4-001	7:4	1	strong	2	1	7:4:7	root_000166	B004	w-s007-a004-w007
f-7_4-001	7:4	1	strong	3	1	7:4:10	root_001276	B002	w-s007-a004-w010
f-7_4-002	7:4	2	weak	1	1	7:4:5	root_000281	B001	w-s007-a004-w005
f-7_4-002	7:4	2	weak	2	1	7:4:6	root_000079	B001	w-s007-a004-w006
f-7_5-001	7:5	1	strong	1	1	7:5:3	root_000478	B002	w-s007-a005-w003
f-7_5-001	7:5	1	strong	2	1	7:5:9	root_001272	B001	w-s007-a005-w009
f-7_5-001	7:5	1	strong	3	1	7:5:12	root_000967	B004	w-s007-a005-w012
f-7_5-001	7:5	1	strong	3	2	7:5:12	root_000967	B008	w-s007-a005-w012
f-7_5-002	7:5	2	weak	1	1	7:5:2	root_001332	B006	w-s007-a005-w002
f-7_5-002	7:5	2	weak	2	1	7:5:11	root_001332	B006	w-s007-a005-w011
f-7_5-002	7:5	2	weak	3	1	7:5:12	root_000967	B004	w-s007-a005-w012
f-7_5-003	7:5	3	weak	1	1	7:5:9	root_001272	B010	w-s007-a005-w009
f-7_5-003	7:5	3	weak	2	1	7:5:12	root_000967	B004	w-s007-a005-w012
f-7_6-001	7:6	1	strong	1	1	7:6:1	root_000661	B001	w-s007-a006-w001
f-7_6-001	7:6	1	strong	2	1	7:6:3	root_000563	B002	w-s007-a006-w003
f-7_6-001	7:6	1	strong	3	1	7:6:5	root_000661	B001	w-s007-a006-w005
f-7_6-001	7:6	1	strong	4	1	7:6:6	root_000563	B002	w-s007-a006-w006
f-7_7-001	7:7	1	strong	1	1	7:7:1	root_001232	B001	w-s007-a007-w001
f-7_7-001	7:7	1	strong	1	2	7:7:1	root_001232	B002	w-s007-a007-w001
f-7_7-002	7:7	2	strong	1	1	7:7:3	root_001040	B001	w-s007-a007-w003
f-7_7-002	7:7	2	strong	1	2	7:7:3	root_001040	B002	w-s007-a007-w003
f-7_7-002	7:7	2	strong	2	1	7:7:6	root_001117	B001	w-s007-a007-w006
f-7_8-001	7:8	1	strong	1	1	7:8:1	root_001645	B002	w-s007-a008-w001
f-7_8-001	7:8	1	strong	1	2	7:8:1	root_001645	B003	w-s007-a008-w001
f-7_8-001	7:8	1	strong	2	1	7:8:3	root_000347	B001	w-s007-a008-w003
f-7_8-001	7:8	1	strong	2	2	7:8:3	root_000347	B011	w-s007-a008-w003
f-7_8-001	7:8	1	strong	3	1	7:8:5	root_000202	B005	w-s007-a008-w005
f-7_8-001	7:8	1	strong	4	1	7:8:6	root_001645	B002	w-s007-a008-w006
f-7_8-001	7:8	1	strong	4	2	7:8:6	root_001645	B003	w-s007-a008-w006
f-7_8-001	7:8	1	strong	5	1	7:8:9	root_001175	B005	w-s007-a008-w009
f-7_8-002	7:8	2	reject	1	1	7:8:9	root_001175	B001	w-s007-a008-w009
f-7_8-002	7:8	2	reject	1	2	7:8:9	root_001175	B003	w-s007-a008-w009
f-7_9-001	7:9	1	strong	1	1	7:9:2	root_000427	B003	w-s007-a009-w002
f-7_9-001	7:9	1	strong	2	1	7:9:6	root_000409	B003	w-s007-a009-w006
f-7_9-001	7:9	1	strong	3	1	7:9:7	root_001533	B011	w-s007-a009-w007
f-7_9-001	7:9	1	strong	3	2	7:9:7	root_001533	B012	w-s007-a009-w007
f-7_9-001	7:9	1	strong	4	1	7:9:11	root_000967	B004	w-s007-a009-w011
f-7_9-001	7:9	1	strong	4	2	7:9:11	root_000967	B008	w-s007-a009-w011
f-7_10-001	7:10	1	strong	1	1	7:10:2	root_001439	B003	w-s007-a010-w002
f-7_10-001	7:10	1	strong	1	2	7:10:2	root_001439	B005	w-s007-a010-w002
f-7_10-001	7:10	1	strong	2	1	7:10:8	root_001067	B002	w-s007-a010-w008
f-7_10-001	7:10	1	strong	3	1	7:10:11	root_000810	B002	w-s007-a010-w011
f-7_11-001	7:11	1	strong	1	1	7:11:2	root_000434	B001	w-s007-a011-w002
f-7_11-001	7:11	1	strong	1	2	7:11:2	root_000434	B003	w-s007-a011-w002
f-7_11-001	7:11	1	strong	2	1	7:11:4	root_000891	B003	w-s007-a011-w004
f-7_11-001	7:11	1	strong	3	1	7:11:8	root_000675	B001	w-s007-a011-w008
f-7_11-001	7:11	1	strong	3	2	7:11:8	root_000675	B004	w-s007-a011-w008
f-7_11-001	7:11	1	strong	4	1	7:11:10	root_000675	B001	w-s007-a011-w010
f-7_11-001	7:11	1	strong	4	2	7:11:10	root_000675	B004	w-s007-a011-w010
f-7_11-001	7:11	1	strong	5	1	7:11:16	root_000675	B001	w-s007-a011-w016
f-7_11-001	7:11	1	strong	5	2	7:11:16	root_000675	B004	w-s007-a011-w016
f-7_11-002	7:11	2	reject	1	1	7:11:7	root_001444	B005	w-s007-a011-w007
f-7_12-001	7:12	1	strong	1	1	7:12:10	root_000452	B003	w-s007-a012-w010
f-7_12-001	7:12	1	strong	2	1	7:12:12	root_000434	B001	w-s007-a012-w012
f-7_12-001	7:12	1	strong	3	1	7:12:14	root_001564	B002	w-s007-a012-w014
f-7_12-001	7:12	1	strong	4	1	7:12:15	root_000434	B001	w-s007-a012-w015
f-7_12-001	7:12	1	strong	5	1	7:12:17	root_000963	B001	w-s007-a012-w017
f-7_12-002	7:12	2	strong	1	1	7:12:3	root_001448	B002	w-s007-a012-w003
f-7_12-002	7:12	2	strong	2	1	7:12:10	root_000452	B003	w-s007-a012-w010
f-7_13-001	7:13	1	strong	1	1	7:13:2	root_001575	B001	w-s007-a013-w002
f-7_13-001	7:13	1	strong	1	2	7:13:2	root_001575	B002	w-s007-a013-w002
f-7_13-001	7:13	1	strong	2	1	7:13:8	root_001281	B006	w-s007-a013-w008
f-7_13-001	7:13	1	strong	3	1	7:13:10	root_000400	B001	w-s007-a013-w010
f-7_13-001	7:13	1	strong	3	2	7:13:10	root_000400	B006	w-s007-a013-w010
f-7_13-001	7:13	1	strong	4	1	7:13:13	root_000865	B001	w-s007-a013-w013
f-7_14-001	7:14	1	weak	1	1	7:14:2	root_001520	B002	w-s007-a014-w002
f-7_14-001	7:14	1	weak	2	1	7:14:4	root_001700	B003	w-s007-a014-w004
f-7_14-001	7:14	1	weak	3	1	7:14:5	root_000129	B001	w-s007-a014-w005
f-7_15-001	7:15	1	strong	1	1	7:15:4	root_001520	B002	w-s007-a015-w004
f-7_15-002	7:15	2	reject	1	1	7:15:4	root_001520	B009	w-s007-a015-w004
f-7_16-001	7:16	1	strong	1	1	7:16:4	root_001244	B005	w-s007-a016-w004
f-7_16-001	7:16	1	strong	2	1	7:16:6	root_000858	B001	w-s007-a016-w006
f-7_16-001	7:16	1	strong	3	1	7:16:7	root_001273	B008	w-s007-a016-w007
f-7_16-002	7:16	2	weak	1	1	7:16:3	root_001116	B001	w-s007-a016-w003
f-7_16-002	7:16	2	weak	1	2	7:16:3	root_001116	B002	w-s007-a016-w003
f-7_16-002	7:16	2	weak	1	3	7:16:3	root_001116	B006	w-s007-a016-w003
f-7_17-001	7:17	1	weak	1	1	7:17:5	root_001693	B005	w-s007-a017-w005
f-7_17-001	7:17	1	weak	1	2	7:17:5	root_001693	B009	w-s007-a017-w005
f-7_17-001	7:17	1	weak	2	1	7:17:7	root_000433	B001	w-s007-a017-w007
f-7_17-001	7:17	1	weak	2	2	7:17:7	root_000433	B002	w-s007-a017-w007
f-7_17-001	7:17	1	weak	3	1	7:17:9	root_001698	B001	w-s007-a017-w009
f-7_17-001	7:17	1	weak	3	2	7:17:9	root_001698	B002	w-s007-a017-w009
f-7_17-001	7:17	1	weak	4	1	7:17:11	root_000819	B006	w-s007-a017-w011
f-7_17-001	7:17	1	weak	4	2	7:17:11	root_000819	B008	w-s007-a017-w011
f-7_17-001	7:17	1	weak	5	1	7:17:15	root_000810	B001	w-s007-a017-w015
f-7_17-002	7:17	2	reject	1	1	7:17:4	root_000170	B002	w-s007-a017-w004
f-7_18-001	7:18	1	strong	1	1	7:18:7	root_000175	B001	w-s007-a018-w007
f-7_18-001	7:18	1	strong	1	2	7:18:7	root_000175	B004	w-s007-a018-w007
f-7_18-001	7:18	1	strong	2	1	7:18:9	root_001441	B001	w-s007-a018-w009
f-7_18-001	7:18	1	strong	3	1	7:18:12	root_000259	B001	w-s007-a018-w012
f-7_18-001	7:18	1	strong	3	2	7:18:12	root_000259	B009	w-s007-a018-w012
f-7_18-002	7:18	2	strong	1	1	7:18:2	root_000400	B006	w-s007-a018-w002
f-7_18-002	7:18	2	strong	2	1	7:18:5	root_000460	B001	w-s007-a018-w005
f-7_18-003	7:18	3	reject	1	1	7:18:9	root_001441	B003	w-s007-a018-w009
f-7_19-001	7:19	1	strong	1	1	7:19:2	root_000726	B002	w-s007-a019-w002
f-7_19-001	7:19	1	strong	1	2	7:19:2	root_000726	B004	w-s007-a019-w002
f-7_19-001	7:19	1	strong	2	1	7:19:5	root_000266	B003	w-s007-a019-w005
f-7_19-001	7:19	1	strong	2	2	7:19:5	root_000266	B008	w-s007-a019-w005
f-7_19-001	7:19	1	strong	3	1	7:19:6	root_000043	B002	w-s007-a019-w006
f-7_19-001	7:19	1	strong	3	2	7:19:6	root_000043	B003	w-s007-a019-w006
f-7_19-001	7:19	1	strong	4	1	7:19:11	root_001212	B001	w-s007-a019-w011
f-7_19-001	7:19	1	strong	4	2	7:19:11	root_001212	B007	w-s007-a019-w011
f-7_19-001	7:19	1	strong	5	1	7:19:16	root_000967	B004	w-s007-a019-w016
f-7_19-002	7:19	2	weak	1	1	7:19:13	root_000777	B001	w-s007-a019-w013
f-7_19-002	7:19	2	weak	1	2	7:19:13	root_000777	B002	w-s007-a019-w013
f-7_20-001	7:20	1	strong	1	1	7:20:1	root_001651	B001	w-s007-a020-w001
f-7_20-001	7:20	1	strong	2	1	7:20:4	root_000097	B001	w-s007-a020-w004
f-7_20-001	7:20	1	strong	3	1	7:20:7	root_001642	B005	w-s007-a020-w007
f-7_20-001	7:20	1	strong	4	1	7:20:10	root_000755	B004	w-s007-a020-w010
f-7_20-002	7:20	2	strong	1	1	7:20:13	root_001560	B001	w-s007-a020-w013
f-7_20-002	7:20	2	strong	1	2	7:20:13	root_001560	B002	w-s007-a020-w013
f-7_20-002	7:20	2	strong	2	1	7:20:21	root_001444	B001	w-s007-a020-w021
f-7_20-002	7:20	2	strong	2	2	7:20:21	root_001444	B003	w-s007-a020-w021
f-7_20-002	7:20	2	strong	3	1	7:20:25	root_000429	B001	w-s007-a020-w025
f-7_20-003	7:20	3	weak	1	1	7:20:3	root_000796	B001	w-s007-a020-w003
f-7_20-003	7:20	3	weak	1	2	7:20:3	root_000796	B003	w-s007-a020-w003
f-7_21-001	7:21	1	strong	1	1	7:21:1	root_001226	B004	w-s007-a021-w001
f-7_21-001	7:21	1	strong	2	1	7:21:5	root_001509	B001	w-s007-a021-w005
f-7_21-001	7:21	1	strong	2	2	7:21:5	root_001509	B002	w-s007-a021-w005
f-7_21-002	7:21	2	weak	1	1	7:21:5	root_001509	B003	w-s007-a021-w005
f-7_22-001	7:22	1	strong	1	1	7:22:6	root_000097	B001	w-s007-a022-w006
f-7_22-001	7:22	1	strong	2	1	7:22:8	root_000755	B004	w-s007-a022-w008
f-7_22-001	7:22	1	strong	3	1	7:22:10	root_000415	B001	w-s007-a022-w010
f-7_22-001	7:22	1	strong	4	1	7:22:13	root_001641	B001	w-s007-a022-w013
