attachment_unit_id	ayah_ref	qac_ayah_ref	unit_index	word_id	qac_word_ref	morpheme_ids	attachment_surfaces	attachment_roots	prep_bases	binding_method	binding_status
q:1:1:1	55:0	1:1	1	w-s055-a000-w001	1:1:1	m-w-s055-a000-w001-01	بِسْمِ		بـ	position_crosswalk	morpheme_aligned
q:1:1:2	55:0	1:1	2	w-s055-a000-w001	1:1:1	m-w-s055-a000-w001-02	بِسْمِ	س م و	بـ	position_crosswalk	morpheme_aligned
q:1:1:3	55:0	1:1	3	w-s055-a000-w002	1:1:2	m-w-s055-a000-w002-01	اللَّهِ	أ ل ه		position_crosswalk	morpheme_aligned
q:1:1:4	55:0	1:1	4	w-s055-a000-w003	1:1:3	m-w-s055-a000-w003-02	الرَّحْمَنِ	ر ح م		position_crosswalk	morpheme_aligned
q:1:1:5	55:0	1:1	5	w-s055-a000-w003	1:1:3	m-w-s055-a000-w003-02	الرَّحِيمِ	ر ح م		surface_root_sequence_fallback	morpheme_aligned
q:55:2:1	55:2	55:2	1	w-s055-a002-w001	55:2:1	m-w-s055-a002-w001-01	عَلَّمَ	ع ل م		position_crosswalk	morpheme_aligned
q:55:2:2	55:2	55:2	2	w-s055-a002-w002	55:2:2	m-w-s055-a002-w002-02	الْقُرْآنَ	ق ر ء		position_crosswalk	morpheme_aligned
q:55:3:1	55:3	55:3	1	w-s055-a003-w001	55:3:1	m-w-s055-a003-w001-01	خَلَقَ	خ ل ق		position_crosswalk	morpheme_aligned
q:55:3:2	55:3	55:3	2	w-s055-a003-w002	55:3:2	m-w-s055-a003-w002-02	الْإِنْسَانَ	أ ن س		position_crosswalk	morpheme_aligned
q:55:4:1	55:4	55:4	1	w-s055-a004-w001	55:4:1	m-w-s055-a004-w001-01;m-w-s055-a004-w001-02	عَلَّمَهُ	ع ل م		position_crosswalk	morpheme_aligned
q:55:4:2	55:4	55:4	2	w-s055-a004-w002	55:4:2	m-w-s055-a004-w002-02	الْبَيَانَ	ب ي ن		position_crosswalk	morpheme_aligned
q:55:5:1	55:5	55:5	1	w-s055-a005-w001	55:5:1	m-w-s055-a005-w001-02	الشَّمْسُ	ش م س	بـ	position_crosswalk	morpheme_aligned
q:55:5:3	55:5	55:5	3	w-s055-a005-w002	55:5:2	m-w-s055-a005-w002-03	وَالْقَمَرُ	ق م ر		position_crosswalk	morpheme_aligned
q:55:5:4	55:5	55:5	4	w-s055-a005-w003	55:5:3	m-w-s055-a005-w003-01			بـ	position_crosswalk	morpheme_aligned
q:55:5:5	55:5	55:5	5	w-s055-a005-w003	55:5:3	m-w-s055-a005-w003-02	بِحُسْبَانٍ	ح س ب	بـ	position_crosswalk	morpheme_aligned
q:55:6:2	55:6	55:6	2	w-s055-a006-w001	55:6:1	m-w-s055-a006-w001-03	وَالنَّجْمُ	ن ج م		position_crosswalk	morpheme_aligned
q:55:6:4	55:6	55:6	4	w-s055-a006-w002	55:6:2	m-w-s055-a006-w002-03	وَالشَّجَرُ	ش ج ر		position_crosswalk	morpheme_aligned
q:55:6:5	55:6	55:6	5	w-s055-a006-w003	55:6:3	m-w-s055-a006-w003-01	يَسْجُدَانِ	س ج د		position_crosswalk	morpheme_aligned
q:55:7:2	55:7	55:7	2	w-s055-a007-w001	55:7:1	m-w-s055-a007-w001-03	وَالسَّمَاءَ	س م و		position_crosswalk	morpheme_aligned
q:55:7:3	55:7	55:7	3	w-s055-a007-w002	55:7:2	m-w-s055-a007-w002-01;m-w-s055-a007-w002-02	رَفَعَهَا	ر ف ع		position_crosswalk	morpheme_aligned
q:55:7:5	55:7	55:7	5	w-s055-a007-w003	55:7:3	m-w-s055-a007-w003-02	وَوَضَعَ	و ض ع		position_crosswalk	morpheme_aligned
q:55:7:6	55:7	55:7	6	w-s055-a007-w004	55:7:4	m-w-s055-a007-w004-02	الْمِيزَانَ	و ز ن		position_crosswalk	morpheme_aligned
q:55:8:1	55:8	55:8	1	w-s055-a008-w001	55:8:1		أَلَّا			position_crosswalk	word_aligned
q:55:8:2	55:8	55:8	2	w-s055-a008-w002	55:8:2	m-w-s055-a008-w002-01	تَطْغَوْا	ط غ و	فِي	position_crosswalk	morpheme_aligned
q:55:8:3	55:8	55:8	3	w-s055-a008-w003	55:8:3	m-w-s055-a008-w003-01			فِي	position_crosswalk	morpheme_aligned
q:55:8:4	55:8	55:8	4	w-s055-a008-w004	55:8:4	m-w-s055-a008-w004-02	الْمِيزَانِ	و ز ن	فِي	position_crosswalk	morpheme_aligned
