word_id	ayah_ref	qac_ayah_ref	word_index	qac_word_ref	surface_ar	lemma_ar	root	pos	aspect	mood	voice	measure	morphology_summary
w-s055-a000-w001	55:0	1:1	1	1:1:1	بِسْمِ	ٱسْم	س م و	N					PREFIX|bi+ | STEM|POS:N|LEM:{som|ROOT:smw|M|GEN
w-s055-a000-w002	55:0	1:1	2	1:1:2	ٱللَّهِ	ٱللَّه	ء ل ه	PN					STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN
w-s055-a000-w003	55:0	1:1	3	1:1:3	ٱلرَّحْمَٰنِ	رَّحْمَٰن	ر ح م	ADJ					PREFIX|Al+ | STEM|POS:ADJ|LEM:r~aHoma`n|ROOT:rHm|MS|GEN
w-s055-a000-w004	55:0	1:1	4	1:1:4	ٱلرَّحِيمِ	رَّحِيم	ر ح م	ADJ					PREFIX|Al+ | STEM|POS:ADJ|LEM:r~aHiym|ROOT:rHm|MS|GEN
w-s055-a001-w001	55:1	55:1	1	55:1:1	ٱلرَّحْمَٰنُ	رَّحْمَٰن	ر ح م	ADJ					PREFIX|Al+ | STEM|POS:ADJ|LEM:r~aHoma`n|ROOT:rHm|MS|NOM
w-s055-a002-w001	55:2	55:2	1	55:2:1	عَلَّمَ	عَلَّمَ	ع ل م	V	PERF			II	STEM|POS:V|PERF|(II)|LEM:Eal~ama|ROOT:Elm|3MS
w-s055-a002-w002	55:2	55:2	2	55:2:2	ٱلْقُرْءَانَ	قُرْءَان	ق ر ء	PN					PREFIX|Al+ | STEM|POS:PN|LEM:quro'aAn|ROOT:qrA|M|ACC
w-s055-a003-w001	55:3	55:3	1	55:3:1	خَلَقَ	خَلَقَ	خ ل ق	V	PERF				STEM|POS:V|PERF|LEM:xalaqa|ROOT:xlq|3MS
w-s055-a003-w002	55:3	55:3	2	55:3:2	ٱلْإِنسَٰنَ	إِنسَٰن	ء ن س	N					PREFIX|Al+ | STEM|POS:N|LEM:<insa`n|ROOT:Ans|M|ACC
w-s055-a004-w001	55:4	55:4	1	55:4:1	عَلَّمَهُ	عَلَّمَ	ع ل م	V	PERF			II	STEM|POS:V|PERF|(II)|LEM:Eal~ama|ROOT:Elm|3MS | SUFFIX|PRON:3MS
w-s055-a004-w002	55:4	55:4	2	55:4:2	ٱلْبَيَانَ	بَيَان	ب ي ن	N					PREFIX|Al+ | STEM|POS:N|LEM:bayaAn|ROOT:byn|M|ACC
w-s055-a005-w001	55:5	55:5	1	55:5:1	ٱلشَّمْسُ	شَمْس	ش م س	N					PREFIX|Al+ | STEM|POS:N|LEM:$amos|ROOT:$ms|F|NOM
w-s055-a005-w002	55:5	55:5	2	55:5:2	وَٱلْقَمَرُ	قَمَر	ق م ر	N					PREFIX|w:CONJ+ | PREFIX|Al+ | STEM|POS:N|LEM:qamar|ROOT:qmr|M|NOM
w-s055-a005-w003	55:5	55:5	3	55:5:3	بِحُسْبَانٍ	حُسْبَان	ح س ب	N					PREFIX|bi+ | STEM|POS:N|LEM:HusobaAn|ROOT:Hsb|M|INDEF|GEN
w-s055-a006-w001	55:6	55:6	1	55:6:1	وَٱلنَّجْمُ	نَّجْم	ن ج م	N					PREFIX|w:CONJ+ | PREFIX|Al+ | STEM|POS:N|LEM:n~ajom|ROOT:njm|M|NOM
w-s055-a006-w002	55:6	55:6	2	55:6:2	وَٱلشَّجَرُ	شَجَر	ش ج ر	N					PREFIX|w:CONJ+ | PREFIX|Al+ | STEM|POS:N|LEM:$ajar|ROOT:$jr|M|NOM
w-s055-a006-w003	55:6	55:6	3	55:6:3	يَسْجُدَانِ	سَجَدَ	س ج د	V	IMPF				STEM|POS:V|IMPF|LEM:sajada|ROOT:sjd|3MD | SUFFIX|PRON:3MD
w-s055-a007-w001	55:7	55:7	1	55:7:1	وَٱلسَّمَآءَ	سَمَآء	س م و	N					PREFIX|w:CONJ+ | PREFIX|Al+ | STEM|POS:N|LEM:samaA^'|ROOT:smw|F|ACC
w-s055-a007-w002	55:7	55:7	2	55:7:2	رَفَعَهَا	رَفَعَ	ر ف ع	V	PERF				STEM|POS:V|PERF|LEM:rafaEa|ROOT:rfE|3MS | SUFFIX|PRON:3FS
w-s055-a007-w003	55:7	55:7	3	55:7:3	وَوَضَعَ	وَضَعَ	و ض ع	V	PERF				PREFIX|w:CONJ+ | STEM|POS:V|PERF|LEM:waDaEa|ROOT:wDE|3MS
w-s055-a007-w004	55:7	55:7	4	55:7:4	ٱلْمِيزَانَ	مِيزَان	و ز ن	N					PREFIX|Al+ | STEM|POS:N|LEM:miyzaAn|ROOT:wzn|M|ACC
w-s055-a008-w001	55:8	55:8	1	55:8:1	أَلَّا	أَن;لَا		INT;PRO					STEM|POS:INT|LEM:>an | STEM|POS:PRO|LEM:laA
w-s055-a008-w002	55:8	55:8	2	55:8:2	تَطْغَوْا۟	طَغَىٰ	ط غ ي	V	IMPF	JUS			STEM|POS:V|IMPF|LEM:TagaY`|ROOT:Tgy|2MP|MOOD:JUS | SUFFIX|PRON:2MP
w-s055-a008-w003	55:8	55:8	3	55:8:3	فِى	فِى		P					STEM|POS:P|LEM:fiY
w-s055-a008-w004	55:8	55:8	4	55:8:4	ٱلْمِيزَانِ	مِيزَان	و ز ن	N					PREFIX|Al+ | STEM|POS:N|LEM:miyzaAn|ROOT:wzn|M|GEN
w-s055-a009-w001	55:9	55:9	1	55:9:1	وَأَقِيمُوا۟	أَقَامَ	ق و م	V	IMPV			IV	PREFIX|w:CONJ+ | STEM|POS:V|IMPV|(IV)|LEM:>aqaAma|ROOT:qwm|2MP | SUFFIX|PRON:2MP
w-s055-a009-w002	55:9	55:9	2	55:9:2	ٱلْوَزْنَ	وَزْن	و ز ن	N					PREFIX|Al+ | STEM|POS:N|LEM:wazon|ROOT:wzn|M|ACC
w-s055-a009-w003	55:9	55:9	3	55:9:3	بِٱلْقِسْطِ	قِسْط	ق س ط	N					PREFIX|bi+ | PREFIX|Al+ | STEM|POS:N|LEM:qisoT|ROOT:qsT|M|GEN
w-s055-a009-w004	55:9	55:9	4	55:9:4	وَلَا	لَا		PRO					PREFIX|w:CONJ+ | STEM|POS:PRO|LEM:laA
w-s055-a009-w005	55:9	55:9	5	55:9:5	تُخْسِرُوا۟	يُخْسِرُ	خ س ر	V	IMPF	JUS		IV	STEM|POS:V|IMPF|(IV)|LEM:yuxosiru|ROOT:xsr|2MP|MOOD:JUS | SUFFIX|PRON:2MP
w-s055-a009-w006	55:9	55:9	6	55:9:6	ٱلْمِيزَانَ	مِيزَان	و ز ن	N					PREFIX|Al+ | STEM|POS:N|LEM:miyzaAn|ROOT:wzn|M|ACC
w-s055-a010-w001	55:10	55:10	1	55:10:1	وَٱلْأَرْضَ	أَرْض	ء ر ض	N					PREFIX|w:CONJ+ | PREFIX|Al+ | STEM|POS:N|LEM:>aroD|ROOT:ArD|F|ACC
w-s055-a010-w002	55:10	55:10	2	55:10:2	وَضَعَهَا	وَضَعَ	و ض ع	V	PERF				STEM|POS:V|PERF|LEM:waDaEa|ROOT:wDE|3MS | SUFFIX|PRON:3FS
w-s055-a010-w003	55:10	55:10	3	55:10:3	لِلْأَنَامِ	أَنَام	ء ن م	N					PREFIX|l:P+ | PREFIX|Al+ | STEM|POS:N|LEM:>anaAm|ROOT:Anm|M|GEN
w-s055-a011-w001	55:11	55:11	1	55:11:1	فِيهَا	فِى		P					STEM|POS:P|LEM:fiY | SUFFIX|PRON:3FS
w-s055-a011-w002	55:11	55:11	2	55:11:2	فَٰكِهَةٌ	فَٰكِهَة	ف ك ه	N					STEM|POS:N|LEM:fa`kihap|ROOT:fkh|F|INDEF|NOM
w-s055-a011-w003	55:11	55:11	3	55:11:3	وَٱلنَّخْلُ	نَخْل	ن خ ل	N					PREFIX|w:CONJ+ | PREFIX|Al+ | STEM|POS:N|LEM:naxol|ROOT:nxl|M|NOM
