source_token_id	ayah_ref	source_token_index	surface_ar	word_ids	qac_word_refs	binding_status
t-s055-a000-w001	55:0	1	بِسْمِ	w-s055-a000-w001	1:1:1	one_to_one
t-s055-a000-w002	55:0	2	ٱللَّهِ	w-s055-a000-w002	1:1:2	one_to_one
t-s055-a000-w003	55:0	3	ٱلرَّحْمَٰنِ	w-s055-a000-w003	1:1:3	one_to_one
t-s055-a000-w004	55:0	4	ٱلرَّحِيمِ	w-s055-a000-w004	1:1:4	one_to_one
t-s055-a001-w001	55:1	1	ٱلرَّحْمَٰنُ	w-s055-a001-w001	55:1:1	one_to_one
t-s055-a002-w001	55:2	1	عَلَّمَ	w-s055-a002-w001	55:2:1	one_to_one
t-s055-a002-w002	55:2	2	ٱلْقُرْءَانَ	w-s055-a002-w002	55:2:2	one_to_one
t-s055-a003-w001	55:3	1	خَلَقَ	w-s055-a003-w001	55:3:1	one_to_one
t-s055-a003-w002	55:3	2	ٱلْإِنسَٰنَ	w-s055-a003-w002	55:3:2	one_to_one
t-s055-a004-w001	55:4	1	عَلَّمَهُ	w-s055-a004-w001	55:4:1	one_to_one
t-s055-a004-w002	55:4	2	ٱلْبَيَانَ	w-s055-a004-w002	55:4:2	one_to_one
t-s055-a005-w001	55:5	1	ٱلشَّمْسُ	w-s055-a005-w001	55:5:1	one_to_one
t-s055-a005-w002	55:5	2	وَٱلْقَمَرُ	w-s055-a005-w002	55:5:2	one_to_one
t-s055-a005-w003	55:5	3	بِحُسْبَانٍۢ	w-s055-a005-w003	55:5:3	one_to_one
t-s055-a006-w001	55:6	1	وَٱلنَّجْمُ	w-s055-a006-w001	55:6:1	one_to_one
t-s055-a006-w002	55:6	2	وَٱلشَّجَرُ	w-s055-a006-w002	55:6:2	one_to_one
t-s055-a006-w003	55:6	3	يَسْجُدَانِ	w-s055-a006-w003	55:6:3	one_to_one
t-s055-a007-w001	55:7	1	وَٱلسَّمَآءَ	w-s055-a007-w001	55:7:1	one_to_one
t-s055-a007-w002	55:7	2	رَفَعَهَا	w-s055-a007-w002	55:7:2	one_to_one
t-s055-a007-w003	55:7	3	وَوَضَعَ	w-s055-a007-w003	55:7:3	one_to_one
t-s055-a007-w004	55:7	4	ٱلْمِيزَانَ	w-s055-a007-w004	55:7:4	one_to_one
t-s055-a008-w001	55:8	1	أَلَّا	w-s055-a008-w001	55:8:1	one_to_one
t-s055-a008-w002	55:8	2	تَطْغَوْا۟	w-s055-a008-w002	55:8:2	one_to_one
t-s055-a008-w003	55:8	3	فِى	w-s055-a008-w003	55:8:3	one_to_one
t-s055-a008-w004	55:8	4	ٱلْمِيزَانِ	w-s055-a008-w004	55:8:4	one_to_one
t-s055-a009-w001	55:9	1	وَأَقِيمُوا۟	w-s055-a009-w001	55:9:1	one_to_one
t-s055-a009-w002	55:9	2	ٱلْوَزْنَ	w-s055-a009-w002	55:9:2	one_to_one
t-s055-a009-w003	55:9	3	بِٱلْقِسْطِ	w-s055-a009-w003	55:9:3	one_to_one
t-s055-a009-w004	55:9	4	وَلَا	w-s055-a009-w004	55:9:4	one_to_one
t-s055-a009-w005	55:9	5	تُخْسِرُوا۟	w-s055-a009-w005	55:9:5	one_to_one
t-s055-a009-w006	55:9	6	ٱلْمِيزَانَ	w-s055-a009-w006	55:9:6	one_to_one
t-s055-a010-w001	55:10	1	وَٱلْأَرْضَ	w-s055-a010-w001	55:10:1	one_to_one
t-s055-a010-w002	55:10	2	وَضَعَهَا	w-s055-a010-w002	55:10:2	one_to_one
