surah	ayah	word_index	morpheme_index	qac_ref	surface_ar	lemma_ar	root_ar	root_norm	pos	morpheme_role	morph_features	aspect	mood	voice	measure	person	number	gender
109	1	1	1	109:1:1:1	قُلْ	قَالَ	ق و ل	ق و ل	V	STEM	STEM|POS:V|IMPV|LEM:qaAla|ROOT:qwl|2MS	IMPV						
109	1	2	1	109:1:2:1	يَٰٓ				VOC	PREFIX	PREFIX|ya+							
109	1	2	2	109:1:2:2	أَيُّهَا	أَيُّهَا			N	STEM	STEM|POS:N|LEM:>ay~uhaA|NOM							
109	1	3	1	109:1:3:1	ٱلْ				DET	PREFIX	PREFIX|Al+							
109	1	3	2	109:1:3:2	كَٰفِرُونَ	كَٰفِرُون	ك ف ر	ك ف ر	N	STEM	STEM|POS:N|ACT|PCPL|LEM:ka`firuwn|ROOT:kfr|MP|NOM			ACT				
109	2	1	1	109:2:1:1	لَآ	لَا			NEG	STEM	STEM|POS:NEG|LEM:laA							
109	2	2	1	109:2:2:1	أَعْبُدُ	عَبَدَ	ع ب د	ع ب د	V	STEM	STEM|POS:V|IMPF|LEM:Eabada|ROOT:Ebd|1S	IMPF						
109	2	3	1	109:2:3:1	مَا	مَا			REL	STEM	STEM|POS:REL|LEM:maA							
109	2	4	1	109:2:4:1	تَعْبُدُ	عَبَدَ	ع ب د	ع ب د	V	STEM	STEM|POS:V|IMPF|LEM:Eabada|ROOT:Ebd|2MP	IMPF						
109	2	4	2	109:2:4:2	ونَ				PRON	SUFFIX	SUFFIX|PRON:2MP							
109	3	1	1	109:3:1:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
109	3	1	2	109:3:1:2	لَآ	لَا			NEG	STEM	STEM|POS:NEG|LEM:laA							
109	3	2	1	109:3:2:1	أَنتُمْ				PRON	STEM	STEM|POS:PRON|2MP							
109	3	3	1	109:3:3:1	عَٰبِدُونَ	عَابِد	ع ب د	ع ب د	N	STEM	STEM|POS:N|ACT|PCPL|LEM:EaAbid|ROOT:Ebd|MP|NOM			ACT				
109	3	4	1	109:3:4:1	مَآ	مَا			REL	STEM	STEM|POS:REL|LEM:maA							
109	3	5	1	109:3:5:1	أَعْبُدُ	عَبَدَ	ع ب د	ع ب د	V	STEM	STEM|POS:V|IMPF|LEM:Eabada|ROOT:Ebd|1S	IMPF						
109	4	1	1	109:4:1:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
109	4	1	2	109:4:1:2	لَآ	لَا			NEG	STEM	STEM|POS:NEG|LEM:laA							
109	4	2	1	109:4:2:1	أَنَا۠				PRON	STEM	STEM|POS:PRON|1S							
109	4	3	1	109:4:3:1	عَابِدٌ	عَابِد	ع ب د	ع ب د	N	STEM	STEM|POS:N|ACT|PCPL|LEM:EaAbid|ROOT:Ebd|M|INDEF|NOM			ACT				
109	4	4	1	109:4:4:1	مَّا	مَا			REL	STEM	STEM|POS:REL|LEM:maA							
109	4	5	1	109:4:5:1	عَبَد	عَبَدَ	ع ب د	ع ب د	V	STEM	STEM|POS:V|PERF|LEM:Eabada|ROOT:Ebd|2MP	PERF						
109	4	5	2	109:4:5:2	تُّمْ				PRON	SUFFIX	SUFFIX|PRON:2MP							
109	5	1	1	109:5:1:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
109	5	1	2	109:5:1:2	لَآ	لَا			NEG	STEM	STEM|POS:NEG|LEM:laA							
109	5	2	1	109:5:2:1	أَنتُمْ				PRON	STEM	STEM|POS:PRON|2MP							
109	5	3	1	109:5:3:1	عَٰبِدُونَ	عَابِد	ع ب د	ع ب د	N	STEM	STEM|POS:N|ACT|PCPL|LEM:EaAbid|ROOT:Ebd|MP|NOM			ACT				
109	5	4	1	109:5:4:1	مَآ	مَا			REL	STEM	STEM|POS:REL|LEM:maA							
109	5	5	1	109:5:5:1	أَعْبُدُ	عَبَدَ	ع ب د	ع ب د	V	STEM	STEM|POS:V|IMPF|LEM:Eabada|ROOT:Ebd|1S	IMPF						
109	6	1	1	109:6:1:1	لَ				P	PREFIX	PREFIX|l:P+							
109	6	1	2	109:6:1:2	كُمْ				PRON	STEM	STEM|POS:PRON|2MP							
109	6	2	1	109:6:2:1	دِينُ	دِين	د ي ن	د ي ن	N	STEM	STEM|POS:N|LEM:diyn|ROOT:dyn|M|NOM							
109	6	2	2	109:6:2:2	كُمْ				PRON	SUFFIX	SUFFIX|PRON:2MP							
109	6	3	1	109:6:3:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
109	6	3	2	109:6:3:2	لِ				P	PREFIX	PREFIX|l:P+							
109	6	3	3	109:6:3:3	ىَ				PRON	STEM	STEM|POS:PRON|1S							
109	6	4	1	109:6:4:1	دِينِ	دِين	د ي ن	د ي ن	N	STEM	STEM|POS:N|LEM:diyn|ROOT:dyn|M|NOM							
109	6	4	2	109:6:4:2					PRON	SUFFIX	SUFFIX|PRON:1S							
