edge_id	source_position	target_position	edge_type	direction	confidence	exact_surface_span	evidence	reason
ae:v3:s109:001:pass1:attach:a1	q:109:1:2	q:109:1:3	vocative	head-to-dependent	high	يَاأَيُّهَا | يَاأَيُّهَا	local_syntax;formulaic_construction	أَيُّهَا is the vocative expression introduced by يَٰٓ.
ae:v3:s109:001:pass1:attach:a2	q:109:1:3	q:109:1:4	apposition	head-to-dependent	high	يَاأَيُّهَا | الْكَافِرُونَ	agreement;formulaic_construction	ٱلْكَٰفِرُونَ specifies the addressees in the يَٰٓأَيُّهَا construction.
ae:v3:s109:001:pass1:attach:a3	q:109:1:1	q:109:1:2	quoted_complement	head-to-dependent	high	قُلْ | يَاأَيُّهَا	local_syntax	The vocative يَٰٓأَيُّهَا ٱلْكَٰفِرُونَ is the quoted content governed by قُلْ.
ae:v3:s109:002:pass1:attach:a1	q:109:2:2	q:109:2:3	direct_object	head-to-dependent	high	أَعْبُدُ | مَا	local_syntax;word_order	مَا تَعْبُدُونَ is the object of أَعْبُدُ.
ae:v3:s109:002:pass1:attach:a2	q:109:2:4	q:109:2:3	direct_object	head-to-dependent	high	تَعْبُدُونَ | مَا	local_syntax;word_order	مَا is the fronted object within the relative clause of تَعْبُدُونَ.
ae:v3:s109:003:pass1:attach:a1	q:109:3:3	q:109:3:4	predication	head-to-dependent	high	أَنْتُمْ | عَابِدُونَ	local_syntax;agreement	عَٰبِدُونَ is the predicate of the nominal subject أَنتُمْ.
ae:v3:s109:003:pass1:attach:a2	q:109:3:4	q:109:3:5	direct_object	head-to-dependent	high	عَابِدُونَ | مَا	local_syntax;word_order	مَا أَعْبُدُ is governed as the object of the active participle عَٰبِدُونَ.
ae:v3:s109:003:pass1:attach:a3	q:109:3:6	q:109:3:5	direct_object	head-to-dependent	high	أَعْبُدُ | مَا	local_syntax;word_order	مَا is the fronted object within the relative clause of أَعْبُدُ.
ae:v3:s109:004:pass1:attach:a1	q:109:4:3	q:109:4:4	predication	head-to-dependent	high	أَنَا | عَابِدٌ	local_syntax;agreement	عَابِدٌۭ is the predicate of the nominal subject أَنَا۠.
ae:v3:s109:004:pass1:attach:a2	q:109:4:4	q:109:4:5	direct_object	head-to-dependent	high	عَابِدٌ | مَا	local_syntax;word_order	مَّا عَبَدتُّمْ is governed as the object of the active participle عَابِدٌۭ.
ae:v3:s109:004:pass1:attach:a3	q:109:4:6	q:109:4:5	direct_object	head-to-dependent	high	عَبَدْتُمْ | مَا	local_syntax;word_order	مَّا is the fronted object within the relative clause of عَبَدتُّمْ.
ae:v3:s109:005:pass1:attach:a1	q:109:5:3	q:109:5:4	predication	head-to-dependent	high	أَنْتُمْ | عَابِدُونَ	local_syntax;agreement	عَٰبِدُونَ is the predicate of the nominal subject أَنتُمْ.
ae:v3:s109:005:pass1:attach:a2	q:109:5:4	q:109:5:5	direct_object	head-to-dependent	high	عَابِدُونَ | مَا	local_syntax;word_order	مَا أَعْبُدُ is governed as the object of the active participle عَٰبِدُونَ.
ae:v3:s109:005:pass1:attach:a3	q:109:5:6	q:109:5:5	direct_object	head-to-dependent	high	أَعْبُدُ | مَا	local_syntax;word_order	مَا is the fronted object within the relative clause of أَعْبُدُ.
ae:v3:s109:006:pass1:attach:a1	q:109:6:2	q:109:6:1	prep_complement	head-to-dependent	high	دِينُكُمْ	case_government;local_syntax	The suffix كُمْ in لَكُمْ is governed by the lām predicate related to دِينُكُمْ.
ae:v3:s109:006:pass1:attach:a2	q:109:6:2	q:109:6:1	predication	head-to-dependent	high	دِينُكُمْ | لَكُمْ	local_syntax;word_order	لَكُمْ is the fronted predicate of دِينُكُمْ.
ae:v3:s109:006:pass1:attach:a3	q:109:6:2	q:109:6:2	idafa	head-to-dependent	high	دِينُكُمْ	morphology;local_syntax	The suffix كُمْ is the possessor attached to دِينُكُمْ.
ae:v3:s109:006:pass1:attach:a4	q:109:6:5	q:109:6:4	prep_complement	head-to-dependent	high	دِينِ	case_government;local_syntax	The suffix يَ in لِىَ is governed by the lām predicate related to دِينِ.
ae:v3:s109:006:pass1:attach:a5	q:109:6:5	q:109:6:4	predication	head-to-dependent	high	دِينِ | وَلِيَ	local_syntax;word_order	لِىَ is the fronted predicate of دِينِ.
ae:v3:s109:006:pass1:attach:a6	q:109:6:5	q:109:6:5	idafa	head-to-dependent	high	دِينِ	morphology;local_syntax	دِينِ carries the first-person possessive relation in the phrase لِىَ دِينِ.
