attachment_unit_id	ayah_ref	qac_ayah_ref	unit_index	word_id	qac_word_ref	morpheme_ids	attachment_surfaces	attachment_roots	prep_bases	binding_method	binding_status
q:1:1:1	103:0	1:1	1	w-s103-a000-w001	1:1:1	m-w-s103-a000-w001-01	بِسْمِ		بـ	position_crosswalk	morpheme_aligned
q:1:1:2	103:0	1:1	2	w-s103-a000-w001	1:1:1	m-w-s103-a000-w001-02	بِسْمِ	س م و	بـ	position_crosswalk	morpheme_aligned
q:1:1:3	103:0	1:1	3	w-s103-a000-w002	1:1:2	m-w-s103-a000-w002-01	اللَّهِ	أ ل ه		position_crosswalk	morpheme_aligned
q:1:1:4	103:0	1:1	4	w-s103-a000-w003	1:1:3	m-w-s103-a000-w003-02	الرَّحْمَنِ	ر ح م		position_crosswalk	morpheme_aligned
q:1:1:5	103:0	1:1	5	w-s103-a000-w003	1:1:3	m-w-s103-a000-w003-02	الرَّحِيمِ	ر ح م		surface_root_sequence_fallback	morpheme_aligned
q:103:1:1	103:1	103:1	1	w-s103-a001-w001	103:1:1	m-w-s103-a001-w001-03	وَالْعَصْرِ	أ و ي		position_crosswalk	morpheme_aligned
q:103:1:2	103:1	103:1	2	w-s103-a001-w001	103:1:1	m-w-s103-a001-w001-03	وَالْعَصْرِ	ع ص ر		position_crosswalk	morpheme_aligned
q:103:2:1	103:2	103:2	1	w-s103-a002-w001	103:2:1	m-w-s103-a002-w001-01	إِنَّ	أ و ن	فِي	position_crosswalk	morpheme_aligned
q:103:2:2	103:2	103:2	2	w-s103-a002-w002	103:2:2	m-w-s103-a002-w002-02	الْإِنْسَانَ	أ ن س		position_crosswalk	morpheme_aligned
q:103:2:3	103:2	103:2	3	w-s103-a002-w003	103:2:3	m-w-s103-a002-w003-02			فِي	position_crosswalk	morpheme_aligned
q:103:2:4	103:2	103:2	4	w-s103-a002-w004	103:2:4	m-w-s103-a002-w004-01	خُسْرٍ	خ س ر	فِي	surface_root_sequence_fallback	morpheme_aligned
q:103:3:1	103:3	103:3	1	w-s103-a003-w001	103:3:1	m-w-s103-a003-w001-01	إِلَّا	أ ل و		position_crosswalk	morpheme_aligned
q:103:3:2	103:3	103:3	2	w-s103-a003-w002	103:3:2	m-w-s103-a003-w002-01	الَّذِينَ	ل ل ذ		position_crosswalk	morpheme_aligned
q:103:3:3	103:3	103:3	3	w-s103-a003-w003	103:3:3	m-w-s103-a003-w003-01	آمَنُوا	أ م ن		position_crosswalk	morpheme_aligned
q:103:3:5	103:3	103:3	5	w-s103-a003-w004	103:3:4	m-w-s103-a003-w004-02	وَعَمِلُوا	ع م ل		position_crosswalk	morpheme_aligned
q:103:3:6	103:3	103:3	6	w-s103-a003-w005	103:3:5	m-w-s103-a003-w005-02	الصَّالِحَاتِ	ص ل ح		position_crosswalk	morpheme_aligned
q:103:3:8	103:3	103:3	8	w-s103-a003-w006	103:3:6	m-w-s103-a003-w006-02	وَتَوَاصَوْا	و ص ي	بـ	position_crosswalk	morpheme_aligned
q:103:3:9	103:3	103:3	9	w-s103-a003-w007	103:3:7	m-w-s103-a003-w007-03;m-w-s103-a003-w007-01	بِالْحَقِّ	ح ق ق	بـ	position_crosswalk	morpheme_aligned
q:103:3:11	103:3	103:3	11	w-s103-a003-w008	103:3:8	m-w-s103-a003-w008-02	وَتَوَاصَوْا	و ص ي	بـ	position_crosswalk	morpheme_aligned
q:103:3:12	103:3	103:3	12	w-s103-a003-w009	103:3:9	m-w-s103-a003-w009-03;m-w-s103-a003-w009-01	بِالصَّبْرِ	ص ب ر	بـ	surface_root_sequence_fallback	morpheme_aligned
