finding_id	ayah_ref	finding_ordinal	grade	anchor_ordinal	branch_ordinal	qac_word_ref	root_id	branch_id	word_id
f-22_0-001	22:0	1	strong	1	1	1:1:1	root_000745	B005	w-s022-a000-w001
f-22_0-001	22:0	1	strong	2	1	1:1:3	root_000552	B001	w-s022-a000-w003
f-22_0-001	22:0	1	strong	3	1	1:1:4	root_000552	B001	w-s022-a000-w004
f-22_0-002	22:0	2	weak	1	1	1:1:3	root_000552	B003	w-s022-a000-w003
f-22_0-002	22:0	2	weak	2	1	1:1:4	root_000552	B003	w-s022-a000-w004
f-22_1-001	22:1	1	strong	1	1	22:1:3	root_001677	B002	w-s022-a001-w003
f-22_1-001	22:1	1	strong	2	1	22:1:6	root_000638	B001	w-s022-a001-w006
f-22_1-002	22:1	2	strong	1	1	22:1:4	root_000532	B002	w-s022-a001-w004
f-22_2-001	22:2	1	strong	1	1	22:2:5	root_000568	B001	w-s022-a002-w005
f-22_2-001	22:2	1	strong	2	1	22:2:7	root_000568	B001	w-s022-a002-w007
f-22_2-001	22:2	1	strong	3	1	22:2:8	root_001657	B002	w-s022-a002-w008
f-22_2-001	22:2	1	strong	4	1	22:2:11	root_000357	B002	w-s022-a002-w011
f-22_2-001	22:2	1	strong	5	1	22:2:12	root_000357	B002	w-s022-a002-w012
f-22_2-002	22:2	2	strong	1	1	22:2:15	root_000725	B001	w-s022-a002-w015
f-22_2-002	22:2	2	strong	2	1	22:2:18	root_000725	B001	w-s022-a002-w018
f-22_2-002	22:2	2	strong	3	1	22:2:20	root_000994	B005	w-s022-a002-w020
f-22_3-001	22:3	1	strong	1	1	22:3:4	root_000229	B001	w-s022-a003-w004
f-22_3-001	22:3	1	strong	2	1	22:3:9	root_000175	B003	w-s022-a003-w009
f-22_3-002	22:3	2	weak	1	1	22:3:11	root_000796	B001	w-s022-a003-w011
f-22_3-002	22:3	2	weak	2	1	22:3:12	root_001413	B003	w-s022-a003-w012
f-22_4-001	22:4	1	strong	1	1	22:4:1	root_001283	B003	w-s022-a004-w001
f-22_4-001	22:4	1	strong	2	1	22:4:5	root_001684	B004	w-s022-a004-w005
f-22_4-002	22:4	2	strong	1	1	22:4:8	root_001583	B001	w-s022-a004-w008
f-22_4-002	22:4	2	strong	2	1	22:4:11	root_000708	B001	w-s022-a004-w011
f-22_5-001	22:5	1	strong	1	1	22:5:8	root_000129	B001	w-s022-a005-w008
f-22_5-001	22:5	1	strong	2	1	22:5:27	root_001215	B003	w-s022-a005-w027
f-22_5-001	22:5	1	strong	3	1	22:5:63	root_001588	B002	w-s022-a005-w063
f-22_5-002	22:5	2	strong	1	1	22:5:29	root_000552	B003	w-s022-a005-w029
f-22_5-002	22:5	2	strong	2	1	22:5:65	root_001465	B001	w-s022-a005-w065
f-22_5-003	22:5	3	weak	1	1	22:5:51	root_001040	B001	w-s022-a005-w051
f-22_5-003	22:5	3	weak	2	1	22:5:54	root_001040	B001	w-s022-a005-w054
f-22_6-001	22:6	1	strong	1	1	22:6:5	root_000347	B001	w-s022-a006-w005
f-22_6-001	22:6	1	strong	2	1	22:6:7	root_000383	B002	w-s022-a006-w007
f-22_6-002	22:6	2	strong	1	1	22:6:13	root_001205	B001	w-s022-a006-w013
f-22_7-001	22:7	1	strong	1	1	22:7:9	root_000129	B001	w-s022-a007-w009
f-22_7-001	22:7	1	strong	2	1	22:7:12	root_001195	B002	w-s022-a007-w012
f-22_7-002	22:7	2	weak	1	1	22:7:5	root_000616	B001	w-s022-a007-w005
f-22_8-001	22:8	1	strong	1	1	22:8:4	root_000229	B001	w-s022-a008-w004
f-22_8-001	22:8	1	strong	2	1	22:8:10	root_001583	B001	w-s022-a008-w010
f-22_8-001	22:8	1	strong	3	1	22:8:13	root_001564	B001	w-s022-a008-w013
f-22_8-002	22:8	2	weak	1	1	22:8:12	root_001283	B002	w-s022-a008-w012
f-22_8-002	22:8	2	weak	2	1	22:8:13	root_001564	B005	w-s022-a008-w013
f-22_9-001	22:9	1	strong	1	1	22:9:1	root_000208	B005	w-s022-a009-w001
f-22_9-001	22:9	1	strong	2	1	22:9:2	root_001026	B003	w-s022-a009-w002
f-22_9-001	22:9	1	strong	3	1	22:9:5	root_000672	B001	w-s022-a009-w005
f-22_9-002	22:9	2	strong	1	1	22:9:10	root_000407	B001	w-s022-a009-w010
f-22_9-002	22:9	2	strong	2	1	22:9:11	root_000526	B002	w-s022-a009-w011
f-22_10-001	22:10	1	strong	1	1	22:10:3	root_001207	B004	w-s022-a010-w003
f-22_10-001	22:10	1	strong	2	1	22:10:4	root_001693	B009	w-s022-a010-w004
f-22_10-002	22:10	2	weak	1	1	22:10:8	root_000967	B004	w-s022-a010-w008
f-22_10-002	22:10	2	weak	2	1	22:10:9	root_000973	B001	w-s022-a010-w009
f-22_11-001	22:11	1	strong	1	1	22:11:7	root_000310	B003	w-s022-a011-w007
f-22_11-001	22:11	1	strong	2	1	22:11:16	root_001248	B004	w-s022-a011-w016
f-22_11-001	22:11	1	strong	3	1	22:11:19	root_000409	B002	w-s022-a011-w019
f-22_11-001	22:11	1	strong	4	1	22:11:24	root_000409	B002	w-s022-a011-w024
f-22_11-002	22:11	2	strong	1	1	22:11:15	root_001128	B001	w-s022-a011-w015
f-22_11-002	22:11	2	strong	2	1	22:11:18	root_001630	B002	w-s022-a011-w018
f-22_12-001	22:12	1	strong	1	1	22:12:1	root_000478	B001	w-s022-a012-w001
f-22_12-001	22:12	1	strong	2	1	22:12:3	root_000502	B001	w-s022-a012-w003
f-22_12-001	22:12	1	strong	3	1	22:12:14	root_000131	B001	w-s022-a012-w014
f-22_12-002	22:12	2	weak	1	1	22:12:7	root_000907	B001	w-s022-a012-w007
f-22_12-002	22:12	2	weak	2	1	22:12:10	root_001536	B001	w-s022-a012-w010
f-22_13-001	22:13	1	strong	1	1	22:13:3	root_000907	B001	w-s022-a013-w003
f-22_13-001	22:13	1	strong	2	1	22:13:4	root_001212	B001	w-s022-a013-w004
f-22_13-001	22:13	1	strong	3	1	22:13:8	root_001684	B001	w-s022-a013-w008
f-22_13-002	22:13	2	weak	1	1	22:13:10	root_001016	B012	w-s022-a013-w010
f-22_14-001	22:14	1	strong	1	1	22:14:3	root_000464	B001	w-s022-a014-w003
f-22_14-001	22:14	1	strong	2	1	22:14:5	root_000054	B001	w-s022-a014-w005
f-22_14-001	22:14	1	strong	3	1	22:14:9	root_000240	B001	w-s022-a014-w009
f-22_14-002	22:14	2	weak	1	1	22:14:7	root_000876	B003	w-s022-a014-w007
f-22_14-002	22:14	2	weak	2	1	22:14:8	root_000266	B003	w-s022-a014-w008
f-22_15-001	22:15	1	strong	1	1	22:15:11	root_001407	B001	w-s022-a015-w011
f-22_15-001	22:15	1	strong	2	1	22:15:12	root_000664	B003	w-s022-a015-w012
f-22_15-001	22:15	1	strong	3	1	22:15:16	root_001240	B001	w-s022-a015-w016
f-22_15-002	22:15	2	strong	1	1	22:15:6	root_001510	B001	w-s022-a015-w006
f-22_15-002	22:15	2	strong	2	1	22:15:20	root_001334	B002	w-s022-a015-w020
f-22_15-002	22:15	2	strong	3	1	22:15:22	root_001121	B001	w-s022-a015-w022
f-22_16-001	22:16	1	strong	1	1	22:16:2	root_001492	B002	w-s022-a016-w002
f-22_16-001	22:16	1	strong	2	1	22:16:4	root_000170	B004	w-s022-a016-w004
f-22_16-002	22:16	2	weak	1	1	22:16:7	root_001583	B001	w-s022-a016-w007
f-22_16-002	22:16	2	weak	2	1	22:16:9	root_000610	B001	w-s022-a016-w009
f-22_17-001	22:17	1	strong	1	1	22:17:13	root_001159	B002	w-s022-a017-w013
f-22_17-001	22:17	1	strong	2	1	22:17:14	root_000170	B002	w-s022-a017-w014
f-22_17-001	22:17	1	strong	3	1	22:17:22	root_000822	B001	w-s022-a017-w022
