source_token_id	ayah_ref	source_token_index	surface_ar	word_ids	qac_word_refs	binding_status
t-s109-a000-w001	109:0	1	بِسْمِ	w-s109-a000-w001	1:1:1	one_to_one
t-s109-a000-w002	109:0	2	ٱللَّهِ	w-s109-a000-w002	1:1:2	one_to_one
t-s109-a000-w003	109:0	3	ٱلرَّحْمَٰنِ	w-s109-a000-w003	1:1:3	one_to_one
t-s109-a000-w004	109:0	4	ٱلرَّحِيمِ	w-s109-a000-w004	1:1:4	one_to_one
t-s109-a001-w001	109:1	1	قُلْ	w-s109-a001-w001	109:1:1	one_to_one
t-s109-a001-w002	109:1	2	يَٰٓأَيُّهَا	w-s109-a001-w002	109:1:2	one_to_one
t-s109-a001-w003	109:1	3	ٱلْكَٰفِرُونَ	w-s109-a001-w003	109:1:3	one_to_one
t-s109-a002-w001	109:2	1	لَآ	w-s109-a002-w001	109:2:1	one_to_one
t-s109-a002-w002	109:2	2	أَعْبُدُ	w-s109-a002-w002	109:2:2	one_to_one
t-s109-a002-w003	109:2	3	مَا	w-s109-a002-w003	109:2:3	one_to_one
t-s109-a002-w004	109:2	4	تَعْبُدُونَ	w-s109-a002-w004	109:2:4	one_to_one
t-s109-a003-w001	109:3	1	وَلَآ	w-s109-a003-w001	109:3:1	one_to_one
t-s109-a003-w002	109:3	2	أَنتُمْ	w-s109-a003-w002	109:3:2	one_to_one
t-s109-a003-w003	109:3	3	عَٰبِدُونَ	w-s109-a003-w003	109:3:3	one_to_one
t-s109-a003-w004	109:3	4	مَآ	w-s109-a003-w004	109:3:4	one_to_one
t-s109-a003-w005	109:3	5	أَعْبُدُ	w-s109-a003-w005	109:3:5	one_to_one
t-s109-a004-w001	109:4	1	وَلَآ	w-s109-a004-w001	109:4:1	one_to_one
t-s109-a004-w002	109:4	2	أَنَا۠	w-s109-a004-w002	109:4:2	one_to_one
t-s109-a004-w003	109:4	3	عَابِدٌۭ	w-s109-a004-w003	109:4:3	one_to_one
t-s109-a004-w004	109:4	4	مَّا	w-s109-a004-w004	109:4:4	one_to_one
t-s109-a004-w005	109:4	5	عَبَدتُّمْ	w-s109-a004-w005	109:4:5	one_to_one
t-s109-a005-w001	109:5	1	وَلَآ	w-s109-a005-w001	109:5:1	one_to_one
t-s109-a005-w002	109:5	2	أَنتُمْ	w-s109-a005-w002	109:5:2	one_to_one
t-s109-a005-w003	109:5	3	عَٰبِدُونَ	w-s109-a005-w003	109:5:3	one_to_one
t-s109-a005-w004	109:5	4	مَآ	w-s109-a005-w004	109:5:4	one_to_one
t-s109-a005-w005	109:5	5	أَعْبُدُ	w-s109-a005-w005	109:5:5	one_to_one
t-s109-a006-w001	109:6	1	لَكُمْ	w-s109-a006-w001	109:6:1	one_to_one
t-s109-a006-w002	109:6	2	دِينُكُمْ	w-s109-a006-w002	109:6:2	one_to_one
t-s109-a006-w003	109:6	3	وَلِىَ	w-s109-a006-w003	109:6:3	one_to_one
t-s109-a006-w004	109:6	4	دِينِ	w-s109-a006-w004	109:6:4	one_to_one
