syntax_edge_id	attachment_edge_id	ayah_ref	source_word_id	target_word_id	prep_word_id	source_morpheme_id	target_morpheme_id	prep_morpheme_id	source_qac_ref	target_qac_ref	prep_qac_ref	source_attachment_unit_id	target_attachment_unit_id	prep_attachment_unit_id	source_position	target_position	prep_position	relation	status	confidence	source_part	target_part	source_form_tag	target_form_tag	object_type	prep_base	binding_status	evidence	reason	source_pointer
sx-94_0-00001	ae:v3:s001:001:pass1:attach:a1	94:0	w-s094-a000-w001	w-s094-a000-w001	w-s094-a000-w001	m-w-s094-a000-w001-01	m-w-s094-a000-w001-02	m-w-s094-a000-w001-01	1:1:1:1	1:1:1:2	1:1:1:1	q:1:1:1	q:1:1:2	q:1:1:1	1	2	1	prep_complement	strongly_licensed	high			PREP	NOUN_ABSTRACT		بـ	position_morpheme_aligned	case_government;formulaic_construction	سْمِ is governed by the prefixed بِ in the formula بِسْمِ.	resources/attachments.tsv:2
sx-94_0-00002	ae:v3:s001:001:pass1:attach:a2	94:0	w-s094-a000-w001	w-s094-a000-w002		m-w-s094-a000-w001-02	m-w-s094-a000-w002-01		1:1:1:2	1:1:2:1		q:1:1:2	q:1:1:3		2	3		idafa	syntactically_forced	high			NOUN_ABSTRACT	NOUN_PROP			position_morpheme_aligned	case_government;local_syntax	ٱللَّهِ is the genitive muḍāf ilayhi of سْمِ.	resources/attachments.tsv:3
sx-94_0-00003	ae:v3:s001:001:pass1:attach:a3	94:0	w-s094-a000-w002	w-s094-a000-w003		m-w-s094-a000-w002-01	m-w-s094-a000-w003-02		1:1:2:1	1:1:3:2		q:1:1:3	q:1:1:4		3	4		adjective	strongly_licensed	high			NOUN_PROP	NOUN_PROP			position_morpheme_aligned	agreement;local_syntax	ٱلرَّحْمَٰنِ follows ٱللَّهِ in genitive definiteness as an adjectival divine epithet.	resources/attachments.tsv:4
sx-94_0-00004	ae:v3:s001:001:pass1:attach:a4	94:0	w-s094-a000-w002	w-s094-a000-w003		m-w-s094-a000-w002-01	m-w-s094-a000-w003-02		1:1:2:1	1:1:3:2		q:1:1:3	q:1:1:5		3	5		adjective	strongly_licensed	high			NOUN_PROP	NOUN_PROP			fallback_morpheme_aligned	agreement;local_syntax	ٱلرَّحِيمِ follows ٱللَّهِ in the same genitive adjectival series.	resources/attachments.tsv:5
sx-94_1-00005	ae:v3:s094:001:pass1:attach:a1	94:1	w-s094-a001-w002	w-s094-a001-w001		m-w-s094-a001-w002-01	m-w-s094-a001-w001-02		94:1:2:1	94:1:1:2		q:94:1:2	q:94:1:1		2	1		particle_complement	syntactically_forced	high			IV	JUSSIVE_PART			fallback_morpheme_aligned	morphology;local_syntax	أَلَمْ contains the jussive لَمْ governing the apocopated verb نَشْرَحْ.	resources/attachments.tsv:57945
sx-94_1-00006	ae:v3:s094:001:pass1:attach:a2	94:1	w-s094-a001-w002	w-s094-a001-w003	w-s094-a001-w003	m-w-s094-a001-w002-01	m-w-s094-a001-w003-02	m-w-s094-a001-w003-01	94:1:2:1	94:1:3:2	94:1:3:1	q:94:1:2	q:94:1:3	q:94:1:3	2	3	3	prep_complement	syntactically_forced	high		pronoun_suffix	IV			لـ	fallback_morpheme_aligned	case_government;local_syntax	The pronoun in لَكَ is governed by لِ as the beneficiary complement of نَشْرَحْ.	resources/attachments.tsv:57946
sx-94_1-00007	ae:v3:s094:001:pass1:attach:a3	94:1	w-s094-a001-w002	w-s094-a001-w004		m-w-s094-a001-w002-01	m-w-s094-a001-w004-01		94:1:2:1	94:1:4:1		q:94:1:2	q:94:1:4		2	4		direct_object	syntactically_forced	high			IV	NOUN_ABSTRACT	explicit		fallback_morpheme_aligned	case_government;word_order	صَدْرَكَ is the accusative object opened by نَشْرَحْ.	resources/attachments.tsv:57947
sx-94_1-00008	ae:v3:s094:001:pass1:attach:a4	94:1	w-s094-a001-w004	w-s094-a001-w004		m-w-s094-a001-w004-01	m-w-s094-a001-w004-01		94:1:4:1	94:1:4:1		q:94:1:4	q:94:1:4		4	4		idafa	syntactically_forced	high		possessive_suffix	NOUN_ABSTRACT				fallback_morpheme_aligned	morphology;local_syntax	The suffix كَ in صَدْرَكَ is the possessive complement of صَدْر.	resources/attachments.tsv:57948
sx-94_2-00009	ae:v3:s094:002:pass1:attach:a1	94:2	w-s094-a002-w001	w-s094-a002-w002	w-s094-a002-w002	m-w-s094-a002-w001-02	m-w-s094-a002-w002-02	m-w-s094-a002-w002-01	94:2:1:2	94:2:2:2	94:2:2:1	q:94:2:2	q:94:2:3	q:94:2:3	2	3	3	prep_complement	syntactically_forced	high		pronoun_suffix	PV			عَن	position_morpheme_aligned	case_government;local_syntax	The pronoun in عَنكَ is governed by عَنْ as the removal complement of وَضَعْنَا.	resources/attachments.tsv:57949
sx-94_2-00010	ae:v3:s094:002:pass1:attach:a2	94:2	w-s094-a002-w001	w-s094-a002-w003		m-w-s094-a002-w001-02	m-w-s094-a002-w003-01		94:2:1:2	94:2:3:1		q:94:2:2	q:94:2:4		2	4		direct_object	syntactically_forced	high			PV	NOUN_ABSTRACT	explicit		position_morpheme_aligned	case_government;word_order	وِزْرَكَ is the accusative thing removed by وَضَعْنَا.	resources/attachments.tsv:57950
