attachment_unit_id	ayah_ref	qac_ayah_ref	unit_index	word_id	qac_word_ref	morpheme_ids	attachment_surfaces	attachment_roots	prep_bases	binding_method	binding_status
q:1:1:1	77:0	1:1	1	w-s077-a000-w001	1:1:1	m-w-s077-a000-w001-01	بِسْمِ		بـ	position_crosswalk	morpheme_aligned
q:1:1:2	77:0	1:1	2	w-s077-a000-w001	1:1:1	m-w-s077-a000-w001-02	بِسْمِ	س م و	بـ	position_crosswalk	morpheme_aligned
q:1:1:3	77:0	1:1	3	w-s077-a000-w002	1:1:2	m-w-s077-a000-w002-01	اللَّهِ	أ ل ه		position_crosswalk	morpheme_aligned
q:1:1:4	77:0	1:1	4	w-s077-a000-w003	1:1:3	m-w-s077-a000-w003-02	الرَّحْمَنِ	ر ح م		position_crosswalk	morpheme_aligned
q:1:1:5	77:0	1:1	5	w-s077-a000-w003	1:1:3	m-w-s077-a000-w003-02	الرَّحِيمِ	ر ح م		surface_root_sequence_fallback	morpheme_aligned
q:77:1:1	77:1	77:1	1	w-s077-a001-w001	77:1:1	m-w-s077-a001-w001-03	وَالْمُرْسَلَاتِ	أ و ي		position_crosswalk	morpheme_aligned
q:77:1:2	77:1	77:1	2	w-s077-a001-w001	77:1:1	m-w-s077-a001-w001-03	وَالْمُرْسَلَاتِ	ر س ل		position_crosswalk	morpheme_aligned
q:77:1:3	77:1	77:1	3	w-s077-a001-w002	77:1:2	m-w-s077-a001-w002-01	عُرْفَاً	ع ر ف		position_crosswalk	morpheme_aligned
q:77:2:2	77:2	77:2	2	w-s077-a002-w001	77:2:1	m-w-s077-a002-w001-03	فَالْعَاصِفَاتِ	ع ص ف		position_crosswalk	morpheme_aligned
q:77:2:3	77:2	77:2	3	w-s077-a002-w001	77:2:1	m-w-s077-a002-w001-03	عَصْفَاً	ع ص ف		surface_root_sequence_fallback	morpheme_aligned
q:77:3:1	77:3	77:3	1	w-s077-a003-w001	77:3:1	m-w-s077-a003-w001-01	وَالنَّاشِرَاتِ	أ و ي		position_crosswalk	morpheme_aligned
q:77:3:2	77:3	77:3	2	w-s077-a003-w001	77:3:1	m-w-s077-a003-w001-03	وَالنَّاشِرَاتِ	ن ش ر		position_crosswalk	morpheme_aligned
q:77:3:3	77:3	77:3	3	w-s077-a003-w001	77:3:1	m-w-s077-a003-w001-03	نَشْرَاً	ن ش ر		surface_root_sequence_fallback	morpheme_aligned
q:77:4:2	77:4	77:4	2	w-s077-a004-w001	77:4:1	m-w-s077-a004-w001-03	فَالْفَارِقَاتِ	ف ر ق		position_crosswalk	morpheme_aligned
q:77:4:3	77:4	77:4	3	w-s077-a004-w001	77:4:1	m-w-s077-a004-w001-03	فَرْقَاً	ف ر ق		surface_root_sequence_fallback	morpheme_aligned
q:77:5:2	77:5	77:5	2	w-s077-a005-w001	77:5:1	m-w-s077-a005-w001-03	فَالْمُلْقِيَاتِ	ل ق ي		position_crosswalk	morpheme_aligned
q:77:5:3	77:5	77:5	3	w-s077-a005-w002	77:5:2	m-w-s077-a005-w002-01	ذِكْرَاً	ذ ك ر		position_crosswalk	morpheme_aligned
q:77:6:1	77:6	77:6	1	w-s077-a006-w001	77:6:1	m-w-s077-a006-w001-01	عُذْرَاً	ع ذ ر		position_crosswalk	morpheme_aligned
q:77:6:3	77:6	77:6	3	w-s077-a006-w003	77:6:3	m-w-s077-a006-w003-01	نُذْرَاً	ن ذ ر		position_crosswalk	morpheme_aligned
q:77:7:2	77:7	77:7	2	w-s077-a007-w002	77:7:2	m-w-s077-a007-w002-01	تُوعَدُونَ	و ع د		position_crosswalk	morpheme_aligned
q:77:7:4	77:7	77:7	4	w-s077-a007-w003	77:7:3	m-w-s077-a007-w003-02	لَوَاقِعٌ	و ق ع		position_crosswalk	morpheme_aligned
q:77:8:2	77:8	77:8	2	w-s077-a008-w001	77:8:1	m-w-s077-a008-w001-02	فَإِذَا	أ ذ ي		position_crosswalk	morpheme_aligned
q:77:8:3	77:8	77:8	3	w-s077-a008-w002	77:8:2	m-w-s077-a008-w002-02	النُّجُومُ	ن ج م		position_crosswalk	morpheme_aligned
q:77:8:4	77:8	77:8	4	w-s077-a008-w003	77:8:3	m-w-s077-a008-w003-01	طُمِسَتْ	ط م س		position_crosswalk	morpheme_aligned
q:77:9:2	77:9	77:9	2	w-s077-a009-w001	77:9:1	m-w-s077-a009-w001-02	وَإِذَا	أ ذ ي		position_crosswalk	morpheme_aligned
q:77:9:3	77:9	77:9	3	w-s077-a009-w002	77:9:2	m-w-s077-a009-w002-02	السَّمَاءُ	س م و		position_crosswalk	morpheme_aligned
q:77:9:4	77:9	77:9	4	w-s077-a009-w003	77:9:3	m-w-s077-a009-w003-01	فُرِجَتْ	ف ر ج		position_crosswalk	morpheme_aligned
q:77:10:2	77:10	77:10	2	w-s077-a010-w001	77:10:1	m-w-s077-a010-w001-02	وَإِذَا	أ ذ ي		position_crosswalk	morpheme_aligned
q:77:10:3	77:10	77:10	3	w-s077-a010-w002	77:10:2	m-w-s077-a010-w002-02	الْجِبَالُ	ج ب ل		position_crosswalk	morpheme_aligned
q:77:10:4	77:10	77:10	4	w-s077-a010-w003	77:10:3	m-w-s077-a010-w003-01	نُسِفَتْ	ن س ف		position_crosswalk	morpheme_aligned
q:77:11:2	77:11	77:11	2	w-s077-a011-w001	77:11:1	m-w-s077-a011-w001-02	وَإِذَا	أ ذ ي		position_crosswalk	morpheme_aligned
q:77:11:3	77:11	77:11	3	w-s077-a011-w002	77:11:2	m-w-s077-a011-w002-02	الرُّسُلُ	ر س ل		position_crosswalk	morpheme_aligned
q:77:11:4	77:11	77:11	4	w-s077-a011-w003	77:11:3	m-w-s077-a011-w003-01	أُقِّتَتْ	و ق ت		position_crosswalk	morpheme_aligned
q:77:12:1	77:12	77:12	1	w-s077-a012-w001	77:12:1	m-w-s077-a012-w001-01			لـ	position_crosswalk	morpheme_aligned
q:77:12:2	77:12	77:12	2	w-s077-a012-w001	77:12:1	m-w-s077-a012-w001-02	لِأَيِّ	أ ي ي	لـ	position_crosswalk	morpheme_aligned
q:77:12:3	77:12	77:12	3	w-s077-a012-w002	77:12:2	m-w-s077-a012-w002-01	يَوْمٍ	ي و م		position_crosswalk	morpheme_aligned
q:77:12:4	77:12	77:12	4	w-s077-a012-w003	77:12:3	m-w-s077-a012-w003-01	أُجِّلَتْ	أ ج ل	لـ	position_crosswalk	morpheme_aligned
q:77:13:1	77:13	77:13	1	w-s077-a013-w001	77:13:1	m-w-s077-a013-w001-01	لِيَوْمِ	و ل ي	لـ	position_crosswalk	morpheme_aligned
q:77:13:2	77:13	77:13	2	w-s077-a013-w001	77:13:1	m-w-s077-a013-w001-02	لِيَوْمِ	ي و م	لـ	position_crosswalk	morpheme_aligned
q:77:13:3	77:13	77:13	3	w-s077-a013-w002	77:13:2	m-w-s077-a013-w002-02	الْفَصْلِ	ف ص ل		position_crosswalk	morpheme_aligned
q:77:14:2	77:14	77:14	2	w-s077-a014-w001	77:14:1	m-w-s077-a014-w001-02	وَمَا			position_crosswalk	morpheme_aligned
q:77:14:3	77:14	77:14	3	w-s077-a014-w002	77:14:2	m-w-s077-a014-w002-01;m-w-s077-a014-w002-02	أَدْرَاكَ	د ر ي		position_crosswalk	morpheme_aligned
q:77:14:4	77:14	77:14	4	w-s077-a014-w003	77:14:3	m-w-s077-a014-w003-01	مَا			position_crosswalk	morpheme_aligned
