syntax_edge_id	attachment_edge_id	ayah_ref	source_word_id	target_word_id	prep_word_id	source_morpheme_id	target_morpheme_id	prep_morpheme_id	source_qac_ref	target_qac_ref	prep_qac_ref	source_attachment_unit_id	target_attachment_unit_id	prep_attachment_unit_id	source_position	target_position	prep_position	relation	status	confidence	source_part	target_part	source_form_tag	target_form_tag	object_type	prep_base	binding_status	evidence	reason	source_pointer
sx-53_0-00001	ae:v3:s001:001:pass1:attach:a1	53:0	w-s053-a000-w001	w-s053-a000-w001	w-s053-a000-w001	m-w-s053-a000-w001-01	m-w-s053-a000-w001-02	m-w-s053-a000-w001-01	1:1:1:1	1:1:1:2	1:1:1:1	q:1:1:1	q:1:1:2	q:1:1:1	1	2	1	prep_complement	strongly_licensed	high			PREP	NOUN_ABSTRACT		بـ	position_morpheme_aligned	case_government;formulaic_construction	سْمِ is governed by the prefixed بِ in the formula بِسْمِ.	resources/attachments.tsv:2
sx-53_0-00002	ae:v3:s001:001:pass1:attach:a2	53:0	w-s053-a000-w001	w-s053-a000-w002		m-w-s053-a000-w001-02	m-w-s053-a000-w002-01		1:1:1:2	1:1:2:1		q:1:1:2	q:1:1:3		2	3		idafa	syntactically_forced	high			NOUN_ABSTRACT	NOUN_PROP			position_morpheme_aligned	case_government;local_syntax	ٱللَّهِ is the genitive muḍāf ilayhi of سْمِ.	resources/attachments.tsv:3
sx-53_0-00003	ae:v3:s001:001:pass1:attach:a3	53:0	w-s053-a000-w002	w-s053-a000-w003		m-w-s053-a000-w002-01	m-w-s053-a000-w003-02		1:1:2:1	1:1:3:2		q:1:1:3	q:1:1:4		3	4		adjective	strongly_licensed	high			NOUN_PROP	NOUN_PROP			position_morpheme_aligned	agreement;local_syntax	ٱلرَّحْمَٰنِ follows ٱللَّهِ in genitive definiteness as an adjectival divine epithet.	resources/attachments.tsv:4
sx-53_0-00004	ae:v3:s001:001:pass1:attach:a4	53:0	w-s053-a000-w002	w-s053-a000-w003		m-w-s053-a000-w002-01	m-w-s053-a000-w003-02		1:1:2:1	1:1:3:2		q:1:1:3	q:1:1:5		3	5		adjective	strongly_licensed	high			NOUN_PROP	NOUN_PROP			fallback_morpheme_aligned	agreement;local_syntax	ٱلرَّحِيمِ follows ٱللَّهِ in the same genitive adjectival series.	resources/attachments.tsv:5
sx-53_1-00005	ae:v3:s053:001:pass1:attach:a1	53:1	w-s053-a001-w001	w-s053-a001-w001		m-w-s053-a001-w001-03	m-w-s053-a001-w001-03		53:1:1:3	53:1:1:3		q:53:1:1	q:53:1:2		1	2		particle_complement	syntactically_forced	high			CONJ	NOUN_CONCRETE			position_morpheme_aligned	case_government;local_syntax	ٱلنَّجْمِ is governed by the oath وَ and appears in the genitive.	resources/attachments.tsv:50831
sx-53_1-00006	ae:v3:s053:001:pass1:attach:a2	53:1	w-s053-a001-w003	w-s053-a001-w002		m-w-s053-a001-w003-01	m-w-s053-a001-w002-01		53:1:3:1	53:1:2:1		q:53:1:4	q:53:1:3		4	3		adverbial	syntactically_forced	high			PV	ADV			position_morpheme_aligned	local_syntax	إِذَا supplies the temporal setting for هَوَىٰ.	resources/attachments.tsv:50832
sx-53_2-00007	ae:v3:s053:002:pass1:attach:a1	53:2	w-s053-a002-w002	w-s053-a002-w003		m-w-s053-a002-w002-01	m-w-s053-a002-w003-01		53:2:2:1	53:2:3:1		q:53:2:2	q:53:2:3		2	3		subject	syntactically_forced	high			PV	NOUN_ACTIVE_PART			position_morpheme_aligned	agreement;word_order	صَاحِبُكُمْ is the nominative explicit subject of ضَلَّ.	resources/attachments.tsv:50833
sx-53_2-00008	ae:v3:s053:002:pass1:attach:a2	53:2	w-s053-a002-w002	w-s053-a002-w005		m-w-s053-a002-w002-01	m-w-s053-a002-w005-01		53:2:2:1	53:2:5:1		q:53:2:2	q:53:2:6		2	6		conjoined	strongly_licensed	high			PV	PV			position_morpheme_aligned	local_syntax;parallelism	غَوَىٰ is coordinated with ضَلَّ under the repeated negation مَا.	resources/attachments.tsv:50834
sx-53_2-00009	ae:v3:s053:002:pass1:attach:a3	53:2	w-s053-a002-w003	w-s053-a002-w003		m-w-s053-a002-w003-01	m-w-s053-a002-w003-01		53:2:3:1	53:2:3:1		q:53:2:3	q:53:2:3		3	3		idafa	syntactically_forced	high		possessive_suffix	NOUN_ACTIVE_PART				position_morpheme_aligned	morphology;local_syntax	The suffix كُمْ on صَاحِبُكُمْ is the genitive possessor of صَاحِبُ.	resources/attachments.tsv:50835
sx-53_3-00010	ae:v3:s053:003:pass1:attach:a1	53:3	w-s053-a003-w002	w-s053-a003-w004	w-s053-a003-w003	m-w-s053-a003-w002-01	m-w-s053-a003-w004-02	m-w-s053-a003-w003-01	53:3:2:1	53:3:4:2	53:3:3:1	q:53:3:3	q:53:3:5	q:53:3:4	3	5	4	prep_complement	syntactically_forced	high			IV	GERUND		عَن	position_morpheme_aligned	case_government;local_syntax	ٱلْهَوَىٰ is governed by عَنِ as the source complement of يَنطِقُ.	resources/attachments.tsv:50836
