source_token_id	ayah_ref	source_token_index	surface_ar	word_ids	qac_word_refs	binding_status
t-s076-a000-w001	76:0	1	بِسْمِ	w-s076-a000-w001	1:1:1	one_to_one
t-s076-a000-w002	76:0	2	ٱللَّهِ	w-s076-a000-w002	1:1:2	one_to_one
t-s076-a000-w003	76:0	3	ٱلرَّحْمَٰنِ	w-s076-a000-w003	1:1:3	one_to_one
t-s076-a000-w004	76:0	4	ٱلرَّحِيمِ	w-s076-a000-w004	1:1:4	one_to_one
t-s076-a001-w001	76:1	1	هَلْ	w-s076-a001-w001	76:1:1	one_to_one
t-s076-a001-w002	76:1	2	أَتَىٰ	w-s076-a001-w002	76:1:2	one_to_one
t-s076-a001-w003	76:1	3	عَلَى	w-s076-a001-w003	76:1:3	one_to_one
t-s076-a001-w004	76:1	4	ٱلْإِنسَٰنِ	w-s076-a001-w004	76:1:4	one_to_one
t-s076-a001-w005	76:1	5	حِينٌۭ	w-s076-a001-w005	76:1:5	one_to_one
t-s076-a001-w006	76:1	6	مِّنَ	w-s076-a001-w006	76:1:6	one_to_one
t-s076-a001-w007	76:1	7	ٱلدَّهْرِ	w-s076-a001-w007	76:1:7	one_to_one
t-s076-a001-w008	76:1	8	لَمْ	w-s076-a001-w008	76:1:8	one_to_one
t-s076-a001-w009	76:1	9	يَكُن	w-s076-a001-w009	76:1:9	one_to_one
t-s076-a001-w010	76:1	10	شَيْـًۭٔا	w-s076-a001-w010	76:1:10	one_to_one
t-s076-a001-w011	76:1	11	مَّذْكُورًا	w-s076-a001-w011	76:1:11	one_to_one
t-s076-a002-w001	76:2	1	إِنَّا	w-s076-a002-w001	76:2:1	one_to_one
t-s076-a002-w002	76:2	2	خَلَقْنَا	w-s076-a002-w002	76:2:2	one_to_one
t-s076-a002-w003	76:2	3	ٱلْإِنسَٰنَ	w-s076-a002-w003	76:2:3	one_to_one
t-s076-a002-w004	76:2	4	مِن	w-s076-a002-w004	76:2:4	one_to_one
t-s076-a002-w005	76:2	5	نُّطْفَةٍ	w-s076-a002-w005	76:2:5	one_to_one
t-s076-a002-w006	76:2	6	أَمْشَاجٍۢ	w-s076-a002-w006	76:2:6	one_to_one
t-s076-a002-w007	76:2	7	نَّبْتَلِيهِ	w-s076-a002-w007	76:2:7	one_to_one
t-s076-a002-w008	76:2	8	فَجَعَلْنَٰهُ	w-s076-a002-w008	76:2:8	one_to_one
t-s076-a002-w009	76:2	9	سَمِيعًۢا	w-s076-a002-w009	76:2:9	one_to_one
t-s076-a002-w010	76:2	10	بَصِيرًا	w-s076-a002-w010	76:2:10	one_to_one
t-s076-a003-w001	76:3	1	إِنَّا	w-s076-a003-w001	76:3:1	one_to_one
t-s076-a003-w002	76:3	2	هَدَيْنَٰهُ	w-s076-a003-w002	76:3:2	one_to_one
t-s076-a003-w003	76:3	3	ٱلسَّبِيلَ	w-s076-a003-w003	76:3:3	one_to_one
t-s076-a003-w004	76:3	4	إِمَّا	w-s076-a003-w004	76:3:4	one_to_one
t-s076-a003-w005	76:3	5	شَاكِرًۭا	w-s076-a003-w005	76:3:5	one_to_one
t-s076-a003-w006	76:3	6	وَإِمَّا	w-s076-a003-w006	76:3:6	one_to_one
t-s076-a003-w007	76:3	7	كَفُورًا	w-s076-a003-w007	76:3:7	one_to_one
t-s076-a004-w001	76:4	1	إِنَّآ	w-s076-a004-w001	76:4:1	one_to_one
t-s076-a004-w002	76:4	2	أَعْتَدْنَا	w-s076-a004-w002	76:4:2	one_to_one
t-s076-a004-w003	76:4	3	لِلْكَٰفِرِينَ	w-s076-a004-w003	76:4:3	one_to_one
t-s076-a004-w004	76:4	4	سَلَٰسِلَا۟	w-s076-a004-w004	76:4:4	one_to_one
t-s076-a004-w005	76:4	5	وَأَغْلَٰلًۭا	w-s076-a004-w005	76:4:5	one_to_one
t-s076-a004-w006	76:4	6	وَسَعِيرًا	w-s076-a004-w006	76:4:6	one_to_one
t-s076-a005-w001	76:5	1	إِنَّ	w-s076-a005-w001	76:5:1	one_to_one
t-s076-a005-w002	76:5	2	ٱلْأَبْرَارَ	w-s076-a005-w002	76:5:2	one_to_one
t-s076-a005-w003	76:5	3	يَشْرَبُونَ	w-s076-a005-w003	76:5:3	one_to_one
t-s076-a005-w004	76:5	4	مِن	w-s076-a005-w004	76:5:4	one_to_one
t-s076-a005-w005	76:5	5	كَأْسٍۢ	w-s076-a005-w005	76:5:5	one_to_one
t-s076-a005-w006	76:5	6	كَانَ	w-s076-a005-w006	76:5:6	one_to_one
t-s076-a005-w007	76:5	7	مِزَاجُهَا	w-s076-a005-w007	76:5:7	one_to_one
t-s076-a005-w008	76:5	8	كَافُورًا	w-s076-a005-w008	76:5:8	one_to_one
t-s076-a006-w001	76:6	1	عَيْنًۭا	w-s076-a006-w001	76:6:1	one_to_one
t-s076-a006-w002	76:6	2	يَشْرَبُ	w-s076-a006-w002	76:6:2	one_to_one
t-s076-a006-w003	76:6	3	بِهَا	w-s076-a006-w003	76:6:3	one_to_one
t-s076-a006-w004	76:6	4	عِبَادُ	w-s076-a006-w004	76:6:4	one_to_one
t-s076-a006-w005	76:6	5	ٱللَّهِ	w-s076-a006-w005	76:6:5	one_to_one
t-s076-a006-w006	76:6	6	يُفَجِّرُونَهَا	w-s076-a006-w006	76:6:6	one_to_one
t-s076-a006-w007	76:6	7	تَفْجِيرًۭا	w-s076-a006-w007	76:6:7	one_to_one
t-s076-a007-w001	76:7	1	يُوفُونَ	w-s076-a007-w001	76:7:1	one_to_one
t-s076-a007-w002	76:7	2	بِٱلنَّذْرِ	w-s076-a007-w002	76:7:2	one_to_one
t-s076-a007-w003	76:7	3	وَيَخَافُونَ	w-s076-a007-w003	76:7:3	one_to_one
t-s076-a007-w004	76:7	4	يَوْمًۭا	w-s076-a007-w004	76:7:4	one_to_one
t-s076-a007-w005	76:7	5	كَانَ	w-s076-a007-w005	76:7:5	one_to_one
t-s076-a007-w006	76:7	6	شَرُّهُۥ	w-s076-a007-w006	76:7:6	one_to_one
t-s076-a007-w007	76:7	7	مُسْتَطِيرًۭا	w-s076-a007-w007	76:7:7	one_to_one
t-s076-a008-w001	76:8	1	وَيُطْعِمُونَ	w-s076-a008-w001	76:8:1	one_to_one
t-s076-a008-w002	76:8	2	ٱلطَّعَامَ	w-s076-a008-w002	76:8:2	one_to_one
t-s076-a008-w003	76:8	3	عَلَىٰ	w-s076-a008-w003	76:8:3	one_to_one
t-s076-a008-w004	76:8	4	حُبِّهِۦ	w-s076-a008-w004	76:8:4	one_to_one
t-s076-a008-w005	76:8	5	مِسْكِينًۭا	w-s076-a008-w005	76:8:5	one_to_one
t-s076-a008-w006	76:8	6	وَيَتِيمًۭا	w-s076-a008-w006	76:8:6	one_to_one
t-s076-a008-w007	76:8	7	وَأَسِيرًا	w-s076-a008-w007	76:8:7	one_to_one
t-s076-a009-w001	76:9	1	إِنَّمَا	w-s076-a009-w001	76:9:1	one_to_one
t-s076-a009-w002	76:9	2	نُطْعِمُكُمْ	w-s076-a009-w002	76:9:2	one_to_one
t-s076-a009-w003	76:9	3	لِوَجْهِ	w-s076-a009-w003	76:9:3	one_to_one
t-s076-a009-w004	76:9	4	ٱللَّهِ	w-s076-a009-w004	76:9:4	one_to_one
t-s076-a009-w005	76:9	5	لَا	w-s076-a009-w005	76:9:5	one_to_one
t-s076-a009-w006	76:9	6	نُرِيدُ	w-s076-a009-w006	76:9:6	one_to_one
t-s076-a009-w007	76:9	7	مِنكُمْ	w-s076-a009-w007	76:9:7	one_to_one
t-s076-a009-w008	76:9	8	جَزَآءًۭ	w-s076-a009-w008	76:9:8	one_to_one
t-s076-a009-w009	76:9	9	وَلَا	w-s076-a009-w009	76:9:9	one_to_one
t-s076-a009-w010	76:9	10	شُكُورًا	w-s076-a009-w010	76:9:10	one_to_one
t-s076-a010-w001	76:10	1	إِنَّا	w-s076-a010-w001	76:10:1	one_to_one
t-s076-a010-w002	76:10	2	نَخَافُ	w-s076-a010-w002	76:10:2	one_to_one
t-s076-a010-w003	76:10	3	مِن	w-s076-a010-w003	76:10:3	one_to_one
t-s076-a010-w004	76:10	4	رَّبِّنَا	w-s076-a010-w004	76:10:4	one_to_one
t-s076-a010-w005	76:10	5	يَوْمًا	w-s076-a010-w005	76:10:5	one_to_one
t-s076-a010-w006	76:10	6	عَبُوسًۭا	w-s076-a010-w006	76:10:6	one_to_one
t-s076-a010-w007	76:10	7	قَمْطَرِيرًۭا	w-s076-a010-w007	76:10:7	one_to_one
t-s076-a011-w001	76:11	1	فَوَقَىٰهُمُ	w-s076-a011-w001	76:11:1	one_to_one
t-s076-a011-w002	76:11	2	ٱللَّهُ	w-s076-a011-w002	76:11:2	one_to_one
t-s076-a011-w003	76:11	3	شَرَّ	w-s076-a011-w003	76:11:3	one_to_one
t-s076-a011-w004	76:11	4	ذَٰلِكَ	w-s076-a011-w004	76:11:4	one_to_one
t-s076-a011-w005	76:11	5	ٱلْيَوْمِ	w-s076-a011-w005	76:11:5	one_to_one
t-s076-a011-w006	76:11	6	وَلَقَّىٰهُمْ	w-s076-a011-w006	76:11:6	one_to_one
t-s076-a011-w007	76:11	7	نَضْرَةًۭ	w-s076-a011-w007	76:11:7	one_to_one
t-s076-a011-w008	76:11	8	وَسُرُورًۭا	w-s076-a011-w008	76:11:8	one_to_one
t-s076-a012-w001	76:12	1	وَجَزَىٰهُم	w-s076-a012-w001	76:12:1	one_to_one
t-s076-a012-w002	76:12	2	بِمَا	w-s076-a012-w002	76:12:2	one_to_one
t-s076-a012-w003	76:12	3	صَبَرُوا۟	w-s076-a012-w003	76:12:3	one_to_one
t-s076-a012-w004	76:12	4	جَنَّةًۭ	w-s076-a012-w004	76:12:4	one_to_one
t-s076-a012-w005	76:12	5	وَحَرِيرًۭا	w-s076-a012-w005	76:12:5	one_to_one
t-s076-a013-w001	76:13	1	مُّتَّكِـِٔينَ	w-s076-a013-w001	76:13:1	one_to_one
t-s076-a013-w002	76:13	2	فِيهَا	w-s076-a013-w002	76:13:2	one_to_one
t-s076-a013-w003	76:13	3	عَلَى	w-s076-a013-w003	76:13:3	one_to_one
t-s076-a013-w004	76:13	4	ٱلْأَرَآئِكِ	w-s076-a013-w004	76:13:4	one_to_one
t-s076-a013-w005	76:13	5	لَا	w-s076-a013-w005	76:13:5	one_to_one
t-s076-a013-w006	76:13	6	يَرَوْنَ	w-s076-a013-w006	76:13:6	one_to_one
t-s076-a013-w007	76:13	7	فِيهَا	w-s076-a013-w007	76:13:7	one_to_one
t-s076-a013-w008	76:13	8	شَمْسًۭا	w-s076-a013-w008	76:13:8	one_to_one
t-s076-a013-w009	76:13	9	وَلَا	w-s076-a013-w009	76:13:9	one_to_one
t-s076-a013-w010	76:13	10	زَمْهَرِيرًۭا	w-s076-a013-w010	76:13:10	one_to_one
t-s076-a014-w001	76:14	1	وَدَانِيَةً	w-s076-a014-w001	76:14:1	one_to_one
t-s076-a014-w002	76:14	2	عَلَيْهِمْ	w-s076-a014-w002	76:14:2	one_to_one
t-s076-a014-w003	76:14	3	ظِلَٰلُهَا	w-s076-a014-w003	76:14:3	one_to_one
t-s076-a014-w004	76:14	4	وَذُلِّلَتْ	w-s076-a014-w004	76:14:4	one_to_one
t-s076-a014-w005	76:14	5	قُطُوفُهَا	w-s076-a014-w005	76:14:5	one_to_one
t-s076-a014-w006	76:14	6	تَذْلِيلًۭا	w-s076-a014-w006	76:14:6	one_to_one
t-s076-a015-w001	76:15	1	وَيُطَافُ	w-s076-a015-w001	76:15:1	one_to_one
