cooccurrence_id	ayah_ref	left_word_id	right_word_id	left_root	right_root	word_distance	root_distance_min	root_distance_max	local_pair_count	corpus_window_count	corpus_pair_count	source_pair_id
co-76_0-00001	76:0	w-s076-a000-w002	w-s076-a000-w003	ء ل ه	ر ح م	1	1	2	2	130	254	intra_ayah:1:1:root:1
co-76_0-00002	76:0	w-s076-a000-w002	w-s076-a000-w004	ء ل ه	ر ح م	2	1	2	2	130	254	intra_ayah:1:1:root:1
co-76_0-00003	76:0	w-s076-a000-w002	w-s076-a000-w001	ء ل ه	س م و	1	1	1	1	185	319	intra_ayah:1:1:root:2
co-76_0-00004	76:0	w-s076-a000-w003	w-s076-a000-w001	ر ح م	س م و	2	2	3	2	18	21	intra_ayah:1:1:root:3
co-76_0-00005	76:0	w-s076-a000-w004	w-s076-a000-w001	ر ح م	س م و	3	2	3	2	18	21	intra_ayah:1:1:root:3
co-76_1-00006	76:1	w-s076-a001-w002	w-s076-a001-w004	ء ت ي	ء ن س	2	1	1	1	10	13	intra_ayah:76:1:root:1
co-76_1-00007	76:1	w-s076-a001-w004	w-s076-a001-w010	ء ن س	ش ي ء	6	4	4	1	6	7	intra_ayah:76:1:root:10
co-76_1-00008	76:1	w-s076-a001-w004	w-s076-a001-w009	ء ن س	ك و ن	5	3	3	1	24	28	intra_ayah:76:1:root:11
co-76_1-00009	76:1	w-s076-a001-w005	w-s076-a001-w007	ح ي ن	د ه ر	2	1	1	1	1	1	intra_ayah:76:1:root:12
co-76_1-00010	76:1	w-s076-a001-w005	w-s076-a001-w011	ح ي ن	ذ ك ر	6	4	4	1	2	2	intra_ayah:76:1:root:13
co-76_1-00011	76:1	w-s076-a001-w005	w-s076-a001-w010	ح ي ن	ش ي ء	5	3	3	1	2	2	intra_ayah:76:1:root:14
co-76_1-00012	76:1	w-s076-a001-w005	w-s076-a001-w009	ح ي ن	ك و ن	4	2	2	1	5	5	intra_ayah:76:1:root:15
co-76_1-00013	76:1	w-s076-a001-w007	w-s076-a001-w011	د ه ر	ذ ك ر	4	3	3	1	1	1	intra_ayah:76:1:root:16
co-76_1-00014	76:1	w-s076-a001-w007	w-s076-a001-w010	د ه ر	ش ي ء	3	2	2	1	1	1	intra_ayah:76:1:root:17
co-76_1-00015	76:1	w-s076-a001-w007	w-s076-a001-w009	د ه ر	ك و ن	2	1	1	1	1	1	intra_ayah:76:1:root:18
co-76_1-00016	76:1	w-s076-a001-w011	w-s076-a001-w010	ذ ك ر	ش ي ء	1	1	1	1	22	28	intra_ayah:76:1:root:19
co-76_1-00017	76:1	w-s076-a001-w002	w-s076-a001-w005	ء ت ي	ح ي ن	3	2	2	1	3	4	intra_ayah:76:1:root:2
co-76_1-00018	76:1	w-s076-a001-w011	w-s076-a001-w009	ذ ك ر	ك و ن	2	2	2	1	50	70	intra_ayah:76:1:root:20
co-76_1-00019	76:1	w-s076-a001-w010	w-s076-a001-w009	ش ي ء	ك و ن	1	1	1	1	98	144	intra_ayah:76:1:root:21
co-76_1-00020	76:1	w-s076-a001-w002	w-s076-a001-w007	ء ت ي	د ه ر	5	3	3	1	1	1	intra_ayah:76:1:root:3
co-76_1-00021	76:1	w-s076-a001-w002	w-s076-a001-w011	ء ت ي	ذ ك ر	9	6	6	1	22	29	intra_ayah:76:1:root:4
co-76_1-00022	76:1	w-s076-a001-w002	w-s076-a001-w010	ء ت ي	ش ي ء	8	5	5	1	52	72	intra_ayah:76:1:root:5
co-76_1-00023	76:1	w-s076-a001-w002	w-s076-a001-w009	ء ت ي	ك و ن	7	4	4	1	122	164	intra_ayah:76:1:root:6
co-76_1-00024	76:1	w-s076-a001-w004	w-s076-a001-w005	ء ن س	ح ي ن	1	1	1	1	1	1	intra_ayah:76:1:root:7
co-76_1-00025	76:1	w-s076-a001-w004	w-s076-a001-w007	ء ن س	د ه ر	3	2	2	1	1	1	intra_ayah:76:1:root:8
co-76_1-00026	76:1	w-s076-a001-w004	w-s076-a001-w011	ء ن س	ذ ك ر	7	5	5	1	6	7	intra_ayah:76:1:root:9
co-76_2-00027	76:2	w-s076-a002-w003	w-s076-a002-w010	ء ن س	ب ص ر	7	6	6	1	3	3	intra_ayah:76:2:root:1
co-76_2-00028	76:2	w-s076-a002-w010	w-s076-a002-w002	ب ص ر	خ ل ق	8	7	7	1	6	10	intra_ayah:76:2:root:10
co-76_2-00029	76:2	w-s076-a002-w010	w-s076-a002-w009	ب ص ر	س م ع	1	1	1	1	37	43	intra_ayah:76:2:root:11
co-76_2-00030	76:2	w-s076-a002-w010	w-s076-a002-w006	ب ص ر	م ش ج	4	4	4	1	1	1	intra_ayah:76:2:root:12
co-76_2-00031	76:2	w-s076-a002-w010	w-s076-a002-w005	ب ص ر	ن ط ف	5	5	5	1	1	1	intra_ayah:76:2:root:13
co-76_2-00032	76:2	w-s076-a002-w007	w-s076-a002-w008	ب ل و	ج ع ل	1	1	1	1	5	6	intra_ayah:76:2:root:14
co-76_2-00033	76:2	w-s076-a002-w007	w-s076-a002-w002	ب ل و	خ ل ق	5	4	4	1	3	3	intra_ayah:76:2:root:15
co-76_2-00034	76:2	w-s076-a002-w007	w-s076-a002-w009	ب ل و	س م ع	2	2	2	1	3	4	intra_ayah:76:2:root:16
co-76_2-00035	76:2	w-s076-a002-w007	w-s076-a002-w006	ب ل و	م ش ج	1	1	1	1	1	1	intra_ayah:76:2:root:17
co-76_2-00036	76:2	w-s076-a002-w007	w-s076-a002-w005	ب ل و	ن ط ف	2	2	2	1	1	1	intra_ayah:76:2:root:18
co-76_2-00037	76:2	w-s076-a002-w008	w-s076-a002-w002	ج ع ل	خ ل ق	6	5	5	1	20	32	intra_ayah:76:2:root:19
