word_id	morpheme_ids	root_id	binding_status
w-s076-a000-w001	m-w-s076-a000-w001-02	root_000745	resolved_source_exact
w-s076-a000-w002	m-w-s076-a000-w002-01	root_000047	resolved_normalized_exact
w-s076-a000-w003	m-w-s076-a000-w003-02	root_000552	resolved_source_exact
w-s076-a000-w004	m-w-s076-a000-w004-02	root_000552	resolved_source_exact
w-s076-a001-w002	m-w-s076-a001-w002-01	root_000009	resolved_normalized_exact
w-s076-a001-w004	m-w-s076-a001-w004-02	root_000059	resolved_normalized_exact
w-s076-a001-w005	m-w-s076-a001-w005-01	root_000382	resolved_source_exact
w-s076-a001-w007	m-w-s076-a001-w007-02	root_000494	resolved_source_exact
w-s076-a001-w009	m-w-s076-a001-w009-01	root_001332	resolved_source_exact
w-s076-a001-w010	m-w-s076-a001-w010-01	root_000831	resolved_source_exact
w-s076-a001-w011	m-w-s076-a001-w011-01	root_000516	resolved_source_exact
w-s076-a002-w002	m-w-s076-a002-w002-01	root_000434	resolved_source_exact
w-s076-a002-w003	m-w-s076-a002-w003-02	root_000059	resolved_normalized_exact
w-s076-a002-w005	m-w-s076-a002-w005-01	root_001518	resolved_source_exact
w-s076-a002-w006	m-w-s076-a002-w006-01	root_001426	resolved_source_exact
w-s076-a002-w007	m-w-s076-a002-w007-01	root_000153	resolved_source_exact
w-s076-a002-w008	m-w-s076-a002-w008-02	root_000248	resolved_source_exact
w-s076-a002-w009	m-w-s076-a002-w009-01	root_000741	resolved_source_exact
w-s076-a002-w010	m-w-s076-a002-w010-01	root_000121	resolved_source_exact
w-s076-a003-w002	m-w-s076-a003-w002-01	root_001583	resolved_source_exact
w-s076-a003-w003	m-w-s076-a003-w003-02	root_000672	resolved_source_exact
w-s076-a003-w005	m-w-s076-a003-w005-01	root_000810	resolved_source_exact
w-s076-a003-w007	m-w-s076-a003-w007-01	root_001307	resolved_source_exact
w-s076-a004-w002	m-w-s076-a004-w002-01	root_000978	resolved_source_exact
w-s076-a004-w003	m-w-s076-a004-w003-03	root_001307	resolved_source_exact
w-s076-a004-w004	m-w-s076-a004-w004-01	root_000731	resolved_source_exact
w-s076-a004-w005	m-w-s076-a004-w005-02	root_001102	resolved_source_exact
w-s076-a004-w006	m-w-s076-a004-w006-02	root_000708	resolved_source_exact
w-s076-a005-w002	m-w-s076-a005-w002-02	root_000104	resolved_source_exact
