word_id	ayah_ref	qac_ayah_ref	word_index	qac_word_ref	surface_ar	lemma_ar	root	pos	aspect	mood	voice	measure	morphology_summary
w-s016-a000-w001	16:0	1:1	1	1:1:1	بِسْمِ	ٱسْم	س م و	N					PREFIX|bi+ | STEM|POS:N|LEM:{som|ROOT:smw|M|GEN
w-s016-a000-w002	16:0	1:1	2	1:1:2	ٱللَّهِ	ٱللَّه	ء ل ه	PN					STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN
w-s016-a000-w003	16:0	1:1	3	1:1:3	ٱلرَّحْمَٰنِ	رَّحْمَٰن	ر ح م	ADJ					PREFIX|Al+ | STEM|POS:ADJ|LEM:r~aHoma`n|ROOT:rHm|MS|GEN
w-s016-a000-w004	16:0	1:1	4	1:1:4	ٱلرَّحِيمِ	رَّحِيم	ر ح م	ADJ					PREFIX|Al+ | STEM|POS:ADJ|LEM:r~aHiym|ROOT:rHm|MS|GEN
w-s016-a001-w001	16:1	16:1	1	16:1:1	أَتَىٰٓ	أَتَى	ء ت ي	V	PERF				STEM|POS:V|PERF|LEM:>ataY|ROOT:Aty|3MS
w-s016-a001-w002	16:1	16:1	2	16:1:2	أَمْرُ	أَمْر	ء م ر	N					STEM|POS:N|LEM:>amor|ROOT:Amr|M|NOM
w-s016-a001-w003	16:1	16:1	3	16:1:3	ٱللَّهِ	ٱللَّه	ء ل ه	PN					STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN
w-s016-a001-w004	16:1	16:1	4	16:1:4	فَلَا	لَا		PRO					PREFIX|f:REM+ | STEM|POS:PRO|LEM:laA
w-s016-a001-w005	16:1	16:1	5	16:1:5	تَسْتَعْجِلُوهُ	ٱسْتَعْجَلَ	ع ج ل	V	IMPF	JUS		X	STEM|POS:V|IMPF|(X)|LEM:{sotaEojala|ROOT:Ejl|2MP|MOOD:JUS | SUFFIX|PRON:2MP | SUFFIX|PRON:3MS
w-s016-a001-w006	16:1	16:1	6	16:1:6	سُبْحَٰنَهُۥ	سُبْحَٰن	س ب ح	N					STEM|POS:N|LEM:suboHa`n|ROOT:sbH|M|ACC | SUFFIX|PRON:3MS
w-s016-a001-w007	16:1	16:1	7	16:1:7	وَتَعَٰلَىٰ	تَعَٰلَىٰ	ع ل و	V	PERF				PREFIX|w:CONJ+ | STEM|POS:V|PERF|LEM:taEa`laY`|ROOT:Elw|3MS
w-s016-a001-w008	16:1	16:1	8	16:1:8	عَمَّا	عَن;مَا		P;REL					STEM|POS:P|LEM:Ean | STEM|POS:REL|LEM:maA
w-s016-a001-w009	16:1	16:1	9	16:1:9	يُشْرِكُونَ	أَشْرَكَ	ش ر ك	V	IMPF			IV	STEM|POS:V|IMPF|(IV)|LEM:>a$oraka|ROOT:$rk|3MP | SUFFIX|PRON:3MP
w-s016-a002-w001	16:2	16:2	1	16:2:1	يُنَزِّلُ	نَزَّلَ	ن ز ل	V	IMPF			II	STEM|POS:V|IMPF|(II)|LEM:naz~ala|ROOT:nzl|3MS
w-s016-a002-w002	16:2	16:2	2	16:2:2	ٱلْمَلَٰٓئِكَةَ	مَلَك	م ل ك	N					PREFIX|Al+ | STEM|POS:N|LEM:malak|ROOT:mlk|MP|ACC
w-s016-a002-w003	16:2	16:2	3	16:2:3	بِٱلرُّوحِ	رُوح	ر و ح	N					PREFIX|bi+ | PREFIX|Al+ | STEM|POS:N|LEM:ruwH|ROOT:rwH|M|GEN
w-s016-a002-w004	16:2	16:2	4	16:2:4	مِنْ	مِن		P					STEM|POS:P|LEM:min
w-s016-a002-w005	16:2	16:2	5	16:2:5	أَمْرِهِۦ	أَمْر	ء م ر	N					STEM|POS:N|LEM:>amor|ROOT:Amr|M|GEN | SUFFIX|PRON:3MS
w-s016-a002-w006	16:2	16:2	6	16:2:6	عَلَىٰ	عَلَىٰ		P					STEM|POS:P|LEM:EalaY`
w-s016-a002-w007	16:2	16:2	7	16:2:7	مَن	مَن		REL					STEM|POS:REL|LEM:man
w-s016-a002-w008	16:2	16:2	8	16:2:8	يَشَآءُ	شَآءَ	ش ي ء	V	IMPF				STEM|POS:V|IMPF|LEM:$aA^'a|ROOT:$yA|3MS
w-s016-a002-w009	16:2	16:2	9	16:2:9	مِنْ	مِن		P					STEM|POS:P|LEM:min
w-s016-a002-w010	16:2	16:2	10	16:2:10	عِبَادِهِۦٓ	عَبْد	ع ب د	N					STEM|POS:N|LEM:Eabod|ROOT:Ebd|MP|GEN | SUFFIX|PRON:3MS
w-s016-a002-w011	16:2	16:2	11	16:2:11	أَنْ	أَن		SUB					STEM|POS:SUB|LEM:>an
w-s016-a002-w012	16:2	16:2	12	16:2:12	أَنذِرُوٓا۟	أَنذَرَ	ن ذ ر	V	IMPV			IV	STEM|POS:V|IMPV|(IV)|LEM:>an*ara|ROOT:n*r|2MP | SUFFIX|PRON:2MP
w-s016-a002-w013	16:2	16:2	13	16:2:13	أَنَّهُۥ	أَنّ		ACC					STEM|POS:ACC|LEM:>an~|SP:<in~ | SUFFIX|PRON:3MS
w-s016-a002-w014	16:2	16:2	14	16:2:14	لَآ	لَا		NEG					STEM|POS:NEG|LEM:laA
w-s016-a002-w015	16:2	16:2	15	16:2:15	إِلَٰهَ	إِلَٰه	ء ل ه	N					STEM|POS:N|LEM:<ila`h|ROOT:Alh|MS|ACC
w-s016-a002-w016	16:2	16:2	16	16:2:16	إِلَّآ	إِلَّا		RES					STEM|POS:RES|LEM:<il~aA
w-s016-a002-w017	16:2	16:2	17	16:2:17	أَنَا۠			PRON					STEM|POS:PRON|1S
w-s016-a002-w018	16:2	16:2	18	16:2:18	فَٱتَّقُونِ	ٱتَّقَىٰ	و ق ي	V	IMPV			VIII	PREFIX|f:REM+ | STEM|POS:V|IMPV|(VIII)|LEM:{t~aqaY`|ROOT:wqy|2MP | SUFFIX|PRON:2MP | SUFFIX|PRON:1S
w-s016-a003-w001	16:3	16:3	1	16:3:1	خَلَقَ	خَلَقَ	خ ل ق	V	PERF				STEM|POS:V|PERF|LEM:xalaqa|ROOT:xlq|3MS
w-s016-a003-w002	16:3	16:3	2	16:3:2	ٱلسَّمَٰوَٰتِ	سَمَآء	س م و	N					PREFIX|Al+ | STEM|POS:N|LEM:samaA^'|ROOT:smw|FP|GEN
w-s016-a003-w003	16:3	16:3	3	16:3:3	وَٱلْأَرْضَ	أَرْض	ء ر ض	N					PREFIX|w:CONJ+ | PREFIX|Al+ | STEM|POS:N|LEM:>aroD|ROOT:ArD|F|ACC
w-s016-a003-w004	16:3	16:3	4	16:3:4	بِٱلْحَقِّ	حَقّ	ح ق ق	N					PREFIX|bi+ | PREFIX|Al+ | STEM|POS:N|LEM:Haq~|ROOT:Hqq|M|GEN
w-s016-a003-w005	16:3	16:3	5	16:3:5	تَعَٰلَىٰ	تَعَٰلَىٰ	ع ل و	V	PERF				STEM|POS:V|PERF|LEM:taEa`laY`|ROOT:Elw|3MS
w-s016-a003-w006	16:3	16:3	6	16:3:6	عَمَّا	عَن;مَا		P;REL					STEM|POS:P|LEM:Ean | STEM|POS:REL|LEM:maA
w-s016-a003-w007	16:3	16:3	7	16:3:7	يُشْرِكُونَ	أَشْرَكَ	ش ر ك	V	IMPF			IV	STEM|POS:V|IMPF|(IV)|LEM:>a$oraka|ROOT:$rk|3MP | SUFFIX|PRON:3MP
w-s016-a004-w001	16:4	16:4	1	16:4:1	خَلَقَ	خَلَقَ	خ ل ق	V	PERF				STEM|POS:V|PERF|LEM:xalaqa|ROOT:xlq|3MS
w-s016-a004-w002	16:4	16:4	2	16:4:2	ٱلْإِنسَٰنَ	إِنسَٰن	ء ن س	N					PREFIX|Al+ | STEM|POS:N|LEM:<insa`n|ROOT:Ans|M|ACC
w-s016-a004-w003	16:4	16:4	3	16:4:3	مِن	مِن		P					STEM|POS:P|LEM:min
w-s016-a004-w004	16:4	16:4	4	16:4:4	نُّطْفَةٍ	نُّطْفَة	ن ط ف	N					STEM|POS:N|LEM:n~uTofap|ROOT:nTf|F|INDEF|GEN
w-s016-a004-w005	16:4	16:4	5	16:4:5	فَإِذَا	إِذَا		T					PREFIX|f:REM+ | STEM|POS:T|LEM:<i*aA
w-s016-a004-w006	16:4	16:4	6	16:4:6	هُوَ			PRON					STEM|POS:PRON|3MS
w-s016-a004-w007	16:4	16:4	7	16:4:7	خَصِيمٌ	خَصِيم	خ ص م	N					STEM|POS:N|LEM:xaSiym|ROOT:xSm|MS|INDEF|NOM
w-s016-a004-w008	16:4	16:4	8	16:4:8	مُّبِينٌ	مُّبِين	ب ي ن	N			ACT	IV	STEM|POS:N|ACT|PCPL|(IV)|LEM:m~ubiyn|ROOT:byn|M|INDEF|NOM
w-s016-a005-w001	16:5	16:5	1	16:5:1	وَٱلْأَنْعَٰمَ	نَّعَم	ن ع م	N					PREFIX|w:CONJ+ | PREFIX|Al+ | STEM|POS:N|LEM:n~aEam|ROOT:nEm|MP|ACC
w-s016-a005-w002	16:5	16:5	2	16:5:2	خَلَقَهَا	خَلَقَ	خ ل ق	V	PERF				STEM|POS:V|PERF|LEM:xalaqa|ROOT:xlq|3MS | SUFFIX|PRON:3FS
w-s016-a005-w003	16:5	16:5	3	16:5:3	لَكُمْ			PRON					PREFIX|l:P+ | STEM|POS:PRON|2MP
w-s016-a005-w004	16:5	16:5	4	16:5:4	فِيهَا	فِى		P					STEM|POS:P|LEM:fiY | SUFFIX|PRON:3FS
w-s016-a005-w005	16:5	16:5	5	16:5:5	دِفْءٌ	دِفْء	د ف ء	N					STEM|POS:N|LEM:difo'|ROOT:dfA|M|INDEF|NOM
w-s016-a005-w006	16:5	16:5	6	16:5:6	وَمَنَٰفِعُ	مَنَٰفِع	ن ف ع	N					PREFIX|w:CONJ+ | STEM|POS:N|LEM:mana`fiE|ROOT:nfE|FP|NOM
w-s016-a005-w007	16:5	16:5	7	16:5:7	وَمِنْهَا	مِن		P					PREFIX|w:CONJ+ | STEM|POS:P|LEM:min | SUFFIX|PRON:3FS
w-s016-a005-w008	16:5	16:5	8	16:5:8	تَأْكُلُونَ	أَكَلَ	ء ك ل	V	IMPF				STEM|POS:V|IMPF|LEM:>akala|ROOT:Akl|2MP | SUFFIX|PRON:2MP
w-s016-a006-w001	16:6	16:6	1	16:6:1	وَلَكُمْ			PRON					PREFIX|w:CONJ+ | PREFIX|l:P+ | STEM|POS:PRON|2MP
w-s016-a006-w002	16:6	16:6	2	16:6:2	فِيهَا	فِى		P					STEM|POS:P|LEM:fiY | SUFFIX|PRON:3FS
w-s016-a006-w003	16:6	16:6	3	16:6:3	جَمَالٌ	جَمَال	ج م ل	N					STEM|POS:N|LEM:jamaAl|ROOT:jml|M|INDEF|NOM
w-s016-a006-w004	16:6	16:6	4	16:6:4	حِينَ	حِين	ح ي ن	N					STEM|POS:N|LEM:Hiyn|ROOT:Hyn|M|ACC
w-s016-a006-w005	16:6	16:6	5	16:6:5	تُرِيحُونَ	تُرِيحُ	ر و ح	V	IMPF			IV	STEM|POS:V|IMPF|(IV)|LEM:turiyHu|ROOT:rwH|2MP | SUFFIX|PRON:2MP
w-s016-a006-w006	16:6	16:6	6	16:6:6	وَحِينَ	حِين	ح ي ن	N					PREFIX|w:CONJ+ | STEM|POS:N|LEM:Hiyn|ROOT:Hyn|M|ACC
w-s016-a006-w007	16:6	16:6	7	16:6:7	تَسْرَحُونَ	تَسْرَحُ	س ر ح	V	IMPF				STEM|POS:V|IMPF|LEM:tasoraHu|ROOT:srH|2MP | SUFFIX|PRON:2MP
w-s016-a007-w001	16:7	16:7	1	16:7:1	وَتَحْمِلُ	حَمَلَ	ح م ل	V	IMPF				PREFIX|w:CONJ+ | STEM|POS:V|IMPF|LEM:Hamala|ROOT:Hml|3FS
w-s016-a007-w002	16:7	16:7	2	16:7:2	أَثْقَالَكُمْ	ثَّقَلَان	ث ق ل	N					STEM|POS:N|LEM:v~aqalaAn|ROOT:vql|MP|ACC | SUFFIX|PRON:2MP
w-s016-a007-w003	16:7	16:7	3	16:7:3	إِلَىٰ	إِلَىٰ		P					STEM|POS:P|LEM:<ilaY`
w-s016-a007-w004	16:7	16:7	4	16:7:4	بَلَدٍ	بَلَد	ب ل د	N					STEM|POS:N|LEM:balad|ROOT:bld|M|INDEF|GEN
w-s016-a007-w005	16:7	16:7	5	16:7:5	لَّمْ	لَم		NEG					STEM|POS:NEG|LEM:lam
w-s016-a007-w006	16:7	16:7	6	16:7:6	تَكُونُوا۟	كَانَ	ك و ن	V	IMPF	JUS			STEM|POS:V|IMPF|LEM:kaAna|ROOT:kwn|SP:kaAn|2MP|MOOD:JUS | SUFFIX|PRON:2MP
w-s016-a007-w007	16:7	16:7	7	16:7:7	بَٰلِغِيهِ	بَٰلِغ	ب ل غ	N			ACT		STEM|POS:N|ACT|PCPL|LEM:ba`lig|ROOT:blg|MP|NOM | SUFFIX|PRON:3MS
w-s016-a007-w008	16:7	16:7	8	16:7:8	إِلَّا	إِلَّا		RES					STEM|POS:RES|LEM:<il~aA
w-s016-a007-w009	16:7	16:7	9	16:7:9	بِشِقِّ	شِقّ	ش ق ق	N					PREFIX|bi+ | STEM|POS:N|LEM:$iq~|ROOT:$qq|M|GEN
