cooccurrence_id	ayah_ref	left_word_id	right_word_id	left_root	right_root	word_distance	root_distance_min	root_distance_max	local_pair_count	corpus_window_count	corpus_pair_count	source_pair_id
co-100_0-00001	100:0	w-s100-a000-w002	w-s100-a000-w003	ء ل ه	ر ح م	1	1	2	2	130	254	intra_ayah:1:1:root:1
co-100_0-00002	100:0	w-s100-a000-w002	w-s100-a000-w004	ء ل ه	ر ح م	2	1	2	2	130	254	intra_ayah:1:1:root:1
co-100_0-00003	100:0	w-s100-a000-w002	w-s100-a000-w001	ء ل ه	س م و	1	1	1	1	185	319	intra_ayah:1:1:root:2
co-100_0-00004	100:0	w-s100-a000-w003	w-s100-a000-w001	ر ح م	س م و	2	2	3	2	18	21	intra_ayah:1:1:root:3
co-100_0-00005	100:0	w-s100-a000-w004	w-s100-a000-w001	ر ح م	س م و	3	2	3	2	18	21	intra_ayah:1:1:root:3
co-100_1-00006	100:1	w-s100-a001-w002	w-s100-a001-w001	ض ب ح	ع د و	1	1	1	1	1	1	intra_ayah:100:1:root:1
co-100_2-00007	100:2	w-s100-a002-w002	w-s100-a002-w001	ق د ح	و ر ي	1	1	1	1	1	1	intra_ayah:100:2:root:1
co-100_3-00008	100:3	w-s100-a003-w002	w-s100-a003-w001	ص ب ح	غ ي ر	1	1	1	1	1	1	intra_ayah:100:3:root:1
co-100_4-00009	100:4	w-s100-a004-w001	w-s100-a004-w003	ث و ر	ن ق ع	2	1	1	1	1	1	intra_ayah:100:4:root:1
co-100_5-00010	100:5	w-s100-a005-w003	w-s100-a005-w001	ج م ع	و س ط	2	1	1	1	1	1	intra_ayah:100:5:root:1
co-100_6-00011	100:6	w-s100-a006-w002	w-s100-a006-w003	ء ن س	ر ب ب	1	1	1	1	12	16	intra_ayah:100:6:root:1
co-100_6-00012	100:6	w-s100-a006-w002	w-s100-a006-w004	ء ن س	ك ن د	2	2	2	1	1	1	intra_ayah:100:6:root:2
co-100_6-00013	100:6	w-s100-a006-w003	w-s100-a006-w004	ر ب ب	ك ن د	1	1	1	1	1	1	intra_ayah:100:6:root:3
co-100_8-00014	100:8	w-s100-a008-w002	w-s100-a008-w003	ح ب ب	خ ي ر	1	1	1	1	3	4	intra_ayah:100:8:root:1
co-100_8-00015	100:8	w-s100-a008-w002	w-s100-a008-w004	ح ب ب	ش د د	2	2	2	1	2	7	intra_ayah:100:8:root:2
co-100_8-00016	100:8	w-s100-a008-w003	w-s100-a008-w004	خ ي ر	ش د د	1	1	1	1	3	3	intra_ayah:100:8:root:3
co-100_9-00017	100:9	w-s100-a009-w004	w-s100-a009-w002	ب ع ث ر	ع ل م	2	1	1	1	1	1	intra_ayah:100:9:root:1
co-100_9-00018	100:9	w-s100-a009-w004	w-s100-a009-w007	ب ع ث ر	ق ب ر	3	1	1	1	2	2	intra_ayah:100:9:root:2
co-100_9-00019	100:9	w-s100-a009-w002	w-s100-a009-w007	ع ل م	ق ب ر	5	2	2	1	1	1	intra_ayah:100:9:root:3
co-100_10-00020	100:10	w-s100-a010-w001	w-s100-a010-w004	ح ص ل	ص د ر	3	1	1	1	1	1	intra_ayah:100:10:root:1
co-100_11-00021	100:11	w-s100-a011-w005	w-s100-a011-w002	خ ب ر	ر ب ب	3	1	1	1	5	5	intra_ayah:100:11:root:1
