cooccurrence_id	ayah_ref	left_word_id	right_word_id	left_root	right_root	word_distance	root_distance_min	root_distance_max	local_pair_count	corpus_window_count	corpus_pair_count	source_pair_id
co-91_0-00001	91:0	w-s091-a000-w002	w-s091-a000-w003	ء ل ه	ر ح م	1	1	2	2	130	254	intra_ayah:1:1:root:1
co-91_0-00002	91:0	w-s091-a000-w002	w-s091-a000-w004	ء ل ه	ر ح م	2	1	2	2	130	254	intra_ayah:1:1:root:1
co-91_0-00003	91:0	w-s091-a000-w002	w-s091-a000-w001	ء ل ه	س م و	1	1	1	1	185	319	intra_ayah:1:1:root:2
co-91_0-00004	91:0	w-s091-a000-w003	w-s091-a000-w001	ر ح م	س م و	2	2	3	2	18	21	intra_ayah:1:1:root:3
co-91_0-00005	91:0	w-s091-a000-w004	w-s091-a000-w001	ر ح م	س م و	3	2	3	2	18	21	intra_ayah:1:1:root:3
co-91_1-00006	91:1	w-s091-a001-w001	w-s091-a001-w002	ش م س	ض ح و	1	1	1	1	1	1	intra_ayah:91:1:root:1
co-91_2-00007	91:2	w-s091-a002-w003	w-s091-a002-w001	ت ل و	ق م ر	2	1	1	1	1	1	intra_ayah:91:2:root:1
co-91_3-00008	91:3	w-s091-a003-w003	w-s091-a003-w001	ج ل و	ن ه ر	2	1	1	1	2	2	intra_ayah:91:3:root:1
co-91_4-00009	91:4	w-s091-a004-w003	w-s091-a004-w001	غ ش و	ل ي ل	2	1	1	1	5	5	intra_ayah:91:4:root:1
co-91_5-00010	91:5	w-s091-a005-w003	w-s091-a005-w001	ب ن ي	س م و	2	1	1	1	14	17	intra_ayah:91:5:root:1
co-91_6-00011	91:6	w-s091-a006-w001	w-s091-a006-w003	ء ر ض	ط ح و	2	1	1	1	1	1	intra_ayah:91:6:root:1
co-91_7-00012	91:7	w-s091-a007-w003	w-s091-a007-w001	س و ي	ن ف س	2	1	1	1	4	7	intra_ayah:91:7:root:1
co-91_8-00013	91:8	w-s091-a008-w002	w-s091-a008-w001	ف ج ر	ل ه م	1	1	1	1	1	1	intra_ayah:91:8:root:1
co-91_8-00014	91:8	w-s091-a008-w002	w-s091-a008-w003	ف ج ر	و ق ي	1	1	1	1	3	3	intra_ayah:91:8:root:2
co-91_8-00015	91:8	w-s091-a008-w001	w-s091-a008-w003	ل ه م	و ق ي	2	2	2	1	1	1	intra_ayah:91:8:root:3
co-91_9-00016	91:9	w-s091-a009-w004	w-s091-a009-w002	ز ك و	ف ل ح	2	1	1	1	2	2	intra_ayah:91:9:root:1
co-91_10-00017	91:10	w-s091-a010-w002	w-s091-a010-w004	خ ي ب	د س و	2	1	1	1	1	1	intra_ayah:91:10:root:1
co-91_11-00018	91:11	w-s091-a011-w003	w-s091-a011-w001	ط غ ي	ك ذ ب	2	1	1	1	2	2	intra_ayah:91:11:root:1
co-91_12-00019	91:12	w-s091-a012-w002	w-s091-a012-w003	ب ع ث	ش ق و	1	1	1	1	1	1	intra_ayah:91:12:root:1
co-91_13-00020	91:13	w-s091-a013-w004	w-s091-a013-w003	ء ل ه	ر س ل	1	1	3	2	211	488	intra_ayah:91:13:root:1
co-91_13-00021	91:13	w-s091-a013-w006	w-s091-a013-w003	ء ل ه	ر س ل	3	1	3	2	211	488	intra_ayah:91:13:root:1
co-91_13-00022	91:13	w-s091-a013-w001	w-s091-a013-w005	ق و ل	ن و ق	4	3	3	1	4	4	intra_ayah:91:13:root:10
co-91_13-00023	91:13	w-s091-a013-w004	w-s091-a013-w007	ء ل ه	س ق ي	3	1	3	2	3	7	intra_ayah:91:13:root:2
co-91_13-00024	91:13	w-s091-a013-w006	w-s091-a013-w007	ء ل ه	س ق ي	1	1	3	2	3	7	intra_ayah:91:13:root:2
co-91_13-00025	91:13	w-s091-a013-w004	w-s091-a013-w001	ء ل ه	ق و ل	3	2	4	2	514	1188	intra_ayah:91:13:root:3
co-91_13-00026	91:13	w-s091-a013-w006	w-s091-a013-w001	ء ل ه	ق و ل	5	2	4	2	514	1188	intra_ayah:91:13:root:3
co-91_13-00027	91:13	w-s091-a013-w004	w-s091-a013-w005	ء ل ه	ن و ق	1	1	1	2	3	8	intra_ayah:91:13:root:4
co-91_13-00028	91:13	w-s091-a013-w006	w-s091-a013-w005	ء ل ه	ن و ق	1	1	1	2	3	8	intra_ayah:91:13:root:4
co-91_13-00029	91:13	w-s091-a013-w003	w-s091-a013-w007	ر س ل	س ق ي	4	4	4	1	2	2	intra_ayah:91:13:root:5
co-91_13-00030	91:13	w-s091-a013-w003	w-s091-a013-w001	ر س ل	ق و ل	2	1	1	1	120	181	intra_ayah:91:13:root:6
co-91_13-00031	91:13	w-s091-a013-w003	w-s091-a013-w005	ر س ل	ن و ق	2	2	2	1	4	5	intra_ayah:91:13:root:7
co-91_13-00032	91:13	w-s091-a013-w007	w-s091-a013-w001	س ق ي	ق و ل	6	5	5	1	6	12	intra_ayah:91:13:root:8
co-91_13-00033	91:13	w-s091-a013-w007	w-s091-a013-w005	س ق ي	ن و ق	2	2	2	1	1	1	intra_ayah:91:13:root:9
co-91_14-00034	91:14	w-s091-a014-w003	w-s091-a014-w006	د م د م	ذ ن ب	3	2	2	1	1	1	intra_ayah:91:14:root:1
co-91_14-00035	91:14	w-s091-a014-w005	w-s091-a014-w007	ر ب ب	س و ي	2	2	2	1	12	16	intra_ayah:91:14:root:10
co-91_14-00036	91:14	w-s091-a014-w005	w-s091-a014-w002	ر ب ب	ع ق ر	3	2	2	1	4	4	intra_ayah:91:14:root:11
co-91_14-00037	91:14	w-s091-a014-w005	w-s091-a014-w001	ر ب ب	ك ذ ب	4	3	3	1	48	58	intra_ayah:91:14:root:12
co-91_14-00038	91:14	w-s091-a014-w007	w-s091-a014-w002	س و ي	ع ق ر	5	4	4	1	1	1	intra_ayah:91:14:root:13
co-91_14-00039	91:14	w-s091-a014-w007	w-s091-a014-w001	س و ي	ك ذ ب	6	5	5	1	1	1	intra_ayah:91:14:root:14
