word_id	morpheme_ids	root_id	binding_status
w-s091-a000-w001	m-w-s091-a000-w001-02	root_000745	resolved_source_exact
w-s091-a000-w002	m-w-s091-a000-w002-01	root_000047	resolved_normalized_exact
w-s091-a000-w003	m-w-s091-a000-w003-02	root_000552	resolved_source_exact
w-s091-a000-w004	m-w-s091-a000-w004-02	root_000552	resolved_source_exact
w-s091-a001-w001	m-w-s091-a001-w001-03	root_000818	resolved_source_exact
w-s091-a001-w002	m-w-s091-a001-w002-02	root_000904	resolved_source_exact
w-s091-a002-w001	m-w-s091-a002-w001-03	root_001255	resolved_source_exact
w-s091-a002-w003	m-w-s091-a002-w003-01	root_000186	resolved_source_exact
w-s091-a003-w001	m-w-s091-a003-w001-03	root_001559	resolved_source_exact
w-s091-a003-w003	m-w-s091-a003-w003-01	root_000256	resolved_source_exact
w-s091-a004-w001	m-w-s091-a004-w001-03	root_001392	resolved_source_exact
w-s091-a004-w003	m-w-s091-a004-w003-01	root_001088	resolved_source_exact
w-s091-a005-w001	m-w-s091-a005-w001-03	root_000745	resolved_source_exact
w-s091-a005-w003	m-w-s091-a005-w003-01	root_000156	resolved_source_exact
w-s091-a006-w001	m-w-s091-a006-w001-03	root_000025	resolved_normalized_exact
w-s091-a006-w003	m-w-s091-a006-w003-01	root_000928	resolved_source_exact
w-s091-a007-w001	m-w-s091-a007-w001-02	root_001533	resolved_source_exact
w-s091-a007-w003	m-w-s091-a007-w003-01	root_000766	resolved_source_exact
w-s091-a008-w001	m-w-s091-a008-w001-02	root_001381	resolved_source_exact
w-s091-a008-w002	m-w-s091-a008-w002-01	root_001132	resolved_source_exact
w-s091-a008-w003	m-w-s091-a008-w003-02	root_001677	resolved_source_exact
w-s091-a009-w002	m-w-s091-a009-w002-01	root_001175	resolved_source_exact
w-s091-a009-w004	m-w-s091-a009-w004-01	root_000637	resolved_source_exact
w-s091-a010-w002	m-w-s091-a010-w002-01	root_000451	resolved_source_exact
w-s091-a010-w004	m-w-s091-a010-w004-01	root_000476	resolved_source_exact
w-s091-a011-w001	m-w-s091-a011-w001-01	root_001290	resolved_source_exact
w-s091-a011-w003	m-w-s091-a011-w003-02	root_000937	resolved_source_exact
w-s091-a012-w002	m-w-s091-a012-w002-01	root_000129	resolved_source_exact
w-s091-a012-w003	m-w-s091-a012-w003-01	root_000808	resolved_source_exact
w-s091-a013-w001	m-w-s091-a013-w001-02	root_001272	resolved_source_exact
w-s091-a013-w003	m-w-s091-a013-w003-01	root_000563	resolved_source_exact
w-s091-a013-w004	m-w-s091-a013-w004-01	root_000047	resolved_normalized_exact
w-s091-a013-w005	m-w-s091-a013-w005-01	root_001567	resolved_source_exact
w-s091-a013-w006	m-w-s091-a013-w006-01	root_000047	resolved_normalized_exact
w-s091-a013-w007	m-w-s091-a013-w007-02	root_000722	resolved_source_exact
w-s091-a014-w001	m-w-s091-a014-w001-02	root_001290	resolved_source_exact
w-s091-a014-w002	m-w-s091-a014-w002-02	root_001035	resolved_source_exact
w-s091-a014-w003	m-w-s091-a014-w003-02	root_000486	resolved_source_exact
w-s091-a014-w005	m-w-s091-a014-w005-01	root_000532	resolved_source_exact
w-s091-a014-w006	m-w-s091-a014-w006-02	root_000521	resolved_source_exact
w-s091-a014-w007	m-w-s091-a014-w007-02	root_000766	resolved_source_exact
w-s091-a015-w002	m-w-s091-a015-w002-01	root_000447	resolved_source_exact
w-s091-a015-w003	m-w-s091-a015-w003-01	root_001033	resolved_source_exact
