word_id	ayah_ref	qac_ayah_ref	word_index	qac_word_ref	surface_ar	lemma_ar	root	pos	aspect	mood	voice	measure	morphology_summary
w-s114-a000-w001	114:0	1:1	1	1:1:1	بِسْمِ	ٱسْم	س م و	N					PREFIX|bi+ | STEM|POS:N|LEM:{som|ROOT:smw|M|GEN
w-s114-a000-w002	114:0	1:1	2	1:1:2	ٱللَّهِ	ٱللَّه	ء ل ه	PN					STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN
w-s114-a000-w003	114:0	1:1	3	1:1:3	ٱلرَّحْمَٰنِ	رَّحْمَٰن	ر ح م	ADJ					PREFIX|Al+ | STEM|POS:ADJ|LEM:r~aHoma`n|ROOT:rHm|MS|GEN
w-s114-a000-w004	114:0	1:1	4	1:1:4	ٱلرَّحِيمِ	رَّحِيم	ر ح م	ADJ					PREFIX|Al+ | STEM|POS:ADJ|LEM:r~aHiym|ROOT:rHm|MS|GEN
w-s114-a001-w001	114:1	114:1	1	114:1:1	قُلْ	قَالَ	ق و ل	V	IMPV				STEM|POS:V|IMPV|LEM:qaAla|ROOT:qwl|2MS
w-s114-a001-w002	114:1	114:1	2	114:1:2	أَعُوذُ	عُذْ	ع و ذ	V	IMPF				STEM|POS:V|IMPF|LEM:Eu*o|ROOT:Ew*|1S
w-s114-a001-w003	114:1	114:1	3	114:1:3	بِرَبِّ	رَبّ	ر ب ب	N					PREFIX|bi+ | STEM|POS:N|LEM:rab~|ROOT:rbb|M|GEN
w-s114-a001-w004	114:1	114:1	4	114:1:4	ٱلنَّاسِ	نَّاس	ن و س	N					PREFIX|Al+ | STEM|POS:N|LEM:n~aAs|ROOT:nws|MP|GEN
w-s114-a002-w001	114:2	114:2	1	114:2:1	مَلِكِ	مَلِك	م ل ك	N					STEM|POS:N|LEM:malik|ROOT:mlk|MS|GEN
w-s114-a002-w002	114:2	114:2	2	114:2:2	ٱلنَّاسِ	نَّاس	ن و س	N					PREFIX|Al+ | STEM|POS:N|LEM:n~aAs|ROOT:nws|MP|GEN
w-s114-a003-w001	114:3	114:3	1	114:3:1	إِلَٰهِ	إِلَٰه	ء ل ه	N					STEM|POS:N|LEM:<ila`h|ROOT:Alh|MS|GEN
w-s114-a003-w002	114:3	114:3	2	114:3:2	ٱلنَّاسِ	نَّاس	ن و س	N					PREFIX|Al+ | STEM|POS:N|LEM:n~aAs|ROOT:nws|MP|GEN
w-s114-a004-w001	114:4	114:4	1	114:4:1	مِن	مِن		P					STEM|POS:P|LEM:min
w-s114-a004-w002	114:4	114:4	2	114:4:2	شَرِّ	شَرّ	ش ر ر	N					STEM|POS:N|LEM:$ar~|ROOT:$rr|MS|GEN
w-s114-a004-w003	114:4	114:4	3	114:4:3	ٱلْوَسْوَاسِ	وَسْوَاس	و س و س	N					PREFIX|Al+ | STEM|POS:N|LEM:wasowaAs|ROOT:wsws|MS|GEN
w-s114-a004-w004	114:4	114:4	4	114:4:4	ٱلْخَنَّاسِ	خَنَّاس	خ ن س	ADJ					PREFIX|Al+ | STEM|POS:ADJ|LEM:xan~aAs|ROOT:xns|MS|GEN
w-s114-a005-w001	114:5	114:5	1	114:5:1	ٱلَّذِى	ٱلَّذِى		REL					STEM|POS:REL|LEM:{l~a*iY|MS
w-s114-a005-w002	114:5	114:5	2	114:5:2	يُوَسْوِسُ	وَسْوَسَ	و س و س	V	IMPF				STEM|POS:V|IMPF|LEM:wasowasa|ROOT:wsws|3MS
w-s114-a005-w003	114:5	114:5	3	114:5:3	فِى	فِى		P					STEM|POS:P|LEM:fiY
w-s114-a005-w004	114:5	114:5	4	114:5:4	صُدُورِ	صَدْر	ص د ر	N					STEM|POS:N|LEM:Sador|ROOT:Sdr|MP|GEN
w-s114-a005-w005	114:5	114:5	5	114:5:5	ٱلنَّاسِ	نَّاس	ن و س	N					PREFIX|Al+ | STEM|POS:N|LEM:n~aAs|ROOT:nws|MP|GEN
w-s114-a006-w001	114:6	114:6	1	114:6:1	مِنَ	مِن		P					STEM|POS:P|LEM:min
w-s114-a006-w002	114:6	114:6	2	114:6:2	ٱلْجِنَّةِ	جِنَّة	ج ن ن	N					PREFIX|Al+ | STEM|POS:N|LEM:jin~ap|ROOT:jnn|F|GEN
w-s114-a006-w003	114:6	114:6	3	114:6:3	وَٱلنَّاسِ	نَّاس	ن و س	N					PREFIX|w:CONJ+ | PREFIX|Al+ | STEM|POS:N|LEM:n~aAs|ROOT:nws|MP|GEN
