cooccurrence_id	ayah_ref	left_word_id	right_word_id	left_root	right_root	word_distance	root_distance_min	root_distance_max	local_pair_count	corpus_window_count	corpus_pair_count	source_pair_id
co-30_0-00001	30:0	w-s030-a000-w002	w-s030-a000-w003	ء ل ه	ر ح م	1	1	2	2	130	254	intra_ayah:1:1:root:1
co-30_0-00002	30:0	w-s030-a000-w002	w-s030-a000-w004	ء ل ه	ر ح م	2	1	2	2	130	254	intra_ayah:1:1:root:1
co-30_0-00003	30:0	w-s030-a000-w002	w-s030-a000-w001	ء ل ه	س م و	1	1	1	1	185	319	intra_ayah:1:1:root:2
co-30_0-00004	30:0	w-s030-a000-w003	w-s030-a000-w001	ر ح م	س م و	2	2	3	2	18	21	intra_ayah:1:1:root:3
co-30_0-00005	30:0	w-s030-a000-w004	w-s030-a000-w001	ر ح م	س م و	3	2	3	2	18	21	intra_ayah:1:1:root:3
co-30_3-00006	30:3	w-s030-a003-w003	w-s030-a003-w006	ء ر ض	ب ع د	3	1	1	1	37	42	intra_ayah:30:3:root:1
co-30_3-00007	30:3	w-s030-a003-w003	w-s030-a003-w002	ء ر ض	د ن و	1	1	1	1	15	18	intra_ayah:30:3:root:2
co-30_3-00008	30:3	w-s030-a003-w003	w-s030-a003-w007	ء ر ض	غ ل ب	4	2	3	2	3	4	intra_ayah:30:3:root:3
co-30_3-00009	30:3	w-s030-a003-w003	w-s030-a003-w008	ء ر ض	غ ل ب	5	2	3	2	3	4	intra_ayah:30:3:root:3
co-30_3-00010	30:3	w-s030-a003-w006	w-s030-a003-w002	ب ع د	د ن و	4	2	2	1	10	10	intra_ayah:30:3:root:4
co-30_3-00011	30:3	w-s030-a003-w006	w-s030-a003-w007	ب ع د	غ ل ب	1	1	2	2	2	3	intra_ayah:30:3:root:5
co-30_3-00012	30:3	w-s030-a003-w006	w-s030-a003-w008	ب ع د	غ ل ب	2	1	2	2	2	3	intra_ayah:30:3:root:5
co-30_3-00013	30:3	w-s030-a003-w002	w-s030-a003-w007	د ن و	غ ل ب	5	3	4	2	2	3	intra_ayah:30:3:root:6
co-30_3-00014	30:3	w-s030-a003-w002	w-s030-a003-w008	د ن و	غ ل ب	6	3	4	2	2	3	intra_ayah:30:3:root:6
co-30_4-00015	30:4	w-s030-a004-w004	w-s030-a004-w005	ء ل ه	ء م ر	1	1	1	1	112	224	intra_ayah:30:4:root:1
co-30_4-00016	30:4	w-s030-a004-w005	w-s030-a004-w009	ء م ر	ب ع د	4	2	2	1	14	18	intra_ayah:30:4:root:10
co-30_4-00017	30:4	w-s030-a004-w005	w-s030-a004-w003	ء م ر	س ن و	2	2	2	1	2	2	intra_ayah:30:4:root:11
co-30_4-00018	30:4	w-s030-a004-w005	w-s030-a004-w011	ء م ر	ف ر ح	6	3	3	1	4	4	intra_ayah:30:4:root:12
co-30_4-00019	30:4	w-s030-a004-w005	w-s030-a004-w007	ء م ر	ق ب ل	2	1	1	1	14	15	intra_ayah:30:4:root:13
co-30_4-00020	30:4	w-s030-a004-w012	w-s030-a004-w002	ء م ن	ب ض ع	10	7	7	1	1	1	intra_ayah:30:4:root:14
co-30_4-00021	30:4	w-s030-a004-w012	w-s030-a004-w009	ء م ن	ب ع د	3	2	2	1	46	62	intra_ayah:30:4:root:15
co-30_4-00022	30:4	w-s030-a004-w012	w-s030-a004-w003	ء م ن	س ن و	9	6	6	1	1	1	intra_ayah:30:4:root:16
co-30_4-00023	30:4	w-s030-a004-w012	w-s030-a004-w011	ء م ن	ف ر ح	1	1	1	1	1	1	intra_ayah:30:4:root:17
co-30_4-00024	30:4	w-s030-a004-w012	w-s030-a004-w007	ء م ن	ق ب ل	5	3	3	1	53	69	intra_ayah:30:4:root:18
co-30_4-00025	30:4	w-s030-a004-w002	w-s030-a004-w009	ب ض ع	ب ع د	7	5	5	1	1	1	intra_ayah:30:4:root:19
co-30_4-00026	30:4	w-s030-a004-w004	w-s030-a004-w012	ء ل ه	ء م ن	8	5	5	1	372	843	intra_ayah:30:4:root:2
co-30_4-00027	30:4	w-s030-a004-w002	w-s030-a004-w003	ب ض ع	س ن و	1	1	1	1	2	2	intra_ayah:30:4:root:20
co-30_4-00028	30:4	w-s030-a004-w002	w-s030-a004-w011	ب ض ع	ف ر ح	9	6	6	1	1	1	intra_ayah:30:4:root:21
co-30_4-00029	30:4	w-s030-a004-w002	w-s030-a004-w007	ب ض ع	ق ب ل	5	4	4	1	1	1	intra_ayah:30:4:root:22
co-30_4-00030	30:4	w-s030-a004-w009	w-s030-a004-w003	ب ع د	س ن و	6	4	4	1	1	1	intra_ayah:30:4:root:23
co-30_4-00031	30:4	w-s030-a004-w009	w-s030-a004-w011	ب ع د	ف ر ح	2	1	1	1	2	2	intra_ayah:30:4:root:24
co-30_4-00032	30:4	w-s030-a004-w009	w-s030-a004-w007	ب ع د	ق ب ل	2	1	1	1	17	21	intra_ayah:30:4:root:25
co-30_4-00033	30:4	w-s030-a004-w003	w-s030-a004-w011	س ن و	ف ر ح	8	5	5	1	1	1	intra_ayah:30:4:root:26
co-30_4-00034	30:4	w-s030-a004-w003	w-s030-a004-w007	س ن و	ق ب ل	4	3	3	1	1	1	intra_ayah:30:4:root:27
co-30_4-00035	30:4	w-s030-a004-w011	w-s030-a004-w007	ف ر ح	ق ب ل	4	2	2	1	2	2	intra_ayah:30:4:root:28
co-30_4-00036	30:4	w-s030-a004-w004	w-s030-a004-w002	ء ل ه	ب ض ع	2	2	2	1	3	3	intra_ayah:30:4:root:3
co-30_4-00037	30:4	w-s030-a004-w004	w-s030-a004-w009	ء ل ه	ب ع د	5	3	3	1	112	209	intra_ayah:30:4:root:4
co-30_4-00038	30:4	w-s030-a004-w004	w-s030-a004-w003	ء ل ه	س ن و	1	1	1	1	5	5	intra_ayah:30:4:root:5
co-30_4-00039	30:4	w-s030-a004-w004	w-s030-a004-w011	ء ل ه	ف ر ح	7	4	4	1	11	13	intra_ayah:30:4:root:6
co-30_4-00040	30:4	w-s030-a004-w004	w-s030-a004-w007	ء ل ه	ق ب ل	3	2	2	1	98	148	intra_ayah:30:4:root:7
co-30_4-00041	30:4	w-s030-a004-w005	w-s030-a004-w012	ء م ر	ء م ن	7	4	4	1	33	49	intra_ayah:30:4:root:8
