edge_id	source_position	target_position	edge_type	direction	confidence	exact_surface_span	evidence	reason
ae:v3:s108:001:pass1:attach:a1	q:108:1:1	q:108:1:1	particle_complement	head-to-dependent	high		morphology;local_syntax	The suffix نَا in إِنَّا is the ism of إنّ.
ae:v3:s108:001:pass1:attach:a2	q:108:1:1	q:108:1:2	predication	head-to-dependent	high	إِنَّا | أَعْطَيْنَاكَ	local_syntax	The verbal clause أَعْطَيْنَٰكَ ٱلْكَوْثَرَ is the khabar of إِنَّا.
ae:v3:s108:001:pass1:attach:a3	q:108:1:2	q:108:1:2	direct_object	head-to-dependent	high	أَعْطَيْنَاكَ	morphology;local_syntax	The suffix كَ in أَعْطَيْنَٰكَ is the second-person object of أَعْطَيْنَٰ.
ae:v3:s108:001:pass1:attach:a4	q:108:1:2	q:108:1:3	direct_object	head-to-dependent	high	أَعْطَيْنَاكَ | الْكَوْثَرَ	case_government;local_syntax	ٱلْكَوْثَرَ is the explicit accusative object given by أَعْطَيْنَٰكَ.
ae:v3:s108:002:pass1:attach:a1	q:108:2:2	q:108:2:3	prep_complement	head-to-dependent	high	فَصَلِّ | لِرَبِّكَ	case_government;local_syntax	رَبِّكَ in لِرَبِّكَ is governed by لِ as the dedication complement of صَلِّ.
ae:v3:s108:002:pass1:attach:a2	q:108:2:3	q:108:2:3	idafa	head-to-dependent	high	لِرَبِّكَ	morphology;local_syntax	The suffix كَ in لِرَبِّكَ is the possessive mudaf ilayh of رَبِّ.
ae:v3:s108:002:pass1:attach:a3	q:108:2:2	q:108:2:5	conjoined	head-to-dependent	high	فَصَلِّ | وَانْحَرْ	local_syntax;parallelism	ٱنْحَرْ is joined by وَ to the preceding imperative صَلِّ.
ae:v3:s108:003:pass1:attach:a1	q:108:3:1	q:108:3:2	particle_complement	head-to-dependent	high	إِنَّ | شَانِئَكَ	case_government;local_syntax	شَانِئَكَ is governed by إِنَّ as its ism.
ae:v3:s108:003:pass1:attach:a2	q:108:3:2	q:108:3:2	direct_object	head-to-dependent	high	شَانِئَكَ	morphology;local_syntax	The suffix كَ in شَانِئَكَ is the object governed by the active participle شَانِئ.
ae:v3:s108:003:pass1:attach:a3	q:108:3:1	q:108:3:4	predication	head-to-dependent	high	إِنَّ | الْأَبْتَرُ	case_government;local_syntax	ٱلْأَبْتَرُ is the khabar of إِنَّ, with هُوَ separating it from شَانِئَكَ.
ae:v3:s108:003:pass1:attach:a4	q:108:3:2	q:108:3:2	idafa	head-to-dependent	high	شَانِئَكَ	morphology;local_syntax	The suffix كَ in شَانِئَكَ is attached to شَانِئ as its construct pronoun complement.
