surah	ayah	word_index	morpheme_index	qac_ref	surface_ar	lemma_ar	root_ar	root_norm	pos	morpheme_role	morph_features	aspect	mood	voice	measure	person	number	gender
108	1	1	1	108:1:1:1	إِنَّ	إِنّ			ACC	STEM	STEM|POS:ACC|LEM:<in~|SP:<in~							
108	1	1	2	108:1:1:2	آ				PRON	SUFFIX	SUFFIX|PRON:1P							
108	1	2	1	108:1:2:1	أَعْطَيْ	أَعْطَىٰ	ع ط و	ع ط و	V	STEM	STEM|POS:V|PERF|(IV)|LEM:>aEoTaY`|ROOT:ETw|1P	PERF			IV			
108	1	2	2	108:1:2:2	نَٰ				PRON	SUFFIX	SUFFIX|PRON:1P							
108	1	2	3	108:1:2:3	كَ				PRON	SUFFIX	SUFFIX|PRON:2MS							
108	1	3	1	108:1:3:1	ٱلْ				DET	PREFIX	PREFIX|Al+							
108	1	3	2	108:1:3:2	كَوْثَرَ	كَوْثَر	ك ث ر	ك ث ر	N	STEM	STEM|POS:N|LEM:kawovar|ROOT:kvr|M|ACC							
108	2	1	1	108:2:1:1	فَ				REM	PREFIX	PREFIX|f:REM+							
108	2	1	2	108:2:1:2	صَلِّ	صَلَّىٰ	ص ل و	ص ل و	V	STEM	STEM|POS:V|IMPV|(II)|LEM:Sal~aY`|ROOT:Slw|2MS	IMPV			II			
108	2	2	1	108:2:2:1	لِ				P	PREFIX	PREFIX|l:P+							
108	2	2	2	108:2:2:2	رَبِّ	رَبّ	ر ب ب	ر ب ب	N	STEM	STEM|POS:N|LEM:rab~|ROOT:rbb|M|GEN							
108	2	2	3	108:2:2:3	كَ				PRON	SUFFIX	SUFFIX|PRON:2MS							
108	2	3	1	108:2:3:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
108	2	3	2	108:2:3:2	ٱنْحَرْ	ٱنْحَرْ	ن ح ر	ن ح ر	V	STEM	STEM|POS:V|IMPV|LEM:{noHaro|ROOT:nHr|2MS	IMPV						
108	3	1	1	108:3:1:1	إِنَّ	إِنّ			ACC	STEM	STEM|POS:ACC|LEM:<in~|SP:<in~							
108	3	2	1	108:3:2:1	شَانِئَ	شَانِئ	ش ن ء	ش ن ء	N	STEM	STEM|POS:N|ACT|PCPL|LEM:$aAni}|ROOT:$nA|M|ACC			ACT				
108	3	2	2	108:3:2:2	كَ				PRON	SUFFIX	SUFFIX|PRON:2MS							
108	3	3	1	108:3:3:1	هُوَ				PRON	STEM	STEM|POS:PRON|3MS							
108	3	4	1	108:3:4:1	ٱلْ				DET	PREFIX	PREFIX|Al+							
108	3	4	2	108:3:4:2	أَبْتَرُ	أَبْتَر	ب ت ر	ب ت ر	N	STEM	STEM|POS:N|LEM:>abotar|ROOT:btr|M|NOM							
