word_id	morpheme_ids	root_id	binding_status
w-s051-a000-w001	m-w-s051-a000-w001-02	root_000745	resolved_source_exact
w-s051-a000-w002	m-w-s051-a000-w002-01	root_000047	resolved_normalized_exact
w-s051-a000-w003	m-w-s051-a000-w003-02	root_000552	resolved_source_exact
w-s051-a000-w004	m-w-s051-a000-w004-02	root_000552	resolved_source_exact
w-s051-a001-w001	m-w-s051-a001-w001-03	root_000513	resolved_source_exact
w-s051-a001-w002	m-w-s051-a001-w002-01	root_000513	resolved_source_exact
w-s051-a002-w001	m-w-s051-a002-w001-03	root_000357	resolved_source_exact
w-s051-a002-w002	m-w-s051-a002-w002-01	root_001674	resolved_source_exact
w-s051-a003-w001	m-w-s051-a003-w001-03	root_000240	resolved_source_exact
w-s051-a003-w002	m-w-s051-a003-w002-01	root_001694	resolved_source_exact
w-s051-a004-w001	m-w-s051-a004-w001-03	root_001226	resolved_source_exact
w-s051-a004-w002	m-w-s051-a004-w002-01	root_000051	resolved_normalized_exact
w-s051-a005-w002	m-w-s051-a005-w002-01	root_001662	resolved_source_exact
w-s051-a005-w003	m-w-s051-a005-w003-02	root_000852	resolved_source_exact
w-s051-a006-w002	m-w-s051-a006-w002-02	root_000504	resolved_source_exact
w-s051-a006-w003	m-w-s051-a006-w003-02	root_001675	resolved_source_exact
w-s051-a007-w001	m-w-s051-a007-w001-03	root_000745	resolved_source_exact
w-s051-a007-w003	m-w-s051-a007-w003-02	root_000290	resolved_source_exact
w-s051-a008-w003	m-w-s051-a008-w003-01	root_001272	resolved_source_exact
w-s051-a008-w004	m-w-s051-a008-w004-01	root_000433	resolved_source_exact
w-s051-a009-w001	m-w-s051-a009-w001-01	root_000041	resolved_normalized_exact
w-s051-a009-w004	m-w-s051-a009-w004-01	root_000041	resolved_normalized_exact
w-s051-a010-w001	m-w-s051-a010-w001-01	root_001200	resolved_source_exact
w-s051-a010-w002	m-w-s051-a010-w002-02	root_000403	resolved_source_exact
w-s051-a011-w004	m-w-s051-a011-w004-01	root_001105	resolved_source_exact
w-s051-a011-w005	m-w-s051-a011-w005-01	root_003249	resolved_source_exact
w-s051-a012-w001	m-w-s051-a012-w001-01	root_000661	resolved_normalized_exact
w-s051-a012-w003	m-w-s051-a012-w003-01	root_001700	resolved_source_exact
w-s051-a012-w004	m-w-s051-a012-w004-02	root_000504	resolved_source_exact
w-s051-a013-w001	m-w-s051-a013-w001-01	root_001700	resolved_source_exact
w-s051-a013-w004	m-w-s051-a013-w004-02	root_001564	resolved_source_exact
w-s051-a013-w005	m-w-s051-a013-w005-01	root_001128	resolved_source_exact
w-s051-a014-w001	m-w-s051-a014-w001-01	root_000526	resolved_source_exact
w-s051-a014-w002	m-w-s051-a014-w002-01	root_001128	resolved_source_exact
w-s051-a014-w005	m-w-s051-a014-w005-01	root_001332	resolved_source_exact
w-s051-a014-w007	m-w-s051-a014-w007-01	root_000987	resolved_source_exact
w-s051-a015-w002	m-w-s051-a015-w002-02	root_001677	resolved_source_exact
w-s051-a015-w004	m-w-s051-a015-w004-01	root_000266	resolved_source_exact
w-s051-a015-w005	m-w-s051-a015-w005-02	root_001069	resolved_source_exact
w-s051-a016-w001	m-w-s051-a016-w001-01	root_000018	resolved_normalized_exact
w-s051-a016-w003	m-w-s051-a016-w003-01	root_000009	resolved_normalized_exact
w-s051-a016-w004	m-w-s051-a016-w004-01	root_000532	resolved_source_exact
w-s051-a016-w006	m-w-s051-a016-w006-01	root_001332	resolved_source_exact
w-s051-a016-w007	m-w-s051-a016-w007-01	root_001198	resolved_source_exact
w-s051-a016-w009	m-w-s051-a016-w009-01	root_000323	resolved_source_exact
w-s051-a017-w001	m-w-s051-a017-w001-01	root_001332	resolved_source_exact
w-s051-a017-w002	m-w-s051-a017-w002-01	root_001251	resolved_source_exact
w-s051-a017-w004	m-w-s051-a017-w004-02	root_001392	resolved_source_exact
w-s051-a017-w006	m-w-s051-a017-w006-01	root_001579	resolved_source_exact
w-s051-a018-w001	m-w-s051-a018-w001-04	root_000682	resolved_source_exact
w-s051-a018-w003	m-w-s051-a018-w003-01	root_001096	resolved_source_exact
w-s051-a019-w002	m-w-s051-a019-w002-01	root_001457	resolved_source_exact
w-s051-a019-w003	m-w-s051-a019-w003-01	root_000347	resolved_source_exact
w-s051-a019-w004	m-w-s051-a019-w004-03	root_000661	resolved_normalized_exact
w-s051-a019-w005	m-w-s051-a019-w005-03	root_000313	resolved_source_exact
w-s051-a020-w002	m-w-s051-a020-w002-02	root_000025	resolved_normalized_exact
w-s051-a020-w003	m-w-s051-a020-w003-01	root_000074	resolved_normalized_exact
w-s051-a020-w004	m-w-s051-a020-w004-03	root_001696	resolved_source_exact
w-s051-a021-w002	m-w-s051-a021-w002-01	root_001533	resolved_source_exact
w-s051-a021-w004	m-w-s051-a021-w004-01	root_000121	resolved_source_exact
w-s051-a022-w002	m-w-s051-a022-w002-02	root_000745	resolved_source_exact
w-s051-a022-w003	m-w-s051-a022-w003-01	root_000560	resolved_source_exact
w-s051-a022-w005	m-w-s051-a022-w005-01	root_001662	resolved_source_exact
w-s051-a023-w001	m-w-s051-a023-w001-03	root_000532	resolved_source_exact
w-s051-a023-w002	m-w-s051-a023-w002-02	root_000745	resolved_source_exact
w-s051-a023-w003	m-w-s051-a023-w003-03	root_000025	resolved_normalized_exact
w-s051-a023-w005	m-w-s051-a023-w005-02	root_000347	resolved_source_exact
w-s051-a023-w006	m-w-s051-a023-w006-01	root_001397	resolved_source_exact
w-s051-a023-w009	m-w-s051-a023-w009-01	root_001519	resolved_source_exact
w-s051-a024-w002	m-w-s051-a024-w002-01	root_000009	resolved_normalized_exact
w-s051-a024-w003	m-w-s051-a024-w003-01	root_000299	resolved_source_exact
w-s051-a024-w004	m-w-s051-a024-w004-01	root_000924	resolved_source_exact
w-s051-a024-w006	m-w-s051-a024-w006-02	root_001294	resolved_source_exact
w-s051-a025-w002	m-w-s051-a025-w002-01	root_000464	resolved_source_exact
w-s051-a025-w004	m-w-s051-a025-w004-02	root_001272	resolved_source_exact
w-s051-a025-w005	m-w-s051-a025-w005-01	root_000737	resolved_source_exact
w-s051-a025-w006	m-w-s051-a025-w006-01	root_001272	resolved_source_exact
w-s051-a025-w007	m-w-s051-a025-w007-01	root_000737	resolved_source_exact
w-s051-a025-w008	m-w-s051-a025-w008-01	root_001273	resolved_source_exact
w-s051-a025-w009	m-w-s051-a025-w009-01	root_001550	resolved_source_exact
w-s051-a026-w001	m-w-s051-a026-w001-02	root_000613	resolved_source_exact
w-s051-a026-w003	m-w-s051-a026-w003-01	root_000064	resolved_normalized_exact
w-s051-a026-w004	m-w-s051-a026-w004-02	root_000281	resolved_source_exact
w-s051-a026-w005	m-w-s051-a026-w005-02	root_000987	resolved_source_exact
w-s051-a026-w006	m-w-s051-a026-w006-01	root_000744	resolved_source_exact
w-s051-a027-w001	m-w-s051-a027-w001-02	root_001212	resolved_source_exact
w-s051-a027-w003	m-w-s051-a027-w003-01	root_001272	resolved_source_exact
w-s051-a027-w005	m-w-s051-a027-w005-01	root_000043	resolved_normalized_exact
w-s051-a028-w001	m-w-s051-a028-w001-02	root_001627	resolved_source_exact
w-s051-a028-w003	m-w-s051-a028-w003-01	root_000447	resolved_source_exact
w-s051-a028-w004	m-w-s051-a028-w004-01	root_001272	resolved_source_exact
w-s051-a028-w006	m-w-s051-a028-w006-01	root_000447	resolved_source_exact
w-s051-a028-w007	m-w-s051-a028-w007-02	root_000120	resolved_source_exact
w-s051-a028-w008	m-w-s051-a028-w008-02	root_001103	resolved_source_exact
w-s051-a028-w009	m-w-s051-a028-w009-01	root_001040	resolved_source_exact
w-s051-a029-w001	m-w-s051-a029-w001-02	root_001198	resolved_source_exact
w-s051-a029-w002	m-w-s051-a029-w002-01	root_001409	resolved_source_exact
w-s051-a029-w004	m-w-s051-a029-w004-01	root_000856	resolved_source_exact
w-s051-a029-w005	m-w-s051-a029-w005-02	root_000874	resolved_source_exact
w-s051-a029-w006	m-w-s051-a029-w006-01	root_001630	resolved_source_exact
w-s051-a029-w007	m-w-s051-a029-w007-02	root_001272	resolved_source_exact
w-s051-a029-w008	m-w-s051-a029-w008-01	root_000985	resolved_source_exact
w-s051-a029-w009	m-w-s051-a029-w009-01	root_001037	resolved_source_exact
w-s051-a030-w001	m-w-s051-a030-w001-01	root_001272	resolved_source_exact
w-s051-a030-w003	m-w-s051-a030-w003-01	root_001272	resolved_source_exact
w-s051-a030-w004	m-w-s051-a030-w004-01	root_000532	resolved_source_exact
w-s051-a030-w007	m-w-s051-a030-w007-02	root_000348	resolved_source_exact
w-s051-a030-w008	m-w-s051-a030-w008-02	root_001040	resolved_source_exact
w-s051-a031-w001	m-w-s051-a031-w001-01	root_001272	resolved_source_exact
w-s051-a031-w003	m-w-s051-a031-w003-01	root_000421	resolved_source_exact
w-s051-a031-w005	m-w-s051-a031-w005-02	root_000563	resolved_source_exact
w-s051-a032-w001	m-w-s051-a032-w001-01	root_001272	resolved_source_exact
w-s051-a032-w003	m-w-s051-a032-w003-01	root_000563	resolved_source_exact
w-s051-a032-w005	m-w-s051-a032-w005-01	root_001273	resolved_source_exact
w-s051-a032-w006	m-w-s051-a032-w006-01	root_000239	resolved_source_exact
w-s051-a033-w001	m-w-s051-a033-w001-02	root_000563	resolved_source_exact
w-s051-a033-w003	m-w-s051-a033-w003-01	root_000296	resolved_source_exact
w-s051-a033-w005	m-w-s051-a033-w005-01	root_000963	resolved_source_exact
w-s051-a034-w001	m-w-s051-a034-w001-01	root_000764	resolved_source_exact
w-s051-a034-w002	m-w-s051-a034-w002-01	root_001052	resolved_source_exact
w-s051-a034-w003	m-w-s051-a034-w003-01	root_000532	resolved_source_exact
w-s051-a034-w004	m-w-s051-a034-w004-03	root_000699	resolved_source_exact
w-s051-a035-w001	m-w-s051-a035-w001-02	root_000400	resolved_source_exact
w-s051-a035-w003	m-w-s051-a035-w003-01	root_001332	resolved_source_exact
w-s051-a035-w006	m-w-s051-a035-w006-02	root_000054	resolved_normalized_exact
w-s051-a036-w002	m-w-s051-a036-w002-01	root_001626	resolved_source_exact
w-s051-a036-w004	m-w-s051-a036-w004-01	root_001119	resolved_source_exact
w-s051-a036-w005	m-w-s051-a036-w005-01	root_000166	resolved_source_exact
w-s051-a036-w007	m-w-s051-a036-w007-02	root_000737	resolved_source_exact
w-s051-a037-w001	m-w-s051-a037-w001-02	root_000180	resolved_source_exact
w-s051-a037-w003	m-w-s051-a037-w003-01	root_000074	resolved_normalized_exact
w-s051-a037-w005	m-w-s051-a037-w005-01	root_000447	resolved_source_exact
w-s051-a037-w006	m-w-s051-a037-w006-02	root_000994	resolved_source_exact
w-s051-a037-w007	m-w-s051-a037-w007-02	root_000046	resolved_normalized_exact
w-s051-a038-w004	m-w-s051-a038-w004-01	root_000563	resolved_source_exact
w-s051-a038-w007	m-w-s051-a038-w007-02	root_000732	resolved_source_exact
w-s051-a038-w008	m-w-s051-a038-w008-01	root_000170	resolved_source_exact
