cooccurrence_id	ayah_ref	left_word_id	right_word_id	left_root	right_root	word_distance	root_distance_min	root_distance_max	local_pair_count	corpus_window_count	corpus_pair_count	source_pair_id
co-63_0-00001	63:0	w-s063-a000-w002	w-s063-a000-w003	ء ل ه	ر ح م	1	1	2	2	130	254	intra_ayah:1:1:root:1
co-63_0-00002	63:0	w-s063-a000-w002	w-s063-a000-w004	ء ل ه	ر ح م	2	1	2	2	130	254	intra_ayah:1:1:root:1
co-63_0-00003	63:0	w-s063-a000-w002	w-s063-a000-w001	ء ل ه	س م و	1	1	1	1	185	319	intra_ayah:1:1:root:2
co-63_0-00004	63:0	w-s063-a000-w003	w-s063-a000-w001	ر ح م	س م و	2	2	3	2	18	21	intra_ayah:1:1:root:3
co-63_0-00005	63:0	w-s063-a000-w004	w-s063-a000-w001	ر ح م	س م و	3	2	3	2	18	21	intra_ayah:1:1:root:3
co-63_1-00006	63:1	w-s063-a001-w008	w-s063-a001-w002	ء ل ه	ج ي ء	6	5	9	3	97	161	intra_ayah:63:1:root:1
co-63_1-00007	63:1	w-s063-a001-w009	w-s063-a001-w002	ء ل ه	ج ي ء	7	5	9	3	97	161	intra_ayah:63:1:root:1
co-63_1-00008	63:1	w-s063-a001-w013	w-s063-a001-w002	ء ل ه	ج ي ء	11	5	9	3	97	161	intra_ayah:63:1:root:1
co-63_1-00009	63:1	w-s063-a001-w002	w-s063-a001-w010	ج ي ء	ع ل م	8	7	7	1	38	43	intra_ayah:63:1:root:10
co-63_1-00010	63:1	w-s063-a001-w002	w-s063-a001-w004	ج ي ء	ق و ل	2	2	2	1	118	160	intra_ayah:63:1:root:11
co-63_1-00011	63:1	w-s063-a001-w002	w-s063-a001-w017	ج ي ء	ك ذ ب	15	12	12	1	28	36	intra_ayah:63:1:root:12
co-63_1-00012	63:1	w-s063-a001-w002	w-s063-a001-w003	ج ي ء	ن ف ق	1	1	11	2	2	5	intra_ayah:63:1:root:13
co-63_1-00013	63:1	w-s063-a001-w002	w-s063-a001-w016	ج ي ء	ن ف ق	14	1	11	2	2	5	intra_ayah:63:1:root:13
co-63_1-00014	63:1	w-s063-a001-w007	w-s063-a001-w005	ر س ل	ش ه د	2	1	6	4	22	36	intra_ayah:63:1:root:14
co-63_1-00015	63:1	w-s063-a001-w007	w-s063-a001-w014	ر س ل	ش ه د	7	1	6	4	22	36	intra_ayah:63:1:root:14
co-63_1-00016	63:1	w-s063-a001-w012	w-s063-a001-w005	ر س ل	ش ه د	7	1	6	4	22	36	intra_ayah:63:1:root:14
co-63_1-00017	63:1	w-s063-a001-w012	w-s063-a001-w014	ر س ل	ش ه د	2	1	6	4	22	36	intra_ayah:63:1:root:14
co-63_1-00018	63:1	w-s063-a001-w007	w-s063-a001-w010	ر س ل	ع ل م	3	1	3	2	59	80	intra_ayah:63:1:root:15
