word_id	ayah_ref	qac_ayah_ref	word_index	qac_word_ref	surface_ar	lemma_ar	root	pos	aspect	mood	voice	measure	morphology_summary
w-s059-a000-w001	59:0	1:1	1	1:1:1	بِسْمِ	ٱسْم	س م و	N					PREFIX|bi+ | STEM|POS:N|LEM:{som|ROOT:smw|M|GEN
w-s059-a000-w002	59:0	1:1	2	1:1:2	ٱللَّهِ	ٱللَّه	ء ل ه	PN					STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN
w-s059-a000-w003	59:0	1:1	3	1:1:3	ٱلرَّحْمَٰنِ	رَّحْمَٰن	ر ح م	ADJ					PREFIX|Al+ | STEM|POS:ADJ|LEM:r~aHoma`n|ROOT:rHm|MS|GEN
w-s059-a000-w004	59:0	1:1	4	1:1:4	ٱلرَّحِيمِ	رَّحِيم	ر ح م	ADJ					PREFIX|Al+ | STEM|POS:ADJ|LEM:r~aHiym|ROOT:rHm|MS|GEN
w-s059-a001-w001	59:1	59:1	1	59:1:1	سَبَّحَ	سَبَّحَ	س ب ح	V	PERF			II	STEM|POS:V|PERF|(II)|LEM:sab~aHa|ROOT:sbH|3MS
w-s059-a001-w002	59:1	59:1	2	59:1:2	لِلَّهِ	ٱللَّه	ء ل ه	PN					PREFIX|l:P+ | STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN
w-s059-a001-w003	59:1	59:1	3	59:1:3	مَا	مَا		REL					STEM|POS:REL|LEM:maA
w-s059-a001-w004	59:1	59:1	4	59:1:4	فِى	فِى		P					STEM|POS:P|LEM:fiY
w-s059-a001-w005	59:1	59:1	5	59:1:5	ٱلسَّمَٰوَٰتِ	سَمَآء	س م و	N					PREFIX|Al+ | STEM|POS:N|LEM:samaA^'|ROOT:smw|FP|GEN
w-s059-a001-w006	59:1	59:1	6	59:1:6	وَمَا	مَا		REL					PREFIX|w:CONJ+ | STEM|POS:REL|LEM:maA
w-s059-a001-w007	59:1	59:1	7	59:1:7	فِى	فِى		P					STEM|POS:P|LEM:fiY
w-s059-a001-w008	59:1	59:1	8	59:1:8	ٱلْأَرْضِ	أَرْض	ء ر ض	N					PREFIX|Al+ | STEM|POS:N|LEM:>aroD|ROOT:ArD|F|GEN
w-s059-a001-w009	59:1	59:1	9	59:1:9	وَهُوَ			PRON					PREFIX|w:REM+ | STEM|POS:PRON|3MS
w-s059-a001-w010	59:1	59:1	10	59:1:10	ٱلْعَزِيزُ	عَزِيز	ع ز ز	N					PREFIX|Al+ | STEM|POS:N|LEM:Eaziyz|ROOT:Ezz|MS|NOM
w-s059-a001-w011	59:1	59:1	11	59:1:11	ٱلْحَكِيمُ	حَكِيم	ح ك م	ADJ					PREFIX|Al+ | STEM|POS:ADJ|LEM:Hakiym|ROOT:Hkm|MS|NOM
w-s059-a002-w001	59:2	59:2	1	59:2:1	هُوَ			PRON					STEM|POS:PRON|3MS
w-s059-a002-w002	59:2	59:2	2	59:2:2	ٱلَّذِىٓ	ٱلَّذِى		REL					STEM|POS:REL|LEM:{l~a*iY|MS
w-s059-a002-w003	59:2	59:2	3	59:2:3	أَخْرَجَ	أَخْرَجَ	خ ر ج	V	PERF			IV	STEM|POS:V|PERF|(IV)|LEM:>axoraja|ROOT:xrj|3MS
w-s059-a002-w004	59:2	59:2	4	59:2:4	ٱلَّذِينَ	ٱلَّذِى		REL					STEM|POS:REL|LEM:{l~a*iY|MP
w-s059-a002-w005	59:2	59:2	5	59:2:5	كَفَرُوا۟	كَفَرَ	ك ف ر	V	PERF				STEM|POS:V|PERF|LEM:kafara|ROOT:kfr|3MP | SUFFIX|PRON:3MP
w-s059-a002-w006	59:2	59:2	6	59:2:6	مِنْ	مِن		P					STEM|POS:P|LEM:min
w-s059-a002-w007	59:2	59:2	7	59:2:7	أَهْلِ	أَهْل	ء ه ل	N					STEM|POS:N|LEM:>ahol|ROOT:Ahl|M|GEN
w-s059-a002-w008	59:2	59:2	8	59:2:8	ٱلْكِتَٰبِ	كِتَٰب	ك ت ب	N					PREFIX|Al+ | STEM|POS:N|LEM:kita`b|ROOT:ktb|M|GEN
w-s059-a002-w009	59:2	59:2	9	59:2:9	مِن	مِن		P					STEM|POS:P|LEM:min
w-s059-a002-w010	59:2	59:2	10	59:2:10	دِيَٰرِهِمْ	دَار	د و ر	N					STEM|POS:N|LEM:daAr|ROOT:dwr|FP|GEN | SUFFIX|PRON:3MP
w-s059-a002-w011	59:2	59:2	11	59:2:11	لِأَوَّلِ	أَوَّل	ء و ل	N					PREFIX|l:P+ | STEM|POS:N|LEM:>aw~al|ROOT:Awl|MS|GEN
w-s059-a002-w012	59:2	59:2	12	59:2:12	ٱلْحَشْرِ	حَشْر	ح ش ر	N					PREFIX|Al+ | STEM|POS:N|LEM:Ha$or|ROOT:H$r|M|GEN
w-s059-a002-w013	59:2	59:2	13	59:2:13	مَا	مَا		NEG					STEM|POS:NEG|LEM:maA
w-s059-a002-w014	59:2	59:2	14	59:2:14	ظَنَنتُمْ	ظَنَّ	ظ ن ن	V	PERF				STEM|POS:V|PERF|LEM:Zan~a|ROOT:Znn|2MP | SUFFIX|PRON:2MP
w-s059-a002-w015	59:2	59:2	15	59:2:15	أَن	أَن		SUB					STEM|POS:SUB|LEM:>an
w-s059-a002-w016	59:2	59:2	16	59:2:16	يَخْرُجُوا۟	خَرَجَ	خ ر ج	V	IMPF	SUBJ			STEM|POS:V|IMPF|LEM:xaraja|ROOT:xrj|3MP|MOOD:SUBJ | SUFFIX|PRON:3MP
w-s059-a002-w017	59:2	59:2	17	59:2:17	وَظَنُّوٓا۟	ظَنَّ	ظ ن ن	V	PERF				PREFIX|w:CONJ+ | STEM|POS:V|PERF|LEM:Zan~a|ROOT:Znn|3MP | SUFFIX|PRON:3MP
w-s059-a002-w018	59:2	59:2	18	59:2:18	أَنَّهُم	أَنّ		ACC					STEM|POS:ACC|LEM:>an~|SP:<in~ | SUFFIX|PRON:3MP
w-s059-a002-w019	59:2	59:2	19	59:2:19	مَّانِعَتُهُمْ	مَّانِعَت	م ن ع	N			ACT		STEM|POS:N|ACT|PCPL|LEM:m~aAniEat|ROOT:mnE|F|NOM | SUFFIX|PRON:3MP
w-s059-a002-w020	59:2	59:2	20	59:2:20	حُصُونُهُم	حُصُون	ح ص ن	N					STEM|POS:N|LEM:HuSuwn|ROOT:HSn|MP|NOM | SUFFIX|PRON:3MP
w-s059-a002-w021	59:2	59:2	21	59:2:21	مِّنَ	مِن		P					STEM|POS:P|LEM:min
w-s059-a002-w022	59:2	59:2	22	59:2:22	ٱللَّهِ	ٱللَّه	ء ل ه	PN					STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN
w-s059-a002-w023	59:2	59:2	23	59:2:23	فَأَتَىٰهُمُ	أَتَى	ء ت ي	V	PERF				PREFIX|f:REM+ | STEM|POS:V|PERF|LEM:>ataY|ROOT:Aty|3MS | SUFFIX|PRON:3MP
w-s059-a002-w024	59:2	59:2	24	59:2:24	ٱللَّهُ	ٱللَّه	ء ل ه	PN					STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|NOM
w-s059-a002-w025	59:2	59:2	25	59:2:25	مِنْ	مِن		P					STEM|POS:P|LEM:min
w-s059-a002-w026	59:2	59:2	26	59:2:26	حَيْثُ	حَيْث	ح ي ث	N					STEM|POS:N|LEM:Hayov|ROOT:Hyv|GEN
w-s059-a002-w027	59:2	59:2	27	59:2:27	لَمْ	لَم		NEG					STEM|POS:NEG|LEM:lam
w-s059-a002-w028	59:2	59:2	28	59:2:28	يَحْتَسِبُوا۟	يَحْتَسِبُ	ح س ب	V	IMPF	JUS		VIII	STEM|POS:V|IMPF|(VIII)|LEM:yaHotasibu|ROOT:Hsb|3MP|MOOD:JUS | SUFFIX|PRON:3MP
w-s059-a002-w029	59:2	59:2	29	59:2:29	وَقَذَفَ	قَذَفَ	ق ذ ف	V	PERF				PREFIX|w:CONJ+ | STEM|POS:V|PERF|LEM:qa*afa|ROOT:q*f|3MS
w-s059-a002-w030	59:2	59:2	30	59:2:30	فِى	فِى		P					STEM|POS:P|LEM:fiY
w-s059-a002-w031	59:2	59:2	31	59:2:31	قُلُوبِهِمُ	قَلْب	ق ل ب	N					STEM|POS:N|LEM:qalob|ROOT:qlb|FP|GEN | SUFFIX|PRON:3MP
w-s059-a002-w032	59:2	59:2	32	59:2:32	ٱلرُّعْبَ	رُعْب	ر ع ب	N					PREFIX|Al+ | STEM|POS:N|LEM:ruEob|ROOT:rEb|M|ACC
w-s059-a002-w033	59:2	59:2	33	59:2:33	يُخْرِبُونَ	يُخْرِبُ	خ ر ب	V	IMPF			IV	STEM|POS:V|IMPF|(IV)|LEM:yuxoribu|ROOT:xrb|3MP | SUFFIX|PRON:3MP
