attachment_unit_id	ayah_ref	qac_ayah_ref	unit_index	word_id	qac_word_ref	morpheme_ids	attachment_surfaces	attachment_roots	prep_bases	binding_method	binding_status
q:1:1:1	68:0	1:1	1	w-s068-a000-w001	1:1:1	m-w-s068-a000-w001-01	بِسْمِ		بـ	position_crosswalk	morpheme_aligned
q:1:1:2	68:0	1:1	2	w-s068-a000-w001	1:1:1	m-w-s068-a000-w001-02	بِسْمِ	س م و	بـ	position_crosswalk	morpheme_aligned
q:1:1:3	68:0	1:1	3	w-s068-a000-w002	1:1:2	m-w-s068-a000-w002-01	اللَّهِ	أ ل ه		position_crosswalk	morpheme_aligned
q:1:1:4	68:0	1:1	4	w-s068-a000-w003	1:1:3	m-w-s068-a000-w003-02	الرَّحْمَنِ	ر ح م		position_crosswalk	morpheme_aligned
q:1:1:5	68:0	1:1	5	w-s068-a000-w003	1:1:3	m-w-s068-a000-w003-02	الرَّحِيمِ	ر ح م		surface_root_sequence_fallback	morpheme_aligned
q:68:1:2	68:1	68:1	2	w-s068-a001-w002	68:1:2	m-w-s068-a001-w002-03	وَالْقَلَمِ	أ و ي		position_crosswalk	morpheme_aligned
q:68:1:3	68:1	68:1	3	w-s068-a001-w002	68:1:2	m-w-s068-a001-w002-03	وَالْقَلَمِ	ق ل م		position_crosswalk	morpheme_aligned
q:68:1:5	68:1	68:1	5	w-s068-a001-w003	68:1:3	m-w-s068-a001-w003-02	وَمَا			position_crosswalk	morpheme_aligned
q:68:1:6	68:1	68:1	6	w-s068-a001-w004	68:1:4	m-w-s068-a001-w004-01	يَسْطُرُونَ	س ط ر		position_crosswalk	morpheme_aligned
q:68:2:1	68:2	68:2	1	w-s068-a002-w001	68:2:1	m-w-s068-a002-w001-01	مَا		بـ	position_crosswalk	morpheme_aligned
q:68:2:2	68:2	68:2	2	w-s068-a002-w002	68:2:2	m-w-s068-a002-w002-01	أَنْتَ			position_crosswalk	morpheme_aligned
q:68:2:3	68:2	68:2	3	w-s068-a002-w003	68:2:3	m-w-s068-a002-w003-01			بـ	position_crosswalk	morpheme_aligned
q:68:2:4	68:2	68:2	4	w-s068-a002-w003	68:2:3	m-w-s068-a002-w003-02	بِنِعْمَةِ	ن ع م	بـ	position_crosswalk	morpheme_aligned
q:68:2:5	68:2	68:2	5	w-s068-a002-w004	68:2:4	m-w-s068-a002-w004-01	رَبِّكَ	ر ب ب		position_crosswalk	morpheme_aligned
q:68:2:6	68:2	68:2	6	w-s068-a002-w004	68:2:4	m-w-s068-a002-w004-01			بـ	surface_root_sequence_fallback	morpheme_aligned
q:68:2:7	68:2	68:2	7	w-s068-a002-w005	68:2:5	m-w-s068-a002-w005-02	بِمَجْنُونٍ	ج ن ن	بـ	position_crosswalk	morpheme_aligned
q:68:3:2	68:3	68:3	2	w-s068-a003-w001	68:3:1	m-w-s068-a003-w001-02	وَإِنَّ		لـ	position_crosswalk	morpheme_aligned
q:68:3:3	68:3	68:3	3	w-s068-a003-w002	68:3:2	m-w-s068-a003-w002-02;m-w-s068-a003-w002-01			لـ	position_crosswalk	morpheme_aligned
q:68:3:5	68:3	68:3	5	w-s068-a003-w003	68:3:3	m-w-s068-a003-w003-02	لَأَجْرَاً	أ ج ر		position_crosswalk	morpheme_aligned
q:68:3:6	68:3	68:3	6	w-s068-a003-w004	68:3:4	m-w-s068-a003-w004-01	غَيْرَ	غ ي ر		surface_root_sequence_fallback	morpheme_aligned
q:68:3:7	68:3	68:3	7	w-s068-a003-w005	68:3:5	m-w-s068-a003-w005-01	مَمْنُونٍ	م ن ن		surface_root_sequence_fallback	morpheme_aligned
q:68:4:2	68:4	68:4	2	w-s068-a004-w001	68:4:1	m-w-s068-a004-w001-02;m-w-s068-a004-w001-03	وَإِنَّكَ		عَلَى	position_crosswalk	morpheme_aligned
q:68:4:4	68:4	68:4	4	w-s068-a004-w002	68:4:2	m-w-s068-a004-w002-02			عَلَى	position_crosswalk	morpheme_aligned
q:68:4:5	68:4	68:4	5	w-s068-a004-w003	68:4:3	m-w-s068-a004-w003-01	خُلُقٍ	خ ل ق	عَلَى	position_crosswalk	morpheme_aligned
