source_token_id	ayah_ref	source_token_index	surface_ar	word_ids	qac_word_refs	binding_status
t-s068-a000-w001	68:0	1	بِسْمِ	w-s068-a000-w001	1:1:1	one_to_one
t-s068-a000-w002	68:0	2	ٱللَّهِ	w-s068-a000-w002	1:1:2	one_to_one
t-s068-a000-w003	68:0	3	ٱلرَّحْمَٰنِ	w-s068-a000-w003	1:1:3	one_to_one
t-s068-a000-w004	68:0	4	ٱلرَّحِيمِ	w-s068-a000-w004	1:1:4	one_to_one
t-s068-a001-w001	68:1	1	نٓ	w-s068-a001-w001	68:1:1	one_to_one
t-s068-a001-w002	68:1	2	وَٱلْقَلَمِ	w-s068-a001-w002	68:1:2	one_to_one
t-s068-a001-w003	68:1	3	وَمَا	w-s068-a001-w003	68:1:3	one_to_one
t-s068-a001-w004	68:1	4	يَسْطُرُونَ	w-s068-a001-w004	68:1:4	one_to_one
t-s068-a002-w001	68:2	1	مَآ	w-s068-a002-w001	68:2:1	one_to_one
t-s068-a002-w002	68:2	2	أَنتَ	w-s068-a002-w002	68:2:2	one_to_one
t-s068-a002-w003	68:2	3	بِنِعْمَةِ	w-s068-a002-w003	68:2:3	one_to_one
t-s068-a002-w004	68:2	4	رَبِّكَ	w-s068-a002-w004	68:2:4	one_to_one
t-s068-a002-w005	68:2	5	بِمَجْنُونٍۢ	w-s068-a002-w005	68:2:5	one_to_one
t-s068-a003-w001	68:3	1	وَإِنَّ	w-s068-a003-w001	68:3:1	one_to_one
t-s068-a003-w002	68:3	2	لَكَ	w-s068-a003-w002	68:3:2	one_to_one
t-s068-a003-w003	68:3	3	لَأَجْرًا	w-s068-a003-w003	68:3:3	one_to_one
t-s068-a003-w004	68:3	4	غَيْرَ	w-s068-a003-w004	68:3:4	one_to_one
t-s068-a003-w005	68:3	5	مَمْنُونٍۢ	w-s068-a003-w005	68:3:5	one_to_one
t-s068-a004-w001	68:4	1	وَإِنَّكَ	w-s068-a004-w001	68:4:1	one_to_one
t-s068-a004-w002	68:4	2	لَعَلَىٰ	w-s068-a004-w002	68:4:2	one_to_one
t-s068-a004-w003	68:4	3	خُلُقٍ	w-s068-a004-w003	68:4:3	one_to_one
t-s068-a004-w004	68:4	4	عَظِيمٍۢ	w-s068-a004-w004	68:4:4	one_to_one
t-s068-a005-w001	68:5	1	فَسَتُبْصِرُ	w-s068-a005-w001	68:5:1	one_to_one
t-s068-a005-w002	68:5	2	وَيُبْصِرُونَ	w-s068-a005-w002	68:5:2	one_to_one
t-s068-a006-w001	68:6	1	بِأَييِّكُمُ	w-s068-a006-w001	68:6:1	one_to_one
t-s068-a006-w002	68:6	2	ٱلْمَفْتُونُ	w-s068-a006-w002	68:6:2	one_to_one
t-s068-a007-w001	68:7	1	إِنَّ	w-s068-a007-w001	68:7:1	one_to_one
t-s068-a007-w002	68:7	2	رَبَّكَ	w-s068-a007-w002	68:7:2	one_to_one
t-s068-a007-w003	68:7	3	هُوَ	w-s068-a007-w003	68:7:3	one_to_one
t-s068-a007-w004	68:7	4	أَعْلَمُ	w-s068-a007-w004	68:7:4	one_to_one
t-s068-a007-w005	68:7	5	بِمَن	w-s068-a007-w005	68:7:5	one_to_one
t-s068-a007-w006	68:7	6	ضَلَّ	w-s068-a007-w006	68:7:6	one_to_one
t-s068-a007-w007	68:7	7	عَن	w-s068-a007-w007	68:7:7	one_to_one
t-s068-a007-w008	68:7	8	سَبِيلِهِۦ	w-s068-a007-w008	68:7:8	one_to_one
t-s068-a007-w009	68:7	9	وَهُوَ	w-s068-a007-w009	68:7:9	one_to_one
t-s068-a007-w010	68:7	10	أَعْلَمُ	w-s068-a007-w010	68:7:10	one_to_one
t-s068-a007-w011	68:7	11	بِٱلْمُهْتَدِينَ	w-s068-a007-w011	68:7:11	one_to_one
t-s068-a008-w001	68:8	1	فَلَا	w-s068-a008-w001	68:8:1	one_to_one
t-s068-a008-w002	68:8	2	تُطِعِ	w-s068-a008-w002	68:8:2	one_to_one
t-s068-a008-w003	68:8	3	ٱلْمُكَذِّبِينَ	w-s068-a008-w003	68:8:3	one_to_one
t-s068-a009-w001	68:9	1	وَدُّوا۟	w-s068-a009-w001	68:9:1	one_to_one
t-s068-a009-w002	68:9	2	لَوْ	w-s068-a009-w002	68:9:2	one_to_one
t-s068-a009-w003	68:9	3	تُدْهِنُ	w-s068-a009-w003	68:9:3	one_to_one
t-s068-a009-w004	68:9	4	فَيُدْهِنُونَ	w-s068-a009-w004	68:9:4	one_to_one
t-s068-a010-w001	68:10	1	وَلَا	w-s068-a010-w001	68:10:1	one_to_one
t-s068-a010-w002	68:10	2	تُطِعْ	w-s068-a010-w002	68:10:2	one_to_one
t-s068-a010-w003	68:10	3	كُلَّ	w-s068-a010-w003	68:10:3	one_to_one
t-s068-a010-w004	68:10	4	حَلَّافٍۢ	w-s068-a010-w004	68:10:4	one_to_one
t-s068-a010-w005	68:10	5	مَّهِينٍ	w-s068-a010-w005	68:10:5	one_to_one
t-s068-a011-w001	68:11	1	هَمَّازٍۢ	w-s068-a011-w001	68:11:1	one_to_one
t-s068-a011-w002	68:11	2	مَّشَّآءٍۭ	w-s068-a011-w002	68:11:2	one_to_one
t-s068-a011-w003	68:11	3	بِنَمِيمٍۢ	w-s068-a011-w003	68:11:3	one_to_one
t-s068-a012-w001	68:12	1	مَّنَّاعٍۢ	w-s068-a012-w001	68:12:1	one_to_one
t-s068-a012-w002	68:12	2	لِّلْخَيْرِ	w-s068-a012-w002	68:12:2	one_to_one
t-s068-a012-w003	68:12	3	مُعْتَدٍ	w-s068-a012-w003	68:12:3	one_to_one
