word_id	ayah_ref	qac_ayah_ref	word_index	qac_word_ref	surface_ar	lemma_ar	root	pos	aspect	mood	voice	measure	morphology_summary
w-s068-a000-w001	68:0	1:1	1	1:1:1	بِسْمِ	ٱسْم	س م و	N					PREFIX|bi+ | STEM|POS:N|LEM:{som|ROOT:smw|M|GEN
w-s068-a000-w002	68:0	1:1	2	1:1:2	ٱللَّهِ	ٱللَّه	ء ل ه	PN					STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN
w-s068-a000-w003	68:0	1:1	3	1:1:3	ٱلرَّحْمَٰنِ	رَّحْمَٰن	ر ح م	ADJ					PREFIX|Al+ | STEM|POS:ADJ|LEM:r~aHoma`n|ROOT:rHm|MS|GEN
w-s068-a000-w004	68:0	1:1	4	1:1:4	ٱلرَّحِيمِ	رَّحِيم	ر ح م	ADJ					PREFIX|Al+ | STEM|POS:ADJ|LEM:r~aHiym|ROOT:rHm|MS|GEN
w-s068-a001-w001	68:1	68:1	1	68:1:1	نٓ			INL					STEM|POS:INL
w-s068-a001-w002	68:1	68:1	2	68:1:2	وَٱلْقَلَمِ	قَلَم	ق ل م	N					PREFIX|w:P+ | PREFIX|Al+ | STEM|POS:N|LEM:qalam|ROOT:qlm|M|GEN
w-s068-a001-w003	68:1	68:1	3	68:1:3	وَمَا	مَا		REL					PREFIX|w:CONJ+ | STEM|POS:REL|LEM:maA
w-s068-a001-w004	68:1	68:1	4	68:1:4	يَسْطُرُونَ	يَسْطُرُ	س ط ر	V	IMPF				STEM|POS:V|IMPF|LEM:yasoTuru|ROOT:sTr|3MP | SUFFIX|PRON:3MP
w-s068-a002-w001	68:2	68:2	1	68:2:1	مَآ	مَا		NEG					STEM|POS:NEG|LEM:maA|SP:kaAn
w-s068-a002-w002	68:2	68:2	2	68:2:2	أَنتَ			PRON					STEM|POS:PRON|2MS
w-s068-a002-w003	68:2	68:2	3	68:2:3	بِنِعْمَةِ	نِعْمَة	ن ع م	N					PREFIX|bi+ | STEM|POS:N|LEM:niEomap|ROOT:nEm|F|GEN
w-s068-a002-w004	68:2	68:2	4	68:2:4	رَبِّكَ	رَبّ	ر ب ب	N					STEM|POS:N|LEM:rab~|ROOT:rbb|M|GEN | SUFFIX|PRON:2MS
w-s068-a002-w005	68:2	68:2	5	68:2:5	بِمَجْنُونٍ	مَجْنُون	ج ن ن	N			PASS		PREFIX|bi+ | STEM|POS:N|PASS|PCPL|LEM:majonuwn|ROOT:jnn|M|INDEF|GEN
w-s068-a003-w001	68:3	68:3	1	68:3:1	وَإِنَّ	إِنّ		ACC					PREFIX|w:REM+ | STEM|POS:ACC|LEM:<in~|SP:<in~
w-s068-a003-w002	68:3	68:3	2	68:3:2	لَكَ			PRON					PREFIX|l:P+ | STEM|POS:PRON|2MS
w-s068-a003-w003	68:3	68:3	3	68:3:3	لَأَجْرًا	أَجْر	ء ج ر	N					PREFIX|l:EMPH+ | STEM|POS:N|LEM:>ajor|ROOT:Ajr|M|INDEF|ACC
w-s068-a003-w004	68:3	68:3	4	68:3:4	غَيْرَ	غَيْر	غ ي ر	N					STEM|POS:N|LEM:gayor|ROOT:gyr|M|ACC
w-s068-a003-w005	68:3	68:3	5	68:3:5	مَمْنُونٍ	مَمْنُون	م ن ن	N			PASS		STEM|POS:N|PASS|PCPL|LEM:mamonuwn|ROOT:mnn|M|INDEF|GEN
w-s068-a004-w001	68:4	68:4	1	68:4:1	وَإِنَّكَ	إِنّ		ACC					PREFIX|w:CONJ+ | STEM|POS:ACC|LEM:<in~|SP:<in~ | SUFFIX|PRON:2MS
w-s068-a004-w002	68:4	68:4	2	68:4:2	لَعَلَىٰ	عَلَىٰ		P					PREFIX|l:EMPH+ | STEM|POS:P|LEM:EalaY`
w-s068-a004-w003	68:4	68:4	3	68:4:3	خُلُقٍ	خُلُق	خ ل ق	N					STEM|POS:N|LEM:xuluq|ROOT:xlq|M|INDEF|GEN
w-s068-a004-w004	68:4	68:4	4	68:4:4	عَظِيمٍ	عَظِيم	ع ظ م	ADJ					STEM|POS:ADJ|LEM:EaZiym|ROOT:EZm|MS|INDEF|GEN
w-s068-a005-w001	68:5	68:5	1	68:5:1	فَسَتُبْصِرُ	أَبْصَرَ	ب ص ر	V	IMPF			IV	PREFIX|f:REM+ | PREFIX|sa+ | STEM|POS:V|IMPF|(IV)|LEM:>aboSara|ROOT:bSr|2MS
w-s068-a005-w002	68:5	68:5	2	68:5:2	وَيُبْصِرُونَ	أَبْصَرَ	ب ص ر	V	IMPF			IV	PREFIX|w:CONJ+ | STEM|POS:V|IMPF|(IV)|LEM:>aboSara|ROOT:bSr|3MP | SUFFIX|PRON:3MP
w-s068-a006-w001	68:6	68:6	1	68:6:1	بِأَييِّكُمُ	أَىّ		INTG					PREFIX|bi+ | STEM|POS:INTG|LEM:>aY~|GEN | SUFFIX|PRON:2MP
w-s068-a006-w002	68:6	68:6	2	68:6:2	ٱلْمَفْتُونُ	مَفْتُون	ف ت ن	N			PASS		PREFIX|Al+ | STEM|POS:N|PASS|PCPL|LEM:mafotuwn|ROOT:ftn|M|NOM
w-s068-a007-w001	68:7	68:7	1	68:7:1	إِنَّ	إِنّ		ACC					STEM|POS:ACC|LEM:<in~|SP:<in~
