syntax_edge_id	attachment_edge_id	ayah_ref	source_word_id	target_word_id	prep_word_id	source_morpheme_id	target_morpheme_id	prep_morpheme_id	source_qac_ref	target_qac_ref	prep_qac_ref	source_attachment_unit_id	target_attachment_unit_id	prep_attachment_unit_id	source_position	target_position	prep_position	relation	status	confidence	source_part	target_part	source_form_tag	target_form_tag	object_type	prep_base	binding_status	evidence	reason	source_pointer
sx-24_0-00001	ae:v3:s001:001:pass1:attach:a1	24:0	w-s024-a000-w001	w-s024-a000-w001	w-s024-a000-w001	m-w-s024-a000-w001-01	m-w-s024-a000-w001-02	m-w-s024-a000-w001-01	1:1:1:1	1:1:1:2	1:1:1:1	q:1:1:1	q:1:1:2	q:1:1:1	1	2	1	prep_complement	strongly_licensed	high			PREP	NOUN_ABSTRACT		بـ	position_morpheme_aligned	case_government;formulaic_construction	سْمِ is governed by the prefixed بِ in the formula بِسْمِ.	resources/attachments.tsv:2
sx-24_0-00002	ae:v3:s001:001:pass1:attach:a2	24:0	w-s024-a000-w001	w-s024-a000-w002		m-w-s024-a000-w001-02	m-w-s024-a000-w002-01		1:1:1:2	1:1:2:1		q:1:1:2	q:1:1:3		2	3		idafa	syntactically_forced	high			NOUN_ABSTRACT	NOUN_PROP			position_morpheme_aligned	case_government;local_syntax	ٱللَّهِ is the genitive muḍāf ilayhi of سْمِ.	resources/attachments.tsv:3
sx-24_0-00003	ae:v3:s001:001:pass1:attach:a3	24:0	w-s024-a000-w002	w-s024-a000-w003		m-w-s024-a000-w002-01	m-w-s024-a000-w003-02		1:1:2:1	1:1:3:2		q:1:1:3	q:1:1:4		3	4		adjective	strongly_licensed	high			NOUN_PROP	NOUN_PROP			position_morpheme_aligned	agreement;local_syntax	ٱلرَّحْمَٰنِ follows ٱللَّهِ in genitive definiteness as an adjectival divine epithet.	resources/attachments.tsv:4
sx-24_0-00004	ae:v3:s001:001:pass1:attach:a4	24:0	w-s024-a000-w002	w-s024-a000-w003		m-w-s024-a000-w002-01	m-w-s024-a000-w003-02		1:1:2:1	1:1:3:2		q:1:1:3	q:1:1:5		3	5		adjective	strongly_licensed	high			NOUN_PROP	NOUN_PROP			fallback_morpheme_aligned	agreement;local_syntax	ٱلرَّحِيمِ follows ٱللَّهِ in the same genitive adjectival series.	resources/attachments.tsv:5
sx-24_1-00005	ae:v3:s024:001:pass1:attach:a1	24:1	w-s024-a001-w002	w-s024-a001-w002		m-w-s024-a001-w002-01	m-w-s024-a001-w002-01		24:1:2:1	24:1:2:1		q:24:1:2	q:24:1:2		2	2		direct_object	syntactically_forced	high		object_suffix	PV		clitic		position_morpheme_aligned	morphology	The suffix هَا on أَنزَلْنَٰهَا is the object of the verb.	resources/attachments.tsv:33274
sx-24_1-00006	ae:v3:s024:001:pass1:attach:a2	24:1	w-s024-a001-w001	w-s024-a001-w002		m-w-s024-a001-w001-01	m-w-s024-a001-w002-01		24:1:1:1	24:1:2:1		q:24:1:1	q:24:1:2		1	2		adjective	strongly_licensed	high			NOUN_ABSTRACT	PV			position_morpheme_aligned	local_syntax	أَنزَلْنَٰهَا describes the indefinite noun سُورَةٌ.	resources/attachments.tsv:33275
sx-24_1-00007	ae:v3:s024:001:pass1:attach:a3	24:1	w-s024-a001-w003	w-s024-a001-w003		m-w-s024-a001-w003-02	m-w-s024-a001-w003-02		24:1:3:2	24:1:3:2		q:24:1:4	q:24:1:4		4	4		direct_object	syntactically_forced	high		object_suffix	PV		clitic		position_morpheme_aligned	morphology	The suffix هَا on فَرَضْنَٰهَا is the object of the verb.	resources/attachments.tsv:33276
sx-24_1-00008	ae:v3:s024:001:pass1:attach:a4	24:1	w-s024-a001-w002	w-s024-a001-w003		m-w-s024-a001-w002-01	m-w-s024-a001-w003-02		24:1:2:1	24:1:3:2		q:24:1:2	q:24:1:4		2	4		conjoined	strongly_licensed	high			PV	PV			position_morpheme_aligned	parallelism;local_syntax	وَفَرَضْنَٰهَا is coordinated with أَنزَلْنَٰهَا.	resources/attachments.tsv:33277
sx-24_1-00009	ae:v3:s024:001:pass1:attach:a5	24:1	w-s024-a001-w001	w-s024-a001-w003		m-w-s024-a001-w001-01	m-w-s024-a001-w003-02		24:1:1:1	24:1:3:2		q:24:1:1	q:24:1:4		1	4		adjective	strongly_licensed	high			NOUN_ABSTRACT	PV			position_morpheme_aligned	local_syntax	وَفَرَضْنَٰهَا is another descriptive clause for سُورَةٌ.	resources/attachments.tsv:33278
sx-24_1-00010	ae:v3:s024:001:pass1:attach:a6	24:1	w-s024-a001-w004	w-s024-a001-w006		m-w-s024-a001-w004-02	m-w-s024-a001-w006-01		24:1:4:2	24:1:6:1		q:24:1:6	q:24:1:8		6	8		direct_object	syntactically_forced	high			PV	NOUN_ABSTRACT	explicit		position_morpheme_aligned	case_government;word_order	ءَايَٰتٍ is the object of أَنزَلْنَا.	resources/attachments.tsv:33279
