word_id	ayah_ref	qac_ayah_ref	word_index	qac_word_ref	surface_ar	lemma_ar	root	pos	aspect	mood	voice	measure	morphology_summary
w-s113-a000-w001	113:0	1:1	1	1:1:1	بِسْمِ	ٱسْم	س م و	N					PREFIX|bi+ | STEM|POS:N|LEM:{som|ROOT:smw|M|GEN
w-s113-a000-w002	113:0	1:1	2	1:1:2	ٱللَّهِ	ٱللَّه	ء ل ه	PN					STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN
w-s113-a000-w003	113:0	1:1	3	1:1:3	ٱلرَّحْمَٰنِ	رَّحْمَٰن	ر ح م	ADJ					PREFIX|Al+ | STEM|POS:ADJ|LEM:r~aHoma`n|ROOT:rHm|MS|GEN
w-s113-a000-w004	113:0	1:1	4	1:1:4	ٱلرَّحِيمِ	رَّحِيم	ر ح م	ADJ					PREFIX|Al+ | STEM|POS:ADJ|LEM:r~aHiym|ROOT:rHm|MS|GEN
w-s113-a001-w001	113:1	113:1	1	113:1:1	قُلْ	قَالَ	ق و ل	V	IMPV				STEM|POS:V|IMPV|LEM:qaAla|ROOT:qwl|2MS
w-s113-a001-w002	113:1	113:1	2	113:1:2	أَعُوذُ	عُذْ	ع و ذ	V	IMPF				STEM|POS:V|IMPF|LEM:Eu*o|ROOT:Ew*|1S
w-s113-a001-w003	113:1	113:1	3	113:1:3	بِرَبِّ	رَبّ	ر ب ب	N					PREFIX|bi+ | STEM|POS:N|LEM:rab~|ROOT:rbb|M|GEN
w-s113-a001-w004	113:1	113:1	4	113:1:4	ٱلْفَلَقِ	فَلَق	ف ل ق	N					PREFIX|Al+ | STEM|POS:N|LEM:falaq|ROOT:flq|M|GEN
w-s113-a002-w001	113:2	113:2	1	113:2:1	مِن	مِن		P					STEM|POS:P|LEM:min
w-s113-a002-w002	113:2	113:2	2	113:2:2	شَرِّ	شَرّ	ش ر ر	N					STEM|POS:N|LEM:$ar~|ROOT:$rr|MS|GEN
w-s113-a002-w003	113:2	113:2	3	113:2:3	مَا	مَا		REL					STEM|POS:REL|LEM:maA
w-s113-a002-w004	113:2	113:2	4	113:2:4	خَلَقَ	خَلَقَ	خ ل ق	V	PERF				STEM|POS:V|PERF|LEM:xalaqa|ROOT:xlq|3MS
w-s113-a003-w001	113:3	113:3	1	113:3:1	وَمِن	مِن		P					PREFIX|w:CONJ+ | STEM|POS:P|LEM:min
w-s113-a003-w002	113:3	113:3	2	113:3:2	شَرِّ	شَرّ	ش ر ر	N					STEM|POS:N|LEM:$ar~|ROOT:$rr|MS|GEN
w-s113-a003-w003	113:3	113:3	3	113:3:3	غَاسِقٍ	غَاسِق	غ س ق	N			ACT		STEM|POS:N|ACT|PCPL|LEM:gaAsiq|ROOT:gsq|M|INDEF|GEN
w-s113-a003-w004	113:3	113:3	4	113:3:4	إِذَا	إِذَا		T					STEM|POS:T|LEM:<i*aA
w-s113-a003-w005	113:3	113:3	5	113:3:5	وَقَبَ	وَقَبَ	و ق ب	V	PERF				STEM|POS:V|PERF|LEM:waqaba|ROOT:wqb|3MS
w-s113-a004-w001	113:4	113:4	1	113:4:1	وَمِن	مِن		P					PREFIX|w:CONJ+ | STEM|POS:P|LEM:min
w-s113-a004-w002	113:4	113:4	2	113:4:2	شَرِّ	شَرّ	ش ر ر	N					STEM|POS:N|LEM:$ar~|ROOT:$rr|MS|GEN
w-s113-a004-w003	113:4	113:4	3	113:4:3	ٱلنَّفَّٰثَٰتِ	نَّفَّٰثَٰت	ن ف ث	N					PREFIX|Al+ | STEM|POS:N|LEM:n~af~a`va`t|ROOT:nfv|FP|GEN
w-s113-a004-w004	113:4	113:4	4	113:4:4	فِى	فِى		P					STEM|POS:P|LEM:fiY
w-s113-a004-w005	113:4	113:4	5	113:4:5	ٱلْعُقَدِ	عُقْدَة	ع ق د	N					PREFIX|Al+ | STEM|POS:N|LEM:Euqodap|ROOT:Eqd|MP|GEN
w-s113-a005-w001	113:5	113:5	1	113:5:1	وَمِن	مِن		P					PREFIX|w:CONJ+ | STEM|POS:P|LEM:min
w-s113-a005-w002	113:5	113:5	2	113:5:2	شَرِّ	شَرّ	ش ر ر	N					STEM|POS:N|LEM:$ar~|ROOT:$rr|MS|GEN
w-s113-a005-w003	113:5	113:5	3	113:5:3	حَاسِدٍ	حَاسِد	ح س د	N			ACT		STEM|POS:N|ACT|PCPL|LEM:HaAsid|ROOT:Hsd|M|INDEF|GEN
w-s113-a005-w004	113:5	113:5	4	113:5:4	إِذَا	إِذَا		T					STEM|POS:T|LEM:<i*aA
w-s113-a005-w005	113:5	113:5	5	113:5:5	حَسَدَ	حَسَدَ	ح س د	V	PERF				STEM|POS:V|PERF|LEM:Hasada|ROOT:Hsd|3MS
