word_id	morpheme_ids	root_id	binding_status
w-s110-a000-w001	m-w-s110-a000-w001-02	root_000745	resolved_source_exact
w-s110-a000-w002	m-w-s110-a000-w002-01	root_000047	resolved_normalized_exact
w-s110-a000-w003	m-w-s110-a000-w003-02	root_000552	resolved_source_exact
w-s110-a000-w004	m-w-s110-a000-w004-02	root_000552	resolved_source_exact
w-s110-a001-w002	m-w-s110-a001-w002-01	root_000281	resolved_source_exact
w-s110-a001-w003	m-w-s110-a001-w003-01	root_001510	resolved_source_exact
w-s110-a001-w004	m-w-s110-a001-w004-01	root_000047	resolved_normalized_exact
w-s110-a001-w005	m-w-s110-a001-w005-03	root_001124	resolved_source_exact
w-s110-a002-w001	m-w-s110-a002-w001-02	root_000531	resolved_normalized_exact
w-s110-a002-w002	m-w-s110-a002-w002-02	root_004965	resolved_source_exact
w-s110-a002-w003	m-w-s110-a002-w003-01	root_000464	resolved_source_exact
w-s110-a002-w005	m-w-s110-a002-w005-01	root_000504	resolved_source_exact
w-s110-a002-w006	m-w-s110-a002-w006-01	root_000047	resolved_normalized_exact
w-s110-a002-w007	m-w-s110-a002-w007-01	root_001184	resolved_source_exact
w-s110-a003-w001	m-w-s110-a003-w001-02	root_000666	resolved_source_exact
w-s110-a003-w002	m-w-s110-a003-w002-02	root_000355	resolved_source_exact
w-s110-a003-w003	m-w-s110-a003-w003-01	root_000532	resolved_source_exact
w-s110-a003-w004	m-w-s110-a003-w004-02	root_001096	resolved_source_exact
w-s110-a003-w006	m-w-s110-a003-w006-01	root_001332	resolved_source_exact
w-s110-a003-w007	m-w-s110-a003-w007-01	root_000189	resolved_source_exact
