cooccurrence_id	ayah_ref	left_word_id	right_word_id	left_root	right_root	word_distance	root_distance_min	root_distance_max	local_pair_count	corpus_window_count	corpus_pair_count	source_pair_id
co-110_0-00001	110:0	w-s110-a000-w002	w-s110-a000-w003	ء ل ه	ر ح م	1	1	2	2	130	254	intra_ayah:1:1:root:1
co-110_0-00002	110:0	w-s110-a000-w002	w-s110-a000-w004	ء ل ه	ر ح م	2	1	2	2	130	254	intra_ayah:1:1:root:1
co-110_0-00003	110:0	w-s110-a000-w002	w-s110-a000-w001	ء ل ه	س م و	1	1	1	1	185	319	intra_ayah:1:1:root:2
co-110_0-00004	110:0	w-s110-a000-w003	w-s110-a000-w001	ر ح م	س م و	2	2	3	2	18	21	intra_ayah:1:1:root:3
co-110_0-00005	110:0	w-s110-a000-w004	w-s110-a000-w001	ر ح م	س م و	3	2	3	2	18	21	intra_ayah:1:1:root:3
co-110_1-00006	110:1	w-s110-a001-w004	w-s110-a001-w002	ء ل ه	ج ي ء	2	2	2	1	97	161	intra_ayah:110:1:root:1
co-110_1-00007	110:1	w-s110-a001-w004	w-s110-a001-w005	ء ل ه	ف ت ح	1	1	1	1	14	30	intra_ayah:110:1:root:2
co-110_1-00008	110:1	w-s110-a001-w004	w-s110-a001-w003	ء ل ه	ن ص ر	1	1	1	1	80	165	intra_ayah:110:1:root:3
co-110_1-00009	110:1	w-s110-a001-w002	w-s110-a001-w005	ج ي ء	ف ت ح	3	3	3	1	5	7	intra_ayah:110:1:root:4
co-110_1-00010	110:1	w-s110-a001-w002	w-s110-a001-w003	ج ي ء	ن ص ر	1	1	1	1	9	10	intra_ayah:110:1:root:5
co-110_1-00011	110:1	w-s110-a001-w005	w-s110-a001-w003	ف ت ح	ن ص ر	2	2	2	1	2	2	intra_ayah:110:1:root:6
co-110_2-00012	110:2	w-s110-a002-w006	w-s110-a002-w003	ء ل ه	د خ ل	3	2	2	1	48	88	intra_ayah:110:2:root:1
co-110_2-00013	110:2	w-s110-a002-w005	w-s110-a002-w001	د ي ن	ر ء ي	4	3	3	1	2	2	intra_ayah:110:2:root:10
co-110_2-00014	110:2	w-s110-a002-w005	w-s110-a002-w007	د ي ن	ف و ج	2	2	2	1	1	1	intra_ayah:110:2:root:11
co-110_2-00015	110:2	w-s110-a002-w005	w-s110-a002-w002	د ي ن	ن و س	3	2	2	1	5	8	intra_ayah:110:2:root:12
co-110_2-00016	110:2	w-s110-a002-w001	w-s110-a002-w007	ر ء ي	ف و ج	6	5	5	1	1	1	intra_ayah:110:2:root:13
co-110_2-00017	110:2	w-s110-a002-w001	w-s110-a002-w002	ر ء ي	ن و س	1	1	1	1	19	27	intra_ayah:110:2:root:14
co-110_2-00018	110:2	w-s110-a002-w007	w-s110-a002-w002	ف و ج	ن و س	5	4	4	1	1	1	intra_ayah:110:2:root:15
co-110_2-00019	110:2	w-s110-a002-w006	w-s110-a002-w005	ء ل ه	د ي ن	1	1	1	1	53	122	intra_ayah:110:2:root:2
co-110_2-00020	110:2	w-s110-a002-w006	w-s110-a002-w001	ء ل ه	ر ء ي	5	4	4	1	121	204	intra_ayah:110:2:root:3
co-110_2-00021	110:2	w-s110-a002-w006	w-s110-a002-w007	ء ل ه	ف و ج	1	1	1	1	1	1	intra_ayah:110:2:root:4
co-110_2-00022	110:2	w-s110-a002-w006	w-s110-a002-w002	ء ل ه	ن و س	4	3	3	1	129	252	intra_ayah:110:2:root:5
co-110_2-00023	110:2	w-s110-a002-w003	w-s110-a002-w005	د خ ل	د ي ن	2	1	1	1	1	1	intra_ayah:110:2:root:6
co-110_2-00024	110:2	w-s110-a002-w003	w-s110-a002-w001	د خ ل	ر ء ي	2	2	2	1	5	7	intra_ayah:110:2:root:7
co-110_2-00025	110:2	w-s110-a002-w003	w-s110-a002-w007	د خ ل	ف و ج	4	3	3	1	1	1	intra_ayah:110:2:root:8
co-110_2-00026	110:2	w-s110-a002-w003	w-s110-a002-w002	د خ ل	ن و س	1	1	1	1	3	3	intra_ayah:110:2:root:9
co-110_3-00027	110:3	w-s110-a003-w007	w-s110-a003-w002	ت و ب	ح م د	5	4	4	1	3	3	intra_ayah:110:3:root:1
co-110_3-00028	110:3	w-s110-a003-w003	w-s110-a003-w001	ر ب ب	س ب ح	2	2	2	1	31	41	intra_ayah:110:3:root:10
