syntax_edge_id	attachment_edge_id	ayah_ref	source_word_id	target_word_id	prep_word_id	source_morpheme_id	target_morpheme_id	prep_morpheme_id	source_qac_ref	target_qac_ref	prep_qac_ref	source_attachment_unit_id	target_attachment_unit_id	prep_attachment_unit_id	source_position	target_position	prep_position	relation	status	confidence	source_part	target_part	source_form_tag	target_form_tag	object_type	prep_base	binding_status	evidence	reason	source_pointer
sx-97_0-00001	ae:v3:s001:001:pass1:attach:a1	97:0	w-s097-a000-w001	w-s097-a000-w001	w-s097-a000-w001	m-w-s097-a000-w001-01	m-w-s097-a000-w001-02	m-w-s097-a000-w001-01	1:1:1:1	1:1:1:2	1:1:1:1	q:1:1:1	q:1:1:2	q:1:1:1	1	2	1	prep_complement	strongly_licensed	high			PREP	NOUN_ABSTRACT		بـ	position_morpheme_aligned	case_government;formulaic_construction	سْمِ is governed by the prefixed بِ in the formula بِسْمِ.	resources/attachments.tsv:2
sx-97_0-00002	ae:v3:s001:001:pass1:attach:a2	97:0	w-s097-a000-w001	w-s097-a000-w002		m-w-s097-a000-w001-02	m-w-s097-a000-w002-01		1:1:1:2	1:1:2:1		q:1:1:2	q:1:1:3		2	3		idafa	syntactically_forced	high			NOUN_ABSTRACT	NOUN_PROP			position_morpheme_aligned	case_government;local_syntax	ٱللَّهِ is the genitive muḍāf ilayhi of سْمِ.	resources/attachments.tsv:3
sx-97_0-00003	ae:v3:s001:001:pass1:attach:a3	97:0	w-s097-a000-w002	w-s097-a000-w003		m-w-s097-a000-w002-01	m-w-s097-a000-w003-02		1:1:2:1	1:1:3:2		q:1:1:3	q:1:1:4		3	4		adjective	strongly_licensed	high			NOUN_PROP	NOUN_PROP			position_morpheme_aligned	agreement;local_syntax	ٱلرَّحْمَٰنِ follows ٱللَّهِ in genitive definiteness as an adjectival divine epithet.	resources/attachments.tsv:4
sx-97_0-00004	ae:v3:s001:001:pass1:attach:a4	97:0	w-s097-a000-w002	w-s097-a000-w003		m-w-s097-a000-w002-01	m-w-s097-a000-w003-02		1:1:2:1	1:1:3:2		q:1:1:3	q:1:1:5		3	5		adjective	strongly_licensed	high			NOUN_PROP	NOUN_PROP			fallback_morpheme_aligned	agreement;local_syntax	ٱلرَّحِيمِ follows ٱللَّهِ in the same genitive adjectival series.	resources/attachments.tsv:5
sx-97_1-00005	ae:v3:s097:001:pass1:attach:a1	97:1	w-s097-a001-w001	w-s097-a001-w001		m-w-s097-a001-w001-01	m-w-s097-a001-w001-02		97:1:1:1	97:1:1:2		q:97:1:1	q:97:1:1		1	1		particle_complement	surface_form	high	particle_segment	pronoun_suffix					position_morpheme_aligned	morphology;local_syntax	The نا in إِنَّا is the governed اسم إنّ attached to إِنَّ.	resources/attachments.tsv:58040
sx-97_1-00006	ae:v3:s097:001:pass1:attach:a2	97:1	w-s097-a001-w001	w-s097-a001-w002		m-w-s097-a001-w001-01	m-w-s097-a001-w002-01		97:1:1:1	97:1:2:1		q:97:1:1	q:97:1:2		1	2		predication	strongly_licensed	high			INF_ANNUL_PART	PV			position_morpheme_aligned	local_syntax	أَنزَلْنَٰهُ supplies the khabar content for إِنَّا.	resources/attachments.tsv:58041
sx-97_1-00007	ae:v3:s097:001:pass1:attach:a3	97:1	w-s097-a001-w002	w-s097-a001-w002		m-w-s097-a001-w002-01	m-w-s097-a001-w002-01		97:1:2:1	97:1:2:1		q:97:1:2	q:97:1:2		2	2		direct_object	surface_form	high		object_suffix	PV		clitic		position_morpheme_aligned	morphology;local_syntax	The هُ suffix on أَنزَلْنَٰهُ is the thing sent down.	resources/attachments.tsv:58042
sx-97_1-00008	ae:v3:s097:001:pass1:attach:a4	97:1	w-s097-a001-w002	w-s097-a001-w004	w-s097-a001-w003	m-w-s097-a001-w002-01	m-w-s097-a001-w004-01	m-w-s097-a001-w003-01	97:1:2:1	97:1:4:1	97:1:3:1	q:97:1:2	q:97:1:4	q:97:1:3	2	4	3	prep_complement	syntactically_forced	high			PV	NOUN_ABSTRACT		فِي	position_morpheme_aligned	case_government;local_syntax	لَيْلَةِ is governed by فِي as the temporal complement of أَنزَلْنَٰهُ.	resources/attachments.tsv:58043
sx-97_1-00009	ae:v3:s097:001:pass1:attach:a5	97:1	w-s097-a001-w004	w-s097-a001-w005		m-w-s097-a001-w004-01	m-w-s097-a001-w005-02		97:1:4:1	97:1:5:2		q:97:1:4	q:97:1:5		4	5		idafa	syntactically_forced	high			NOUN_ABSTRACT	NOUN_PROP			position_morpheme_aligned	case_government;local_syntax	ٱلْقَدْرِ is the muḍāf ilayh completing لَيْلَةِ.	resources/attachments.tsv:58044
sx-97_2-00010	ae:v3:s097:002:pass1:attach:a1	97:2	w-s097-a002-w002	w-s097-a002-w001		m-w-s097-a002-w002-01	m-w-s097-a002-w001-02		97:2:2:1	97:2:1:2		q:97:2:3	q:97:2:2		3	2		subject	syntactically_forced	high			PV	REL_PRON			position_morpheme_aligned	word_order;local_syntax	مَا is the interrogative subject of أَدْرَىٰكَ.	resources/attachments.tsv:58045
