candidate_id	channel_score	label_hint	ayah_count	root_count	branch_count	edge_count	mean_affinity	density	reciprocal_edge_ratio	strong_rank_ratio	ayahs	roots	top_facets	example_edge
C001	0.8623	herd / stance / gambling / leader	7	8	15	18	0.07267599	0.1875	1.0	1.0	1,2,3,4,5,6,7	ر ب ب ر ح م ع و ن غ ض ب غ ي ر ق و م م ل ك ه د ي	kw:herd(38.6317); kw:stance(33.004); kw:gambling(31.0619); kw:leader(28.6095); kw:hide(27.4588); kw:law(26.904); kw:leadership(25.8369); theme:body_health_life/reproduction_birth(24.0796)	ر ب ب:B014:رَبْرَب قطيع → ع و ن:B006:العانة قطيع الحمر
C002	0.8457	body_health_life/reproduction_birth / herd / family / stance	7	9	16	21	0.07308736	0.1944	1.0	0.8571	1,2,3,4,5,6,7	ر ب ب ر ح م ع ب د ع و ن غ ض ب ق و م م ل ك ن ع م ه د ي	theme:body_health_life/reproduction_birth(44.1459); kw:herd(38.6317); kw:family(34.2328); kw:stance(33.004); kw:gambling(31.0619); kw:leader(28.6095); kw:hide(27.4588); kw:womb(26.6675)	ر ب ب:B014:رَبْرَب قطيع → ع و ن:B006:العانة قطيع الحمر
C003	0.8361	governance / hierarchy / property / ownership	6	9	15	30	0.06652565	0.3226	0.9667	0.5333	1,2,4,5,6,7	ء ل ه د ي ن ر ب ب س م و ض ل ل ع ب د ق و م م ل ك ه د ي	kw:governance(45.0396); kw:hierarchy(43.4607); kw:property(42.7746); kw:ownership(37.8305); kw:dominion(34.884); kw:pillar(31.7301); kw:foundation(28.9576); kw:livelihood(25.5168)	م ل ك:B002:المِلْك والتصرف → ع ب د:B001:الرق والملك
C004	0.8357	comfort / substitution / education / welfare	7	9	17	27	0.06825677	0.2213	0.963	0.7407	1,2,3,4,5,6,7	ح م د ر ب ب ر ح م ع ب د ع ل م غ ي ر ق و م ن ع م ي و م	kw:comfort(52.9349); kw:substitution(30.7655); kw:education(26.8781); kw:welfare(26.4674); kw:blessing(25.5944); kw:livelihood(25.5168); kw:residence(25.2203); kw:repair(25.08)	ر ب ب:B006:رُبّ خاثر وإصلاح به → غ ي ر:B001:الصلاح والمنفعة بالميرة والسقي والإصلاح
C005	0.8354	tool / gambling / leader / hide	6	8	15	21	0.07067237	0.2283	1.0	0.9048	1,2,3,4,6,7	ر ب ب ر ح م س م و غ ض ب ق و م م ل ك ن ع م ه د ي	kw:tool(31.8); kw:gambling(31.0619); kw:leader(28.6095); kw:hide(27.4588); kw:leg(26.371); kw:leadership(25.8369); kw:mobility(24.0518); kw:sky(23.9465)	س م و:B004:السماء وما علا فأظل → ر ب ب:B008:رباب السحاب
C006	0.8351	herd / stance / leader / leg	6	8	14	18	0.06918256	0.2195	1.0	0.8889	1,2,3,4,5,6	ء ل ه ر ب ب ر ح م س م و ع و ن ق و م م ل ك ه د ي	kw:herd(38.6317); kw:stance(33.004); kw:leader(28.6095); kw:leg(26.371); kw:leadership(25.8369); kw:visibility(25.2924); theme:body_health_life/reproduction_birth(24.0796); kw:mobility(24.0518)	ر ب ب:B014:رَبْرَب قطيع → ع و ن:B006:العانة قطيع الحمر
C007	0.8347	comfort / substitution / inflammation / cognition_perception/knowledge_learning	7	10	17	19	0.07277704	0.1496	1.0	0.9474	1,2,3,4,5,6,7	ر ب ب ر ح م س م و ع ب د ع ل م غ ض ب غ ي ر ق و م م ل ك ن ع م	kw:comfort(52.9349); kw:substitution(30.7655); kw:inflammation(29.9889); theme:cognition_perception/knowledge_learning(29.9155); kw:material(28.2385); kw:education(26.8781); kw:repair(25.08); kw:care(24.8132)	ر ب ب:B006:رُبّ خاثر وإصلاح به → غ ي ر:B001:الصلاح والمنفعة بالميرة والسقي والإصلاح
C008	0.8247	body_health_life/reproduction_birth / family / stance / gambling	7	8	16	19	0.06997317	0.181	1.0	0.8421	1,2,3,4,5,6,7	ر ب ب ر ح م ض ل ل ع ب د غ ض ب ق و م م ل ك ن ع م	theme:body_health_life/reproduction_birth(44.1459); kw:family(34.2328); kw:stance(33.004); kw:gambling(31.0619); kw:inflammation(29.9889); kw:womb(26.6675); kw:swelling(26.371); kw:bird(23.4581)	ر ح م:B002:الرَّحِم والقرابة → ر ب ب:B005:ربيب وربيبة ورابة
C009	0.8221	herd / submission / zoology / goal	7	14	17	20	0.06956314	0.1504	1.0	0.85	1,2,3,4,5,6,7	ح م د د ي ن ر ب ب ر ح م س م و ض ل ل ع ب د ع ل م ع و ن غ ض ب ق و م م ل ك ن ع م ه د ي	kw:herd(51.5089); kw:submission(40.4815); kw:zoology(35.5423); kw:goal(32.1114); kw:cattle(30.4895); kw:subsistence(28.7797); kw:leader(28.6095); kw:wildlife(27.2163)	ر ب ب:B014:رَبْرَب قطيع → ع و ن:B006:العانة قطيع الحمر
C010	0.8211	blessing / honor / kinship_society/hospitality_welfare / benefaction	7	10	17	22	0.07086819	0.176	0.9545	0.8182	1,2,3,4,5,6,7	ء ل ه ح م د ر ب ب ر ح م ع ب د غ ض ب ق و م م ل ك ن ع م ي و م	kw:blessing(38.3916); kw:honor(34.4119); theme:kinship_society/hospitality_welfare(33.2033); kw:benefaction(29.1436); kw:favor(27.2163); kw:welfare(26.4674); kw:comfort(26.4674); kw:firmness(26.0951)	ر ح م:B001:الرَّحْمَة والرقة → ن ع م:B001:حسن الحال والنعمة
C011	0.8198	hierarchy / governance / ownership / dominion	6	9	17	31	0.06719657	0.252	0.9677	0.6774	1,2,4,5,6,7	ء ل ه د ي ن ر ب ب ع ب د ع ل م ق و م م ل ك ن ع م ه د ي	kw:hierarchy(54.3259); kw:governance(45.0396); kw:ownership(37.8305); kw:dominion(34.884); kw:enslavement(34.884); kw:property(32.081); kw:pillar(31.7301); kw:subjugation(31.0619)	م ل ك:B002:المِلْك والتصرف → ع ب د:B001:الرق والملك
