family_id	branch_status	node_id	root	branch_id	ayahs	image_ar
F001	core	quranic:root_000347:B004	ح ق ق	B004	3	محاقة يدعي كل طرف فيها الحق
F001	core	quranic:root_001046:B002	ع م ل	B002	3	إعمال الشيء واستعماله
F001	core	quranic:root_001046:B005	ع م ل	B005	3	المعاملة بين الناس
F001	optional	quranic:root_000059:B001	ء ن س	B001	2	ظهور الإنسان المخالف للتوحش والجن
F001	optional	quranic:root_000059:B003	ء ن س	B003	2	الأنس الذي يزيل الوحشة
F001	optional	quranic:root_000059:B005	ء ن س	B005	2	إنسان العين وصورة الإنسان في السواد
F001	optional	quranic:root_000347:B001	ح ق ق	B001	3	ثبات مطابق للواقع ضد الباطل
F001	optional	quranic:root_000347:B002	ح ق ق	B002	3	لزوم واجب واستحقاق ثابت
F001	optional	quranic:root_000347:B003	ح ق ق	B003	3	حق مخصوص يملكه صاحبه
F001	optional	quranic:root_000347:B009	ح ق ق	B009	3	طعنة استقامت حتى نفذت
F001	optional	quranic:root_000347:B011	ح ق ق	B011	3	حق يطابق موضعه كالمفصل والوعاء
F001	optional	quranic:root_000347:B013	ح ق ق	B013	3	تمام حال الحيوان وقوته
F001	optional	quranic:root_000409:B001	خ س ر	B001	2	النقص العام
F001	optional	quranic:root_000409:B003	خ س ر	B003	2	إخسار الكيل والميزان
F001	optional	quranic:root_000840:B001	ص ب ر	B001	3	حبس النفس عن الجزع
F001	optional	quranic:root_000840:B002	ص ب ر	B002	3	حبس القهر للقتل أو اليمين
F001	optional	quranic:root_000840:B003	ص ب ر	B003	3	تحمل الكفالة والملازمة
F001	optional	quranic:root_000840:B004	ص ب ر	B004	3	أعلى الشيء وجوانبه
F001	optional	quranic:root_000840:B006	ص ب ر	B006	3	الوقوع في شدة لا منفذ منها
F001	optional	quranic:root_000840:B007	ص ب ر	B007	3	شدة برد الشتاء
F001	optional	quranic:root_000840:B008	ص ب ر	B008	3	الصبر المر وعصارته
F001	optional	quranic:root_000840:B012	ص ب ر	B012	3	الإقصاص والقود
F001	optional	quranic:root_000840:B016	ص ب ر	B016	3	بطن من غسان
F001	optional	quranic:root_000840:B017	ص ب ر	B017	3	الجبل ووسطه
F001	optional	quranic:root_000876:B003	ص ل ح	B003	3	الصلاح للشيء ملاءمته
F001	optional	quranic:root_000876:B005	ص ل ح	B005	3	صلاح والصلح علمان لمواضع
F001	optional	quranic:root_001019:B001	ع ص ر	B001	1	دهر ووقت متعاقب
F001	optional	quranic:root_001019:B002	ع ص ر	B002	1	ضغط حتى يتحلب
F001	optional	quranic:root_001019:B005	ع ص ر	B005	1	ملجأ ومنجاة واعتصام
F001	optional	quranic:root_001019:B006	ع ص ر	B006	1	حبس ومنع واسترجاع
F001	optional	quranic:root_001019:B008	ع ص ر	B008	1	شرب قليل لإساغة الغصة
F001	optional	quranic:root_001019:B013	ع ص ر	B013	1	العصرة شجرة
F001	optional	quranic:root_001019:B014	ع ص ر	B014	1	لسان معصور من العطش
F001	optional	quranic:root_001019:B015	ع ص ر	B015	1	العصار ريح البطن
F001	optional	quranic:root_001046:B001	ع م ل	B001	3	الفعل المقصود والعمل
F001	optional	quranic:root_001046:B003	ع م ل	B003	3	ولاية العمل والقيام عليه
F001	optional	quranic:root_001046:B004	ع م ل	B004	3	أجر العمل ورزق العامل
F001	optional	quranic:root_001046:B007	ع م ل	B007	3	التعمل بمعنى التعني
F001	optional	quranic:root_001046:B008	ع م ل	B008	3	المطبوع على العمل
F001	optional	quranic:root_001046:B011	ع م ل	B011	3	الطريق المعمل
F001	optional	quranic:root_001046:B012	ع م ل	B012	3	بنو العمل من المشاة
F001	optional	quranic:root_001656:B001	و ص ي	B001	3	وصل الشيء بالشيء
F001	optional	quranic:root_001656:B002	و ص ي	B002	3	عهد موصول إلى غيره
F001	optional	quranic:root_001656:B003	و ص ي	B003	3	تبادل الوصية بين القوم
