source_token_id	ayah_ref	source_token_index	surface_ar	word_ids	qac_word_refs	binding_status
t-s057-a000-w001	57:0	1	بِسْمِ	w-s057-a000-w001	1:1:1	one_to_one
t-s057-a000-w002	57:0	2	ٱللَّهِ	w-s057-a000-w002	1:1:2	one_to_one
t-s057-a000-w003	57:0	3	ٱلرَّحْمَٰنِ	w-s057-a000-w003	1:1:3	one_to_one
t-s057-a000-w004	57:0	4	ٱلرَّحِيمِ	w-s057-a000-w004	1:1:4	one_to_one
t-s057-a001-w001	57:1	1	سَبَّحَ	w-s057-a001-w001	57:1:1	one_to_one
t-s057-a001-w002	57:1	2	لِلَّهِ	w-s057-a001-w002	57:1:2	one_to_one
t-s057-a001-w003	57:1	3	مَا	w-s057-a001-w003	57:1:3	one_to_one
t-s057-a001-w004	57:1	4	فِى	w-s057-a001-w004	57:1:4	one_to_one
t-s057-a001-w005	57:1	5	ٱلسَّمَٰوَٰتِ	w-s057-a001-w005	57:1:5	one_to_one
t-s057-a001-w006	57:1	6	وَٱلْأَرْضِ	w-s057-a001-w006	57:1:6	one_to_one
t-s057-a001-w007	57:1	7	وَهُوَ	w-s057-a001-w007	57:1:7	one_to_one
t-s057-a001-w008	57:1	8	ٱلْعَزِيزُ	w-s057-a001-w008	57:1:8	one_to_one
t-s057-a001-w009	57:1	9	ٱلْحَكِيمُ	w-s057-a001-w009	57:1:9	one_to_one
t-s057-a002-w001	57:2	1	لَهُۥ	w-s057-a002-w001	57:2:1	one_to_one
t-s057-a002-w002	57:2	2	مُلْكُ	w-s057-a002-w002	57:2:2	one_to_one
t-s057-a002-w003	57:2	3	ٱلسَّمَٰوَٰتِ	w-s057-a002-w003	57:2:3	one_to_one
t-s057-a002-w004	57:2	4	وَٱلْأَرْضِ	w-s057-a002-w004	57:2:4	one_to_one
t-s057-a002-w005	57:2	5	يُحْىِۦ	w-s057-a002-w005	57:2:5	one_to_one
t-s057-a002-w006	57:2	6	وَيُمِيتُ	w-s057-a002-w006	57:2:6	one_to_one
t-s057-a002-w007	57:2	7	وَهُوَ	w-s057-a002-w007	57:2:7	one_to_one
t-s057-a002-w008	57:2	8	عَلَىٰ	w-s057-a002-w008	57:2:8	one_to_one
t-s057-a002-w009	57:2	9	كُلِّ	w-s057-a002-w009	57:2:9	one_to_one
t-s057-a002-w010	57:2	10	شَىْءٍۢ	w-s057-a002-w010	57:2:10	one_to_one
t-s057-a002-w011	57:2	11	قَدِيرٌ	w-s057-a002-w011	57:2:11	one_to_one
t-s057-a003-w001	57:3	1	هُوَ	w-s057-a003-w001	57:3:1	one_to_one
t-s057-a003-w002	57:3	2	ٱلْأَوَّلُ	w-s057-a003-w002	57:3:2	one_to_one
t-s057-a003-w003	57:3	3	وَٱلْءَاخِرُ	w-s057-a003-w003	57:3:3	one_to_one
t-s057-a003-w004	57:3	4	وَٱلظَّٰهِرُ	w-s057-a003-w004	57:3:4	one_to_one
t-s057-a003-w005	57:3	5	وَٱلْبَاطِنُ	w-s057-a003-w005	57:3:5	one_to_one
t-s057-a003-w006	57:3	6	وَهُوَ	w-s057-a003-w006	57:3:6	one_to_one
t-s057-a003-w007	57:3	7	بِكُلِّ	w-s057-a003-w007	57:3:7	one_to_one
t-s057-a003-w008	57:3	8	شَىْءٍ	w-s057-a003-w008	57:3:8	one_to_one
t-s057-a003-w009	57:3	9	عَلِيمٌ	w-s057-a003-w009	57:3:9	one_to_one
t-s057-a004-w001	57:4	1	هُوَ	w-s057-a004-w001	57:4:1	one_to_one
t-s057-a004-w002	57:4	2	ٱلَّذِى	w-s057-a004-w002	57:4:2	one_to_one
t-s057-a004-w003	57:4	3	خَلَقَ	w-s057-a004-w003	57:4:3	one_to_one
t-s057-a004-w004	57:4	4	ٱلسَّمَٰوَٰتِ	w-s057-a004-w004	57:4:4	one_to_one
t-s057-a004-w005	57:4	5	وَٱلْأَرْضَ	w-s057-a004-w005	57:4:5	one_to_one
t-s057-a004-w006	57:4	6	فِى	w-s057-a004-w006	57:4:6	one_to_one
t-s057-a004-w007	57:4	7	سِتَّةِ	w-s057-a004-w007	57:4:7	one_to_one
t-s057-a004-w008	57:4	8	أَيَّامٍۢ	w-s057-a004-w008	57:4:8	one_to_one
t-s057-a004-w009	57:4	9	ثُمَّ	w-s057-a004-w009	57:4:9	one_to_one
t-s057-a004-w010	57:4	10	ٱسْتَوَىٰ	w-s057-a004-w010	57:4:10	one_to_one
t-s057-a004-w011	57:4	11	عَلَى	w-s057-a004-w011	57:4:11	one_to_one
t-s057-a004-w012	57:4	12	ٱلْعَرْشِ	w-s057-a004-w012	57:4:12	one_to_one
t-s057-a004-w013	57:4	13	يَعْلَمُ	w-s057-a004-w013	57:4:13	one_to_one
t-s057-a004-w014	57:4	14	مَا	w-s057-a004-w014	57:4:14	one_to_one
t-s057-a004-w015	57:4	15	يَلِجُ	w-s057-a004-w015	57:4:15	one_to_one
t-s057-a004-w016	57:4	16	فِى	w-s057-a004-w016	57:4:16	one_to_one
t-s057-a004-w017	57:4	17	ٱلْأَرْضِ	w-s057-a004-w017	57:4:17	one_to_one
t-s057-a004-w018	57:4	18	وَمَا	w-s057-a004-w018	57:4:18	one_to_one
t-s057-a004-w019	57:4	19	يَخْرُجُ	w-s057-a004-w019	57:4:19	one_to_one
