word_id	ayah_ref	qac_ayah_ref	word_index	qac_word_ref	surface_ar	lemma_ar	root	pos	aspect	mood	voice	measure	morphology_summary
w-s099-a000-w001	99:0	1:1	1	1:1:1	بِسْمِ	ٱسْم	س م و	N					PREFIX|bi+ | STEM|POS:N|LEM:{som|ROOT:smw|M|GEN
w-s099-a000-w002	99:0	1:1	2	1:1:2	ٱللَّهِ	ٱللَّه	ء ل ه	PN					STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN
w-s099-a000-w003	99:0	1:1	3	1:1:3	ٱلرَّحْمَٰنِ	رَّحْمَٰن	ر ح م	ADJ					PREFIX|Al+ | STEM|POS:ADJ|LEM:r~aHoma`n|ROOT:rHm|MS|GEN
w-s099-a000-w004	99:0	1:1	4	1:1:4	ٱلرَّحِيمِ	رَّحِيم	ر ح م	ADJ					PREFIX|Al+ | STEM|POS:ADJ|LEM:r~aHiym|ROOT:rHm|MS|GEN
w-s099-a001-w001	99:1	99:1	1	99:1:1	إِذَا	إِذَا		T					STEM|POS:T|LEM:<i*aA
w-s099-a001-w002	99:1	99:1	2	99:1:2	زُلْزِلَتِ	زُلْزِلُ	ز ل ز ل	V	PERF		PASS		STEM|POS:V|PERF|PASS|LEM:zulozilu|ROOT:zlzl|3FS
w-s099-a001-w003	99:1	99:1	3	99:1:3	ٱلْأَرْضُ	أَرْض	ء ر ض	N					PREFIX|Al+ | STEM|POS:N|LEM:>aroD|ROOT:ArD|F|NOM
w-s099-a001-w004	99:1	99:1	4	99:1:4	زِلْزَالَهَا	زِلْزَال	ز ل ز ل	N					STEM|POS:N|LEM:zilozaAl|ROOT:zlzl|M|ACC | SUFFIX|PRON:3FS
w-s099-a002-w001	99:2	99:2	1	99:2:1	وَأَخْرَجَتِ	أَخْرَجَ	خ ر ج	V	PERF			IV	PREFIX|w:CONJ+ | STEM|POS:V|PERF|(IV)|LEM:>axoraja|ROOT:xrj|3FS
w-s099-a002-w002	99:2	99:2	2	99:2:2	ٱلْأَرْضُ	أَرْض	ء ر ض	N					PREFIX|Al+ | STEM|POS:N|LEM:>aroD|ROOT:ArD|F|NOM
w-s099-a002-w003	99:2	99:2	3	99:2:3	أَثْقَالَهَا	ثَّقَلَان	ث ق ل	N					STEM|POS:N|LEM:v~aqalaAn|ROOT:vql|MP|ACC | SUFFIX|PRON:3FS
w-s099-a003-w001	99:3	99:3	1	99:3:1	وَقَالَ	قَالَ	ق و ل	V	PERF				PREFIX|w:CONJ+ | STEM|POS:V|PERF|LEM:qaAla|ROOT:qwl|3MS
w-s099-a003-w002	99:3	99:3	2	99:3:2	ٱلْإِنسَٰنُ	إِنسَٰن	ء ن س	N					PREFIX|Al+ | STEM|POS:N|LEM:<insa`n|ROOT:Ans|M|NOM
w-s099-a003-w003	99:3	99:3	3	99:3:3	مَا	مَا		INTG					STEM|POS:INTG|LEM:maA
w-s099-a003-w004	99:3	99:3	4	99:3:4	لَهَا			PRON					PREFIX|l:P+ | STEM|POS:PRON|3FS
w-s099-a004-w001	99:4	99:4	1	99:4:1	يَوْمَئِذٍ	يَوْمَئِذ		T					STEM|POS:T|LEM:yawoma}i*
w-s099-a004-w002	99:4	99:4	2	99:4:2	تُحَدِّثُ	تُحَدِّثُ	ح د ث	V	IMPF			II	STEM|POS:V|IMPF|(II)|LEM:tuHad~ivu|ROOT:Hdv|3FS
w-s099-a004-w003	99:4	99:4	3	99:4:3	أَخْبَارَهَا	أَخْبَار	خ ب ر	N					STEM|POS:N|LEM:>axobaAr|ROOT:xbr|MP|ACC | SUFFIX|PRON:3FS
w-s099-a005-w001	99:5	99:5	1	99:5:1	بِأَنَّ	أَنّ		ACC					PREFIX|bi+ | STEM|POS:ACC|LEM:>an~|SP:<in~
w-s099-a005-w002	99:5	99:5	2	99:5:2	رَبَّكَ	رَبّ	ر ب ب	N					STEM|POS:N|LEM:rab~|ROOT:rbb|M|ACC | SUFFIX|PRON:2MS
w-s099-a005-w003	99:5	99:5	3	99:5:3	أَوْحَىٰ	أَوْحَىٰٓ	و ح ي	V	PERF			IV	STEM|POS:V|PERF|(IV)|LEM:>awoHaY`^|ROOT:wHy|3MS
w-s099-a005-w004	99:5	99:5	4	99:5:4	لَهَا			PRON					PREFIX|l:P+ | STEM|POS:PRON|3FS
w-s099-a006-w001	99:6	99:6	1	99:6:1	يَوْمَئِذٍ	يَوْمَئِذ		T					STEM|POS:T|LEM:yawoma}i*
w-s099-a006-w002	99:6	99:6	2	99:6:2	يَصْدُرُ	يَصْدُرُ	ص د ر	V	IMPF				STEM|POS:V|IMPF|LEM:yaSoduru|ROOT:Sdr|3MS
w-s099-a006-w003	99:6	99:6	3	99:6:3	ٱلنَّاسُ	نَّاس	ن و س	N					PREFIX|Al+ | STEM|POS:N|LEM:n~aAs|ROOT:nws|MP|NOM
w-s099-a006-w004	99:6	99:6	4	99:6:4	أَشْتَاتًا	أَشْتَات	ش ت ت	N					STEM|POS:N|LEM:>a$otaAt|ROOT:$tt|MP|INDEF|ACC
w-s099-a006-w005	99:6	99:6	5	99:6:5	لِّيُرَوْا۟	أَرَيْ	ر ء ي	V	IMPF	SUBJ	PASS	IV	PREFIX|l:PRP+ | STEM|POS:V|IMPF|PASS|(IV)|LEM:>arayo|ROOT:rAy|3MP|MOOD:SUBJ | SUFFIX|PRON:3MP
w-s099-a006-w006	99:6	99:6	6	99:6:6	أَعْمَٰلَهُمْ	عَمَل	ع م ل	N					STEM|POS:N|LEM:Eamal|ROOT:Eml|MP|ACC | SUFFIX|PRON:3MP
