cooccurrence_id	ayah_ref	left_word_id	right_word_id	left_root	right_root	word_distance	root_distance_min	root_distance_max	local_pair_count	corpus_window_count	corpus_pair_count	source_pair_id
co-99_0-00001	99:0	w-s099-a000-w002	w-s099-a000-w003	ء ل ه	ر ح م	1	1	2	2	130	254	intra_ayah:1:1:root:1
co-99_0-00002	99:0	w-s099-a000-w002	w-s099-a000-w004	ء ل ه	ر ح م	2	1	2	2	130	254	intra_ayah:1:1:root:1
co-99_0-00003	99:0	w-s099-a000-w002	w-s099-a000-w001	ء ل ه	س م و	1	1	1	1	185	319	intra_ayah:1:1:root:2
co-99_0-00004	99:0	w-s099-a000-w003	w-s099-a000-w001	ر ح م	س م و	2	2	3	2	18	21	intra_ayah:1:1:root:3
co-99_0-00005	99:0	w-s099-a000-w004	w-s099-a000-w001	ر ح م	س م و	3	2	3	2	18	21	intra_ayah:1:1:root:3
co-99_1-00006	99:1	w-s099-a001-w003	w-s099-a001-w002	ء ر ض	ز ل ز ل	1	1	1	2	1	2	intra_ayah:99:1:root:1
co-99_1-00007	99:1	w-s099-a001-w003	w-s099-a001-w004	ء ر ض	ز ل ز ل	1	1	1	2	1	2	intra_ayah:99:1:root:1
co-99_2-00008	99:2	w-s099-a002-w002	w-s099-a002-w003	ء ر ض	ث ق ل	1	1	1	1	7	7	intra_ayah:99:2:root:1
co-99_2-00009	99:2	w-s099-a002-w002	w-s099-a002-w001	ء ر ض	خ ر ج	1	1	1	1	26	31	intra_ayah:99:2:root:2
co-99_2-00010	99:2	w-s099-a002-w003	w-s099-a002-w001	ث ق ل	خ ر ج	2	2	2	1	2	3	intra_ayah:99:2:root:3
co-99_3-00011	99:3	w-s099-a003-w002	w-s099-a003-w001	ء ن س	ق و ل	1	1	1	1	27	35	intra_ayah:99:3:root:1
co-99_4-00012	99:4	w-s099-a004-w002	w-s099-a004-w003	ح د ث	خ ب ر	1	1	1	1	2	2	intra_ayah:99:4:root:1
