word_id	ayah_ref	qac_ayah_ref	word_index	qac_word_ref	surface_ar	lemma_ar	root	pos	aspect	mood	voice	measure	morphology_summary
w-s102-a000-w001	102:0	1:1	1	1:1:1	بِسْمِ	ٱسْم	س م و	N					PREFIX|bi+ | STEM|POS:N|LEM:{som|ROOT:smw|M|GEN
w-s102-a000-w002	102:0	1:1	2	1:1:2	ٱللَّهِ	ٱللَّه	ء ل ه	PN					STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN
w-s102-a000-w003	102:0	1:1	3	1:1:3	ٱلرَّحْمَٰنِ	رَّحْمَٰن	ر ح م	ADJ					PREFIX|Al+ | STEM|POS:ADJ|LEM:r~aHoma`n|ROOT:rHm|MS|GEN
w-s102-a000-w004	102:0	1:1	4	1:1:4	ٱلرَّحِيمِ	رَّحِيم	ر ح م	ADJ					PREFIX|Al+ | STEM|POS:ADJ|LEM:r~aHiym|ROOT:rHm|MS|GEN
w-s102-a001-w001	102:1	102:1	1	102:1:1	أَلْهَىٰكُمُ	أَلْهَىٰ	ل ه و	V	PERF			IV	STEM|POS:V|PERF|(IV)|LEM:>alohaY`|ROOT:lhw|3MS | SUFFIX|PRON:2MP
w-s102-a001-w002	102:1	102:1	2	102:1:2	ٱلتَّكَاثُرُ	تَّكَاثُر	ك ث ر	N				III	PREFIX|Al+ | STEM|POS:N|VN|(III)|LEM:t~akaAvur|ROOT:kvr|M|NOM
w-s102-a002-w001	102:2	102:2	1	102:2:1	حَتَّىٰ	حَتَّىٰ		INC					STEM|POS:INC|LEM:Hat~aY`
w-s102-a002-w002	102:2	102:2	2	102:2:2	زُرْتُمُ	زُرْ	ز و ر	V	PERF				STEM|POS:V|PERF|LEM:zuro|ROOT:zwr|2MP | SUFFIX|PRON:2MP
w-s102-a002-w003	102:2	102:2	3	102:2:3	ٱلْمَقَابِرَ	مَقَابِر	ق ب ر	N					PREFIX|Al+ | STEM|POS:N|LEM:maqaAbir|ROOT:qbr|MP|ACC
w-s102-a003-w001	102:3	102:3	1	102:3:1	كَلَّا	كَلَّا		AVR					STEM|POS:AVR|LEM:kal~aA
w-s102-a003-w002	102:3	102:3	2	102:3:2	سَوْفَ	سَوْف		FUT					STEM|POS:FUT|LEM:sawof
w-s102-a003-w003	102:3	102:3	3	102:3:3	تَعْلَمُونَ	عَلِمَ	ع ل م	V	IMPF				STEM|POS:V|IMPF|LEM:Ealima|ROOT:Elm|2MP | SUFFIX|PRON:2MP
w-s102-a004-w001	102:4	102:4	1	102:4:1	ثُمَّ	ثُمّ		CONJ					STEM|POS:CONJ|LEM:vum~
w-s102-a004-w002	102:4	102:4	2	102:4:2	كَلَّا	كَلَّا		AVR					STEM|POS:AVR|LEM:kal~aA
w-s102-a004-w003	102:4	102:4	3	102:4:3	سَوْفَ	سَوْف		FUT					STEM|POS:FUT|LEM:sawof
w-s102-a004-w004	102:4	102:4	4	102:4:4	تَعْلَمُونَ	عَلِمَ	ع ل م	V	IMPF				STEM|POS:V|IMPF|LEM:Ealima|ROOT:Elm|2MP | SUFFIX|PRON:2MP
w-s102-a005-w001	102:5	102:5	1	102:5:1	كَلَّا	كَلَّا		AVR					STEM|POS:AVR|LEM:kal~aA
w-s102-a005-w002	102:5	102:5	2	102:5:2	لَوْ	لَو		COND					STEM|POS:COND|LEM:law
w-s102-a005-w003	102:5	102:5	3	102:5:3	تَعْلَمُونَ	عَلِمَ	ع ل م	V	IMPF				STEM|POS:V|IMPF|LEM:Ealima|ROOT:Elm|2MP | SUFFIX|PRON:2MP
w-s102-a005-w004	102:5	102:5	4	102:5:4	عِلْمَ	عِلْم	ع ل م	N					STEM|POS:N|LEM:Eilom|ROOT:Elm|M|ACC
w-s102-a005-w005	102:5	102:5	5	102:5:5	ٱلْيَقِينِ	يَقِين	ي ق ن	N					PREFIX|Al+ | STEM|POS:N|LEM:yaqiyn|ROOT:yqn|MS|GEN
w-s102-a006-w001	102:6	102:6	1	102:6:1	لَتَرَوُنَّ	رَءَا	ر ء ي	V	IMPF				PREFIX|l:EMPH+ | STEM|POS:V|IMPF|LEM:ra'aA|ROOT:rAy|2MP | SUFFIX|+n:EMPH
w-s102-a006-w002	102:6	102:6	2	102:6:2	ٱلْجَحِيمَ	جَحِيم	ج ح م	N					PREFIX|Al+ | STEM|POS:N|LEM:jaHiym|ROOT:jHm|F|ACC
w-s102-a007-w001	102:7	102:7	1	102:7:1	ثُمَّ	ثُمّ		CONJ					STEM|POS:CONJ|LEM:vum~
w-s102-a007-w002	102:7	102:7	2	102:7:2	لَتَرَوُنَّهَا	رَءَا	ر ء ي	V	IMPF				PREFIX|l:EMPH+ | STEM|POS:V|IMPF|LEM:ra'aA|ROOT:rAy|2MP | SUFFIX|+n:EMPH | SUFFIX|PRON:3FS
w-s102-a007-w003	102:7	102:7	3	102:7:3	عَيْنَ	عَيْن	ع ي ن	N					STEM|POS:N|LEM:Eayon|ROOT:Eyn|F|ACC
w-s102-a007-w004	102:7	102:7	4	102:7:4	ٱلْيَقِينِ	يَقِين	ي ق ن	N					PREFIX|Al+ | STEM|POS:N|LEM:yaqiyn|ROOT:yqn|MS|GEN
w-s102-a008-w001	102:8	102:8	1	102:8:1	ثُمَّ	ثُمّ		CONJ					STEM|POS:CONJ|LEM:vum~
w-s102-a008-w002	102:8	102:8	2	102:8:2	لَتُسْـَٔلُنَّ	سَأَلَ	س ء ل	V	IMPF		PASS		PREFIX|l:EMPH+ | STEM|POS:V|IMPF|PASS|LEM:sa>ala|ROOT:sAl|2MP | SUFFIX|+n:EMPH
w-s102-a008-w003	102:8	102:8	3	102:8:3	يَوْمَئِذٍ	يَوْمَئِذ		T					STEM|POS:T|LEM:yawoma}i*
w-s102-a008-w004	102:8	102:8	4	102:8:4	عَنِ	عَن		P					STEM|POS:P|LEM:Ean
w-s102-a008-w005	102:8	102:8	5	102:8:5	ٱلنَّعِيمِ	نَعِيم	ن ع م	N					PREFIX|Al+ | STEM|POS:N|LEM:naEiym|ROOT:nEm|M|GEN
