cooccurrence_id	ayah_ref	left_word_id	right_word_id	left_root	right_root	word_distance	root_distance_min	root_distance_max	local_pair_count	corpus_window_count	corpus_pair_count	source_pair_id
co-14_0-00001	14:0	w-s014-a000-w002	w-s014-a000-w003	ء ل ه	ر ح م	1	1	2	2	130	254	intra_ayah:1:1:root:1
co-14_0-00002	14:0	w-s014-a000-w002	w-s014-a000-w004	ء ل ه	ر ح م	2	1	2	2	130	254	intra_ayah:1:1:root:1
co-14_0-00003	14:0	w-s014-a000-w002	w-s014-a000-w001	ء ل ه	س م و	1	1	1	1	185	319	intra_ayah:1:1:root:2
co-14_0-00004	14:0	w-s014-a000-w003	w-s014-a000-w001	ر ح م	س م و	2	2	3	2	18	21	intra_ayah:1:1:root:3
co-14_0-00005	14:0	w-s014-a000-w004	w-s014-a000-w001	ر ح م	س م و	3	2	3	2	18	21	intra_ayah:1:1:root:3
co-14_1-00006	14:1	w-s014-a001-w011	w-s014-a001-w016	ء ذ ن	ح م د	5	4	4	1	1	1	intra_ayah:14:1:root:1
co-14_1-00007	14:1	w-s014-a001-w011	w-s014-a001-w006	ء ذ ن	ن و س	5	3	3	1	10	14	intra_ayah:14:1:root:10
co-14_1-00008	14:1	w-s014-a001-w016	w-s014-a001-w005	ح م د	خ ر ج	11	8	8	1	2	2	intra_ayah:14:1:root:11
co-14_1-00009	14:1	w-s014-a001-w016	w-s014-a001-w012	ح م د	ر ب ب	4	3	3	1	25	32	intra_ayah:14:1:root:12
co-14_1-00010	14:1	w-s014-a001-w016	w-s014-a001-w014	ح م د	ص ر ط	2	2	2	1	3	3	intra_ayah:14:1:root:13
co-14_1-00011	14:1	w-s014-a001-w016	w-s014-a001-w008	ح م د	ظ ل م	8	6	6	1	4	4	intra_ayah:14:1:root:14
co-14_1-00012	14:1	w-s014-a001-w016	w-s014-a001-w015	ح م د	ع ز ز	1	1	1	1	3	3	intra_ayah:14:1:root:15
co-14_1-00013	14:1	w-s014-a001-w016	w-s014-a001-w002	ح م د	ك ت ب	14	10	10	1	3	3	intra_ayah:14:1:root:16
co-14_1-00014	14:1	w-s014-a001-w016	w-s014-a001-w003	ح م د	ن ز ل	13	9	9	1	6	6	intra_ayah:14:1:root:17
co-14_1-00015	14:1	w-s014-a001-w016	w-s014-a001-w010	ح م د	ن و ر	6	5	5	1	2	2	intra_ayah:14:1:root:18
co-14_1-00016	14:1	w-s014-a001-w016	w-s014-a001-w006	ح م د	ن و س	10	7	7	1	3	3	intra_ayah:14:1:root:19
co-14_1-00017	14:1	w-s014-a001-w011	w-s014-a001-w005	ء ذ ن	خ ر ج	6	4	4	1	7	12	intra_ayah:14:1:root:2
co-14_1-00018	14:1	w-s014-a001-w005	w-s014-a001-w012	خ ر ج	ر ب ب	7	5	5	1	21	28	intra_ayah:14:1:root:20
co-14_1-00019	14:1	w-s014-a001-w005	w-s014-a001-w014	خ ر ج	ص ر ط	9	6	6	1	2	2	intra_ayah:14:1:root:21
co-14_1-00020	14:1	w-s014-a001-w005	w-s014-a001-w008	خ ر ج	ظ ل م	3	2	2	1	20	27	intra_ayah:14:1:root:22
co-14_1-00021	14:1	w-s014-a001-w005	w-s014-a001-w015	خ ر ج	ع ز ز	10	7	7	1	5	7	intra_ayah:14:1:root:23
co-14_1-00022	14:1	w-s014-a001-w005	w-s014-a001-w002	خ ر ج	ك ت ب	3	2	2	1	9	13	intra_ayah:14:1:root:24
co-14_1-00023	14:1	w-s014-a001-w005	w-s014-a001-w003	خ ر ج	ن ز ل	2	1	1	1	17	21	intra_ayah:14:1:root:25
co-14_1-00024	14:1	w-s014-a001-w005	w-s014-a001-w010	خ ر ج	ن و ر	5	3	3	1	13	21	intra_ayah:14:1:root:26
co-14_1-00025	14:1	w-s014-a001-w005	w-s014-a001-w006	خ ر ج	ن و س	1	1	1	1	11	12	intra_ayah:14:1:root:27
co-14_1-00026	14:1	w-s014-a001-w012	w-s014-a001-w014	ر ب ب	ص ر ط	2	1	1	1	9	14	intra_ayah:14:1:root:28
co-14_1-00027	14:1	w-s014-a001-w012	w-s014-a001-w008	ر ب ب	ظ ل م	4	3	3	1	56	66	intra_ayah:14:1:root:29
co-14_1-00028	14:1	w-s014-a001-w011	w-s014-a001-w012	ء ذ ن	ر ب ب	1	1	1	1	16	22	intra_ayah:14:1:root:3
co-14_1-00029	14:1	w-s014-a001-w012	w-s014-a001-w015	ر ب ب	ع ز ز	3	2	2	1	22	24	intra_ayah:14:1:root:30
co-14_1-00030	14:1	w-s014-a001-w012	w-s014-a001-w002	ر ب ب	ك ت ب	10	7	7	1	43	63	intra_ayah:14:1:root:31
co-14_1-00031	14:1	w-s014-a001-w012	w-s014-a001-w003	ر ب ب	ن ز ل	9	6	6	1	56	70	intra_ayah:14:1:root:32
co-14_1-00032	14:1	w-s014-a001-w012	w-s014-a001-w010	ر ب ب	ن و ر	2	2	2	1	34	42	intra_ayah:14:1:root:33
co-14_1-00033	14:1	w-s014-a001-w012	w-s014-a001-w006	ر ب ب	ن و س	6	4	4	1	45	54	intra_ayah:14:1:root:34
co-14_1-00034	14:1	w-s014-a001-w014	w-s014-a001-w008	ص ر ط	ظ ل م	6	4	4	1	3	3	intra_ayah:14:1:root:35
co-14_1-00035	14:1	w-s014-a001-w014	w-s014-a001-w015	ص ر ط	ع ز ز	1	1	1	1	2	2	intra_ayah:14:1:root:36
co-14_1-00036	14:1	w-s014-a001-w014	w-s014-a001-w002	ص ر ط	ك ت ب	12	8	8	1	3	3	intra_ayah:14:1:root:37
co-14_1-00037	14:1	w-s014-a001-w014	w-s014-a001-w003	ص ر ط	ن ز ل	11	7	7	1	4	4	intra_ayah:14:1:root:38
co-14_1-00038	14:1	w-s014-a001-w014	w-s014-a001-w010	ص ر ط	ن و ر	4	3	3	1	3	3	intra_ayah:14:1:root:39
co-14_1-00039	14:1	w-s014-a001-w011	w-s014-a001-w014	ء ذ ن	ص ر ط	3	2	2	1	3	3	intra_ayah:14:1:root:4
co-14_1-00040	14:1	w-s014-a001-w014	w-s014-a001-w006	ص ر ط	ن و س	8	5	5	1	4	5	intra_ayah:14:1:root:40
co-14_1-00041	14:1	w-s014-a001-w008	w-s014-a001-w015	ظ ل م	ع ز ز	7	5	5	1	1	1	intra_ayah:14:1:root:41
co-14_1-00042	14:1	w-s014-a001-w008	w-s014-a001-w002	ظ ل م	ك ت ب	6	4	4	1	19	25	intra_ayah:14:1:root:42
co-14_1-00043	14:1	w-s014-a001-w008	w-s014-a001-w003	ظ ل م	ن ز ل	5	3	3	1	15	22	intra_ayah:14:1:root:43
co-14_1-00044	14:1	w-s014-a001-w008	w-s014-a001-w010	ظ ل م	ن و ر	2	1	1	1	28	37	intra_ayah:14:1:root:44
co-14_1-00045	14:1	w-s014-a001-w008	w-s014-a001-w006	ظ ل م	ن و س	2	1	1	1	15	19	intra_ayah:14:1:root:45
co-14_1-00046	14:1	w-s014-a001-w015	w-s014-a001-w002	ع ز ز	ك ت ب	13	9	9	1	9	9	intra_ayah:14:1:root:46
co-14_1-00047	14:1	w-s014-a001-w015	w-s014-a001-w003	ع ز ز	ن ز ل	12	8	8	1	10	11	intra_ayah:14:1:root:47
co-14_1-00048	14:1	w-s014-a001-w015	w-s014-a001-w010	ع ز ز	ن و ر	5	4	4	1	2	2	intra_ayah:14:1:root:48
co-14_1-00049	14:1	w-s014-a001-w015	w-s014-a001-w006	ع ز ز	ن و س	9	6	6	1	7	8	intra_ayah:14:1:root:49
co-14_1-00050	14:1	w-s014-a001-w011	w-s014-a001-w008	ء ذ ن	ظ ل م	3	2	2	1	11	14	intra_ayah:14:1:root:5
co-14_1-00051	14:1	w-s014-a001-w002	w-s014-a001-w003	ك ت ب	ن ز ل	1	1	1	1	63	86	intra_ayah:14:1:root:50
co-14_1-00052	14:1	w-s014-a001-w002	w-s014-a001-w010	ك ت ب	ن و ر	8	5	5	1	16	19	intra_ayah:14:1:root:51
co-14_1-00053	14:1	w-s014-a001-w002	w-s014-a001-w006	ك ت ب	ن و س	4	3	3	1	23	28	intra_ayah:14:1:root:52
co-14_1-00054	14:1	w-s014-a001-w003	w-s014-a001-w010	ن ز ل	ن و ر	7	4	4	1	12	14	intra_ayah:14:1:root:53
co-14_1-00055	14:1	w-s014-a001-w003	w-s014-a001-w006	ن ز ل	ن و س	3	2	2	1	23	32	intra_ayah:14:1:root:54
co-14_1-00056	14:1	w-s014-a001-w010	w-s014-a001-w006	ن و ر	ن و س	4	2	2	1	13	18	intra_ayah:14:1:root:55
co-14_1-00057	14:1	w-s014-a001-w011	w-s014-a001-w015	ء ذ ن	ع ز ز	4	3	3	1	1	1	intra_ayah:14:1:root:6
co-14_1-00058	14:1	w-s014-a001-w011	w-s014-a001-w002	ء ذ ن	ك ت ب	9	6	6	1	7	11	intra_ayah:14:1:root:7
co-14_1-00059	14:1	w-s014-a001-w011	w-s014-a001-w003	ء ذ ن	ن ز ل	8	5	5	1	8	9	intra_ayah:14:1:root:8
co-14_1-00060	14:1	w-s014-a001-w011	w-s014-a001-w010	ء ذ ن	ن و ر	1	1	1	1	5	6	intra_ayah:14:1:root:9
co-14_2-00061	14:2	w-s014-a002-w009	w-s014-a002-w001	ء ر ض	ء ل ه	8	2	2	1	215	380	intra_ayah:14:2:root:1
co-14_2-00062	14:2	w-s014-a002-w006	w-s014-a002-w014	س م و	ش د د	8	4	4	1	6	6	intra_ayah:14:2:root:10
co-14_2-00063	14:2	w-s014-a002-w006	w-s014-a002-w013	س م و	ع ذ ب	7	3	3	1	13	15	intra_ayah:14:2:root:11
co-14_2-00064	14:2	w-s014-a002-w006	w-s014-a002-w011	س م و	ك ف ر	5	2	2	1	16	20	intra_ayah:14:2:root:12
co-14_2-00065	14:2	w-s014-a002-w014	w-s014-a002-w013	ش د د	ع ذ ب	1	1	1	1	30	39	intra_ayah:14:2:root:13
co-14_2-00066	14:2	w-s014-a002-w014	w-s014-a002-w011	ش د د	ك ف ر	3	2	2	1	18	20	intra_ayah:14:2:root:14
co-14_2-00067	14:2	w-s014-a002-w013	w-s014-a002-w011	ع ذ ب	ك ف ر	2	1	1	1	68	92	intra_ayah:14:2:root:15
co-14_2-00068	14:2	w-s014-a002-w009	w-s014-a002-w006	ء ر ض	س م و	3	1	1	1	224	263	intra_ayah:14:2:root:2
co-14_2-00069	14:2	w-s014-a002-w009	w-s014-a002-w014	ء ر ض	ش د د	5	3	3	1	8	13	intra_ayah:14:2:root:3
co-14_2-00070	14:2	w-s014-a002-w009	w-s014-a002-w013	ء ر ض	ع ذ ب	4	2	2	1	22	26	intra_ayah:14:2:root:4
co-14_2-00071	14:2	w-s014-a002-w009	w-s014-a002-w011	ء ر ض	ك ف ر	2	1	1	1	36	47	intra_ayah:14:2:root:5
co-14_2-00072	14:2	w-s014-a002-w001	w-s014-a002-w006	ء ل ه	س م و	5	1	1	1	185	319	intra_ayah:14:2:root:6
co-14_2-00073	14:2	w-s014-a002-w001	w-s014-a002-w014	ء ل ه	ش د د	13	5	5	1	47	94	intra_ayah:14:2:root:7
co-14_2-00074	14:2	w-s014-a002-w001	w-s014-a002-w013	ء ل ه	ع ذ ب	12	4	4	1	133	222	intra_ayah:14:2:root:8
co-14_2-00075	14:2	w-s014-a002-w001	w-s014-a002-w011	ء ل ه	ك ف ر	10	3	3	1	225	443	intra_ayah:14:2:root:9
co-14_3-00076	14:3	w-s014-a003-w006	w-s014-a003-w010	ء خ ر	ء ل ه	4	3	3	1	123	229	intra_ayah:14:3:root:1
co-14_3-00077	14:3	w-s014-a003-w006	w-s014-a003-w012	ء خ ر	ع و ج	6	5	5	1	3	3	intra_ayah:14:3:root:10
co-14_3-00078	14:3	w-s014-a003-w010	w-s014-a003-w016	ء ل ه	ب ع د	6	4	4	1	112	209	intra_ayah:14:3:root:11
co-14_3-00079	14:3	w-s014-a003-w010	w-s014-a003-w011	ء ل ه	ب غ ي	1	1	1	1	55	113	intra_ayah:14:3:root:12
co-14_3-00080	14:3	w-s014-a003-w010	w-s014-a003-w002	ء ل ه	ح ب ب	8	6	6	1	57	123	intra_ayah:14:3:root:13
co-14_3-00081	14:3	w-s014-a003-w010	w-s014-a003-w003	ء ل ه	ح ي ي	7	5	5	1	73	128	intra_ayah:14:3:root:14
co-14_3-00082	14:3	w-s014-a003-w010	w-s014-a003-w004	ء ل ه	د ن و	6	4	4	1	63	109	intra_ayah:14:3:root:15
co-14_3-00083	14:3	w-s014-a003-w010	w-s014-a003-w009	ء ل ه	س ب ل	1	1	1	1	112	220	intra_ayah:14:3:root:16
co-14_3-00084	14:3	w-s014-a003-w010	w-s014-a003-w007	ء ل ه	ص د د	3	2	2	1	32	42	intra_ayah:14:3:root:17
co-14_3-00085	14:3	w-s014-a003-w010	w-s014-a003-w015	ء ل ه	ض ل ل	5	3	3	1	80	152	intra_ayah:14:3:root:18
co-14_3-00086	14:3	w-s014-a003-w010	w-s014-a003-w012	ء ل ه	ع و ج	2	2	2	1	6	7	intra_ayah:14:3:root:19
co-14_3-00087	14:3	w-s014-a003-w006	w-s014-a003-w016	ء خ ر	ب ع د	10	7	7	1	15	16	intra_ayah:14:3:root:2
